,akademi,allmoge,allmän,annan,annorlunda,artikel,begrepp,bilda,byta,del,dela,delta,ekonomi,ekonomisk,epok,era,europa,europeisk,finland,finne,finsk,folk,form,fred,fråga,furstendöme,förbi,fördrag,förena,föreställning,författning,förra,förändring,gemensam,general,geografisk,gestalt,grundlag,gräns,hertig,hertigdöme,historia,historisk,inre,inrikes,intresse,jämförelse,karta,kejsare,kombinera,koncept,konstitution,krig,kung,lag,land,liberal,lokal,makt,marskalk,medborgare,medeltid,medlem,modern,monark,mynt,napoleon,nation,offentlig,officiell,olik,område,parlament,penning,period,petersburg,politik,princip,protest,provins,publicera,regel,regent,regering,regeringsform,representation,rike,riksdag,ryss,ryssland,rättighet,samband,samfund,sedel,sekel,senat,skandinavien,skapa,skilja,språk,stat,styre,styresman,ställning,stånd,stödja,stötta,swensk,system,territorium,tid,tidig,trakt,universitet,valuta,ämbetsman,århundrade,överenskommelse
gemensam,0.2523656189441681,0.2698577344417572,0.28216367959976196,0.14662089943885803,0.2686503529548645,0.1543411910533905,0.31588006019592285,0.3096756041049957,0.16914090514183044,0.16733606159687042,0.37160924077033997,0.17235372960567474,0.36843279004096985,0.43831580877304077,0.4469779431819916,0.27069708704948425,0.4147224724292755,0.44771501421928406,0.20799706876277924,0.18998801708221436,0.11662287265062332,0.21656152606010437,0.24683190882205963,0.3376215100288391,0.2373647540807724,0.4823853373527527,0.17096731066703796,0.45586565136909485,0.35136300325393677,0.3690306842327118,0.2515871822834015,0.26202529668807983,0.3107510805130005,1.0,0.2518922686576843,0.4065108299255371,0.4528713822364807,0.5651071667671204,0.37071627378463745,0.21066343784332275,0.4313875436782837,0.12596943974494934,0.23050183057785034,0.3235229253768921,0.24112297594547272,0.5464080572128296,0.4952109754085541,0.16712579131126404,0.29521724581718445,0.3264402449131012,0.2866399586200714,0.48261386156082153,0.3177195191383362,0.22945824265480042,0.34273913502693176,0.22826656699180603,0.3852485418319702,0.3548307716846466,0.45286238193511963,0.3086436092853546,0.41194647550582886,0.3644023537635803,0.40219783782958984,0.19509565830230713,0.493692010641098,0.22794145345687866,0.31961485743522644,0.4307156205177307,0.3208288252353668,0.20580746233463287,0.23781299591064453,0.4280206859111786,0.24932825565338135,0.1687704473733902,0.3300498425960541,0.1324802190065384,0.4152066707611084,0.4283435642719269,0.4348171055316925,0.36263030767440796,0.4403265118598938,0.34434640407562256,0.3993741571903229,0.32966774702072144,0.5240069031715393,0.2788946032524109,0.34172841906547546,0.3219777047634125,0.28691044449806213,0.41255253553390503,0.4229399263858795,0.5295053720474243,0.3955477476119995,0.09289092570543289,0.3311461806297302,0.29121631383895874,0.5130059123039246,0.46279340982437134,0.3651266396045685,0.08068177849054337,0.427578330039978,0.3161342442035675,0.47060826420783997,0.3752419650554657,0.2518303692340851,0.30400708317756653,0.19522492587566376,0.1586645245552063,0.40097007155418396,0.4352709650993347,0.16017009317874908,0.15520986914634705,0.12687966227531433,0.3257392644882202,0.36760374903678894,0.4312305450439453,0.22035863995552063,0.3499745726585388
general,0.26657482981681824,0.18594543635845184,0.10890191048383713,0.2261599749326706,0.1388310343027115,0.27533158659935,0.2030744105577469,0.245194673538208,0.12943997979164124,0.14595478773117065,0.1142333522439003,0.200971320271492,0.3705727756023407,0.3230518102645874,0.3306284248828888,0.27284809947013855,0.22248175740242004,0.2239351123571396,0.22073283791542053,0.09541448950767517,0.24693341553211212,0.1507134884595871,0.099286288022995,0.19693656265735626,0.1776367425918579,0.4284907579421997,0.3130039572715759,0.40392276644706726,0.19181866943836212,0.33647802472114563,0.13659045100212097,0.09391651302576065,0.1599532514810562,0.2518922686576843,1.0,0.3435707092285156,0.30044645071029663,0.31382089853286743,0.38382622599601746,0.4213431775569916,0.46058982610702515,0.08225401490926743,0.22462844848632812,0.11066167056560516,0.24999454617500305,0.19194917380809784,0.32881587743759155,0.17766925692558289,0.3501189351081848,0.4761464297771454,0.29599422216415405,0.31541046500205994,0.19751957058906555,0.1830243319272995,0.08131806552410126,0.18832345306873322,0.2790098190307617,0.33344152569770813,0.24241796135902405,0.5607764720916748,0.24982504546642303,0.3852858245372772,0.2528228461742401,0.06364009529352188,0.31466662883758545,0.16321124136447906,0.40423765778541565,0.21534034609794617,0.1581593155860901,0.3951870799064636,0.12960444390773773,0.33943212032318115,0.29587793350219727,0.21366667747497559,0.3497203290462494,0.34826603531837463,0.2152644395828247,0.2336714267730713,0.35948747396469116,0.32880064845085144,0.35600849986076355,0.18247954547405243,0.3610371947288513,0.3360891342163086,0.27888453006744385,0.19438640773296356,0.19638440012931824,0.1358899623155594,0.3768799304962158,0.3466273248195648,0.11700979620218277,0.2950759530067444,0.17008429765701294,0.1394026279449463,0.21101681888103485,0.4904467761516571,0.3414584994316101,0.2789672911167145,0.20561844110488892,0.19899308681488037,0.2116175889968872,0.2853841781616211,0.25433486700057983,0.30933040380477905,0.04336158186197281,0.31214582920074463,0.35357236862182617,0.2045656442642212,0.22826054692268372,0.39504727721214294,0.11996831744909286,0.27356889843940735,0.22877362370491028,0.3721955716609955,0.24508745968341827,0.27993571758270264,0.2939409017562866,0.20443418622016907
geografisk,0.48625850677490234,0.42104437947273254,0.3818425238132477,0.22867611050605774,0.34954580664634705,0.5278451442718506,0.4658665060997009,0.5435285568237305,0.3517129421234131,0.3727632761001587,0.39664769172668457,0.3582649230957031,0.7236073017120361,0.8363928198814392,0.7065786123275757,0.4787250757217407,0.4573363959789276,0.5300533175468445,0.38019850850105286,0.3554060757160187,0.4636278748512268,0.30309343338012695,0.4534701406955719,0.3146726191043854,0.5024380087852478,0.7149067521095276,0.2602665424346924,0.6270244717597961,0.35731232166290283,0.4216426610946655,0.41983121633529663,0.3146604001522064,0.4395471513271332,0.4065108299255371,0.3435707092285156,1.0,0.6608820557594299,0.6550304293632507,0.3484446406364441,0.35628220438957214,0.604710578918457,0.541153609752655,0.6711375117301941,0.45685940980911255,0.49121347069740295,0.5653445720672607,0.6066315174102783,0.6333863139152527,0.35687386989593506,0.5421211123466492,0.7006312608718872,0.5314365029335022,0.38131293654441833,0.35723060369491577,0.35691505670547485,0.2884267568588257,0.5830217003822327,0.6792928576469421,0.5107014775276184,0.5897419452667236,0.4190002977848053,0.7667853832244873,0.5483354926109314,0.40295830368995667,0.48974937200546265,0.3932555913925171,0.48481789231300354,0.4060249328613281,0.41823697090148926,0.5324959754943848,0.46174824237823486,0.5735761523246765,0.39831894636154175,0.28372013568878174,0.6794319748878479,0.3653901219367981,0.580352246761322,0.6671973466873169,0.7291935086250305,0.45543748140335083,0.5920972228050232,0.5976197719573975,0.4607844650745392,0.3235102891921997,0.656462550163269,0.5692158341407776,0.35470062494277954,0.4322623014450073,0.3836950361728668,0.48250219225883484,0.3645012080669403,0.6204021573066711,0.5557616353034973,0.3236524164676666,0.611151397228241,0.49346545338630676,0.7826093435287476,0.5834294557571411,0.4484361708164215,0.45750969648361206,0.4045209586620331,0.6763578653335571,0.5359758734703064,0.38049113750457764,0.36945870518684387,0.3395942449569702,0.5335620045661926,0.5077669024467468,0.5347180962562561,0.7029369473457336,0.30019381642341614,0.40392249822616577,0.30263203382492065,0.6073858737945557,0.5165146589279175,0.4425600469112396,0.6871205568313599,0.49959269165992737
gestalt,0.27431610226631165,0.30911514163017273,0.28586551547050476,0.2938372492790222,0.42107975482940674,0.33973389863967896,0.5354633927345276,0.574580729007721,0.35022789239883423,0.3364754319190979,0.41530779004096985,0.31006550788879395,0.5535153150558472,0.7079676389694214,0.6997171640396118,0.4346558749675751,0.4654035270214081,0.5887421369552612,0.3020380139350891,0.23943790793418884,0.3543294668197632,0.39528343081474304,0.488655686378479,0.36066970229148865,0.44256430864334106,0.7769713997840881,0.44646328687667847,0.6889547109603882,0.44637826085090637,0.48565664887428284,0.3321770131587982,0.27656739950180054,0.36020562052726746,0.4528713822364807,0.30044645071029663,0.6608820557594299,0.9999999403953552,0.6492746472358704,0.4201428294181824,0.37995991110801697,0.6667036414146423,0.33227890729904175,0.4904331564903259,0.4237998127937317,0.22731319069862366,0.5894800424575806,0.711010754108429,0.364103227853775,0.4209747314453125,0.5886684060096741,0.5957269072532654,0.6272357106208801,0.41255995631217957,0.4476798474788666,0.36636802554130554,0.32474255561828613,0.7490084767341614,0.6719844937324524,0.549344003200531,0.5405639410018921,0.4795929789543152,0.652069628238678,0.4881410598754883,0.3234732449054718,0.6317822933197021,0.30318164825439453,0.52634197473526,0.44132861495018005,0.2880537509918213,0.5087540149688721,0.43915119767189026,0.6035353541374207,0.4044426679611206,0.2888390123844147,0.7382049560546875,0.340943843126297,0.6151585578918457,0.6469977498054504,0.6929884552955627,0.3870510458946228,0.5587043762207031,0.5795922875404358,0.5597666501998901,0.3628256022930145,0.5323158502578735,0.38684922456741333,0.31137025356292725,0.27255088090896606,0.47595906257629395,0.5129470229148865,0.3441391885280609,0.7315608263015747,0.4597109854221344,0.2100573182106018,0.6779507994651794,0.46404212713241577,0.7487393021583557,0.7960997223854065,0.47871193289756775,0.2853352129459381,0.3220239579677582,0.6394962668418884,0.6930356025695801,0.49667954444885254,0.27465569972991943,0.553565263748169,0.45495346188545227,0.36026543378829956,0.5574641227722168,0.7592123746871948,0.34018054604530334,0.464428186416626,0.33687543869018555,0.6084980368614197,0.5409649014472961,0.4591144025325775,0.5386967062950134,0.5126505494117737
grundlag,0.36696186661720276,0.2877906560897827,0.39017874002456665,0.2757371962070465,0.48513081669807434,0.47498244047164917,0.5224881768226624,0.381256639957428,0.3201638460159302,0.33013686537742615,0.4128280580043793,0.2867041528224945,0.5185109972953796,0.6995919942855835,0.6539420485496521,0.4294241964817047,0.4804183542728424,0.6030154228210449,0.3544884920120239,0.19969210028648376,0.30654725432395935,0.3248336911201477,0.37985002994537354,0.40401992201805115,0.4857605993747711,0.6882853507995605,0.3149036765098572,0.7201703786849976,0.46647053956985474,0.5450039505958557,0.5073047280311584,0.2776092290878296,0.4528292715549469,0.5651071667671204,0.31382089853286743,0.6550304293632507,0.6492746472358704,1.0,0.46705538034439087,0.2896636724472046,0.6195921897888184,0.358047217130661,0.5127052664756775,0.40972426533699036,0.3555060029029846,0.699557363986969,0.6694924831390381,0.3192518949508667,0.40971997380256653,0.5753847360610962,0.5050666928291321,0.669987678527832,0.4521085023880005,0.3032527267932892,0.47139838337898254,0.306517630815506,0.70390784740448,0.6073153614997864,0.5791303515434265,0.47637829184532166,0.4896124303340912,0.6334772706031799,0.5240301489830017,0.212551549077034,0.5669435262680054,0.35276883840560913,0.506521999835968,0.5348629951477051,0.34206706285476685,0.5471148490905762,0.4112652540206909,0.6677491068840027,0.44679170846939087,0.26237156987190247,0.6170998215675354,0.30908241868019104,0.6054379343986511,0.6526361703872681,0.7767348289489746,0.5131245851516724,0.70704585313797,0.583302915096283,0.5398996472358704,0.4443966746330261,0.759575366973877,0.4538462162017822,0.40035349130630493,0.36540964245796204,0.3570566177368164,0.6088888049125671,0.46659204363822937,0.7439475059509277,0.5064365267753601,0.2686976492404938,0.5808257460594177,0.5143139362335205,0.7224810719490051,0.6785183548927307,0.5106362700462341,0.3190716505050659,0.4859458804130554,0.5440689325332642,0.6401581168174744,0.44812479615211487,0.27345916628837585,0.40194132924079895,0.3523956835269928,0.29979944229125977,0.5975620150566101,0.6665830016136169,0.3429798483848572,0.38691213726997375,0.29693368077278137,0.5846564769744873,0.6939027905464172,0.48933106660842896,0.48443886637687683,0.5511972308158875
gräns,0.2740630507469177,0.17388413846492767,0.20933112502098083,0.14498543739318848,0.19051113724708557,0.3604731261730194,0.24502724409103394,0.2550763785839081,0.1756078153848648,0.20581471920013428,0.1947157233953476,0.19568224251270294,0.37165603041648865,0.3866516947746277,0.41050800681114197,0.27016955614089966,0.39683082699775696,0.5143666863441467,0.2700292766094208,0.18234308063983917,0.24286165833473206,0.24948590993881226,0.21131671965122223,0.2609279453754425,0.12846441566944122,0.5819340944290161,0.33245858550071716,0.45049065351486206,0.2786715030670166,0.28401023149490356,0.2931552827358246,0.09745243936777115,0.2904958426952362,0.37071627378463745,0.38382622599601746,0.3484446406364441,0.4201428294181824,0.46705538034439087,1.0,0.32309162616729736,0.5326782464981079,0.1846180111169815,0.16544410586357117,0.37357020378112793,0.17762869596481323,0.40674370527267456,0.4354250729084015,0.24356672167778015,0.3455501198768616,0.5139201283454895,0.27683642506599426,0.39350104331970215,0.3345802128314972,0.260743647813797,0.26731178164482117,0.34303441643714905,0.36746397614479065,0.39810019731521606,0.47708481550216675,0.37487444281578064,0.3380257189273834,0.40660929679870605,0.3415067493915558,0.14992617070674896,0.4266776740550995,0.27882254123687744,0.4007607698440552,0.3665354251861572,0.17651870846748352,0.35613012313842773,0.18399560451507568,0.5399199724197388,0.2440168708562851,0.09707625210285187,0.31053027510643005,0.33450061082839966,0.29271993041038513,0.35687342286109924,0.39087632298469543,0.5210447311401367,0.42132100462913513,0.29335764050483704,0.3640764653682709,0.37808629870414734,0.39988166093826294,0.20966076850891113,0.35493969917297363,0.22054366767406464,0.468877375125885,0.5190445780754089,0.28166353702545166,0.4413816034793854,0.28433048725128174,0.08722364902496338,0.390219122171402,0.3520084321498871,0.4011887013912201,0.4409022033214569,0.38901135325431824,0.18366865813732147,0.38683944940567017,0.36190423369407654,0.28064173460006714,0.3923417627811432,0.17825062572956085,0.41821375489234924,0.2846665382385254,0.1553322821855545,0.38872402906417847,0.4838555157184601,0.2348465770483017,0.2034212052822113,0.36070552468299866,0.40487995743751526,0.35523882508277893,0.28289857506752014,0.34945565462112427,0.2814614772796631
hertig,0.2640801668167114,0.22977299988269806,0.23292402923107147,0.13452063500881195,0.1277531385421753,0.2585161328315735,0.24589206278324127,0.26975879073143005,0.15290170907974243,0.19206683337688446,0.12855230271816254,0.07618482410907745,0.42731091380119324,0.32269686460494995,0.40102899074554443,0.15416133403778076,0.2693541347980499,0.27730005979537964,0.24625511467456818,0.09453549981117249,0.21147598326206207,0.2651485502719879,0.21924014389514923,0.22324571013450623,0.19110244512557983,0.42689764499664307,0.2225082814693451,0.41970956325531006,0.13024401664733887,0.350337415933609,0.19407226145267487,0.13548408448696136,0.23525680601596832,0.21066343784332275,0.4213431775569916,0.35628220438957214,0.37995991110801697,0.2896636724472046,0.32309162616729736,0.9999999403953552,0.5143308043479919,0.23048914968967438,0.2468235343694687,0.19347608089447021,0.24649794399738312,0.19551245868206024,0.33088135719299316,0.22062712907791138,0.5827500224113464,0.420009583234787,0.2894654870033264,0.34540435671806335,0.23747587203979492,0.4168345630168915,0.12119625508785248,0.13016363978385925,0.3093514144420624,0.29208236932754517,0.3207360506057739,0.5513896346092224,0.2345627099275589,0.3981442451477051,0.3705081045627594,0.1094355657696724,0.3707549273967743,0.1476968675851822,0.5234378576278687,0.3037044405937195,0.21896736323833466,0.41933828592300415,0.11680900305509567,0.304913192987442,0.3900301456451416,0.1077934205532074,0.3724152445793152,0.45601794123649597,0.18321193754673004,0.23198719322681427,0.3748747408390045,0.3147418797016144,0.38785892724990845,0.13955409824848175,0.5241777896881104,0.26781415939331055,0.30720266699790955,0.32626014947891235,0.19878321886062622,0.24282993376255035,0.4030628800392151,0.44328606128692627,0.12016095966100693,0.24815048277378082,0.18026861548423767,0.04176745563745499,0.36207735538482666,0.5294486880302429,0.3688914179801941,0.3048400282859802,0.21971909701824188,0.12471022456884384,0.20197618007659912,0.2843635678291321,0.29140764474868774,0.28242355585098267,0.14228393137454987,0.27302074432373047,0.29288387298583984,0.16362141072750092,0.2982020974159241,0.4304652214050293,0.142437145113945,0.3067529797554016,0.1952355057001114,0.43883204460144043,0.27344831824302673,0.31167086958885193,0.3909638822078705,0.20433279871940613
hertigdöme,0.29143616557121277,0.3638626039028168,0.28964418172836304,0.24683459103107452,0.3120468854904175,0.43466585874557495,0.42020559310913086,0.4273400902748108,0.1711638867855072,0.34968605637550354,0.37825506925582886,0.29591307044029236,0.579555869102478,0.6207282543182373,0.6050201058387756,0.31761062145233154,0.5469106435775757,0.6199687719345093,0.4388074576854706,0.1362348198890686,0.40774956345558167,0.29192015528678894,0.37639883160591125,0.368861585855484,0.43668264150619507,0.7546442747116089,0.4332479238510132,0.6486956477165222,0.3783097565174103,0.4526630938053131,0.33454209566116333,0.2875606119632721,0.40662336349487305,0.4313875436782837,0.46058982610702515,0.604710578918457,0.6667036414146423,0.6195921897888184,0.5326782464981079,0.5143308043479919,0.9999998807907104,0.38807326555252075,0.44390079379081726,0.4515245854854584,0.35563600063323975,0.5225238800048828,0.6487534046173096,0.3940827250480652,0.4898642599582672,0.7253027558326721,0.4686700105667114,0.6110080480575562,0.46732744574546814,0.33289504051208496,0.25501641631126404,0.4342861473560333,0.6255685687065125,0.6371587514877319,0.5994133949279785,0.6748814582824707,0.4216903746128082,0.6658559441566467,0.48032280802726746,0.1663239598274231,0.5445437431335449,0.32802096009254456,0.5701621174812317,0.4731713831424713,0.36944976449012756,0.628256618976593,0.35783201456069946,0.6702669858932495,0.46612420678138733,0.2681102752685547,0.6236428022384644,0.4784456789493561,0.462647020816803,0.5763366222381592,0.6259610056877136,0.6551943421363831,0.6459783315658569,0.4034062623977661,0.5518184304237366,0.4232860803604126,0.5743106603622437,0.3791674077510834,0.4577130377292633,0.361066073179245,0.5572613477706909,0.6460607051849365,0.276073694229126,0.6818274855613708,0.33040425181388855,0.19365063309669495,0.585159420967102,0.5718928575515747,0.6612597107887268,0.6117382049560547,0.4814196825027466,0.28827717900276184,0.47376126050949097,0.4816981256008148,0.5306512117385864,0.5224060416221619,0.23531174659729004,0.48941725492477417,0.3750453293323517,0.30540573596954346,0.5532978773117065,0.7533115148544312,0.2625877857208252,0.39903584122657776,0.44158944487571716,0.6186106204986572,0.43460267782211304,0.4896729588508606,0.5426306128501892,0.32705622911453247
historia,0.2966775596141815,0.2594091296195984,0.22487127780914307,0.0915108397603035,0.17167198657989502,0.42641985416412354,0.3461972773075104,0.3272322416305542,0.1812499314546585,0.28372547030448914,0.26974058151245117,0.18706810474395752,0.5006197094917297,0.45473265647888184,0.4123760163784027,0.18795590102672577,0.30530545115470886,0.2575337290763855,0.3193330764770508,0.2051887959241867,0.3622000217437744,0.1531183272600174,0.265625,0.1917584240436554,0.38944733142852783,0.2984805107116699,0.08650484681129456,0.3750670254230499,0.19240182638168335,0.19483087956905365,0.35542821884155273,0.1367802619934082,0.3949204981327057,0.12596943974494934,0.08225401490926743,0.541153609752655,0.33227890729904175,0.358047217130661,0.1846180111169815,0.23048914968967438,0.38807326555252075,1.0,0.5825547575950623,0.27862051129341125,0.2510005235671997,0.2544814646244049,0.2917529046535492,0.4552604854106903,0.19332242012023926,0.28868380188941956,0.38411906361579895,0.3171045184135437,0.33568641543388367,0.2310171276330948,0.24843303859233856,0.21701020002365112,0.32989007234573364,0.3308885097503662,0.3169686198234558,0.3073955476284027,0.25137975811958313,0.4984070658683777,0.3861064612865448,0.34872180223464966,0.25347021222114563,0.22120949625968933,0.3441298007965088,0.3346380293369293,0.16481615602970123,0.32078394293785095,0.23241274058818817,0.21164092421531677,0.23471270501613617,0.008904686197638512,0.4670085310935974,0.21824468672275543,0.42198994755744934,0.4595814645290375,0.36572372913360596,0.2803923785686493,0.33727115392684937,0.4408307373523712,0.2801922857761383,0.1803010255098343,0.4017946422100067,0.4021550118923187,0.29699695110321045,0.3061298131942749,0.13249289989471436,0.30946776270866394,0.2162044197320938,0.4448404610157013,0.31937336921691895,0.11486716568470001,0.40487730503082275,0.27209895849227905,0.4676990211009979,0.36261358857154846,0.23456719517707825,0.4607013761997223,0.22191601991653442,0.31661245226860046,0.25784704089164734,0.20873437821865082,0.15345588326454163,0.13831982016563416,0.22422504425048828,0.37441542744636536,0.409790962934494,0.30120259523391724,0.17949041724205017,0.21734708547592163,0.13604629039764404,0.42389631271362305,0.22256793081760406,0.2044731229543686,0.5420844554901123,0.13555102050304413
historisk,0.36567580699920654,0.3252916932106018,0.3631538152694702,0.21222928166389465,0.29645150899887085,0.5165598392486572,0.43051406741142273,0.4216856360435486,0.21270006895065308,0.341817170381546,0.3889709413051605,0.27063652873039246,0.5300803184509277,0.6156402230262756,0.5557481050491333,0.3272794485092163,0.3406347632408142,0.3839511275291443,0.40280652046203613,0.1953117996454239,0.3609275817871094,0.16602011024951935,0.3865838944911957,0.21399900317192078,0.4690767526626587,0.4108056426048279,0.10038074105978012,0.4922299385070801,0.2683865427970886,0.34138843417167664,0.3207187354564667,0.22410213947296143,0.4074583947658539,0.23050183057785034,0.22462844848632812,0.6711375117301941,0.4904331564903259,0.5127052664756775,0.16544410586357117,0.2468235343694687,0.44390079379081726,0.5825547575950623,1.0,0.31678056716918945,0.4753390848636627,0.408353328704834,0.43253204226493835,0.4924081861972809,0.26792988181114197,0.39315804839134216,0.5103735327720642,0.3850465416908264,0.3452152907848358,0.11110559105873108,0.2798215448856354,0.22129537165164948,0.5389699339866638,0.5487925410270691,0.38907402753829956,0.44958603382110596,0.3504662811756134,0.6162099242210388,0.43454688787460327,0.28386062383651733,0.30818748474121094,0.28283682465553284,0.4160400629043579,0.31603530049324036,0.23078712821006775,0.5507612228393555,0.37776675820350647,0.34483271837234497,0.3115563988685608,0.22353675961494446,0.556515097618103,0.2853834629058838,0.5993542075157166,0.560475766658783,0.5605341196060181,0.3079550862312317,0.5184531807899475,0.4915797710418701,0.33393731713294983,0.24256010353565216,0.48988276720046997,0.3875816762447357,0.23582063615322113,0.33227577805519104,0.2005358338356018,0.3769848644733429,0.2529086470603943,0.5526326298713684,0.42518943548202515,0.2662513852119446,0.4531266689300537,0.43930548429489136,0.6404291987419128,0.48159268498420715,0.3015079200267792,0.3754294514656067,0.3067920506000519,0.423904150724411,0.4008242189884186,0.2833901047706604,0.16368141770362854,0.2015095204114914,0.3414357304573059,0.44989073276519775,0.44405779242515564,0.4231089949607849,0.23644134402275085,0.2566252052783966,0.18424779176712036,0.4908461272716522,0.40857818722724915,0.29189547896385193,0.6468385457992554,0.2591710090637207
inre,0.14810976386070251,0.2292277067899704,0.291157990694046,0.18604746460914612,0.14483845233917236,0.28196215629577637,0.34317901730537415,0.3758505880832672,0.13267676532268524,0.22169093787670135,0.24034366011619568,0.2335551679134369,0.419916570186615,0.4724052846431732,0.3897726535797119,0.18551693856716156,0.44380009174346924,0.37484368681907654,0.3919132649898529,0.19066987931728363,0.16230745613574982,0.2512564957141876,0.3578415811061859,0.20307084918022156,0.23693965375423431,0.4116772413253784,0.17891469597816467,0.3382890224456787,0.27735212445259094,0.18742680549621582,0.2587527334690094,0.15823934972286224,0.24322931468486786,0.3235229253768921,0.11066167056560516,0.45685940980911255,0.4237998127937317,0.40972426533699036,0.37357020378112793,0.19347608089447021,0.4515245854854584,0.27862051129341125,0.31678056716918945,1.0,0.3204522430896759,0.3912213444709778,0.3697236478328705,0.24517817795276642,0.20111793279647827,0.3274463415145874,0.2852063477039337,0.327042818069458,0.25052720308303833,0.184418186545372,0.20713841915130615,0.3739795386791229,0.4177841544151306,0.4130251407623291,0.367570698261261,0.21785052120685577,0.25910335779190063,0.354293555021286,0.3588010370731354,0.2181609869003296,0.2835293710231781,0.129742830991745,0.1847284436225891,0.24187487363815308,0.09208820015192032,0.29031068086624146,0.29716888070106506,0.35138699412345886,0.26278579235076904,0.1593332439661026,0.3884432017803192,0.17994044721126556,0.3006429970264435,0.41130301356315613,0.3959617018699646,0.3632391691207886,0.39260149002075195,0.38401952385902405,0.2923395335674286,0.2454368770122528,0.44269999861717224,0.19768060743808746,0.2902599573135376,0.16016361117362976,0.23169434070587158,0.38274234533309937,0.2186097353696823,0.4416036903858185,0.29774904251098633,0.0139771131798625,0.3648403584957123,0.20054835081100464,0.4189997911453247,0.48505744338035583,0.3596213757991791,0.1947583109140396,0.35988619923591614,0.3172287046909332,0.3582211434841156,0.3467836081981659,0.16641314327716827,0.23493365943431854,0.17813430726528168,0.09986767172813416,0.40183281898498535,0.4315396845340729,0.11244723200798035,0.18719817698001862,0.31614553928375244,0.359171986579895,0.26312097907066345,0.322903037071228,0.348159521818161,0.2840116322040558
inrikes,0.2916914224624634,0.22214099764823914,0.31902697682380676,0.17626802623271942,0.1944238245487213,0.4541832506656647,0.17835675179958344,0.21898317337036133,0.14057105779647827,0.1783720850944519,0.28552159667015076,0.2718890607357025,0.4431118071079254,0.49986597895622253,0.35499945282936096,0.29441943764686584,0.30252960324287415,0.27320653200149536,0.38663971424102783,0.19905994832515717,0.2310502976179123,0.09452185034751892,0.1833421140909195,0.22369948029518127,0.2466903179883957,0.3514348268508911,0.13671264052391052,0.39742252230644226,0.191606342792511,0.31349626183509827,0.2933613359928131,0.15153644979000092,0.3184655010700226,0.24112297594547272,0.24999454617500305,0.49121347069740295,0.22731319069862366,0.3555060029029846,0.17762869596481323,0.24649794399738312,0.35563600063323975,0.2510005235671997,0.4753390848636627,0.3204522430896759,0.9999999403953552,0.32811683416366577,0.3319505751132965,0.29746052622795105,0.31628909707069397,0.3406042754650116,0.4359881579875946,0.30697935819625854,0.2778739631175995,0.228049635887146,0.19405891001224518,0.13440541923046112,0.2857957184314728,0.3367556929588318,0.23761026561260223,0.3458430767059326,0.16653333604335785,0.39614737033843994,0.29067105054855347,0.16748858988285065,0.1613357663154602,0.1398160606622696,0.2800295054912567,0.21940679848194122,0.35961446166038513,0.46769067645072937,0.1532415896654129,0.30250000953674316,0.3310115933418274,0.24533043801784515,0.30424246191978455,0.4011841118335724,0.27007272839546204,0.2775264084339142,0.4726558029651642,0.28969329595565796,0.4743385910987854,0.3592946529388428,0.19401392340660095,0.28716450929641724,0.45349374413490295,0.28561726212501526,0.29080408811569214,0.47755858302116394,0.2319047600030899,0.3723424971103668,0.1961587369441986,0.27834898233413696,0.2467607706785202,0.22055722773075104,0.30961570143699646,0.35652443766593933,0.44719505310058594,0.27740398049354553,0.22338147461414337,0.22449588775634766,0.2985016107559204,0.31191286444664,0.21873055398464203,0.17530648410320282,0.25237753987312317,0.10911493003368378,0.36706262826919556,0.2556605637073517,0.2638497054576874,0.3715755343437195,0.13131222128868103,0.16111360490322113,0.14711318910121918,0.35795342922210693,0.34704190492630005,0.24716749787330627,0.3363674581050873,0.2518579959869385
