,allmoge,allmän,annan,annorlunda,artikel,begrepp,byta,del,dela,delta,era,europa,finland,finne,finsk,folk,form,fred,fråga,förbi,förena,föreställning,författning,förra,förändring,gemensam,general,hertig,historia,inre,inrikes,jämförelse,kejsare,krig,kung,lag,land,makt,medborgare,medlem,modern,mynt,nation,olik,parlament,penning,regel,regent,regering,rike,riksdag,rättighet,samfund,sedel,skilja,språk,stat,ställning,stånd,stödja,swensk,tid,tidig,trakt,ämbetsman
era,0.614944577217102,0.5100823044776917,0.4323295056819916,0.6922196745872498,0.8640124201774597,0.9003222584724426,0.7673835158348083,0.4692193567752838,0.6380957365036011,0.6291938424110413,1.0,0.6374519467353821,0.4947974979877472,0.6176842451095581,0.7699630260467529,0.4013153314590454,0.6956280469894409,0.5868787169456482,0.7032833695411682,0.614544689655304,0.6655391454696655,0.7410916090011597,0.6585434675216675,0.49386969208717346,0.7157361507415771,0.7626946568489075,0.5492446422576904,0.6230390667915344,0.498998761177063,0.7917734980583191,0.6682574152946472,0.886430025100708,0.7811337113380432,0.55119788646698,0.6135377287864685,0.5418609380722046,0.43359485268592834,0.8029884099960327,0.5549164414405823,0.8539934158325195,0.5308637619018555,0.5292269587516785,0.5884103775024414,0.6204966306686401,0.9110349416732788,0.5658549070358276,0.8439809679985046,0.8081952929496765,0.5043160319328308,0.4906810522079468,0.4930194020271301,0.6051076054573059,0.7723737359046936,0.5427388548851013,0.8466116189956665,0.3811171054840088,0.6472524404525757,0.7628763914108276,0.45772165060043335,0.7539766430854797,0.7419402599334717,0.38695433735847473,0.845170259475708,0.6191897988319397,0.6541562676429749
europa,0.6408299803733826,0.5499247908592224,0.2754868268966675,0.6440742015838623,0.7088977098464966,0.6777474880218506,0.5235407948493958,0.5427346229553223,0.60947585105896,0.5457252860069275,0.6374519467353821,1.0,0.4461579918861389,0.4670780301094055,0.581935703754425,0.34353163838386536,0.6385292410850525,0.5284425020217896,0.5938344597816467,0.6179020404815674,0.6661630868911743,0.6593872308731079,0.6009675860404968,0.4492407441139221,0.6704815030097961,0.642489492893219,0.5249893665313721,0.6170714497566223,0.6820703744888306,0.6507861614227295,0.5101178884506226,0.6932927370071411,0.7140845060348511,0.6649131774902344,0.53207927942276,0.49966827034950256,0.4277878701686859,0.6672455072402954,0.4904996454715729,0.7258055806159973,0.4265647232532501,0.4144088923931122,0.6890138387680054,0.6789577603340149,0.6891037225723267,0.4889815151691437,0.6906254887580872,0.6855062246322632,0.5164982080459595,0.6392665505409241,0.6083013415336609,0.5009687542915344,0.7190297842025757,0.3989730477333069,0.6627205610275269,0.3009965717792511,0.5416541695594788,0.7457874417304993,0.5274406671524048,0.6352562308311462,0.6851997971534729,0.43382248282432556,0.7258188724517822,0.37722542881965637,0.5740641355514526
finland,0.38133716583251953,0.18512411415576935,0.24505092203617096,0.2683835029602051,0.47776082158088684,0.5459684133529663,0.45461323857307434,0.31216537952423096,0.2513055205345154,0.3399248421192169,0.4947974979877472,0.4461579918861389,1.0,0.3534349203109741,0.6841374635696411,0.34145310521125793,0.3039781451225281,0.3983599543571472,0.3488985300064087,0.3864494562149048,0.40325361490249634,0.387779176235199,0.28536978363990784,0.30350759625434875,0.2769438922405243,0.4196576178073883,0.5409748554229736,0.3489842712879181,0.3199771046638489,0.3941292464733124,0.4751274883747101,0.529360830783844,0.5098886489868164,0.36037927865982056,0.356916606426239,0.07326982915401459,0.5491243600845337,0.2508452236652374,0.23481051623821259,0.4935702979564667,0.3725980520248413,0.19104446470737457,0.39615362882614136,0.2594963610172272,0.5380713939666748,0.2946465015411377,0.35149142146110535,0.4031721353530884,0.24328364431858063,0.26578614115715027,0.4259810745716095,0.2467457801103592,0.303379625082016,0.27508544921875,0.5429700613021851,0.546234130859375,0.31181636452674866,0.3738369941711426,0.38932305574417114,0.39617934823036194,0.5043544173240662,0.2674950957298279,0.4044657349586487,0.5908408164978027,0.332023948431015
finne,0.5357791781425476,0.5316965579986572,0.35496950149536133,0.5211989879608154,0.6684203147888184,0.590777575969696,0.5386282205581665,0.43322455883026123,0.5375261306762695,0.4867621660232544,0.6176842451095581,0.4670780301094055,0.3534349203109741,1.0,0.6383257508277893,0.34128671884536743,0.6297408938407898,0.4867023229598999,0.5561776757240295,0.4752344787120819,0.5415143966674805,0.5858580470085144,0.5435653924942017,0.3813129663467407,0.5719650387763977,0.630087673664093,0.3608240485191345,0.32343849539756775,0.46782732009887695,0.5982662439346313,0.5415726900100708,0.6481670141220093,0.4842073917388916,0.5403280258178711,0.45519328117370605,0.36220720410346985,0.38589897751808167,0.6159500479698181,0.4269149601459503,0.6473124027252197,0.5919257998466492,0.4003407657146454,0.5622380375862122,0.6276735067367554,0.6343343257904053,0.4556073546409607,0.5845150351524353,0.6010261178016663,0.547961950302124,0.37794527411460876,0.4498055577278137,0.448626309633255,0.5438730120658875,0.2605452239513397,0.6325889825820923,0.4766596257686615,0.4522465467453003,0.5851126313209534,0.34903767704963684,0.6217444539070129,0.6895107626914978,0.338087797164917,0.645579993724823,0.48340705037117004,0.5524809956550598
finsk,0.5500211119651794,0.4042028486728668,0.3871557414531708,0.5213578939437866,0.7820865511894226,0.8006415963172913,0.7010975480079651,0.4215075969696045,0.4630444347858429,0.5507856011390686,0.7699630260467529,0.581935703754425,0.6841374635696411,0.6383257508277893,1.0,0.4290500283241272,0.6170930862426758,0.5559141039848328,0.584818422794342,0.5396175980567932,0.5424714088439941,0.6532536149024963,0.48023611307144165,0.41560104489326477,0.5398908853530884,0.6552973389625549,0.5159615278244019,0.5562849640846252,0.5179378986358643,0.6828221082687378,0.671281099319458,0.8157634735107422,0.6109498739242554,0.4099159836769104,0.5339512228965759,0.36707180738449097,0.45194053649902344,0.608603835105896,0.4024922251701355,0.8116361498832703,0.5982791185379028,0.520789384841919,0.5492861866950989,0.4716191291809082,0.8223503232002258,0.4317074716091156,0.7009555697441101,0.6795119643211365,0.5242412686347961,0.3527493178844452,0.5418867468833923,0.4314820170402527,0.6437090635299683,0.45962953567504883,0.7034051418304443,0.6026843190193176,0.4588300585746765,0.626985490322113,0.4029492139816284,0.709300696849823,0.7243760228157043,0.3364700675010681,0.7096560597419739,0.7661721110343933,0.5466288924217224
folk,0.5068645477294922,0.36869099736213684,0.2660713791847229,0.376215398311615,0.4891354441642761,0.47894155979156494,0.3806834816932678,0.18300414085388184,0.3945918083190918,0.42813000082969666,0.4013153314590454,0.34353163838386536,0.34145310521125793,0.34128671884536743,0.4290500283241272,1.0,0.3743983209133148,0.20233745872974396,0.31416329741477966,0.3134811222553253,0.3312188386917114,0.4000277519226074,0.4082317352294922,0.18188028037548065,0.34319716691970825,0.4025883376598358,0.21599914133548737,0.39741528034210205,0.254008948802948,0.3815329074859619,0.26838529109954834,0.46062639355659485,0.42573094367980957,0.30128857493400574,0.4887749254703522,0.3079635798931122,0.3736962080001831,0.4372768700122833,0.40011686086654663,0.4820636212825775,0.22903317213058472,0.23818553984165192,0.4653322398662567,0.3184255361557007,0.4035598039627075,0.30110445618629456,0.45958489179611206,0.43911418318748474,0.39320436120033264,0.35608524084091187,0.19265685975551605,0.29289963841438293,0.35898295044898987,0.17263278365135193,0.3586156964302063,0.3149353265762329,0.3911013901233673,0.36325401067733765,0.12652841210365295,0.3597260117530823,0.30118054151535034,0.310150146484375,0.45191729068756104,0.3595178723335266,0.44803333282470703
form,0.6403700709342957,0.5678609013557434,0.3823838531970978,0.5569089651107788,0.7852098345756531,0.6842039823532104,0.49700409173965454,0.5141209363937378,0.6912877559661865,0.4739420413970947,0.6956280469894409,0.6385292410850525,0.3039781451225281,0.6297408938407898,0.6170930862426758,0.3743983209133148,1.0,0.4724365472793579,0.5661801695823669,0.5434761643409729,0.7234827280044556,0.6502012014389038,0.6410456895828247,0.5001963973045349,0.7988400459289551,0.7658746838569641,0.4011193513870239,0.5615658760070801,0.6380465626716614,0.7465808987617493,0.5652212500572205,0.7531535625457764,0.5554819703102112,0.5062545537948608,0.4669991731643677,0.5433982014656067,0.34324946999549866,0.6606032848358154,0.6005904078483582,0.7015252113342285,0.5361558198928833,0.4283639192581177,0.669556200504303,0.7668095827102661,0.703203558921814,0.539698600769043,0.731272280216217,0.6596624255180359,0.5527765154838562,0.517387330532074,0.42235878109931946,0.5759718418121338,0.7260211706161499,0.4453941285610199,0.6829953789710999,0.4027770757675171,0.6006916761398315,0.7094590663909912,0.45865094661712646,0.7891680002212524,0.7200279235839844,0.3787577152252197,0.7054781913757324,0.4357336461544037,0.6250274777412415
fred,0.4610457420349121,0.4851212501525879,0.27546870708465576,0.3781377077102661,0.5655454993247986,0.4962034821510315,0.47771888971328735,0.39349403977394104,0.5147607326507568,0.5006619095802307,0.5868787169456482,0.5284425020217896,0.3983599543571472,0.4867023229598999,0.5559141039848328,0.20233745872974396,0.4724365472793579,1.0,0.5162789225578308,0.5935545563697815,0.4563831686973572,0.4748583137989044,0.539857029914856,0.4558441638946533,0.5229360461235046,0.499538779258728,0.47534725069999695,0.4927902817726135,0.5091318488121033,0.6255393028259277,0.5058162212371826,0.6160900592803955,0.488311231136322,0.5530794858932495,0.49198636412620544,0.3074992001056671,0.3813674747943878,0.5073390007019043,0.21066506206989288,0.5430225729942322,0.2688152492046356,0.4227809011936188,0.37130770087242126,0.3640667796134949,0.5412097573280334,0.3765784502029419,0.5013406276702881,0.5030263662338257,0.6411424875259399,0.4039912819862366,0.5274304151535034,0.41737061738967896,0.5074568390846252,0.3504882752895355,0.5210085511207581,0.14342434704303741,0.38839492201805115,0.5021345019340515,0.4355844557285309,0.5230348706245422,0.47006499767303467,0.3584335744380951,0.5723123550415039,0.5939952731132507,0.3929294943809509
fråga,0.5503460764884949,0.5863105058670044,0.37657034397125244,0.6914817094802856,0.7074049711227417,0.7301855683326721,0.6067554354667664,0.4381123185157776,0.6285319328308105,0.5448716878890991,0.7032833695411682,0.5938344597816467,0.3488985300064087,0.5561776757240295,0.584818422794342,0.31416329741477966,0.5661801695823669,0.5162789225578308,1.0,0.5252256393432617,0.579849123954773,0.7347112894058228,0.5999438762664795,0.4115576446056366,0.5734432935714722,0.5071761012077332,0.46879592537879944,0.44912439584732056,0.4696231484413147,0.5380313396453857,0.5645719766616821,0.6770597100257874,0.6593398451805115,0.48288172483444214,0.42588457465171814,0.4300176799297333,0.44089674949645996,0.6856354475021362,0.5020749568939209,0.7217723727226257,0.361261248588562,0.3242412507534027,0.6133549809455872,0.5534197092056274,0.7394256591796875,0.4724440276622772,0.7193841338157654,0.6729677319526672,0.4459516406059265,0.44312891364097595,0.47147336602211,0.5859188437461853,0.6994596719741821,0.3486173748970032,0.7407074570655823,0.36048775911331177,0.5076448321342468,0.63331139087677,0.41871264576911926,0.5483537912368774,0.6463155150413513,0.33884066343307495,0.66456538438797,0.39217889308929443,0.5856627225875854
förbi,0.511637806892395,0.42183247208595276,0.301310658454895,0.5426381826400757,0.624355673789978,0.6374000906944275,0.5107875466346741,0.3467099368572235,0.5167748928070068,0.4171611964702606,0.614544689655304,0.6179020404815674,0.3864494562149048,0.4752344787120819,0.5396175980567932,0.3134811222553253,0.5434761643409729,0.5935545563697815,0.5252256393432617,0.9999999403953552,0.5451973676681519,0.605214536190033,0.5135658979415894,0.3774947226047516,0.5657764077186584,0.5486863255500793,0.5760633945465088,0.5629448294639587,0.4292798638343811,0.6153625845909119,0.4545179009437561,0.7100658416748047,0.6667671799659729,0.6555322408676147,0.4565623998641968,0.41070887446403503,0.39654943346977234,0.598232626914978,0.26036396622657776,0.6689239144325256,0.3419151306152344,0.3613887131214142,0.42559006810188293,0.5714915990829468,0.5907513499259949,0.444313645362854,0.6998091340065002,0.57437664270401,0.5765281915664673,0.3072829246520996,0.5158940553665161,0.3349798917770386,0.5638746023178101,0.3454776704311371,0.6751969456672668,0.20252734422683716,0.5279383659362793,0.6428637504577637,0.2890090048313141,0.5906631946563721,0.48813408613204956,0.3707919716835022,0.6331288814544678,0.530748724937439,0.3729398548603058
förena,0.6349790096282959,0.5059926509857178,0.38706469535827637,0.6449155211448669,0.7284111976623535,0.6777011752128601,0.5151020288467407,0.49180132150650024,0.7135939002037048,0.397080659866333,0.6655391454696655,0.6661630868911743,0.40325361490249634,0.5415143966674805,0.5424714088439941,0.3312188386917114,0.7234827280044556,0.4563831686973572,0.579849123954773,0.5451973676681519,1.0,0.7227884531021118,0.6731407046318054,0.4901168644428253,0.65764981508255,0.7411519885063171,0.492692232131958,0.5203893780708313,0.5326322913169861,0.6502088308334351,0.495927095413208,0.6757320761680603,0.6498176455497742,0.5870092511177063,0.5568683743476868,0.5114291310310364,0.3441585600376129,0.6931501030921936,0.566760241985321,0.6876313090324402,0.43513429164886475,0.29644373059272766,0.6784198880195618,0.7155365347862244,0.6407687067985535,0.5631503462791443,0.6984496116638184,0.6622308492660522,0.5357524156570435,0.5452925562858582,0.39623865485191345,0.5965831279754639,0.6778517961502075,0.38738584518432617,0.7445756793022156,0.3312534689903259,0.6184098124504089,0.7148726582527161,0.4117193818092346,0.6804345846176147,0.636640191078186,0.4434698522090912,0.707965612411499,0.35126757621765137,0.6790590286254883
föreställning,0.6845362782478333,0.5584692358970642,0.41658860445022583,0.7506924271583557,0.7600004076957703,0.7657650113105774,0.6158351898193359,0.47975561022758484,0.6810917258262634,0.608380138874054,0.7410916090011597,0.6593872308731079,0.387779176235199,0.5858580470085144,0.6532536149024963,0.4000277519226074,0.6502012014389038,0.4748583137989044,0.7347112894058228,0.605214536190033,0.7227884531021118,0.9999999403953552,0.7052739858627319,0.4278486967086792,0.7118902206420898,0.7178129553794861,0.4741749167442322,0.582269549369812,0.5325128436088562,0.6449071168899536,0.5850757956504822,0.7373889684677124,0.7871087193489075,0.6338863372802734,0.5354651212692261,0.5751169323921204,0.39837637543678284,0.786991536617279,0.5837969183921814,0.8053247332572937,0.34447741508483887,0.3943854868412018,0.7031030654907227,0.6711737513542175,0.7781887650489807,0.5221770405769348,0.7718233466148376,0.767483115196228,0.5051812529563904,0.500441312789917,0.5138006806373596,0.6032190918922424,0.7704025506973267,0.34307533502578735,0.7659529447555542,0.3807791769504547,0.5557345747947693,0.6891489624977112,0.4902632534503937,0.6517189145088196,0.6811749935150146,0.3697405457496643,0.8017238974571228,0.388193279504776,0.6456607580184937
författning,0.7645366191864014,0.7501411437988281,0.4879591464996338,0.6561195850372314,0.7151519656181335,0.6686710119247437,0.5066764950752258,0.5553839206695557,0.6431138515472412,0.589933454990387,0.6585434675216675,0.6009675860404968,0.28536978363990784,0.5435653924942017,0.48023611307144165,0.4082317352294922,0.6410456895828247,0.539857029914856,0.5999438762664795,0.5135658979415894,0.6731407046318054,0.7052739858627319,1.0,0.504639744758606,0.782769501209259,0.7718221545219421,0.3771381080150604,0.54176265001297,0.46756085753440857,0.6092502474784851,0.5360069274902344,0.6968227028846741,0.6484760046005249,0.6574971675872803,0.47054895758628845,0.6101505756378174,0.40165361762046814,0.7264918088912964,0.6753288507461548,0.7190936803817749,0.33948254585266113,0.3215360641479492,0.7599988579750061,0.6321690082550049,0.6476039290428162,0.6217126250267029,0.6708177328109741,0.6576197743415833,0.5317091941833496,0.67169588804245,0.510169267654419,0.7335417866706848,0.7123339176177979,0.3868524730205536,0.6576141119003296,0.3712625503540039,0.6567140817642212,0.7072790861129761,0.5365964770317078,0.5628196597099304,0.5773707032203674,0.4503668248653412,0.7615922093391418,0.33622321486473083,0.7593148350715637
