,aika,ala,alamainen,alku,entinen,eri,etu,euroopan,hallitus,herttua,hetki,historia,hyöty,ihminen,jakaa,julkaista,julkinen,jäsen,kannattaa,kansa,kansallinen,kartta,keisari,kenraali,keski-,keskustella,kieli,kirjoitus,kotimaan,koulu,kruunu,kuningas,kunta,kysymys,laatu,laki,lehti,luku,luonto,maakunta,muuttaa,napoleon,oikeus,osa,perustaa,pietari,puhe,puolustaa,päätös,raha,ruotsalainen,ruotsi,sanomalehti,senaatti,suojella,suomi,synnyttää,syntyä,sääntö,sääty,tiede,tuottaa,vanha,yhdistää,yhteys,yleinen,lääni,nyky,oikeudet,raja,rauha,sota,suomalainen,valta,voima
hetki,0.5877901315689087,-0.14022429287433624,-0.1016925498843193,0.3234595060348511,0.07727597653865814,-0.1590147763490677,0.21793301403522491,-0.08219020813703537,-0.10402118414640427,0.14908283948898315,1.0,0.01634756475687027,0.08220597356557846,0.4693547189235687,0.005819640122354031,-0.10918931663036346,0.2139120101928711,-0.02411338873207569,0.13258200883865356,0.26165977120399475,0.2949668765068054,-0.10004167258739471,0.17308567464351654,0.0242602676153183,-0.3142637014389038,-0.194224014878273,0.19341275095939636,0.09529601037502289,-0.20002762973308563,0.11766593903303146,-0.02646924927830696,0.2030595988035202,0.11547621339559555,0.18378622829914093,0.15756502747535706,0.1845923364162445,0.16028563678264618,0.06796187907457352,0.3397935628890991,0.17953628301620483,0.14622825384140015,0.1320452094078064,0.08052593469619751,0.019012372940778732,-0.05139901861548424,0.12024065852165222,0.3709023892879486,0.0651005432009697,0.05514995753765106,0.16638851165771484,0.09236188232898712,-0.06049804762005806,0.026539506390690804,-0.11196373403072357,0.06760834902524948,0.1861313134431839,0.2260323464870453,0.14203110337257385,0.1253887265920639,0.03972029313445091,-0.056658051908016205,0.17678214609622955,0.3388954699039459,-0.0075475117191672325,0.14802324771881104,0.28413546085357666,-0.3148399591445923,-0.1059076115489006,-0.11556725949048996,0.16465216875076294,0.4195673167705536,0.1435687243938446,0.13122586905956268,-0.01887054555118084,0.3321387469768524
historia,0.0017958744429051876,0.04613189771771431,0.40811535716056824,0.2538146376609802,0.10540331155061722,0.10777781158685684,0.09987699240446091,0.2733040750026703,0.1251191347837448,0.05840317904949188,0.01634756475687027,0.9999999403953552,0.2747519910335541,0.04271118342876434,0.058088622987270355,0.08201770484447479,0.22030924260616302,0.24843557178974152,0.054897040128707886,0.3303716480731964,0.46836477518081665,0.5262735486030579,0.1702953726053238,0.05024604871869087,0.07196691632270813,-0.010734696872532368,0.5469872355461121,0.3359236717224121,0.43242141604423523,0.04831928759813309,0.021554918959736824,0.21417060494422913,0.11622153967618942,0.33381298184394836,0.2870216965675354,0.28483954071998596,0.25532689690589905,0.09729769080877304,0.1942315399646759,0.06288192421197891,-0.14542250335216522,0.20332683622837067,-0.061394333839416504,0.14728380739688873,0.18813592195510864,0.04450516402721405,0.3589339256286621,0.06599736958742142,0.09375975281000137,0.03370858356356621,0.3536666929721832,0.31419649720191956,0.34781238436698914,0.3029097616672516,-0.0108622582629323,0.4103389084339142,0.1605050265789032,0.14042498171329498,0.25242793560028076,0.2859645485877991,0.3649800419807434,0.20519885420799255,-0.023357773199677467,0.05460852012038231,0.22358226776123047,0.3025413453578949,0.02429610677063465,-0.052694935351610184,0.09691018611192703,0.07153132557868958,0.21426746249198914,0.11096720397472382,0.42457371950149536,0.2146359086036682,0.08876346051692963
hyöty,0.22003106772899628,0.13337555527687073,-0.03413696959614754,0.24626240134239197,0.03530306741595268,0.13803541660308838,0.7863066792488098,0.14715315401554108,0.011448271572589874,-0.21610485017299652,0.08220597356557846,0.2747519910335541,1.0,0.2323278784751892,0.05260080471634865,0.05573859065771103,0.153117373585701,0.06892015039920807,0.3709338903427124,0.23654912412166595,0.5118203163146973,0.2012759894132614,-0.06655077636241913,-0.2054833471775055,0.060841649770736694,0.10973076522350311,0.31864485144615173,0.10964842885732651,0.19498609006404877,0.2965058982372284,0.1285940408706665,-0.17106778919696808,0.042232759296894073,0.4625478982925415,0.4799899458885193,0.31569454073905945,0.19133202731609344,0.29825520515441895,0.42221540212631226,0.3232760727405548,0.01786438375711441,-0.0773065984249115,0.14501304924488068,0.3452299237251282,0.10765963792800903,-0.22959986329078674,0.25091758370399475,-0.01601623371243477,0.19175416231155396,0.3651914596557617,0.030522963032126427,0.14694015681743622,0.08649326860904694,0.04420936852693558,0.13679419457912445,0.06509167701005936,0.3625723421573639,0.2666752338409424,0.3287629187107086,0.35928720235824585,0.25959399342536926,0.33291685581207275,0.026894845068454742,0.07251277565956116,0.3902624249458313,0.5405852794647217,0.018123969435691833,0.028645314276218414,0.10459526628255844,0.01254419144243002,0.17636309564113617,0.05429808795452118,0.22009524703025818,0.12095039337873459,0.42574670910835266
ihminen,0.20551346242427826,-0.15682469308376312,-0.18805089592933655,0.07283055037260056,-0.07648316025733948,0.04164977744221687,0.3213596045970917,-0.02047523856163025,0.05487287789583206,0.006830372381955385,0.4693547189235687,0.04271118342876434,0.2323278784751892,1.0,0.16876599192619324,0.13677895069122314,-0.06449146568775177,0.03454458341002464,0.397487998008728,0.43438857793807983,0.376145601272583,-0.19960547983646393,-0.021926796063780785,-0.22888252139091492,-0.34593328833580017,0.014194410294294357,0.26105982065200806,0.018483197316527367,0.11183741688728333,0.00571318669244647,0.08081851154565811,0.1514066606760025,0.01327200885862112,0.1620071679353714,0.36140865087509155,0.38855814933776855,0.10989697277545929,-0.030051790177822113,0.5543279051780701,0.2532930076122284,0.2569423019886017,-0.09478705376386642,0.152176633477211,0.07774010300636292,0.062446750700473785,-0.012583978474140167,0.16343151032924652,0.32965537905693054,0.03941889479756355,0.25759953260421753,-0.012623042799532413,-0.09553340077400208,-0.004095308482646942,-0.15925446152687073,0.3572811782360077,0.09504639357328415,0.5085020661354065,0.37816333770751953,0.06570016592741013,0.30379849672317505,0.0700293555855751,0.38179609179496765,0.24561581015586853,0.05884198099374771,0.14125367999076843,0.14112049341201782,-0.2516792416572571,-0.3010996878147125,-0.06973651051521301,-0.1226826161146164,0.1766415685415268,-0.1577669233083725,0.3123352527618408,0.06485607475042343,0.448508083820343
jakaa,-0.017274631187319756,0.07336786389350891,-0.09655436873435974,-0.21229994297027588,-0.2960844933986664,0.38077396154403687,0.1798703372478485,0.07832421362400055,0.22592464089393616,-0.1379835456609726,0.005819640122354031,0.058088622987270355,0.05260080471634865,0.16876599192619324,0.9999999403953552,0.2950790226459503,-0.06667611747980118,0.1872767210006714,0.29114535450935364,0.08066090941429138,0.028335321694612503,0.14775945246219635,-0.02632874622941017,-0.12098037451505661,-0.1455194652080536,0.3662320077419281,-0.012807131744921207,0.009549211710691452,0.2862565517425537,0.1280762106180191,0.3942604064941406,-0.0600813664495945,0.25052544474601746,0.015099478885531425,0.12138362228870392,0.06415604799985886,0.0387328565120697,0.06201238930225372,0.025770848616957664,0.205510213971138,0.3726482689380646,-0.02237750217318535,0.17343373596668243,0.046223513782024384,0.4980919659137726,-0.2409735471010208,-0.19627955555915833,0.2599632740020752,-0.1751120388507843,0.36318081617355347,-0.0664975568652153,9.680376388132572e-05,-0.03920738399028778,0.09030541777610779,0.29580724239349365,-0.09567123651504517,0.3040570914745331,0.15690092742443085,0.21691468358039856,0.09649137407541275,0.19207750260829926,0.3992694914340973,-0.22629700601100922,0.38137370347976685,0.18455472588539124,-0.0493902787566185,0.21060241758823395,-0.16224367916584015,0.3425372540950775,-0.23161014914512634,-0.14254605770111084,-0.10982231050729752,-0.027646416798233986,0.14334850013256073,0.0032796477898955345
julkaista,-0.04864151030778885,-0.20553703606128693,-0.1447496861219406,-0.06483383476734161,-0.3401990532875061,0.11389611661434174,0.012359131127595901,0.052389174699783325,0.1279435157775879,-0.21510274708271027,-0.10918931663036346,0.08201770484447479,0.05573859065771103,0.13677895069122314,0.2950790226459503,1.0,-0.03253849223256111,-0.03627549111843109,0.24338437616825104,0.09746287018060684,-0.023822365328669548,0.0856638252735138,-0.0972079485654831,-0.17594996094703674,-0.13891826570034027,0.2802436947822571,0.11636582016944885,0.27394238114356995,0.3221643567085266,0.06655251979827881,-0.04324785992503166,-0.1716286689043045,0.08217068761587143,0.16076190769672394,-0.10729700326919556,0.12677475810050964,0.2484540045261383,-0.06186242401599884,-0.011666572652757168,0.12038391828536987,0.1736828237771988,-0.055819980800151825,0.029140325263142586,-0.06096464395523071,0.3091250956058502,-0.26980626583099365,0.09243632853031158,0.41614651679992676,-0.010714458301663399,0.00039047247264534235,0.08446311205625534,0.04265132546424866,0.2518473267555237,0.16845329105854034,0.13869886100292206,0.16723746061325073,0.1820850521326065,0.3335518538951874,0.22252923250198364,0.048027440905570984,0.21496300399303436,0.23658090829849243,-0.10954917222261429,0.1374654769897461,0.03458494693040848,-0.005771447438746691,0.019293103367090225,0.055138517171144485,0.06184116005897522,-0.29885372519493103,-0.17793674767017365,-0.12591977417469025,0.16866721212863922,0.11599261313676834,-0.0768941193819046
julkinen,0.17315180599689484,0.09582287818193436,0.35643768310546875,0.3543451428413391,0.33308547735214233,0.07143669575452805,0.08680757880210876,0.1448608785867691,0.13305723667144775,0.0451209656894207,0.2139120101928711,0.22030924260616302,0.153117373585701,-0.06449146568775177,-0.06667611747980118,-0.03253849223256111,0.9999999403953552,0.24388734996318817,-0.09420663863420486,0.028843536972999573,0.3877307176589966,0.366163432598114,0.06001359596848488,0.016495300456881523,0.14942045509815216,0.2255348414182663,0.10137992352247238,0.40731754899024963,0.0880575180053711,0.45972126722335815,0.14587049186229706,0.022839324548840523,0.33889147639274597,0.25492000579833984,0.12534557282924652,0.36008548736572266,0.36288660764694214,0.13127943873405457,0.018451424315571785,0.2045799344778061,0.0250814501196146,0.04145166277885437,0.3199074864387512,-0.02974734641611576,0.29292190074920654,0.03819712623953819,0.371568888425827,-0.1164935976266861,0.19016936421394348,0.13093234598636627,0.38972991704940796,0.19894935190677643,0.41819921135902405,0.23246553540229797,-0.16894271969795227,0.2597629129886627,0.052737120538949966,-0.010057970881462097,0.5336424112319946,0.2816374897956848,0.3410383462905884,0.07948929071426392,0.031168675050139427,0.15619231760501862,0.4505893290042877,0.5001474022865295,0.2131832242012024,0.10800386965274811,0.14096826314926147,0.3247232735157013,0.37103471159935,0.1761089265346527,0.22226542234420776,0.2701928913593292,0.11154522001743317
jäsen,-0.06587429344654083,0.202824667096138,0.501861572265625,0.005828987807035446,0.40828588604927063,0.042386651039123535,0.07183429598808289,0.007274283561855555,0.19650545716285706,0.32736098766326904,-0.02411338873207569,0.24843557178974152,0.06892015039920807,0.03454458341002464,0.1872767210006714,-0.03627549111843109,0.24388734996318817,1.0,-0.0563085675239563,0.20444369316101074,0.16044527292251587,0.19970013201236725,0.1380564123392105,0.21916483342647552,-0.11896495521068573,0.19203586876392365,0.10273393988609314,0.29037079215049744,0.007778574712574482,0.36214879155158997,0.22860440611839294,0.24656371772289276,0.42000654339790344,0.1126045435667038,0.05002174153923988,0.186021625995636,0.024811135604977608,-0.03823767602443695,-0.10398752242326736,0.22332178056240082,0.04198658838868141,0.17636387050151825,0.2873423993587494,0.09830290824174881,0.35957810282707214,0.3503514528274536,0.10691867768764496,0.07826974987983704,0.18949075043201447,0.050383541733026505,0.4584583640098572,0.13843010365962982,0.23855291306972504,0.31049540638923645,0.012232858687639236,0.1204179972410202,0.008379388600587845,-0.04968157410621643,0.29974427819252014,0.34605100750923157,0.5299330353736877,-0.022014647722244263,0.0863257572054863,0.20444466173648834,0.2857303023338318,0.054623402655124664,0.3101522922515869,-0.17675751447677612,0.3209005892276764,-0.05441650375723839,-0.048269473016262054,-0.0572030209004879,0.3299916386604309,0.20868860185146332,0.033184703439474106
kannattaa,0.1708241105079651,0.020314956083893776,-0.16390231251716614,0.06660639494657516,-0.19590242207050323,0.1632380336523056,0.508881151676178,0.26714998483657837,0.04690923914313316,-0.29010385274887085,0.13258200883865356,0.054897040128707886,0.3709338903427124,0.397487998008728,0.29114535450935364,0.24338437616825104,-0.09420663863420486,-0.0563085675239563,1.0,0.2841189205646515,0.319596529006958,0.09307922422885895,-0.23324456810951233,-0.3494141697883606,0.03276675194501877,0.013797042891383171,0.4043945074081421,-0.06554815918207169,0.21152809262275696,0.12341979146003723,0.23391664028167725,-0.18091551959514618,0.10369513928890228,0.08126441389322281,0.4147082567214966,0.306977778673172,0.11080425977706909,-0.04051922261714935,0.4744722843170166,0.4383772313594818,0.494144082069397,-0.11638910323381424,0.08563952893018723,0.0400075688958168,0.40776684880256653,-0.2560146450996399,0.15725083649158478,0.4316215515136719,-0.11530406773090363,0.2919985353946686,-0.03543313965201378,0.1750909388065338,-0.0033381092362105846,-0.22252623736858368,0.49173715710639954,0.1370183527469635,0.6827688217163086,0.5278093218803406,0.1940063089132309,0.269526869058609,0.22351568937301636,0.6345719695091248,-0.0414089635014534,0.34976211190223694,0.21990938484668732,0.26169878244400024,-0.15388718247413635,0.052863359451293945,-0.04286489263176918,0.08907172828912735,0.0010060558561235666,-0.0756845772266388,0.19981347024440765,0.10545365512371063,0.2677127718925476
kansa,0.1939883977174759,0.045426491647958755,0.3131779730319977,0.12425709515810013,0.1847168356180191,-0.005441039334982634,0.31876763701438904,0.3267819881439209,0.3740626573562622,0.19062238931655884,0.26165977120399475,0.3303716480731964,0.23654912412166595,0.43438857793807983,0.08066090941429138,0.09746287018060684,0.028843536972999573,0.20444369316101074,0.2841189205646515,1.0,0.3699216842651367,0.132254958152771,0.2396809160709381,0.07448635250329971,-0.053635403513908386,0.04935458302497864,0.6728894710540771,0.08126740902662277,0.20406730473041534,0.1441994458436966,0.29158180952072144,0.3755218982696533,0.28303539752960205,0.1895401030778885,0.18470564484596252,0.36869674921035767,0.16682590544223785,0.09527253359556198,0.4876246154308319,0.5464792251586914,0.22107329964637756,0.22008217871189117,0.08996042609214783,0.22691373527050018,0.18872487545013428,0.0171170923858881,0.36889612674713135,0.3801563084125519,-0.01866026408970356,0.19097791612148285,0.12959735095500946,0.4559834897518158,0.1629769504070282,0.18628056347370148,0.34757936000823975,0.31440043449401855,0.31612712144851685,0.3618076741695404,0.18149642646312714,0.5399662852287292,0.28667593002319336,0.2240322083234787,0.08718256652355194,0.24456095695495605,0.3775516748428345,0.39743179082870483,0.02969621866941452,-0.03351832553744316,0.09993116557598114,0.2569306790828705,0.266506552696228,0.24880574643611908,0.3309251070022583,0.3169473111629486,0.32007116079330444
kansallinen,0.3244677484035492,0.053779590874910355,0.20504768192768097,0.4000743329524994,0.18562106788158417,0.2184479683637619,0.49398571252822876,0.4822215437889099,0.20102348923683167,0.10879620909690857,0.2949668765068054,0.46836477518081665,0.5118203163146973,0.376145601272583,0.028335321694612503,-0.023822365328669548,0.3877307176589966,0.16044527292251587,0.319596529006958,0.3699216842651367,1.0,0.29337358474731445,0.15534168481826782,-0.071253202855587,0.1042732372879982,-0.005179775878787041,0.5301966667175293,0.28428906202316284,0.28843504190444946,0.22236479818820953,0.09032906591892242,0.13735991716384888,0.25289836525917053,0.35816726088523865,0.5356492400169373,0.6091152429580688,0.20969735085964203,0.17958493530750275,0.6144443154335022,0.3886241316795349,0.11832797527313232,0.1994367390871048,0.21888750791549683,0.055928632616996765,0.2958957254886627,-0.012254392728209496,0.4607875645160675,0.2770146131515503,0.11671483516693115,0.30669328570365906,0.27673429250717163,0.4214572608470917,0.2654382586479187,0.12295451760292053,0.2922962009906769,0.3217328190803528,0.48275837302207947,0.3998480439186096,0.48717987537384033,0.4831179082393646,0.4075901210308075,0.41616833209991455,0.18319371342658997,0.19967608153820038,0.6530803442001343,0.7233477830886841,-0.10191308706998825,0.052245136350393295,0.1539214700460434,0.2238893210887909,0.5481334924697876,0.22640982270240784,0.5037472248077393,0.35380375385284424,0.5234146118164062
kartta,-0.02677486650645733,0.11906205862760544,0.36631321907043457,0.24668669700622559,0.22982549667358398,0.18080835044384003,0.14507432281970978,0.4292181432247162,0.07796202600002289,-0.004557579290121794,-0.10004167258739471,0.5262735486030579,0.2012759894132614,-0.19960547983646393,0.14775945246219635,0.0856638252735138,0.366163432598114,0.19970013201236725,0.09307922422885895,0.132254958152771,0.29337358474731445,1.0,-0.0679292306303978,-0.010645641013979912,0.3540990650653839,0.10755514353513718,0.30869731307029724,0.4342000484466553,0.3086603879928589,0.2501816153526306,0.18246585130691528,-0.04644029960036278,0.3496725559234619,0.2744752764701843,0.28029051423072815,0.12883244454860687,0.4884515404701233,0.15274843573570251,-0.021056024357676506,0.2722953259944916,-0.015179511159658432,0.09106869250535965,-0.024932783097028732,0.2311536818742752,0.27568545937538147,0.0024995231069624424,0.31744590401649475,-0.05410711094737053,0.1299709528684616,0.28682342171669006,0.476112961769104,0.32130494713783264,0.4319327771663666,0.21628093719482422,-0.1208437830209732,0.3703461289405823,0.08899355679750443,0.018507905304431915,0.370045930147171,0.2332695573568344,0.461593359708786,0.14603199064731598,-0.06664559990167618,0.2322695255279541,0.41579005122184753,0.3329041600227356,0.32846230268478394,0.10463489592075348,0.1373305767774582,0.2832759916782379,0.06990672647953033,0.11632824689149857,0.35176604986190796,0.13729792833328247,0.12557557225227356
keisari,0.036600951105356216,0.09728013724088669,0.40611156821250916,-0.03493132069706917,0.24460028111934662,-0.18794594705104828,0.0005330891581252217,0.007356138434261084,0.5322015881538391,0.6253113150596619,0.17308567464351654,0.1702953726053238,-0.06655077636241913,-0.021926796063780785,-0.02632874622941017,-0.0972079485654831,0.06001359596848488,0.1380564123392105,-0.23324456810951233,0.2396809160709381,0.15534168481826782,-0.0679292306303978,1.0,0.7111052870750427,-0.08329228311777115,-0.0025500396732240915,0.10268652439117432,0.10935504734516144,-0.06803441047668457,-0.14975540339946747,0.17048361897468567,0.6666497588157654,0.13167186081409454,0.0475756898522377,-0.1955280303955078,0.27315816283226013,-0.015509853139519691,0.04085372015833855,0.11780225485563278,0.18429511785507202,-0.09088839590549469,0.7377082109451294,0.17008158564567566,-0.0036049208138138056,-0.03939823433756828,0.4320718050003052,0.20803827047348022,0.24475300312042236,0.1552591472864151,-0.11140840500593185,0.08460040390491486,0.3040348291397095,0.22195856273174286,0.4075752794742584,0.1752050369977951,0.1662641167640686,-0.17109675705432892,-0.1160726547241211,0.23584884405136108,0.021180834621191025,0.14000901579856873,-0.10347802937030792,0.07624581456184387,-0.008194594644010067,0.12510065734386444,0.178192138671875,0.04368315264582634,-0.16035035252571106,0.17580504715442657,0.1897321194410324,0.4741726219654083,0.48337674140930176,-0.026168277487158775,0.37815770506858826,0.1216805949807167
kenraali,-0.1104506328701973,0.08911781013011932,0.47703075408935547,-0.10331345349550247,0.24542851746082306,-0.20099857449531555,-0.09124187380075455,-0.036282822489738464,0.46883702278137207,0.7508953213691711,0.0242602676153183,0.05024604871869087,-0.2054833471775055,-0.22888252139091492,-0.12098037451505661,-0.17594996094703674,0.016495300456881523,0.21916483342647552,-0.3494141697883606,0.07448635250329971,-0.071253202855587,-0.010645641013979912,0.7111052870750427,1.0,0.01836472749710083,0.05786709487438202,-0.1315443366765976,0.1395152062177658,-0.1023649200797081,-0.09532541781663895,0.16469581425189972,0.6130415201187134,0.1342124044895172,-0.005745144560933113,-0.2967078685760498,-0.0019136997871100903,-0.11307022720575333,0.018058503046631813,-0.16127750277519226,0.14321620762348175,-0.15725120902061462,0.7170970439910889,0.052602481096982956,0.025594228878617287,-0.035696838051080704,0.49169060587882996,0.13574360311031342,0.1737900972366333,0.21942439675331116,-0.19461853802204132,0.1046334058046341,0.2402653843164444,0.23451271653175354,0.31523850560188293,0.08054402470588684,0.07537581026554108,-0.31635430455207825,-0.2798570692539215,0.1766042411327362,-0.07234907150268555,0.11505037546157837,-0.26436588168144226,0.09296431392431259,0.009461065754294395,0.1142449676990509,0.0298291202634573,0.12733136117458344,-0.10627847909927368,0.09831636399030685,0.2901674509048462,0.3381268084049225,0.5540415644645691,-0.05655159801244736,0.34173449873924255,0.03743680939078331
keski-,-0.12664897739887238,0.3739617168903351,0.18695519864559174,0.11770305037498474,0.06242070347070694,0.151912122964859,0.02645513229072094,0.4079993963241577,0.08809689432382584,-0.0010878562461584806,-0.3142637014389038,0.07196691632270813,0.060841649770736694,-0.34593328833580017,-0.1455194652080536,-0.13891826570034027,0.14942045509815216,-0.11896495521068573,0.03276675194501877,-0.053635403513908386,0.1042732372879982,0.3540990650653839,-0.08329228311777115,0.01836472749710083,1.0,0.08033742010593414,0.05195421725511551,-0.022129910066723824,0.22374388575553894,-0.02280803956091404,0.1138928011059761,-0.19960203766822815,0.09667044132947922,-0.09332095086574554,0.19212977588176727,-0.06807359308004379,0.003587055252864957,0.011960262432694435,-0.0025880008470267057,0.214621901512146,0.03215646371245384,0.02631521224975586,-0.029235677793622017,0.09301017969846725,0.12851478159427643,-0.07744786143302917,-0.04976732283830643,-0.10432777553796768,0.08710221946239471,-0.027765020728111267,-0.05002555251121521,0.33429011702537537,0.060905396938323975,0.1407536417245865,-0.0133355762809515,0.012583518400788307,0.028442826122045517,-0.08717246353626251,0.11945120990276337,0.16965630650520325,0.2595459520816803,0.08801248669624329,-0.18550696969032288,0.24441054463386536,0.20997823774814606,0.2393156886100769,0.3450643718242645,0.31606635451316833,0.11334715783596039,0.5047098994255066,0.11298534274101257,0.15432460606098175,-0.1861380785703659,0.16702473163604736,0.07776609808206558
keskustella,-0.12019096314907074,0.053259409964084625,0.1427975296974182,-0.33736369013786316,-0.04328565299510956,0.158909872174263,0.050010792911052704,0.027886565774679184,0.1962275505065918,0.042847372591495514,-0.194224014878273,-0.010734696872532368,0.10973076522350311,0.014194410294294357,0.3662320077419281,0.2802436947822571,0.2255348414182663,0.19203586876392365,0.013797042891383171,0.04935458302497864,-0.005179775878787041,0.10755514353513718,-0.0025500396732240915,0.05786709487438202,0.08033742010593414,0.9999999403953552,-0.12826187908649445,0.07323849946260452,0.3688163161277771,0.23438861966133118,0.24501009285449982,-0.010756868869066238,0.19426530599594116,0.07617101073265076,-0.1063462570309639,0.04441652446985245,-0.055008430033922195,-0.14891357719898224,-0.1831979900598526,0.15289224684238434,0.2697737514972687,0.05591534823179245,0.23388929665088654,0.036519721150398254,0.4328228235244751,-0.08161237835884094,-0.08525282889604568,0.24734918773174286,0.23063167929649353,0.1271277815103531,-0.10402057319879532,0.037040989845991135,0.058305710554122925,0.05354257673025131,0.31187301874160767,-0.12646114826202393,0.09019745141267776,0.12809111177921295,0.24800583720207214,0.2499649077653885,0.11764010787010193,0.09085720777511597,-0.08853400498628616,0.3783983886241913,0.27148017287254333,0.050095755606889725,0.16688211262226105,-0.2085976004600525,0.17538881301879883,-0.04678887501358986,0.0006400292040780187,0.057097308337688446,0.020513128489255905,0.24310806393623352,-0.097586490213871
kieli,0.2635739743709564,0.13056105375289917,0.2637729346752167,0.33125799894332886,0.10156664997339249,0.09001050889492035,0.37287160754203796,0.4244305193424225,0.14896120131015778,-0.005766754969954491,0.19341275095939636,0.5469872355461121,0.31864485144615173,0.26105982065200806,-0.012807131744921207,0.11636582016944885,0.10137992352247238,0.10273393988609314,0.4043945074081421,0.6728894710540771,0.5301966667175293,0.30869731307029724,0.10268652439117432,-0.1315443366765976,0.05195421725511551,-0.12826187908649445,1.0,0.3147100806236267,0.31751957535743713,0.18363329768180847,0.08477511256933212,0.15508198738098145,0.18015433847904205,0.29394441843032837,0.3501266539096832,0.47216251492500305,0.2976604700088501,0.11975518614053726,0.5234505534172058,0.403929740190506,0.1450941264629364,0.07798618078231812,0.04887780547142029,0.09307799488306046,0.22341108322143555,-0.005961923394352198,0.5122145414352417,0.24110636115074158,-0.021956857293844223,0.14843867719173431,0.30661144852638245,0.5640555620193481,0.19453461468219757,0.1427602767944336,0.1411253809928894,0.5165060758590698,0.3132425844669342,0.40827110409736633,0.21343795955181122,0.5209432244300842,0.37492603063583374,0.2722501754760742,0.04585894197225571,0.17862224578857422,0.32856684923171997,0.47171536087989807,0.026051323860883713,0.027968592941761017,0.07290150970220566,0.24146603047847748,0.2362605482339859,0.11842848360538483,0.47958630323410034,0.2684263288974762,0.2747837007045746
kirjoitus,0.14580431580543518,0.05758054554462433,0.26014867424964905,0.43097999691963196,0.10905345529317856,0.20460139214992523,0.13599981367588043,0.19679757952690125,0.10729918628931046,0.17663556337356567,0.09529601037502289,0.3359236717224121,0.10964842885732651,0.018483197316527367,0.009549211710691452,0.27394238114356995,0.40731754899024963,0.29037079215049744,-0.06554815918207169,0.08126740902662277,0.28428906202316284,0.4342000484466553,0.10935504734516144,0.1395152062177658,-0.022129910066723824,0.07323849946260452,0.3147100806236267,1.0,0.20479726791381836,0.34614622592926025,-0.11950793117284775,0.17462101578712463,0.2966693043708801,0.5155948400497437,0.16150696575641632,0.4119182229042053,0.5193888545036316,0.23840853571891785,0.005739897023886442,0.24343812465667725,-0.09405004978179932,0.16165472567081451,0.18360818922519684,0.06216000020503998,0.13132452964782715,0.1323491781949997,0.5353891849517822,0.0631793960928917,0.2905844748020172,0.09174492955207825,0.6484725475311279,0.3147691488265991,0.6543435454368591,0.1908450424671173,-0.23055580258369446,0.5227165222167969,-0.06638281047344208,0.0892103761434555,0.5240421891212463,0.2481796145439148,0.4343416094779968,-0.05997218191623688,0.16353493928909302,0.006153928115963936,0.34723418951034546,0.35310372710227966,0.3126060664653778,0.006068485789000988,0.07310467213392258,0.1308874636888504,0.09814159572124481,0.014193341135978699,0.5338404178619385,0.24667046964168549,0.12297254055738449
kotimaan,-0.13494247198104858,-0.04651767760515213,0.08776605874300003,0.034664202481508255,-0.25309544801712036,0.27051910758018494,0.11412618309259415,0.47135117650032043,0.15574395656585693,-0.14016471803188324,-0.20002762973308563,0.43242141604423523,0.19498609006404877,0.11183741688728333,0.2862565517425537,0.3221643567085266,0.0880575180053711,0.007778574712574482,0.21152809262275696,0.20406730473041534,0.28843504190444946,0.3086603879928589,-0.06803441047668457,-0.1023649200797081,0.22374388575553894,0.3688163161277771,0.31751957535743713,0.20479726791381836,1.0,0.042151495814323425,0.022630471736192703,-0.0502331405878067,-0.034480854868888855,0.2093207836151123,0.2528771460056305,0.1463179588317871,0.08151861280202866,0.0955180674791336,0.1554180532693863,0.14245402812957764,0.07549235224723816,0.019676776602864265,-0.116356261074543,0.08721238374710083,0.33772119879722595,-0.3246711492538452,0.14729154109954834,0.27114197611808777,-0.030135061591863632,0.10655143857002258,0.005320659838616848,0.28307098150253296,0.22007915377616882,0.08292117714881897,0.21440890431404114,0.1884337067604065,0.3824920654296875,0.255362331867218,0.23335960507392883,0.36969754099845886,0.3599729537963867,0.38238492608070374,-0.2434779703617096,0.3971695601940155,0.3522946536540985,0.20803017914295197,0.05169586464762688,0.08420836925506592,0.12695200741291046,0.013288428075611591,0.09736040234565735,0.07652393728494644,0.18448713421821594,0.13945099711418152,-0.014939257875084877
