,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,okunnighet,0.748,sjelfständig,0.632,förenta,0.559,förenta,0.524,statsförbund,0.613,jernvägsbygnader,0.576,postdepartement,0.599,eörenta,0.575
1,bjuda,0.748,medlem,0.618,allians,0.556,texas,0.508,militärväsende,0.59,stato,0.575,telegrafnät,0.588,jernvägsbygnader,0.556
2,beqwämlighet,0.747,gem,0.61,makterne,0.547,statsinkomst,0.503,texas,0.58,skogsegares,0.559,fraktfrihet,0.579,telefonväsen,0.55
3,twärt,0.745,provins,0.604,rike,0.543,behofver,0.502,subsidier,0.58,jernwägstrasik,0.554,eörenta,0.575,upplånta,0.54
4,stadna,0.742,magter,0.602,magter,0.54,tillkommen,0.49,förenta,0.573,jernwägstrafik,0.554,jernwägstrasik,0.564,stato,0.535
5,förbjuda,0.742,förenta,0.599,rysiland,0.529,magier,0.489,afväpning,0.571,iova,0.553,jernvägsbygnader,0.559,statsvärkets,0.534
6,uppehälle,0.74,inbyggare,0.598,makt,0.527,inblandning,0.487,magters,0.57,jernvägsbyggnader,0.549,jernwägstrafik,0.559,jernvägsbyggnader,0.531
7,gagnelig,0.737,republik,0.596,provins,0.523,stadeständ,0.487,bwaremot,0.567,jernvägstrafik,0.549,stato,0.559,jernvägstraflk,0.524
8,nägonsin,0.736,kloster,0.591,almänna,0.523,betryggande,0.486,styrelseverk,0.564,järnvägstrafik,0.544,fiskeriagent,0.557,statsverk,0.523
9,ersättning,0.734,pröfning,0.591,florida,0.522,truppernes,0.485,anvisande,0.564,sjöhandel,0.539,landtbrnksstyrelsen,0.556,landtbrnksstyrelsen,0.52
10,nb,0.73,constitution,0.591,krigförande,0.52,mexico,0.484,regeringsmakt,0.564,slaten,0.537,jernwagar,0.555,postdepartement,0.519
11,gemenligen,0.729,enskild,0.59,stämpling,0.52,penningesumma,0.484,stadeständ,0.56,godsbefordran,0.537,skogsegares,0.552,järnvägarne,0.513
12,orätt,0.726,folkmängd,0.589,tractat,0.519,förhållanderne,0.483,domän,0.559,fraktfrihet,0.533,jernwägsbyggnader,0.552,vägsbyggnader,0.513
13,ändamäl,0.726,tilökning,0.588,amerikan,0.516,pålska,0.483,centralamerika,0.558,landtbruksingeniörer,0.533,jernivägar,0.549,ternas,0.511
14,förlag,0.726,jemwäl,0.586,mediation,0.515,utgifterne,0.482,förbundsstat,0.555,underhållande,0.524,privatbana,0.545,skogsegares,0.51
15,redo,0.725,ryssland,0.585,monarki,0.515,nederländerne,0.481,bankerne,0.554,folkkyrka,0.524,jernvägstraflk,0.539,iova,0.508
16,werkan,0.724,borgerstapet,0.584,republik,0.514,arfvoden,0.48,conventet,0.554,jernvägs,0.523,subventionera,0.535,fiskeriagent,0.507
17,wärda,0.724,england,0.574,gebiet,0.514,koloni,0.479,kansas,0.554,jernwägsbygnader,0.521,skogsingeniörer,0.534,skogsplanteringskassan,0.507
18,böjelse,0.723,sjelfständighet,0.574,folkrätt,0.512,helvetista,0.479,aargau,0.551,kaperi,0.521,vägstrafik,0.533,riksbudget,0.504
19,lön,0.723,inbördes,0.573,provincerne,0.511,kommun,0.478,civillista,0.551,embetsmäu,0.52,augustanasynoden,0.531,intraderna,0.501
20,behälla,0.723,mediation,0.572,anspräk,0.511,distrikter,0.478,inkräktning,0.549,jernvägsstyrelse,0.52,upphandlingsoch,0.531,vägstrafik,0.501
21,darföre,0.722,almänna,0.572,regeringsform,0.509,byssland,0.477,statssystem,0.549,likaberättigad,0.519,vägsbyggnader,0.53,telegrafvärkets,0.501
22,förolämpa,0.72,preusien,0.57,norrsta,0.509,befästande,0.477,enskiltas,0.548,särskiljande,0.519,jernwägsbygnader,0.529,fläskrapport,0.5
23,underhäll,0.72,militairen,0.569,bemedling,0.508,mediation,0.476,suveränitet,0.548,jcrnwägar,0.519,godsförsändning,0.528,slaten,0.499
24,omkostnad,0.719,provincer,0.568,provincer,0.508,tullsystem,0.476,statskassa,0.548,aflöningsbelopp,0.517,nationalskuld,0.527,subventionera,0.499
25,förmögen,0.719,wälfärd,0.565,lander,0.507,administration,0.476,fredsfot,0.547,vermont,0.517,jernvägsbyggnader,0.527,nationalskuld,0.499
26,förtryck,0.718,undersåtare,0.565,nederländerne,0.507,jemnvigt,0.475,förminskat,0.547,pennsylvania,0.516,trafiktaxa,0.526,smörrapport,0.497
27,tag,0.718,tjenande,0.564,inbyggare,0.507,tystlands,0.474,prestvälde,0.546,vägsbyggnader,0.514,nordamerika,0.524,statsskog,0.497
28,öka,0.717,höfwen,0.564,halfön,0.506,upprätthållande,0.474,assedda,0.546,försörjningsanstalt,0.513,unionsstat,0.522,privatbana,0.494
29,inbördes,0.717,folkrätt,0.563,kanton,0.505,integritet,0.473,statsbudget,0.546,skogsstaten,0.509,fraktgodsentreprenörer,0.52,bränvinshandeln,0.494
30,olägenhet,0.716,sjöfart,0.562,magterna,0.504,jemnlikhet,0.473,garanterat,0.546,donauländerna,0.509,jernvägstrafiks,0.519,lowa,0.492
31,döma,0.716,understödja,0.562,ryssland,0.504,landels,0.472,försvarsväsen,0.544,styrelseverk,0.509,fiskhandelsagent,0.519,järnvägsbyggnad,0.492
32,förlustig,0.716,rebell,0.561,tyskland,0.504,statskassa,0.472,förhållanderne,0.544,järnvägsbyggnad,0.508,jcrnwägar,0.518,domstolsväsende,0.491
33,fulllo,0.715,inrättning,0.56,organisation,0.503,brukbarhet,0.472,postverk,0.544,inkomsttitel,0.508,inköpsnämd,0.517,jernvägsföretag,0.49
34,förman,0.715,förwaltning,0.559,stadeständ,0.502,florida,0.472,oafsedt,0.544,statssystem,0.508,iova,0.516,dandra,0.489
35,stillhet,0.715,reglera,0.559,administration,0.502,intervention,0.471,likstämmighet,0.543,tabellkommission,0.508,telegrafoch,0.516,byggnadsanslag,0.489
36,wärdet,0.714,wärdighet,0.559,handelsstad,0.502,armeerne,0.471,räntekammare,0.542,skattemedel,0.508,telefonväsen,0.515,järnvägarnes,0.488
37,besynnerligen,0.714,undersätare,0.558,tyrolen,0.502,tvungen,0.47,franklike,0.542,nationalskuld,0.508,jernvägstrafik,0.515,fraktfrihet,0.487
38,tilökning,0.714,städerne,0.558,tystland,0.501,union,0.47,interess,0.541,slate,0.508,järnvägarne,0.514,sedelntgifningsrätt,0.487
39,räda,0.714,ösiver,0.558,bibehållande,0.5,försvarsverk,0.47,enår,0.541,konsulater,0.507,hallandsbanorna,0.514,telefonväsende,0.486
40,hafva,0.713,tystland,0.557,inflytelse,0.499,inkräktning,0.47,verldshandeln,0.541,bygnadssätt,0.506,verldspostföreningen,0.512,statsbank,0.486
41,twifwel,0.713,stämpling,0.557,interesse,0.499,konfederation,0.47,begeringen,0.541,förenta,0.506,dominion,0.511,förskottstitel,0.486
42,fullkomlighet,0.713,förknippa,0.557,höfwen,0.499,statsverk,0.469,fortvara,0.54,järnvägsbolag,0.505,brefwexlingen,0.511,jernvägsbyggnadsstyrelsen,0.485
43,däremot,0.713,bayern,0.557,sjelfständig,0.498,lifskraft,0.469,telegrafverk,0.54,domstolsväsende,0.505,landtbruksingeniörer,0.511,ränteutgift,0.484
44,bärgning,0.713,styrelse,0.557,garantera,0.498,upphäfwas,0.469,statsskuld,0.54,unionsstat,0.505,mejeriagenten,0.508,auslag,0.484
45,föröka,0.712,contract,0.556,sjelfständighet,0.498,nederländerna,0.469,låneväg,0.539,rättighe,0.503,westkustbanan,0.508,unionsstat,0.483
46,undersåtare,0.711,ersättning,0.556,syfta,0.498,tractat,0.468,ullproduktion,0.539,konfession,0.503,ternas,0.508,öfverginge,0.483
47,sörja,0.711,portugal,0.556,krigs,0.498,rättstillstånd,0.468,grundvilkor,0.539,skogsingeniörer,0.503,statsvärkets,0.507,upphandlingsoch,0.482
48,ranta,0.71,rike,0.555,magier,0.497,ärftlighet,0.467,protektorat,0.539,friköpande,0.503,bolivia,0.506,öfverskridet,0.481
49,förmon,0.71,agera,0.555,sjöfart,0.496,garantera,0.467,företrädesrättighet,0.538,bankoutflottet,0.503,ingeniörsföreningen,0.506,väghållare,0.481
50,mistning,0.71,förbunden,0.555,staten,0.496,befordrare,0.467,tullväsen,0.537,oantastlighet,0.502,järnvägstrafik,0.504,godsbefordran,0.481
51,dymedelst,0.71,lander,0.554,preussen,0.496,utsträckning,0.466,rättmätighet,0.537,telegrafverk,0.501,öfvertoge,0.503,penningväsen,0.481
52,borgerlig,0.708,opposition,0.554,meddelande,0.495,slafhandel,0.466,departementerne,0.536,makthafvande,0.501,carlistkriget,0.503,inqvarteringsersättning,0.481
53,förmögenhet,0.708,fleste,0.554,system,0.495,grundprincip,0.466,uprätta,0.535,beskattningsrätt,0.5,förenta,0.503,fiskhandelsagent,0.481
54,katt,0.708,äf,0.553,residera,0.495,aflöna,0.466,kommerciel,0.535,främjande,0.5,slaten,0.502,hallandsbanorna,0.48
55,stränghet,0.708,academie,0.552,america,0.494,laglydig,0.465,slesvigs,0.535,intraderna,0.5,sjöstat,0.501,järnvägstrafik,0.48
56,försörja,0.708,tyskland,0.552,konungarike,0.494,despotisk,0.465,lauenburg,0.534,lånebidrag,0.5,ångbåtslinier,0.501,kyrkoinstitution,0.48
57,wä,0.707,wiss,0.552,dannemark,0.494,underskrifva,0.465,nödvändigtvis,0.534,ifrågastälda,0.499,tilllämpande,0.5,öfvertoge,0.48
58,wärkeligen,0.707,syfta,0.552,österrike,0.493,krigs,0.465,prohibition,0.534,nnvarande,0.499,kontrollföreskrift,0.498,budgetten,0.48
59,gagn,0.705,sins,0.552,undersäter,0.493,kontinent,0.465,mexico,0.534,inmutare,0.499,godsbefordran,0.498,riksgäldsverkens,0.48
60,mätt,0.705,inkomst,0.551,basis,0.493,storbritannien,0.465,embetsmännen,0.534,nordamerika,0.499,telegrafvärkets,0.498,trafikkostnad,0.479
61,rang,0.705,artikel,0.55,preusien,0.491,crisis,0.465,pålaga,0.533,tjenstemannapersonalen,0.499,upplånta,0.497,begeringen,0.479
62,äl,0.705,nuwarande,0.55,pommern,0.49,rekrytera,0.465,svepskäl,0.533,lagstiftningsmakt,0.499,convention,0.497,zontariffsystem,0.479
63,plikt,0.705,rystland,0.55,bidrag,0.49,magternas,0.465,handelsintresse,0.532,embetsoch,0.498,trafikkostnad,0.496,telegrafväsende,0.479
64,tidig,0.704,grundlag,0.55,jnwänarne,0.49,universiteterna,0.465,omkostning,0.532,likaberättigande,0.498,fabriksinspektion,0.496,återgäldande,0.479
65,därigenom,0.704,derjemte,0.549,oberäknelig,0.49,magter,0.464,jernwägsbyggnader,0.532,frilager,0.497,järnwägens,0.495,skeppsumgäld,0.479
66,credit,0.704,allmosa,0.549,förbundsdag,0.489,produktiv,0.464,grelve,0.532,presidentslönen,0.497,statenö,0.495,jernvägsnät,0.478
67,nägo,0.703,indien,0.548,medwerka,0.489,företrädesrättighet,0.464,hirarje,0.531,enskiltas,0.496,telefoninrättning,0.494,persontariff,0.478
68,otidig,0.703,alfwarsamma,0.548,norriges,0.489,slaten,0.463,licens,0.531,sjelfbestämningsrätt,0.496,öfwerflottet,0.493,lånebidrag,0.478
69,fit,0.703,bemedla,0.547,sweriges,0.488,makternes,0.463,savojen,0.531,aflöningsanslag,0.496,riksgäldsverkens,0.493,lektorslön,0.478
70,fördel,0.703,stiftare,0.547,lagstiftning,0.488,magters,0.463,sydtysk,0.531,finansförvaltning,0.496,postförening,0.492,ingeniörsföreningen,0.477
71,tjänstehjon,0.702,handtwerkare,0.546,magters,0.488,basis,0.463,budgett,0.531,höghetsrätt,0.496,lokomotivbana,0.492,mejeriundervisning,0.476
72,winst,0.702,regeringssätt,0.546,traktat,0.488,likstämmighet,0.463,aflöningssätt,0.53,omkostning,0.495,slate,0.492,augustanasynoden,0.476
73,existera,0.702,lagstifta,0.546,omöjlighet,0.488,krigsmakt,0.462,vilkorligt,0.53,lönerne,0.495,lånebidrag,0.491,ståthållarskap,0.476
74,förtjänt,0.701,ärhällit,0.545,constitution,0.487,subsidier,0.462,ottomanisk,0.53,mettray,0.495,arrendeafgiftens,0.491,lokalförvaltning,0.476
75,aktning,0.701,onödig,0.545,urgammal,0.487,domän,0.462,nettoinkomst,0.53,fraktnedsättning,0.494,jernwägar,0.491,sjöhandel,0.476
76,upfylla,0.701,europa,0.545,produkt,0.487,embetsmännen,0.461,centralisera,0.53,sammanslående,0.494,premieringsnämd,0.49,kanalföretag,0.476
77,undergäng,0.7,twist,0.545,proklamera,0.487,finanser,0.461,länsvis,0.53,skadesersättning,0.494,persontariff,0.49,trävaruindustri,0.475
78,billighet,0.7,fölgd,0.545,defensiv,0.486,statslån,0.46,orubblighet,0.53,skattskyldighet,0.494,järnvägsbyggnad,0.49,landtbruksstyrelsens,0.475
79,gif,0.7,efterse,0.544,europa,0.486,tyrolen,0.46,prekär,0.53,konfederade,0.493,stadsbana,0.489,jernvägstrafik,0.475
80,säkerhet,0.7,allmanna,0.544,grundlag,0.486,makterne,0.46,öfverflyttning,0.529,kolonierne,0.493,arbetsdepartement,0.489,forändring,0.474
81,mätta,0.699,alliance,0.544,neutralitet,0.486,ideell,0.46,berättigad,0.529,sundhetsvård,0.492,försäkringstvång,0.489,vapenskatt,0.474
82,ofelbar,0.699,förbud,0.544,harwarande,0.486,financiel,0.459,betryggadt,0.529,wårde,0.492,legislatur,0.489,aflöningsanslag,0.474
83,likwal,0.699,winnande,0.543,mission,0.485,oafhängig,0.459,tractat,0.529,skiljedom,0.491,skogsplanteringskassan,0.488,fiskalisk,0.473
84,fasta,0.699,bewiljade,0.543,wälfärd,0.484,murcia,0.459,motväga,0.529,tillökande,0.491,jermvägar,0.488,banklagsökningar,0.473
85,utkomst,0.698,gränsor,0.543,erkänd,0.484,jemvigt,0.458,beskattningsrätt,0.529,landområde,0.491,regeringskommission,0.487,mejeriagenten,0.473
86,inkomst,0.698,besparing,0.542,junta,0.483,förhållanderna,0.458,representationsform,0.528,ntwidgande,0.491,fyraårsperiod,0.487,jernvägsväsendet,0.473
87,bedragare,0.698,frankrike,0.541,medlare,0.483,omstörta,0.458,lönereglering,0.528,landtbruksingeniör,0.491,sjösörswarets,0.487,admini,0.473
88,utwägar,0.698,billighet,0.541,europeisk,0.482,uprätta,0.458,tillintetgörande,0.528,pupillfond,0.491,förbundsstat,0.486,rusdryckslagstiftning,0.472
89,interesse,0.698,ålägga,0.541,ingängna,0.482,algiers,0.458,jernvägsbyggnader,0.527,förbundsstat,0.49,alabama,0.486,införselstullen,0.472
90,sall,0.697,gemensam,0.541,hänseende,0.481,försämring,0.458,almänna,0.527,stateu,0.49,intraderna,0.486,ullproduktion,0.472
91,möda,0.697,florera,0.541,omfattning,0.481,uphäfwa,0.458,auktorisera,0.527,tilökning,0.49,upplä,0.486,tvångslån,0.471
92,wälfärd,0.696,folkslag,0.54,lagstifta,0.48,medwerka,0.457,extraordinär,0.526,vägunderhåll,0.49,kolstation,0.486,slafegarne,0.471
93,tolk,0.696,betydlig,0.54,förräderi,0.48,bokföra,0.457,tractaten,0.526,telegramportot,0.489,förbudslag,0.485,förbudslag,0.471
94,wända,0.696,fortsättande,0.54,grundlägga,0.48,amerikan,0.457,ärftlighet,0.526,makternes,0.489,järnwägar,0.485,telegrafnät,0.471
95,straff,0.695,friwilliga,0.54,belgien,0.48,korporation,0.457,nederländerne,0.526,tullväsen,0.488,staten,0.485,jernvägslånet,0.471
96,förfarande,0.695,constitutionen,0.54,rytzland,0.48,inhemtande,0.457,colonier,0.526,tjenstgöringsreglemente,0.488,rufus,0.485,uppfostringsväsendet,0.471
97,ändamål,0.695,engeland,0.539,förord,0.48,laglighet,0.456,nationalförmögenhet,0.526,invandrare,0.488,dandra,0.485,jernvägstrafiks,0.47
98,gem,0.695,proclamation,0.539,bayern,0.479,konstflit,0.456,hufvudstäder,0.526,frånskiljande,0.488,tractat,0.485,ogo,0.47
99,narwarande,0.695,samtlig,0.539,magterne,0.479,stulden,0.456,förmanskap,0.525,kronland,0.487,telegrafwerkets,0.484,kreatursimportförbudet,0.47
