,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,huruwida,0.705,lotteri,0.639,lotteri,0.531,oppositionsbladen,0.442,dellaga,0.512,deltagande,0.622,deltagande,0.663,deltagande,0.598
1,ersättning,0.702,mage,0.613,kotteri,0.488,oåterkallelig,0.437,deltagande,0.494,dellaga,0.573,dellaga,0.614,deltogo,0.549
2,utgifne,0.701,kotteri,0.601,etta,0.483,eord,0.436,della,0.481,dellagande,0.545,dellagande,0.581,dellagande,0.518
3,förbjuda,0.699,lotterie,0.596,tillkännagifwet,0.458,denna,0.435,tillfållet,0.474,inbjndas,0.48,deltogo,0.571,dellaga,0.508
4,ning,0.697,mäge,0.575,lotterie,0.451,boede,0.433,dellagande,0.47,tafleutlottning,0.472,öfvervara,0.544,öfvervara,0.482
5,agde,0.695,vetta,0.535,vetta,0.45,della,0.432,sjclstva,0.467,tillkännagifvel,0.463,deltagare,0.517,länstäflingsskjutningen,0.467
6,orimlig,0.694,lots,0.526,onsta,0.45,bcwista,0.429,kännagifves,0.467,deltogo,0.461,länstäflingsskjutningen,0.499,inbjndas,0.455
7,öfrigit,0.693,foiu,0.516,vret,0.447,detla,0.429,afhöllo,0.467,pultavafesten,0.46,bevista,0.486,skjutkonst,0.453
8,äfwentyr,0.692,dell,0.509,bedaga,0.439,sällstaper,0.427,blitva,0.462,tillkännagitvet,0.459,inbjndas,0.479,lodt,0.452
9,stadna,0.688,ästunda,0.503,astunda,0.438,delaktighet,0.425,viana,0.46,täflingsskjutningen,0.458,kompetensskjutning,0.474,kompetensskjutning,0.452
10,förmä,0.688,bilf,0.499,abonnent,0.436,förespegla,0.425,genomdrifvas,0.458,starpstyttesaken,0.455,skjutkonst,0.471,förbundsmedlem,0.449
11,tryckning,0.688,famina,0.496,werkställas,0.435,andamål,0.424,willja,0.458,dellagarne,0.454,närwara,0.457,edamöter,0.446
12,hwilar,0.687,gynnande,0.496,metod,0.429,utfara,0.423,skatteförenklingsfrågan,0.457,mängartade,0.452,tafleutlottning,0.456,utryck,0.443
13,christelig,0.686,ämbets,0.495,sådan,0.429,willja,0.423,europeistt,0.456,deltagare,0.451,sportförening,0.452,tillstädesvara,0.442
14,hjälpa,0.685,wars,0.492,bwilkct,0.427,härförutan,0.422,sält,0.456,dyppels,0.451,fälttjänstöfningarna,0.45,bevista,0.442
15,disposition,0.683,samfält,0.49,grundlig,0.425,likvisst,0.421,lyckosam,0.456,pristäflan,0.447,biwista,0.45,ntsedde,0.441
16,ödmjukeligen,0.682,ey,0.49,protocoll,0.424,soia,0.421,afhandladt,0.455,tillkänuagifvet,0.447,bällas,0.449,ledande,0.439
17,kg,0.682,rold,0.488,giiwa,0.423,framstäldt,0.42,representeradt,0.454,tillkännagifvot,0.445,allfolkliga,0.447,deltagare,0.438
18,framför,0.682,delaktighet,0.488,tillkännagifwcs,0.422,rotschild,0.419,liderne,0.454,affleda,0.444,fältöfningar,0.447,ntse,0.437
19,otidig,0.681,tilsälle,0.486,tillsiänd,0.421,deias,0.419,qvalifikation,0.453,vapenöfvade,0.444,teaterkonsortiets,0.443,litse,0.436
20,parlament,0.68,protocoll,0.486,sedlighet,0.42,broschyr,0.419,oåterkallelig,0.453,täf,0.444,ledande,0.443,smörprofningarne,0.435
21,bestrida,0.68,ingä,0.485,tilfallen,0.419,festivitet,0.419,sannolikligen,0.452,landtbruksutställning,0.443,pultavafesten,0.441,apotekaresocieteten,0.433
22,fruktan,0.679,fädant,0.485,tiben,0.419,detia,0.418,karnaval,0.452,täfling,0.443,sportfest,0.44,vapenöfvade,0.432
23,upfylla,0.678,fördrifwer,0.485,ölwer,0.418,tilltagsenhet,0.417,militärperson,0.451,tillrusta,0.442,dcltagarne,0.438,verldskonferens,0.432
24,förrättning,0.678,drt,0.485,dctta,0.418,associera,0.417,livilande,0.451,atsedda,0.442,tidningsmannamötet,0.438,föreläsningsstyrelsen,0.431
25,harwid,0.677,lättsinnig,0.485,ätanka,0.418,utflyttning,0.417,vanheder,0.451,försiggingo,0.441,fastighetsegareföreningens,0.438,tillkännagifvea,0.43
26,matto,0.677,inskränka,0.483,förbundsdag,0.417,blolt,0.416,anmälta,0.45,tjeustgöra,0.44,kampagn,0.437,väljen,0.429
27,förfarande,0.677,sjels,0.482,lå,0.417,medborgarne,0.416,spannmålshandel,0.45,skjutkonst,0.44,accepterande,0.436,fältöfningar,0.428
28,förordnande,0.676,afhandla,0.481,åse,0.416,rättsenlig,0.416,alind,0.449,nytillträdande,0.439,godtköpsresan,0.436,pultavafesten,0.428
29,gem,0.676,näaon,0.48,äsiunda,0.415,legislativ,0.415,tillkännagifvct,0.449,kampagn,0.437,täflingsplöjningen,0.434,ämbetsgöromål,0.428
30,ursäkta,0.676,benna,0.48,benna,0.413,kotteri,0.414,denna,0.449,beredningskomité,0.436,täflingsskjutningen,0.434,landtingsman,0.426
31,anwända,0.676,oc,0.48,efterhand,0.413,undanbedt,0.414,motskäl,0.449,tillkännagilvet,0.436,bewista,0.434,komilé,0.425
32,medföra,0.676,wiss,0.478,dekutom,0.413,piete,0.414,komite,0.448,nitälsta,0.434,bewistas,0.434,sjukhjelpskassa,0.424
33,afbida,0.675,fördrifwa,0.478,bewiljas,0.413,hafsbad,0.413,ålan,0.447,landlbrukets,0.434,vämpligtige,0.433,smörexportör,0.424
34,utförande,0.674,sån,0.477,uplysningar,0.413,ketta,0.412,tillsandt,0.447,officerarn,0.434,litse,0.433,flickskolemöte,0.424
35,försörja,0.673,ssull,0.477,mini,0.413,jall,0.412,förestafva,0.446,activa,0.433,seminariekurs,0.433,intresserado,0.423
36,tina,0.673,atstillige,0.477,landtbo,0.411,afhända,0.412,tiilkännagifvet,0.446,öfvervara,0.433,markegängssättningen,0.433,biträdesförening,0.423
37,anfördt,0.673,ästundade,0.477,larda,0.411,förskoning,0.412,oförminskadt,0.446,sångfest,0.433,ulse,0.432,folåsa,0.422
38,samfund,0.672,stul,0.476,decidera,0.411,grckista,0.412,hazardspel,0.446,hohenzollernska,0.433,lodt,0.432,supleant,0.421
39,stillhet,0.672,nägen,0.476,campagne,0.411,utmaning,0.412,medstånd,0.446,pristäflingen,0.433,burnley,0.432,ningsmål,0.421
40,utnämna,0.672,anlita,0.476,hwab,0.41,rygte,0.412,motspänstig,0.445,tillkännagifret,0.432,inblanda,0.432,medlemmer,0.42
41,päminna,0.671,försummelse,0.476,litterär,0.409,såvidt,0.411,auctors,0.445,jurymän,0.431,afhöllos,0.431,mötesförhandlingarna,0.42
42,blefwe,0.671,amne,0.473,delina,0.407,candia,0.411,utsagd,0.445,öfwerwarande,0.431,gymnastikfest,0.431,landtbruksgöromål,0.419
43,kart,0.671,ffedde,0.473,syftning,0.407,förglömd,0.41,åsigtcr,0.445,skjutfest,0.431,öfverlägguingar,0.43,folkhögskolestyrelse,0.419
44,tilökning,0.67,utflag,0.473,werksamma,0.407,grannrike,0.41,facto,0.445,inblanda,0.431,partifrände,0.43,svampkännedom,0.419
45,lysning,0.67,decidera,0.473,efterrättelse,0.407,lånerörelse,0.41,provincialständerna,0.445,ladugärdsflötseln,0.43,beredningskomité,0.429,iedt,0.419
46,innefatta,0.67,afgäng,0.472,östunda,0.406,afhandlar,0.41,straffkoloni,0.444,troppau,0.43,förbundsmedlem,0.429,sportförening,0.418
47,också,0.67,skane,0.47,redeligen,0.406,göthiska,0.41,vigligare,0.444,luska,0.429,akliva,0.428,tafleutlottning,0.418
48,upkomst,0.669,andt,0.47,afhandla,0.406,storherrns,0.408,tillkännagilves,0.444,letta,0.429,fore,0.428,sångöfningarne,0.418
49,ringare,0.669,bliftva,0.47,vörda,0.405,hänwisa,0.408,tillfredställa,0.444,ledamotstap,0.429,intressed,0.428,jersoner,0.418
50,sjelfwe,0.669,werkelig,0.47,donna,0.405,skuldsätta,0.408,åsämjas,0.443,djnrgärden,0.429,utriggad,0.427,vensterledare,0.418
51,sammanhang,0.668,nna,0.47,lard,0.405,kiew,0.407,hvilorum,0.443,bällas,0.429,militärkomiténs,0.427,befälsskola,0.417
52,nödlidande,0.668,förberörd,0.469,innewanare,0.405,basera,0.407,afprutning,0.443,uuderwisa,0.428,edamöter,0.427,beredningskomité,0.416
53,motta,0.668,ingär,0.469,likväl,0.404,löntagare,0.407,krigslycka,0.443,inedlemmarne,0.428,öppningshögtidlighet,0.426,terus,0.416
54,intränga,0.668,gört,0.469,wädliga,0.404,ifrågawarande,0.407,hilde,0.443,sörwärfwade,0.428,vapenöfvade,0.426,ulse,0.415
55,siz,0.667,lå,0.469,sörhällande,0.404,obligationerne,0.407,vidtogos,0.443,officerskär,0.428,medlemmer,0.426,familjemedlemmarne,0.415
56,amne,0.667,giftva,0.468,wärdén,0.404,tryckande,0.407,andamål,0.443,tillkannagifvet,0.427,ntsedde,0.425,folkhögskollärare,0.415
57,uträkning,0.667,auktor,0.468,päminte,0.404,andemening,0.407,tillkäunagifvet,0.443,befälsskola,0.427,konstnärsförbundets,0.425,försvarsförslag,0.415
58,anhålla,0.667,samilia,0.468,ketta,0.404,fälttaget,0.407,skådebana,0.442,nänvaro,0.427,viborgska,0.425,gressens,0.415
59,wista,0.666,underbar,0.468,studium,0.404,förnyande,0.406,samhällsförbättring,0.442,arkeologifla,0.427,öswerwara,0.425,postelevkurs,0.415
60,förtroende,0.666,hwarförutan,0.467,ackurat,0.404,förhoppningsfull,0.406,disciplinär,0.442,tillkännagifvct,0.427,verldskonferens,0.425,delt,0.415
61,försträcka,0.666,annonce,0.467,ferie,0.404,reorganisera,0.406,diskuterande,0.441,tillkännagifivit,0.427,söresläs,0.425,tidningsmannamötet,0.414
62,omkostnad,0.665,hvarken,0.466,ämbets,0.404,europcista,0.406,dellogo,0.441,hortikultur,0.427,ämbetsgöromål,0.425,världskonferens,0.414
63,sager,0.664,ästnnda,0.466,utfalla,0.403,omild,0.406,nykterhetssaken,0.441,fosterländflt,0.426,flickskolemöte,0.425,viborgska,0.413
64,beqwämlighet,0.664,bett,0.466,genie,0.403,ifråga,0.405,öfverskridande,0.441,behöiwa,0.426,affleda,0.424,sportfest,0.413
65,kostsam,0.663,alton,0.466,astronomi,0.403,äntligen,0.405,krigsförvaltning,0.44,tretioåriga,0.426,dellogo,0.424,demonstrationsdag,0.413
66,landtmannen,0.663,efterapa,0.466,profitera,0.403,ursägt,0.405,hwirfwel,0.44,luteraner,0.426,pristäflingen,0.423,beväringsåren,0.413
67,undre,0.663,snygghet,0.465,hun,0.403,sträfwa,0.405,oformlighet,0.44,fattigvårdsstyrelsen,0.426,colleger,0.423,snppleanter,0.413
68,bedragare,0.663,mistning,0.464,utwisa,0.403,uppnäs,0.405,dliswa,0.44,1s47,0.426,medlenimar,0.422,bjeltemodiga,0.413
69,fastställa,0.663,afstå,0.464,muta,0.402,landsflyktig,0.405,lillkännagifves,0.44,exkommunicera,0.425,utomstäende,0.422,tillstädeskommit,0.413
70,pröfning,0.663,handtering,0.464,wih,0.402,financiel,0.405,folkupplysning,0.439,interesserad,0.424,liderne,0.421,häretter,0.412
71,ljuflig,0.662,biifwa,0.463,upsöka,0.402,urtaga,0.404,afgilten,0.439,yänner,0.424,trafkörning,0.421,1s47,0.412
72,hardt,0.662,hufwudstaden,0.463,veil,0.402,politistt,0.404,grundlagsändring,0.439,detts,0.423,agifvet,0.421,accepterande,0.412
73,adelsman,0.662,likväl,0.463,climat,0.401,utebli,0.404,biograf,0.439,prisbestämning,0.423,starpstyttesaken,0.421,mejerinnor,0.411
74,gäst,0.662,äfwentyrs,0.463,kän,0.401,änga,0.404,hrvilket,0.439,tilbjuda,0.423,svampkännedom,0.421,dagarae,0.411
75,yttrande,0.661,förbättring,0.463,fant,0.401,administrera,0.404,förelöpa,0.439,härned,0.423,ordenssyskon,0.421,militärkomiténs,0.411
76,existera,0.661,warelse,0.462,dunsta,0.401,öfter,0.404,sillan,0.439,pristäfling,0.423,fästligheter,0.421,aktieemission,0.411
77,hog,0.661,bibehållande,0.462,utwidgande,0.401,ästuuda,0.404,detj,0.438,pånyttfödd,0.423,apotekaresocieteten,0.42,utlysande,0.411
78,gagnelig,0.661,veil,0.462,insäg,0.401,reglorne,0.404,tilägna,0.438,sigvid,0.422,antagos,0.42,föreskrefvo,0.41
79,därutinnan,0.661,märkelig,0.461,direetionen,0.401,demagogisk,0.403,thingets,0.438,handtverksidkare,0.421,handtverksidkande,0.42,autog,0.41
80,wederbörande,0.66,nägok,0.461,vaccination,0.4,dern,0.403,lillkännagifvet,0.437,eröfrande,0.421,hufvudkvarter,0.42,rösträttsmötets,0.41
