,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
18,sicilien,0.738,rebell,0.62,insurgera,0.53,trupprörelse,0.512,fästningsfyrkanten,0.513,euphrat,0.517,gränspunkt,0.484
19,trupp,0.738,strand,0.62,rhenstranden,0.528,simferopol,0.512,frosinone,0.512,gränsflod,0.517,supremati,0.484
20,alexandria,0.736,gränsor,0.62,ockupera,0.528,tyrol,0.511,kustland,0.512,gränspunkt,0.515,birmas,0.483
21,eskader,0.735,elbe,0.619,flandern,0.527,gebietet,0.509,öfwerflrida,0.51,gränsstad,0.515,intressesferen,0.483
22,kärna,0.734,armeerne,0.617,florida,0.525,ferry,0.507,kuststräcka,0.51,galiziska,0.513,truppsamling,0.483
23,gebiet,0.732,grans,0.615,tyrol,0.524,bergskedja,0.504,montenegrinsk,0.51,gränsskilnad,0.511,hegemoni,0.477
24,defensiv,0.731,blockad,0.612,offensiv,0.523,eidern,0.504,afganistan,0.509,kuststräcka,0.51,polarområde,0.476
25,armeer,0.731,boulogne,0.611,kryssare,0.522,omräde,0.503,perekop,0.509,fästningsfyrkanten,0.509,härstyrka,0.475
26,marsch,0.731,alexandria,0.611,tolosa,0.521,kaukasus,0.502,trupprörelse,0.508,annams,0.509,trängsta,0.474
27,tystland,0.73,rastadt,0.61,bistä,0.521,wallachiet,0.502,nordkust,0.508,hufwudstyrka,0.508,occupation,0.474
28,nederländerne,0.729,portugisista,0.61,donau,0.521,pascharne,0.502,kaspiska,0.507,redouten,0.506,sydgräns,0.473
29,belgien,0.728,offensiv,0.609,krigstheatern,0.52,herat,0.501,redouten,0.506,jantra,0.504,tullgräns,0.473
30,mantua,0.728,turkista,0.607,modlin,0.519,montenegro,0.5,peschawer,0.505,biela,0.504,krigsförfattning,0.472
31,brittista,0.727,piemont,0.607,rhen,0.519,ganges,0.499,balkan,0.505,luossavara,0.503,utvisningsrätt,0.472
32,belgrad,0.726,sardinien,0.607,anryckande,0.518,riksgräns,0.498,galiziska,0.505,kongeån,0.502,aralsjön,0.471
33,rebell,0.724,defensiv,0.606,krim,0.517,armenien,0.498,guerillakrig,0.504,asmara,0.502,befordringsväsende,0.471
34,widdin,0.723,junta,0.606,dardanellerna,0.517,pavia,0.497,kuban,0.504,kustområde,0.502,nau,0.471
35,dragé,0.722,maynz,0.605,abukir,0.516,krigsmakt,0.497,gränslinie,0.504,truppafdelningar,0.501,lialfön,0.471
36,mediation,0.722,utlopp,0.605,grans,0.515,insurgera,0.497,trnpper,0.504,novibazar,0.499,kustområde,0.47
37,bender,0.722,regementer,0.604,täga,0.515,pruth,0.497,anfallsrörelse,0.503,uralsk,0.499,försvarande,0.47
38,gebietet,0.721,uppbryta,0.604,utvandra,0.515,savojen,0.496,vogeserna,0.503,gränslinje,0.498,intressesferer,0.469
39,westindien,0.721,ferrol,0.604,adrianopel,0.514,siebenburgen,0.495,merv,0.503,operationsbas,0.498,gränsmärke,0.469
40,pälsta,0.72,position,0.604,afväpna,0.514,alperna,0.494,insurgera,0.501,maktsfer,0.497,tillbakadra,0.469
41,venedig,0.719,landsträcka,0.604,furstendöme,0.514,krigstheatern,0.494,gråns,0.501,mekong,0.497,bolgrad,0.469
42,flagit,0.719,flanquen,0.602,estella,0.514,vercelli,0.493,indista,0.501,blokera,0.497,östersjökust,0.469
43,america,0.719,ostörd,0.602,antägande,0.513,rustschuk,0.493,öfwerträda,0.501,kandahars,0.496,gränsflod,0.469
44,bonaparte,0.719,tripoli,0.602,nauplion,0.513,inmarsch,0.492,rustschuk,0.5,östersjökust,0.495,timok,0.468
45,landstigning,0.718,basel,0.602,siendtliga,0.512,operationsbas,0.492,demarkationslinie,0.5,makedonien,0.495,slättland,0.468
46,återkomst,0.718,krigs,0.601,carlistisk,0.511,skotthåll,0.492,operationsbas,0.5,enceinten,0.495,lydrike,0.468
47,medelhafwet,0.718,bayonne,0.601,valparaiso,0.511,krigsskådeplats,0.491,kompensation,0.499,terrainen,0.495,föreningspunkt,0.468
48,berattas,0.716,adriatisk,0.6,medelhafwet,0.51,östersjökust,0.491,framryckning,0.499,kambodja,0.494,asmara,0.468
49,förpost,0.716,plata,0.6,wolhynien,0.51,mingrelien,0.488,österrikistt,0.499,egeisk,0.493,öfverherrskap,0.467
50,engeland,0.716,engländarne,0.599,integritet,0.51,distrikterna,0.488,bergpass,0.498,gränsland,0.493,själftagna,0.467
51,cairo,0.715,wallachiet,0.598,gransor,0.509,moldan,0.488,foggia,0.498,kust,0.493,fjellryggen,0.466
52,rusta,0.715,marsch,0.597,handelsfartyg,0.508,schelden,0.488,gallipoli,0.498,kuban,0.492,rayon,0.466
53,armeerne,0.715,manstapet,0.597,widdin,0.508,grans,0.487,fördragsenlig,0.497,keren,0.492,luossavara,0.466
54,landstiga,0.713,gebiet,0.597,högqvarter,0.508,debreczin,0.487,operationsbasis,0.496,merv,0.491,tullförhållanden,0.465
55,rystland,0.713,florida,0.597,savoyen,0.507,nepal,0.486,vercelli,0.496,trängsta,0.491,statsområde,0.465
56,manstapet,0.711,trupp,0.596,tripoli,0.507,fredsslut,0.486,slagfärdig,0.495,landsdelarne,0.491,handelsområde,0.464
57,armce,0.711,estadern,0.595,hannoversta,0.507,framträngande,0.486,fjellryggen,0.495,österdalelfven,0.49,fornåldrig,0.464
58,genua,0.71,nederländerna,0.595,aranjuez,0.507,centrum,0.486,bukowina,0.494,jalufloden,0.49,josephstadt,0.463
59,garnison,0.71,deal,0.594,defensiv,0.506,adda,0.485,tullgräns,0.493,aralsjön,0.49,fortbestånd,0.463
60,troupper,0.71,bay,0.593,kyrkostat,0.505,estland,0.485,kongeån,0.493,giurgewo,0.49,höghetsrätt,0.462
61,canalen,0.71,nejd,0.592,texas,0.505,balkan,0.485,riksgräns,0.492,zambesi,0.49,bestämmelserätt,0.462
62,constantinopel,0.709,armöe,0.592,trupperne,0.504,gränsorne,0.485,gränsstad,0.492,thionville,0.489,demarkationslinie,0.462
63,twungit,0.709,flanque,0.592,cypern,0.504,armékorps,0.484,gränspunkt,0.492,operationslinie,0.489,lifsintressen,0.462
64,offensiv,0.709,framrycka,0.592,monte,0.504,blokad,0.484,mincio,0.492,zulfikar,0.488,fåtalsvälde,0.462
65,commendanten,0.708,gransor,0.592,arriergarde,0.504,fiendtligheter,0.483,saarlouis,0.491,saarlouis,0.488,vestafrika,0.461
66,proposition,0.707,bataljon,0.592,schumla,0.504,montenegrinsk,0.483,bujukdere,0.491,bukowina,0.487,wallachi,0.461
67,fientlig,0.707,montevideo,0.592,peru,0.503,rhenstranden,0.483,längdgrad,0.491,peschawer,0.487,pyrenéerna,0.46
68,bayern,0.706,armten,0.591,bastista,0.503,maynz,0.483,rasgrad,0.49,polarområde,0.487,försvarsstyrka,0.46
69,forcera,0.706,toulon,0.591,adriatisk,0.503,krigsfot,0.483,euphrat,0.49,råmärke,0.487,oöfverstiglig,0.46
70,fiendtlig,0.706,farwatten,0.59,uppbrott,0.503,ockupation,0.482,kandahar,0.49,militärkordong,0.487,halföns,0.46
71,anfalla,0.705,moldau,0.59,estremadura,0.503,modlin,0.482,giurgevo,0.489,öfwerträda,0.487,pjöngjang,0.46
72,ostindien,0.705,hafwct,0.59,flanquen,0.503,komorn,0.482,dalmatien,0.489,slättland,0.486,terrainen,0.459
73,utlöpa,0.705,blockera,0.59,pälsta,0.502,adrianopel,0.482,grans,0.489,mincio,0.485,militärkordong,0.459
74,cöln,0.705,bistä,0.59,armeen,0.502,turkifla,0.482,nawarra,0.489,anatolien,0.485,skyddsområde,0.459
75,communication,0.704,monte,0.59,biscaya,0.502,hafskust,0.481,bastista,0.489,folkstammarne,0.485,galiziska,0.457
76,passera,0.704,bemägtigat,0.59,estadern,0.502,hvarenda,0.481,novibazar,0.489,rayon,0.485,tvedräkt,0.457
77,orolighet,0.704,förenta,0.589,legation,0.501,karö,0.481,taurus,0.489,flottafdelning,0.485,saarbriicken,0.457
78,departement,0.703,understödd,0.589,rastadt,0.501,armeerne,0.479,apenninerna,0.488,truppsamling,0.484,gränsland,0.457
79,algier,0.703,caraccas,0.589,jnsurgenterne,0.501,batum,0.479,militärväg,0.488,liaotong,0.484,krigsstyrka,0.457
80,livorno,0.701,marschera,0.589,framtränga,0.501,westliga,0.479,gränsland,0.488,giurgevo,0.484,peschawer,0.457
81,armee,0.701,rhen,0.589,negociation,0.501,stålt,0.479,gramada,0.487,tananarivo,0.484,gammalserbien,0.456
82,nysta,0.701,valencia,0.588,pamplona,0.501,turkissa,0.478,thessaliens,0.487,pamir,0.483,furstedömet,0.456
83,försända,0.701,nederländerne,0.588,krysta,0.501,blokera,0.478,ockupationstrupp,0.487,pyrenéerna,0.483,bragl,0.455
84,polen,0.7,älstilliga,0.588,koncentrera,0.5,podolien,0.478,rumeniens,0.487,fördragsenlig,0.483,novibazar,0.455
85,gätt,0.7,ulm,0.587,armékorps,0.5,sjöstyrka,0.478,territorium,0.487,halfön,0.482,euphrat,0.455
86,besätta,0.699,cordon,0.587,podolien,0.5,albanien,0.478,tessalien,0.487,merw,0.482,tiveden,0.455
87,fänga,0.699,lappo,0.587,krigshär,0.499,cherson,0.478,terrainen,0.486,tirnowa,0.481,landafträdelse,0.455
88,retirera,0.699,livorno,0.586,grenada,0.499,nordsida,0.477,bergskedja,0.486,gammalserbien,0.48,öfverhögheten,0.455
89,garantera,0.699,förjaga,0.586,venezuela,0.499,arriergarde,0.477,herat,0.486,bergpass,0.48,försvarslinie,0.454
90,marche,0.699,krysta,0.586,constantineh,0.499,weichseln,0.477,saarbriicken,0.486,pruth,0.48,naboland,0.454
91,förstärkning,0.698,reserv,0.585,genomtåga,0.499,armce,0.477,giurgewo,0.486,ockuperadt,0.479,sjelfbestånd,0.454
92,dämpa,0.698,center,0.585,engländarne,0.499,tonlon,0.477,gränsområde,0.486,khanat,0.479,odelbarhet,0.454
93,tippo,0.698,cairo,0.585,neutralitet,0.499,kuban,0.476,frammarsch,0.486,riksgräns,0.479,statsenhet,0.453
94,krigsfolk,0.698,negden,0.585,cairo,0.499,eupatoria,0.476,occupation,0.486,tanganyikasjön,0.479,defini,0.453
95,ungern,0.698,stallning,0.585,militairen,0.499,bolivia,0.475,patagonien,0.485,tullgräns,0.479,kalfön,0.453
96,böhmen,0.697,colonn,0.585,patra,0.498,laglighet,0.475,anatolien,0.485,gebietet,0.479,jantra,0.453
97,turin,0.697,dona,0.585,pampelona,0.498,tessins,0.475,quettah,0.485,bujukdere,0.479,egeisk,0.453
98,15000,0.697,kringränna,0.584,arabien,0.498,kolding,0.475,gransor,0.484,niger,0.478,operationsbas,0.453
99,hofwet,0.697,carthagena,0.584,plock,0.498,barna,0.474,halfön,0.484,hällnäs,0.478,ockuperadt,0.453
