,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,wäi,0.921,stärkelse,0.799,latinsta,0.673,renett,0.602,nederländsk,0.509,rysk,0.549,rysk,0.581,finsta,0.515
1,haga,0.915,insyltad,0.79,fransyffa,0.669,högmässa,0.578,norrskt,0.499,finsta,0.538,finsta,0.57,svensk,0.485
2,las,0.915,holländst,0.782,tvsta,0.666,bottnisk,0.57,norrska,0.499,litteratursällskap,0.535,svensk,0.555,naima,0.476
3,kon,0.913,tobaksblad,0.777,tyska,0.665,svamp,0.547,upbragt,0.498,svensk,0.524,finland,0.532,gaelisk,0.475
4,fransyssa,0.911,avd,0.777,tossa,0.66,schaar,0.546,norrske,0.483,finland,0.516,norsk,0.527,ryska,0.469
5,boja,0.904,äple,0.771,sprakén,0.654,hartz,0.545,bottnisk,0.483,norsk,0.507,ryska,0.507,vasa,0.468
6,stade,0.904,nsgra,0.771,nvligen,0.649,carol,0.544,finsta,0.473,helsingfors,0.49,dansk,0.505,folkelement,0.466
7,fruentimmer,0.903,linfrö,0.77,heinrich,0.648,pommeranser,0.543,freese,0.471,dansk,0.487,tysk,0.498,edelfelt,0.465
8,mande,0.902,segelduk,0.766,fransyssa,0.645,gustafsbergs,0.541,parlamentärflagg,0.465,linska,0.482,sommartillverkning,0.492,tondiktning,0.464
9,ätstilliga,0.9,senap,0.765,lexicon,0.642,norrske,0.54,vaktskepp,0.465,norrskt,0.48,litteratursällskap,0.489,medborgarskap,0.464
10,utanför,0.899,saljes,0.764,franssa,0.639,cederberg,0.54,utsändande,0.462,estnisk,0.471,norrska,0.484,landsoldat,0.46
11,sk,0.897,engelffa,0.764,löhr,0.637,virginia,0.538,vale,0.459,norrska,0.462,noiska,0.48,rysk,0.46
12,stav,0.896,humla,0.763,tyssa,0.637,medvurst,0.536,åländsk,0.457,postbåt,0.449,statssekretariat,0.478,turgenjevs,0.459
13,ordinarie,0.896,hjerpe,0.761,silverstolpes,0.637,finst,0.534,sjöröfvare,0.456,1536,0.448,edelfelt,0.477,helsingfors,0.458
14,studiosus,0.895,bakelse,0.76,salies,0.636,kumm,0.534,postångfartyget,0.454,ryska,0.448,linska,0.476,folkpoesi,0.457
15,ängel,0.895,järnband,0.759,swenska,0.636,skarppeppar,0.532,nordamerikansk,0.453,narwa,0.447,gardesbataljon,0.473,polsk,0.454
16,tilsörene,0.893,tilwärkning,0.758,ecr,0.634,apelsin,0.531,fraktsökande,0.452,porthan,0.446,helsingfors,0.472,canth,0.453
17,betjäning,0.892,lädor,0.758,geographien,0.633,swenff,0.529,liberia,0.451,swensta,0.446,uleåborg,0.471,estnisk,0.453
18,wasa,0.891,skärgärd,0.757,preparera,0.631,wolff,0.529,handelsflotta,0.448,storfurstendöme,0.445,norrskt,0.47,ninon,0.451
19,igenfäs,0.891,preparera,0.757,swenjka,0.63,capris,0.529,uleåborg,0.447,skarpskyttebataljon,0.442,jyväskylä,0.464,finland,0.448
20,bank,0.891,sinnes,0.756,sinnes,0.63,tobaksstjelk,0.528,handelsstepp,0.447,bränvinssprit,0.441,estnisk,0.453,kalevala,0.447
21,upwisa,0.89,silf,0.755,ostron,0.628,kurland,0.527,helsingörs,0.445,nordkarelen,0.44,tondiktning,0.453,linska,0.447
22,krögare,0.889,nysi,0.754,nysi,0.628,sockerärter,0.527,inklarera,0.444,utsädesråg,0.434,manska,0.451,finska,0.444
23,assessor,0.889,sandel,0.753,sckljes,0.626,lingon,0.525,björneborg,0.443,räfsö,0.431,polsk,0.45,noiska,0.444
24,boman,0.888,hafra,0.753,ulrichs,0.625,sextondel,0.525,afgått,0.443,otjäradt,0.43,svensi,0.45,landtdagsman,0.444
25,74,0.887,norrland,0.752,regal,0.625,caviar,0.524,spanfla,0.443,suomi,0.43,tapio,0.45,karelsk,0.443
26,witza,0.886,hwetemjöl,0.751,lexikon,0.624,tossa,0.523,sjökrig,0.441,umebladet,0.429,ministerstatssekreterare,0.447,såug,0.442
27,capitaine,0.886,nyland,0.749,fiera,0.623,saltadt,0.523,utevarande,0.441,isländsk,0.428,vestgränsen,0.447,lettisk,0.442
28,munk,0.885,prima,0.749,utsökt,0.623,engl,0.522,sveaborg,0.44,tryckeribolag,0.428,nubisk,0.447,gardesbataljon,0.442
29,begrafning,0.885,sprakén,0.749,spräken,0.62,torneå,0.522,medelhafvet,0.439,hveteinjöl,0.428,torneå,0.446,skiifver,0.437
30,concert,0.885,dun,0.748,senap,0.619,hallon,0.522,förfwunnit,0.439,christoffersen,0.427,ostafrikanska,0.446,castrén,0.437
31,drottninggatan,0.884,utwaldt,0.748,skri,0.618,tobaksblad,0.522,hanmar,0.438,fwenska,0.427,svonska,0.445,sommartillverkning,0.435
32,iwa,0.884,mahogene,0.747,praktisk,0.618,cacao,0.521,gräsey,0.438,marcussen,0.426,nordkarelen,0.445,uleåborg,0.435
33,adelen,0.884,spräken,0.746,holländst,0.618,kardustobak,0.52,bohuslänsk,0.438,baltischport,0.425,ordboksarbete,0.445,jehovas,0.434
34,fiere,0.882,ssn,0.745,rysk,0.617,jutsk,0.52,estland,0.437,alpha,0.424,uusi,0.444,ingemanns,0.432
35,styrman,0.882,ingefära,0.745,swenffa,0.617,finsta,0.519,rysk,0.437,dispasch,0.424,castrén,0.442,gjellerup,0.432
36,wtd,0.88,anjovis,0.745,sermt,0.616,sötmjölksost,0.519,342,0.434,resestipendiat,0.42,sångarförbund,0.441,kvinnosak,0.432
37,käng,0.879,kummin,0.744,kristendom,0.616,lrån,0.517,hinduisk,0.433,svenika,0.419,finska,0.44,russificering,0.431
38,hog,0.879,wand,0.741,ritterberg,0.616,fikon,0.517,svensk,0.432,tysk,0.419,hrars,0.439,sjelfbeskattningsrätt,0.431
39,sörr,0.879,nvligen,0.741,geometri,0.616,pyk,0.517,talöfning,0.432,hermod,0.418,offiserare,0.439,hvarutur,0.429
40,motta,0.879,kruka,0.74,raffinad,0.615,vindrufva,0.516,californiens,0.432,kommersläster,0.418,fornskriftsällskap,0.438,vestgränsen,0.428
41,derrättelse,0.878,wsl,0.74,fars,0.614,new,0.515,norsk,0.432,a11,0.415,svenska,0.437,norrskt,0.427
42,trägårdsmästare,0.878,tjur,0.739,fransysta,0.614,klöfverfrö,0.515,utsädesråg,0.431,svenska,0.415,folkpoesi,0.436,sjöterritorium,0.426
43,bakom,0.878,flrifwa,0.738,renett,0.614,färff,0.514,schaar,0.431,jyväskylä,0.414,svenika,0.436,finländsk,0.426
44,were,0.877,ssöta,0.738,spannemal,0.613,kentucky,0.514,aftenblad,0.431,providence,0.414,isländsk,0.435,frihetsälskande,0.426
45,uselhet,0.877,gn,0.738,halmhatt,0.613,kommin,0.514,haiti,0.43,slesvigska,0.414,karelen,0.434,svensi,0.426
46,po,0.877,krita,0.737,fransyska,0.612,ritorr,0.513,naturalisera,0.43,free,0.413,svensha,0.434,uppvexa,0.425
47,förwäntas,0.877,ffrifwer,0.736,oeleens,0.61,utnämde,0.512,vestindien,0.43,gaelisk,0.413,vasa,0.434,vensk,0.425
48,apa,0.876,potatoes,0.736,deleen,0.61,holk,0.512,venern,0.429,ranska,0.413,slesvigska,0.434,invåuarne,0.424
49,ps,0.875,kagge,0.736,wolff,0.609,fierdingar,0.512,holger,0.429,gazelle,0.413,östasiatisk,0.433,hexameter,0.423
50,twätt,0.875,inköra,0.735,säpa,0.607,pommersk,0.511,norrsk,0.428,6200,0.412,ritorka,0.433,jyväskylä,0.423
51,xa,0.874,ostron,0.734,perlgryn,0.606,kutting,0.51,sydamerikansk,0.427,nordpolsfärd,0.412,växtnamn,0.432,kuopio,0.422
52,liga,0.874,apelsin,0.734,ordbok,0.606,ftf,0.51,folkmelodi,0.427,folkpoesi,0.412,nygrekisk,0.431,dansk,0.422
53,ingäng,0.874,torst,0.734,skänsta,0.606,luttra,0.51,americansta,0.426,raumo,0.412,kalevala,0.431,ignotus,0.422
54,tyska,0.874,fruktträd,0.733,prima,0.606,kjöps,0.51,borneo,0.426,peditionen,0.411,ånglustjakt,0.429,yrkesfotograf,0.422
55,strå,0.874,korngryn,0.733,pommersk,0.606,stärkelse,0.51,lyckeligen,0.426,astrea,0.41,passageraretaxa,0.429,norsk,0.422
56,dos,0.873,halftunna,0.732,npligen,0.604,björneborgs,0.509,tuska,0.426,skonertar,0.41,hapsal,0.428,offiserare,0.422
57,ref,0.872,wälfrägdad,0.732,roff,0.604,ljustalg,0.509,förolyckad,0.425,gelska,0.41,luossavara,0.428,nationalskald,0.421
