,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,amiral,0.784,moreau,0.712,ofwerste,0.612,esparteros,0.589,canrobert,0.645,melikoff,0.693,saussier,0.746,cronje,0.629
1,von,0.768,befäl,0.712,mortier,0.611,maroto,0.587,bosquet,0.595,moriones,0.67,vinoy,0.713,baratieri,0.609
2,baron,0.765,division,0.694,chef,0.602,narvaez,0.58,hilliers,0.594,manteuffel,0.668,wimpffen,0.705,duerot,0.606
3,landshöfding,0.763,corps,0.683,suwarow,0.598,cordova,0.579,pelissier,0.593,wimpffen,0.668,totleben,0.703,saussier,0.6
4,grefwe,0.733,constantinopel,0.682,öfwerste,0.597,alaix,0.572,pelissiers,0.59,loris,0.664,miribel,0.698,logerot,0.598
5,frankrike,0.726,chef,0.675,blucher,0.596,espartero,0.571,simpson,0.59,meade,0.658,briére,0.698,lorencez,0.596
6,major,0.726,förpost,0.669,massena,0.596,gomez,0.569,marskalk,0.589,werder,0.658,gurko,0.696,vinoy,0.594
7,kong,0.718,beordra,0.665,furst,0.589,villareal,0.565,grabbe,0.585,divisionsgeneral,0.657,logerot,0.692,negrier,0.594
8,riddare,0.714,österrikisk,0.663,blake,0.586,mortier,0.563,fältmarskalk,0.584,concha,0.654,millot,0.69,burrows,0.592
9,chef,0.71,howe,0.658,avantgarde,0.584,sebastian,0.562,liiders,0.584,villareal,0.651,chanzy,0.69,tschernajeff,0.592
10,minister,0.696,bender,0.658,adjutant,0.581,saldanha,0.559,marmora,0.581,rivera,0.65,leboeuf,0.687,komaroff,0.59
11,armeen,0.695,engelste,0.656,fältmarskalk,0.578,suwarow,0.556,saldanha,0.578,marskalk,0.649,krigsminister,0.686,brialmont,0.59
12,namnkunnig,0.694,kejserlig,0.655,cardell,0.578,geismar,0.555,generallöjtnant,0.577,duerot,0.645,cialdini,0.685,quesada,0.589
13,capitain,0.69,toscana,0.655,division,0.578,bilbao,0.555,massena,0.576,lamoriciére,0.642,duerot,0.684,millot,0.586
14,magistrat,0.689,adjutant,0.653,moreau,0.577,garcia,0.552,villareal,0.572,tiirr,0.642,todtleben,0.684,gresser,0.586
15,sparre,0.688,tippo,0.652,bataillon,0.572,fältmarskalk,0.55,brigadgeneral,0.571,campos,0.64,ezeta,0.681,botha,0.585
16,predikant,0.688,neapel,0.649,nyffe,0.572,vittoria,0.546,changarnier,0.571,failly,0.64,douay,0.679,crespo,0.583
17,råd,0.687,armee,0.649,österrikisk,0.571,rodil,0.546,canroberts,0.57,butler,0.638,brialmont,0.678,briére,0.581
18,president,0.683,expedition,0.649,guvernör,0.57,trupperne,0.544,prittwitz,0.568,canrobert,0.638,quesada,0.678,alaix,0.581
19,framledne,0.682,bonaparte,0.648,kavalleri,0.57,cruz,0.543,cordova,0.567,skobeleff,0.637,cissey,0.678,brigadieren,0.581
20,undsätta,0.68,armeen,0.644,ayres,0.568,blake,0.541,alaix,0.565,vinoy,0.637,campos,0.677,meade,0.58
21,majit,0.676,venedig,0.641,döbeln,0.563,cabrera,0.541,concha,0.565,clellan,0.634,kavallerigeneral,0.677,schofield,0.579
22,borgmästare,0.674,commando,0.64,marskalk,0.561,soult,0.539,raglan,0.563,douay,0.634,faidherbe,0.677,failly,0.578
23,geck,0.674,genua,0.639,adlercreutz,0.56,moreau,0.539,havelock,0.562,esparteros,0.634,failly,0.677,tnrkarne,0.577
24,underdånighet,0.668,senat,0.639,commando,0.559,carlistisk,0.533,ofwerste,0.562,lorencez,0.634,tiirr,0.677,totleben,0.577
25,collegium,0.667,mantua,0.639,bernadotte,0.558,quiroga,0.533,öfverbefälhafvare,0.56,langiewicz,0.633,gresser,0.676,underbefälhafvare,0.576
26,ryttmästare,0.667,flagit,0.637,warschau,0.558,massena,0.531,geismar,0.559,longstreet,0.633,moriones,0.676,todleben,0.576
27,broder,0.663,erkehertig,0.634,vincent,0.558,romarino,0.531,gomez,0.559,quesada,0.632,crespo,0.674,nodzu,0.576
28,1771,0.661,trupparne,0.634,beordra,0.557,soria,0.53,baraguay,0.558,beauregard,0.632,forey,0.674,gurko,0.576
29,utgifne,0.661,annee,0.632,uppbrott,0.557,estella,0.529,esparteros,0.558,todtleben,0.632,rivera,0.673,macpherson,0.575
30,ordförande,0.66,wien,0.632,kommendant,0.556,elio,0.528,mortier,0.553,sherman,0.632,trochn,0.673,laserna,0.574
31,begynna,0.656,potemkin,0.631,lieutenant,0.555,infant,0.528,soult,0.553,contreras,0.631,benedek,0.673,longstreet,0.574
32,halland,0.655,nelson,0.63,cavalleriet,0.554,medina,0.527,diego,0.552,gurko,0.631,gurkos,0.672,négrier,0.573
33,föredra,0.653,departement,0.63,mörner,0.554,valdez,0.527,divisionsgeneral,0.551,cialdini,0.629,manteuffel,0.671,ajub,0.572
34,majestät,0.651,algier,0.63,marquis,0.554,oraa,0.526,wrangel,0.55,pelissier,0.628,komaroff,0.668,werders,0.572
35,magister,0.651,infanteri,0.629,bertrand,0.553,sanz,0.526,spencer,0.55,krigsminister,0.628,frossard,0.668,havelock,0.571
36,rysk,0.651,buonaparte,0.629,majrst,0.552,detachera,0.525,sanz,0.549,prittwitz,0.626,trochu,0.667,burnside,0.571
37,sjöfarande,0.65,marocco,0.629,colonne,0.552,avantgarde,0.523,generalmajor,0.549,moltke,0.625,barail,0.667,reuf,0.57
38,probsten,0.65,ofwerste,0.628,armöe,0.552,saragossa,0.522,orlow,0.548,pelissiers,0.625,lamarmora,0.667,buell,0.57
39,hans,0.65,colonne,0.628,detachera,0.551,francisco,0.521,muraview,0.547,generallöjtnant,0.625,schofield,0.667,faidherbe,0.569
40,förklaring,0.65,nysta,0.628,howe,0.55,santa,0.52,bilbao,0.547,sickles,0.624,sickles,0.666,skobeleff,0.568
41,sidsta,0.647,tropp,0.627,lieutenanten,0.55,öfverbefälhafvare,0.52,lamoriciére,0.547,totleben,0.623,baratieri,0.666,langiewicz,0.568
