,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
73,frankrike,0.746,sammandra,0.626,kejsarinna,0.534,joinville,0.461,beira,0.476,bonin,0.51,hoffunktionärerna,0.478,rysk,0.461
74,anbud,0.746,erhällit,0.625,tractaten,0.533,intåg,0.461,rysk,0.476,hofivet,0.51,nikolajewitsch,0.476,courbets,0.46
75,instämma,0.746,batteri,0.625,rosta,0.533,bayersk,0.461,geismar,0.475,pepoli,0.51,stambuloff,0.476,kejsarkröning,0.46
76,nedlägga,0.746,ständerne,0.625,preusien,0.533,moreau,0.461,bastista,0.475,carini,0.51,kejser,0.475,konungatitel,0.459
77,dell,0.746,amerikansk,0.623,kent,0.532,briissel,0.461,canino,0.475,lamarmora,0.51,kej,0.475,tanen,0.459
78,furste,0.745,hofwet,0.623,dalmatien,0.532,magternas,0.46,servien,0.475,danilo,0.51,furste,0.474,wiirtembergska,0.459
79,förtjenst,0.745,mantua,0.621,holstein,0.532,potemkin,0.46,mustapha,0.475,extraordinaire,0.509,ministerstatssekreterare,0.473,kejsarfamilj,0.457
80,rättegång,0.745,position,0.621,buonaparte,0.532,jefferson,0.46,attaché,0.475,miljen,0.509,generalguvernör,0.473,rysta,0.456
81,nödwändigt,0.744,ombord,0.621,engeland,0.531,ministrame,0.46,sardinisk,0.475,kultusministeriet,0.509,pobedonoszev,0.472,livadia,0.456
82,tankesätt,0.744,besättning,0.62,kurir,0.531,storhertig,0.46,garibaldi,0.474,napoleonsdagen,0.508,nikolaj,0.472,storfurste,0.455
83,egennytta,0.743,lefwerera,0.619,leipzig,0.531,keisar,0.459,oriental,0.474,birmanska,0.508,höghet,0.472,habsburg,0.455
84,förundra,0.742,franffe,0.619,kiel,0.531,hess,0.459,nicaragua,0.474,montauban,0.508,wiirtembergska,0.472,katkows,0.455
85,fortsättning,0.741,bestjäla,0.619,bay,0.53,preutzen,0.459,famillen,0.474,kejsarinna,0.508,derjawa,0.47,zarskoje,0.455
86,ädelmodig,0.741,gebietet,0.618,potemkin,0.53,bastista,0.459,preutzen,0.474,totleben,0.508,katkows,0.47,kröningsfest,0.454
