,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
32,werldcn,0.876,anhang,0.701,hofwct,0.526,speciminera,0.536,docens,0.58,dorpat,0.616,prokansler,0.611
33,fulleligen,0.876,ffrifwit,0.7,tillsättning,0.526,academien,0.536,pastoralteologi,0.58,anatomie,0.615,lingvistik,0.61
34,nera,0.875,statsrädet,0.7,pastorater,0.524,akademi,0.535,filologisk,0.579,oftalmologi,0.613,univer,0.609
35,votera,0.875,wifat,0.699,universiteterna,0.523,centralinstitut,0.532,högskola,0.578,exegetik,0.61,processrätt,0.608
36,fältherre,0.875,kryssare,0.699,landtwärn,0.522,nationalekonomi,0.532,uniwersitetet,0.578,lingvistik,0.609,götting,0.608
37,oförsynt,0.875,period,0.699,undergående,0.522,swedelius,0.531,dorpat,0.577,filologi,0.607,hagströmer,0.607
38,träde,0.875,ultimatum,0.699,jubelfest,0.521,konsthistoria,0.528,akademisk,0.577,dekanus,0.606,rättsmedicin,0.606
39,aflägsna,0.875,commendanten,0.699,academi,0.521,bibliothck,0.526,studentkär,0.575,landskapsförening,0.605,tubingen,0.605
40,lykta,0.875,utnämd,0.699,kiew,0.52,medikus,0.526,amanuens,0.575,karolinsk,0.605,professoratet,0.604
41,stalie,0.874,manheim,0.698,agardh,0.52,naumann,0.525,universitetsbibliotek,0.574,doktorsvärdighet,0.604,versitetet,0.603
42,producter,0.874,öfwerlemnad,0.698,teknologisk,0.52,blomstrand,0.524,kanslersembetet,0.573,rättshistoria,0.603,prenotioner,0.603
43,aflopp,0.874,teir,0.698,invigning,0.52,greiff,0.522,universiteter,0.572,farmakologisk,0.6,sitet,0.603
44,upbära,0.874,monument,0.698,anatomi,0.519,inträdestal,0.522,kanfler,0.572,götting,0.6,examinationsskyldighet,0.601
45,rubbning,0.874,henry,0.698,aranjuez,0.518,carolinsk,0.522,promovend,0.571,finansrätt,0.599,vetenskapssocieteten,0.6
46,stundeligen,0.873,staten,0.698,egenssap,0.516,lund,0.522,univ,0.57,civilrätt,0.598,filologi,0.598
47,anstälde,0.873,landtwärn,0.697,program,0.516,vikariera,0.521,prosektor,0.569,kirurgi,0.598,civilrätt,0.597
48,sself,0.873,flutadt,0.697,högskola,0.515,bibliotekarie,0.52,lilljeborg,0.569,teologisk,0.597,universitetsbibliotek,0.597
49,principal,0.873,bonapartes,0.697,apologist,0.514,studentexamen,0.52,filosofifla,0.569,professoratet,0.597,nniversitetet,0.596
50,bchöfwa,0.873,schlesien,0.696,förtydliga,0.514,hebreiska,0.52,götting,0.568,processrätt,0.596,egyptologi,0.596
51,beswar,0.873,lyckelig,0.695,utnämt,0.513,litteraturhistoria,0.519,moralteologi,0.568,jubelfest,0.595,psykiatri,0.596
52,träldom,0.873,krigsgärd,0.695,schleswig,0.512,scheel,0.519,promovera,0.568,teologi,0.595,nyeuropeisk,0.596
53,inbringa,0.873,catholsta,0.695,utarbetande,0.512,apologist,0.519,theoretist,0.567,emeritus,0.595,landskapsförening,0.596
54,sanna,0.873,gödning,0.695,akademi,0.512,academicum,0.517,profession,0.567,rättsmedicin,0.593,dekanus,0.596
55,foglig,0.873,förnöjd,0.694,professor,0.511,akademist,0.517,theologie,0.567,egyptologi,0.593,exegetik,0.594
56,medge,0.872,kalender,0.694,barnäng,0.511,professor,0.517,kirurgi,0.567,hagströmer,0.592,professorsembetet,0.594
57,catholsta,0.872,öfwerlemnas,0.694,seminarium,0.511,fahlcrantz,0.516,chirurgi,0.567,universiteter,0.592,docent,0.593
58,period,0.872,aflagd,0.693,docent,0.51,jubileum,0.516,examensperiod,0.566,univer,0.591,historiarum,0.592
59,svara,0.872,förfwara,0.693,museum,0.509,gymnasium,0.515,teologista,0.566,karolinska,0.591,uniwersitet,0.592
60,puls,0.872,vidta,0.693,skolordning,0.509,prestexamen,0.514,mesterton,0.565,professorsembetet,0.59,farmakologisk,0.588
61,förbunden,0.872,texel,0.692,gymnastisk,0.509,dimittera,0.514,historiarum,0.565,magnificus,0.589,yale,0.588
62,veil,0.872,stölt,0.692,schola,0.509,stipendiat,0.514,landskapsförening,0.565,prenotioner,0.589,kursor,0.587
63,acki,0.872,pius,0.692,vikarie,0.508,teologisk,0.513,civilrätt,0.564,exegetisk,0.589,pfannenstiel,0.587
64,redighet,0.872,bulletin,0.692,ivart,0.508,lundö,0.513,hofrättsexamen,0.564,studentkärs,0.589,prosektor,0.586
65,hungrig,0.872,kyrkostat,0.692,cherson,0.507,kriminalrätt,0.513,universiteterna,0.563,docens,0.589,marburg,0.584
66,natura,0.872,pohlen,0.692,föreståndare,0.506,director,0.512,aeademieum,0.563,yale,0.588,katedralskola,0.584
67,förråda,0.872,stätten,0.691,nationalförsamling,0.506,chemie,0.512,lysander,0.563,uniwersitet,0.588,prästexamen,0.584
68,förberörde,0.872,preutzen,0.691,geograf,0.505,lärarepersonal,0.512,teologisk,0.562,spongberg,0.588,uni,0.583
69,ronungen,0.871,belle,0.691,öfverresa,0.505,elementarlärowerket,0.512,fysiologi,0.561,professur,0.587,hofrättsexamen,0.582
70,äfwentyrs,0.871,hörk,0.691,nattvardsgång,0.505,brunius,0.511,musices,0.561,nniversitetet,0.587,teologisk,0.582
71,dikta,0.871,mediation,0.691,gransor,0.504,bibliothekarie,0.51,akademi,0.56,theologisk,0.586,universitetslektor,0.582
72,tidningspapper,0.871,stillatigande,0.691,afskedstagande,0.504,duplikanter,0.51,rektorat,0.56,experimentel,0.586,universiteter,0.582
73,lcmnar,0.871,upphäfwa,0.69,leipzig,0.503,faculteten,0.509,tubingen,0.559,examinationsskyldighet,0.585,emeritus,0.581
74,påbud,0.871,fölgd,0.69,emissarie,0.503,lnnds,0.508,rabenius,0.559,anatomista,0.585,majendie,0.581
75,qwarblifwa,0.871,betänklig,0.69,socknemäns,0.502,mineralogisk,0.507,kanslers,0.558,student,0.583,harvard,0.58
76,därar,0.871,polsta,0.69,kansler,0.502,theologie,0.507,magisterpromotion,0.558,wurzburg,0.582,experimentel,0.58
77,elliot,0.871,dumourier,0.689,moskwa,0.502,zoologi,0.506,preliminärexamen,0.558,sanskrit,0.582,studentkärs,0.578
78,class,0.871,wägra,0.689,orgelnist,0.502,trivialskola,0.505,chemi,0.557,katedralskola,0.581,bovallius,0.578
79,detzutom,0.871,märkwärdiga,0.689,rector,0.501,schola,0.505,exegetik,0.556,linguistik,0.581,wurzburg,0.578
80,tillätes,0.871,cherson,0.689,student,0.5,magisterpromotion,0.505,utriusque,0.555,studentkår,0.581,landtmanson,0.577
81,lått,0.87,rycktet,0.689,prosaiker,0.499,filosofie,0.504,nniversitet,0.555,nyeuropeisk,0.58,spongberg,0.576
82,vilkor,0.87,komplott,0.688,breslau,0.499,legat,0.504,fackförening,0.555,histologisk,0.579,professorsbeställningen,0.576
83,leta,0.87,därar,0.688,biträdande,0.499,rektorat,0.503,student,0.554,tubingen,0.578,ästetik,0.575
84,privilegiera,0.87,annee,0.688,järta,0.499,promotion,0.503,bonsdorff,0.552,laboratorstjensten,0.578,teologi,0.574
85,hitintils,0.87,mayland,0.688,grubbe,0.499,chemi,0.502,vetenskapsidkare,0.551,amanuensbefattning,0.577,embetsexamina,0.574
86,gudlös,0.87,återgå,0.688,näver,0.499,afgångsbetyg,0.502,stipendiifond,0.551,vetenskapssocieteten,0.577,linguistik,0.574
87,magters,0.869,tilläggning,0.688,tilläggning,0.499,licentiat,0.502,licentiatexamen,0.55,versitetet,0.577,anatomista,0.574
88,nch,0.869,hoswet,0.687,juridista,0.498,promotor,0.501,kanfleren,0.549,hofrättsexamen,0.576,straffrätt,0.574
89,öfmer,0.869,begärlighet,0.687,jerna,0.498,marklin,0.5,upsala,0.549,histologi,0.575,paleontologi,0.574
90,fältmarskalk,0.869,sturle,0.687,invälja,0.498,stipendium,0.5,studentcorps,0.549,luuds,0.575,carolinsk,0.574
91,slippa,0.869,beklaglig,0.687,fälttag,0.498,medico,0.5,klinik,0.549,sitet,0.574,laboratorstjensten,0.573
92,bombardera,0.869,litterär,0.686,ärkehertig,0.498,wingqwist,0.5,årsskrift,0.549,prosektor,0.574,psykiatrisk,0.572
93,swenffe,0.869,philosoph,0.686,beira,0.498,hammerich,0.5,obstetrisk,0.547,ästetik,0.574,kirurgi,0.572
94,palen,0.869,whitworth,0.686,ärhällit,0.498,studentkorps,0.499,kandidatexamen,0.547,språkforskning,0.573,råbergh,0.572
95,oberäknad,0.869,historista,0.686,utgif,0.498,studentmöte,0.499,centralhospital,0.546,studerande,0.573,luuds,0.572
96,polsta,0.869,hau,0.686,wolff,0.498,elementarskola,0.499,prestviga,0.545,filosofi,0.573,amanuensbefattning,0.572
97,inell,0.868,tilfredsställelse,0.686,irländare,0.498,estetik,0.499,promotor,0.545,utriusque,0.572,propedeutik,0.572
98,ärets,0.868,oberäknelig,0.686,presidium,0.497,bissop,0.499,rättegångsverk,0.544,doktorsgrad,0.571,profårskursen,0.571
99,utsända,0.868,larda,0.686,grannrike,0.497,boheman,0.497,studentkatalog,0.543,symbolik,0.571,jubelfest,0.571
