,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
55,rikta,0.897,medbroder,0.718,rädande,0.602,slafwar,0.485,arguelles,0.449,arrondissementer,0.486,protektor,0.482,mcdlemmarne,0.486
56,sultan,0.896,ofi,0.718,epok,0.601,prorogation,0.484,sjelfskrifne,0.449,röstegandc,0.485,centralutskott,0.482,medlemmame,0.486
57,talrik,0.896,högfärd,0.717,upmuntran,0.601,skolbarn,0.484,ämbetsman,0.449,kommite,0.484,begrafningsfonden,0.482,danssoiréerna,0.485
58,yta,0.896,wälgäng,0.716,aflagd,0.599,förbundet,0.484,delegera,0.447,martos,0.483,blåbands,0.482,valdistrikter,0.485
59,möjeligt,0.896,trygghet,0.716,förswarare,0.599,societet,0.484,londonska,0.446,progressister,0.483,arrondissementer,0.482,blåbands,0.485
60,salsta,0.896,bibringa,0.716,militaire,0.599,stiftande,0.484,volée,0.446,musikföreningens,0.482,medlenimar,0.481,orphei,0.485
61,famla,0.896,slägte,0.715,ähörare,0.599,formligen,0.484,sektion,0.446,nödhjelpsfond,0.482,sportförening,0.48,församlingshus,0.485
62,begärlig,0.895,upwäcka,0.715,uppriktighet,0.599,reformera,0.484,introducera,0.446,skarpskytteförenings,0.482,deltagare,0.48,hjulförbundets,0.485
63,trupp,0.895,missbruk,0.715,ledamöterne,0.599,repre,0.484,oantastlig,0.446,bardoux,0.482,ordensbröder,0.48,totalsiffra,0.484
64,förbehålla,0.895,hjertats,0.714,dygdig,0.597,taleman,0.483,htvari,0.445,yrkesförening,0.482,studenterforeningen,0.479,ordensbroder,0.484
65,inkil,0.895,redeliga,0.714,älstade,0.597,kommitté,0.483,sujett,0.445,sångamatörer,0.482,kretsföreståndare,0.478,begrafningshjälp,0.483
66,männistor,0.895,tankesätt,0.713,monument,0.597,dass,0.482,fraktion,0.445,tivanderska,0.481,sälstapet,0.478,sobran,0.483
67,hastighet,0.894,upmuntra,0.713,erkänd,0.597,förmanskap,0.482,befordrare,0.445,sjukoch,0.481,ordensbroder,0.478,activa,0.483
68,menn,0.894,swenst,0.713,koncert,0.596,seminarium,0.481,ständens,0.444,tillskyndelse,0.481,ledaniöter,0.478,föreningsombud,0.482
69,männe,0.894,omwärdnad,0.713,flykting,0.596,stockbolms,0.481,kvrkan,0.444,artisternes,0.481,inedlemmarne,0.477,klubbledamöter,0.482
70,utropa,0.894,werkeliga,0.712,garantera,0.595,statsråd,0.481,pärskap,0.444,oinbildning,0.481,niedlemmarne,0.476,fysiografiska,0.481
71,ester,0.894,högakta,0.712,wedermäle,0.595,hedrén,0.481,arrondissement,0.444,intelligenspartiet,0.48,korporalskaper,0.476,grefskapets,0.481
72,fördärf,0.893,hänseende,0.711,märkwärdigt,0.595,samfund,0.481,sångförening,0.444,kongressledamot,0.48,nykterhetsförening,0.476,emmar,0.481
73,höflighet,0.893,föreskrift,0.711,fälttäg,0.594,arkiver,0.48,utdelte,0.444,vicepresident,0.48,grefskapsråd,0.476,medlemsantal,0.481
74,mangen,0.893,betunga,0.711,skick,0.594,poppius,0.479,jurisdiktion,0.443,embetsinän,0.48,förbundsmedlem,0.475,röstbe,0.481
75,furste,0.893,behjerta,0.71,wälgerningar,0.593,catholsta,0.479,lekman,0.443,honoratiores,0.479,dissident,0.475,världskonferens,0.48
76,egenteligen,0.893,mänge,0.71,loflig,0.593,laglydig,0.479,slussbyggnad,0.443,kommunalrepresentation,0.478,arbetarring,0.474,familjemedlem,0.48
77,wälsignelse,0.893,utwärtes,0.71,nunna,0.593,befordrare,0.479,kollektiv,0.443,ulemas,0.478,siloa,0.474,inbjndas,0.479
78,ögnablick,0.893,auctorer,0.71,stiftare,0.592,statsrädet,0.479,nyvald,0.442,ordensmedlem,0.478,swearne,0.474,jernvägsmän,0.479
79,hwi,0.893,inbyggare,0.71,undersätares,0.592,sheridan,0.478,ansedd,0.442,bergparti,0.477,promovend,0.474,ledamot,0.478
80,unge,0.892,uplysningen,0.709,proklamera,0.592,embetsmännen,0.478,samhälls,0.442,ntses,0.477,medlemniar,0.473,delegarinnor,0.478
81,nad,0.892,föremäl,0.709,anwändande,0.592,stander,0.478,aktningswärda,0.441,handtverksidkare,0.476,bicycleklubb,0.473,ynglingaförenings,0.477
82,försträcka,0.892,framtida,0.709,stämpling,0.591,välmenande,0.478,ledarne,0.44,örening,0.476,inbjndas,0.473,regentfamilj,0.477
83,hä,0.892,inrotad,0.708,lifwade,0.59,krigsgärd,0.477,sägeö,0.44,taleman,0.475,medlemmarnes,0.473,reservkår,0.477
84,smicker,0.891,efterdöme,0.708,kommitté,0.59,wäljer,0.477,auctoriteter,0.44,skarpskyttekorps,0.475,arbetaresamfundens,0.472,arbetarring,0.475
85,hjertan,0.891,rättskaffens,0.708,verksamhet,0.589,äldste,0.477,cortina,0.44,förljenta,0.475,skarpskyttecorps,0.472,kyrkoväsende,0.475
86,förnämlig,0.891,weten,0.707,samhälle,0.589,organ,0.476,deputera,0.439,invälja,0.475,nykterhetsorden,0.471,bricol,0.475
87,bätre,0.891,rättwist,0.707,embetsman,0.588,sammankallande,0.476,samfälda,0.439,hufvudmännen,0.475,landtwärnsman,0.471,brödralag,0.475
88,we,0.891,nödwändiga,0.707,ätanka,0.588,londonska,0.476,återvälja,0.439,ledaniöter,0.475,delegarinnor,0.47,sjömannaföreningen,0.475
89,wä,0.891,liflig,0.706,förfader,0.588,episod,0.475,coldin,0.439,indragande,0.474,ledainöter,0.47,seniorat,0.475
90,begrepp,0.89,talesätt,0.706,oföränderlig,0.588,isturiz,0.475,corpser,0.439,baptistförsamling,0.474,ständerförsamlingen,0.47,grefskapsråd,0.475
91,arrest,0.89,stickelighet,0.705,statsrädet,0.587,potemkin,0.475,kären,0.439,thingets,0.474,medlemmame,0.469,tjenstskyldig,0.474
92,gynna,0.89,dikt,0.705,weten,0.587,komité,0.475,utnämde,0.438,depntationer,0.474,föreningsmedlemmarne,0.468,trafklubben,0.474
93,twista,0.89,sparsam,0.704,werksamma,0.587,kollektiv,0.475,presteständct,0.438,harbitz,0.474,seniorat,0.468,möterna,0.473
94,sanda,0.89,djerf,0.704,organisation,0.586,soiré,0.475,industriförening,0.438,handtverksklass,0.474,röstegande,0.468,idrottsförening,0.473
95,oriktig,0.89,hämma,0.704,legation,0.586,organiseradt,0.474,guyon,0.438,sällffapet,0.473,yrkesförening,0.468,augustanasynodens,0.473
96,supa,0.89,alfwarsamma,0.704,wälmening,0.586,justitieminister,0.474,sammankallande,0.437,tillstälda,0.473,trafklubben,0.467,minislrarne,0.473
97,ocb,0.889,enstilta,0.703,corpser,0.586,förutsägelse,0.474,synod,0.437,väljande,0.473,stiftelsedag,0.466,rösträttsförbund,0.473
98,lian,0.889,hägre,0.703,konstnär,0.586,samhällsmedlem,0.474,milner,0.436,inedlemmarne,0.472,deltagarinna,0.466,begrafningsfonds,0.472
99,wande,0.889,nädigst,0.703,förföljelse,0.585,nyvald,0.474,qvalifikation,0.436,oppositionela,0.472,frimurarebröder,0.466,komitéledamöter,0.471
