,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
53,tilsätta,0.833,mcnnistor,0.675,haiti,0.556,interess,0.507,aggressiv,0.493,helleniska,0.509,herskarne,0.516
54,europeista,0.833,gemenstap,0.675,civilisera,0.556,tidehvarfvets,0.507,furstedömet,0.493,stormaktsställning,0.507,vestmakternas,0.516
55,bleswe,0.833,landsträcka,0.674,ottomanniska,0.555,integrera,0.505,diplomalista,0.492,nyhlands,0.507,sydslavisk,0.516
56,bygde,0.833,tilräckeligen,0.674,despot,0.555,kyssland,0.505,syditalien,0.492,magternas,0.507,supremati,0.515
57,bekantskap,0.833,armce,0.673,utvandring,0.554,zarens,0.505,kommersiela,0.491,militärmakt,0.507,balkanstat,0.514
58,swenffe,0.832,snabbhet,0.672,alliance,0.554,smyghandel,0.504,franklike,0.491,balkanfolk,0.506,vicekung,0.514
59,bombardera,0.832,syfta,0.672,fristat,0.554,fiendtligheter,0.504,förhållanderne,0.49,osmaniska,0.506,afrikansk,0.514
60,sägen,0.832,känsta,0.672,diversion,0.554,aristoteles,0.504,lifsintressen,0.49,nillandet,0.506,militärmakt,0.514
61,silia,0.832,hopsamla,0.672,rättstillstånd,0.554,feodal,0.504,tyngdpunkt,0.489,polynesien,0.505,sydafrikansk,0.514
62,förfwar,0.832,preussiste,0.672,styrelseform,0.553,fortvara,0.504,defensif,0.489,balkanhalfön,0.505,aktift,0.514
63,förbudne,0.832,förswarare,0.672,hjelpkälla,0.553,osterrike,0.504,turinerkabinettet,0.489,kejsarmakt,0.504,balkanfolk,0.514
64,inwärtes,0.832,fiendteliga,0.672,swerigcs,0.553,befrynda,0.504,vänning,0.489,tunesiska,0.504,ostasien,0.513
65,öfwergifwa,0.832,despotism,0.672,våla,0.553,nationalitet,0.503,nationalitetsprincip,0.488,trentaffären,0.503,europcista,0.513
66,folkslag,0.831,servierne,0.671,folkflag,0.553,doktrin,0.503,lifsfrågor,0.487,stapelplats,0.503,avtonomi,0.512
67,siw,0.831,paswan,0.671,whig,0.553,storbrittannien,0.503,europeistt,0.487,enhetsstat,0.503,författningsbestämmelse,0.512
68,obehindrad,0.831,sörswara,0.671,faction,0.553,årtusende,0.503,värdeförhållande,0.487,centralasiatisk,0.503,nationalolycka,0.512
69,folck,0.831,prelat,0.671,makterne,0.553,kolonierne,0.503,ottomanisk,0.487,muhammedansk,0.502,marockansk,0.512
70,ych,0.831,äterwanda,0.671,föreningspunkt,0.553,faction,0.502,afslutna,0.487,europeist,0.501,koreansk,0.511
71,förswarare,0.831,mini,0.67,begränsning,0.552,öfvervälde,0.502,slesvigholsteinska,0.486,statsförbund,0.501,börsplats,0.511
72,wanda,0.83,landskap,0.67,förmer,0.551,vigtigasle,0.502,magters,0.486,kanadensisk,0.5,tunesiska,0.51
73,aflägsna,0.83,älstilliga,0.67,engeland,0.551,herrstar,0.502,arbetarefråga,0.486,landtarmé,0.5,kontinent,0.51
74,nationalförsamling,0.83,mängfaldiga,0.67,jemkning,0.551,jemvigten,0.501,hufvudstäder,0.485,storherrns,0.5,lydland,0.509
75,mediation,0.83,brittisk,0.67,osämja,0.551,lolket,0.501,magterna,0.485,mellanasien,0.5,fraukrike,0.509
76,swärdet,0.83,förfwar,0.669,ideell,0.551,tillkonstla,0.501,fredsvän,0.485,kontinental,0.5,turkiet,0.508
77,nera,0.83,furstendöme,0.669,laglighet,0.55,tscherkesserna,0.501,tullväsen,0.484,enropeifla,0.499,landtarmé,0.508
78,oberäknad,0.83,uphäfwa,0.669,personifiera,0.55,öfvermakt,0.501,turkisk,0.484,balfön,0.499,vesterländsk,0.508
79,uste,0.83,produkt,0.669,inblandning,0.55,fortlefva,0.501,sydamerikansk,0.484,vesterländsk,0.499,storstat,0.508
80,räkat,0.83,producter,0.668,geograf,0.549,grundvilkor,0.5,brottmålslagstiftning,0.484,asiatisk,0.499,folkstammarne,0.507
81,borgeliga,0.829,wänliga,0.668,indien,0.549,dynastisk,0.5,entente,0.484,taikun,0.499,trentaffären,0.507
82,blifwik,0.829,provincerne,0.668,intellektuell,0.549,declaration,0.5,kulturutveckling,0.483,japan,0.498,japanska,0.507
83,procession,0.829,medlare,0.667,ärftlighet,0.549,omhvälfning,0.499,8verige,0.483,sydtysk,0.498,muhamedanerne,0.507
84,undkomma,0.829,komplott,0.667,framalstra,0.549,stverige,0.499,britista,0.483,nationalolycka,0.498,statsförbund,0.506
85,artighet,0.829,krigsfolk,0.667,fredsunderhandling,0.549,cirkassien,0.499,centralasien,0.482,regeringskretsarne,0.498,andorra,0.505
86,framföre,0.828,förbittra,0.667,bevekelsegrund,0.548,kaukasien,0.499,orientalisk,0.482,centraleuropeisk,0.498,polynesisk,0.505
87,fransoferne,0.828,närmarande,0.666,reformera,0.548,materiela,0.499,helleniska,0.482,handelspolitisk,0.498,tunesien,0.505
88,wänt,0.828,fordne,0.666,påfinna,0.548,jernhandteringen,0.499,defensivallians,0.48,kretensisk,0.497,statsenhet,0.505
89,werkligen,0.828,planet,0.666,afrikansk,0.547,halfofficiella,0.499,slaverne,0.48,återverkning,0.496,osmaniska,0.504
90,blockera,0.828,jördens,0.666,defensiv,0.547,grenada,0.498,makternes,0.48,mohammedansk,0.496,kyssland,0.504
91,wanstap,0.828,exponera,0.666,stillestånd,0.547,barbar,0.498,finansförvaltning,0.48,amerikansk,0.496,orientalisk,0.503
92,krossa,0.827,provincer,0.666,union,0.546,vänning,0.498,öfverherrskap,0.48,tyskland,0.496,enropas,0.503
93,trolös,0.827,slafwar,0.666,europeista,0.546,grannstat,0.498,germaniska,0.479,militärvälde,0.495,nyhlands,0.503
94,skans,0.827,constitutionen,0.666,milieu,0.546,eventuel,0.498,gifrit,0.479,partisöndring,0.495,centraleuropeisk,0.503
95,röfware,0.827,ultimatum,0.665,arabien,0.545,irländarne,0.498,folkstammarne,0.479,européerne,0.495,europeist,0.502
96,class,0.826,garantera,0.665,jemnvigt,0.545,landsplåga,0.497,verldsfredens,0.478,muhamedanerne,0.494,storbrittaniens,0.502
97,befintlig,0.826,begäfwo,0.665,kultur,0.544,omstörtning,0.497,internationel,0.478,japanska,0.494,kinesisk,0.502
98,tyrol,0.826,allians,0.664,angelägenheterne,0.544,tryggande,0.497,kejsarmakt,0.478,författningsbestämmelse,0.494,verldsfreden,0.502
99,wigtigaste,0.826,upprorisk,0.664,fastmer,0.544,samhällsförhållande,0.497,vestmakternas,0.478,herskarne,0.493,kaldeiska,0.501
