,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,angående,0.732,påminnelse,0.689,urtima,0.66,riksmöte,0.564,riksmöte,0.712,riksmöte,0.665,kyrkomöte,0.666,kyrkomöte,0.614
1,betänkande,0.717,session,0.679,landtdag,0.559,urtima,0.519,storthing,0.603,kyrkomöte,0.665,kammare,0.662,kammare,0.598
2,sist,0.707,riksens,0.677,1782,0.55,storting,0.496,statsreglering,0.568,landsting,0.655,proposition,0.661,läroverksfrågan,0.589
3,riksens,0.701,1771,0.664,1777,0.538,indragningsmakt,0.494,stånder,0.564,grundlagsändring,0.654,kamrarne,0.66,rikadag,0.588
4,deputation,0.701,angående,0.657,öpnande,0.538,hvilande,0.493,hwilandc,0.564,statsreglering,0.649,statsutflottet,0.659,försvarsoch,0.588
5,bifalla,0.699,deputation,0.655,session,0.538,kamrarnes,0.492,grundlagsenlig,0.564,storthing,0.641,riksmöte,0.657,prästestånd,0.584
6,förhör,0.693,borgerstapet,0.641,1818,0.535,riksdagsbeslut,0.488,ständer,0.56,bondestånden,0.637,statsutskott,0.652,januaririksdagen,0.583
7,rörande,0.693,ordinarie,0.641,ernar,0.531,ständernes,0.485,bondestånden,0.557,ständer,0.636,kainrarne,0.637,majriksdag,0.582
8,1769,0.685,slut,0.636,innevarande,0.528,tulltaxa,0.481,grundlagsförändring,0.555,statsutskott,0.632,adelsmöte,0.637,kamrar,0.581
9,afresa,0.684,ängland,0.634,elfte,0.528,prestmöte,0.479,sammanträdande,0.552,rikstag,0.63,bondestånden,0.636,tullkomiténs,0.58
10,cap,0.68,ständer,0.633,lagsaga,0.528,högvördig,0.479,ändradt,0.552,grundlagsförändring,0.63,konstitutionsutskott,0.636,proposition,0.577
11,expedition,0.677,bewista,0.632,bolagsstämma,0.527,180g,0.478,konstitutionsutskott,0.548,grundlagsenlig,0.629,januaririksdagen,0.63,majriksdagens,0.575
12,födelse,0.676,ratificera,0.631,ängland,0.524,hösttermin,0.477,anslogo,0.547,konstitutionsutskott,0.628,liksdagen,0.629,traktatsfrågan,0.575
13,probsten,0.672,föredra,0.631,götha,0.522,storthing,0.473,borgarestånden,0.546,statsregleringspropositionen,0.623,statsregleringspropositionen,0.628,grundlagsändring,0.572
14,betraktelse,0.672,legion,0.63,danmark,0.522,ständerne,0.473,parlamentssession,0.542,budgetsförslag,0.623,landtdag,0.627,konsulatbudgeten,0.571
15,ände,0.671,ärkehertig,0.63,matrikel,0.521,höglofl,0.473,borgareoch,0.535,skatteförenkling,0.621,finanslagförslaget,0.627,bondestånden,0.57
16,antyda,0.669,intagande,0.63,upförde,0.521,landtdag,0.471,storthinget,0.534,adelsmöte,0.619,storthing,0.624,finanslagförslaget,0.569
17,1771,0.669,utnämna,0.627,brandförsäkring,0.52,hederwärda,0.47,borgareständer,0.534,statsutflottet,0.614,storting,0.619,riksdagsperiod,0.569
18,flock,0.664,1798,0.627,1786,0.518,bokslut,0.467,riksdagsbeslut,0.534,kammare,0.611,grundlagsändring,0.618,rösträttsförslag,0.568
19,ordförande,0.664,jerusalem,0.626,riksens,0.518,kommitterad,0.466,grundlagsförslag,0.533,utskotta,0.608,riksdagsperiod,0.617,utrikesbudgeten,0.567
20,1777,0.662,protocollet,0.623,martil,0.517,sländer,0.466,storting,0.533,statsverksproposition,0.606,rikadag,0.616,bankfråga,0.566
21,boställe,0.662,föreläsning,0.623,påföljande,0.517,kreditiv,0.465,flutligt,0.532,odelsting,0.606,försvarsoch,0.614,riksdagssession,0.564
22,underdånighet,0.658,förenta,0.62,1817,0.516,vakant,0.461,grundlagsfråga,0.529,borgareståndets,0.606,rikstag,0.614,beväringslagen,0.564
23,påminnelse,0.658,medium,0.618,hällne,0.515,konstitutionsutskott,0.46,prolongation,0.528,aflåtande,0.606,regeringsproposition,0.613,landtdag,0.562
24,societet,0.658,fullmägtige,0.618,nädigste,0.514,grundlagsförändring,0.459,ansiag,0.527,ståndsriksdag,0.604,borgareoch,0.611,liksdagen,0.561
25,curator,0.658,nädigste,0.617,innewarandc,0.514,realisation,0.458,petitionera,0.527,förswarsfrägans,0.604,utskott,0.611,läroverkskomiténs,0.56
26,deputera,0.657,ernar,0.616,slutad,0.514,riksstånd,0.457,regementsförändring,0.526,dechargebetänkande,0.602,medkammaren,0.611,grundlagsändringsförslag,0.56
27,komin,0.656,öpnande,0.615,1809,0.514,utfärdande,0.457,statsrevision,0.526,ompröfva,0.6,aflåtande,0.609,depotchefen,0.56
28,termin,0.655,1777,0.614,1772,0.514,sammankomma,0.454,prestmöte,0.526,storting,0.6,landtförsvarskomitén,0.608,militäranslag,0.56
29,föredra,0.654,departement,0.613,1791,0.513,revisionsberättelse,0.453,lagförändring,0.525,lagbyrå,0.599,landsting,0.608,regeringsproposition,0.559
30,insända,0.652,ordförande,0.613,1789,0.511,ständer,0.453,sländer,0.524,slänt,0.599,lagbyrå,0.608,sammanjemkningsförslag,0.559
31,infalla,0.652,insamling,0.613,lctober,0.511,hwilande,0.452,representationsförslag,0.521,härordningsförslag,0.598,utrikesbudgeten,0.607,massmotion,0.559
32,stepp,0.65,1769,0.613,ständer,0.51,maij,0.451,bewiljande,0.52,borgareoch,0.598,lapplag,0.606,konstitutionsutskott,0.559
33,angäende,0.65,1791,0.612,vien,0.51,underd,0.45,kontraproposition,0.519,slutbehandla,0.594,grundlagsändringsförslag,0.606,kyrkolags,0.559
34,undsätta,0.65,1782,0.612,preusien,0.508,che,0.45,genomdref,0.513,statsutstottet,0.593,kamrarnes,0.603,skjutsfrågan,0.558
35,ransakning,0.649,omröstning,0.611,1796,0.508,öfvertagande,0.449,180g,0.513,grundlagsfråga,0.593,statsverksproposition,0.603,mannaval,0.558
36,fleste,0.649,marocco,0.611,diskont,0.508,uppstodo,0.448,årsskifte,0.513,utgifts,0.591,tullbewillningen,0.603,apanagefrågan,0.558
37,manlighet,0.649,regensburg,0.611,rongl,0.507,storthinget,0.448,skatteförenkling,0.512,ständerne,0.59,läroverksfrågan,0.603,ompröfva,0.558
38,utgifne,0.648,ständerne,0.611,1815,0.507,räfst,0.447,tulluppbörd,0.512,landtdag,0.59,bergwerkstionden,0.601,borgareoch,0.556
39,hällne,0.646,commendeuren,0.611,1810,0.506,ang8ende,0.446,ständernes,0.512,arméförslag,0.59,traktatsfrågan,0.6,kamrarne,0.555
40,predikan,0.646,berattas,0.61,1813,0.506,interess,0.446,bondestånd,0.511,lagförändring,0.589,härordnings,0.6,budgettermin,0.555
41,amerika,0.646,hällne,0.609,1808,0.506,afgörande,0.446,plenum,0.511,kainrarne,0.588,militärutskott,0.599,öreslå,0.555
42,utse,0.646,genomläsa,0.609,rolighet,0.505,myntenhet,0.445,statsregleringsperiod,0.511,ekonomiutskottet,0.587,motionsrätt,0.598,militärutskott,0.555
43,stöd,0.645,palen,0.609,riksmöte,0.504,directioncn,0.444,riddarhusordning,0.508,hwilandc,0.587,majriksdag,0.598,kainrarne,0.555
44,benna,0.644,journal,0.608,revision,0.504,grundlagsenlig,0.443,thinget,0.508,grundlagsändringsförslag,0.586,unions,0.598,koinitén,0.554
45,landtman,0.644,majtts,0.608,1769,0.503,rotehållare,0.442,förflagets,0.508,medkammaren,0.586,statsrevision,0.598,afskedsansökningarna,0.554
46,69,0.642,signal,0.608,möte,0.503,högloft,0.44,hufvudtitlar,0.506,kamrar,0.585,publicistmöte,0.596,koncessionsansökning,0.554
47,stift,0.642,schwaben,0.608,bewista,0.502,företagande,0.44,skolrevision,0.506,proposition,0.585,landdag,0.595,statsverksproposition,0.553
