,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,förunderlig,0.871,tidehwarf,0.755,århundrade,0.661,århundrade,0.687,århundrade,0.729,århundrade,0.692,århundrade,0.685
1,swärligen,0.865,välgörande,0.738,decennium,0.603,årtusende,0.566,årtusende,0.641,årtusende,0.677,årtusende,0.653
2,upstiga,0.864,förnöjd,0.734,medeltid,0.571,årtionde,0.544,decennium,0.583,menniskoålder,0.603,menniskoålder,0.615
3,rädande,0.863,gränslös,0.728,epok,0.558,decennium,0.529,ärhundrade,0.567,mansålder,0.597,decennium,0.609
4,tilta,0.862,werksamma,0.727,materie,0.557,reformation,0.528,årtionde,0.563,årtionde,0.59,mansålder,0.591
5,period,0.86,efterhand,0.726,generation,0.554,ärhundrade,0.512,ärhundraden,0.541,decennium,0.58,årtionde,0.59
6,tjente,0.858,helgedom,0.723,reformation,0.547,aristoteles,0.506,mansålder,0.533,ärhundrade,0.568,ärhnndrade,0.56
7,tidehwarf,0.857,lyckelig,0.722,tidehvarfvet,0.546,hedendom,0.504,ärhundradet,0.51,släktled,0.544,släktled,0.544
8,förlika,0.856,känflan,0.721,långlig,0.54,menniskoslägte,0.5,menniskoålder,0.502,ärhnndrade,0.543,årtusen,0.537
9,boch,0.856,förgäten,0.721,hedendom,0.539,österland,0.499,ärhundradets,0.5,årtusen,0.51,slägtled,0.535
10,anspräk,0.856,wisterligen,0.72,upprinnelse,0.537,återsken,0.494,ärhnndradet,0.495,människoålder,0.51,århundranden,0.535
11,trolös,0.855,lighet,0.718,sjuttonde,0.536,generation,0.493,bragdrik,0.495,ärhundraden,0.509,ärhundrade,0.535
12,alting,0.855,snara,0.718,gnista,0.534,hednisk,0.489,nittonde,0.494,ärhnndradet,0.509,människoålder,0.532
13,förgifta,0.855,päfwens,0.715,period,0.534,tradition,0.486,ärhnndrade,0.492,slägtled,0.502,kvarlefva,0.519
14,flör,0.855,hjälte,0.715,praxis,0.533,omedgörlig,0.481,hednatid,0.492,fierdedels,0.499,fredsår,0.518
15,högfärd,0.855,egenkärlek,0.712,tiderymd,0.532,medeltid,0.481,tidehvarf,0.491,halfsekel,0.495,halfsekel,0.512
16,dikt,0.853,därar,0.711,tyranni,0.531,berusning,0.48,hedenhös,0.486,fjerndel,0.491,fierdedels,0.51
17,välgörande,0.852,förbannelse,0.71,skakning,0.53,krigsår,0.478,regeringstid,0.486,ärhnndraden,0.49,fredsperiod,0.509
18,upfylt,0.851,högfärd,0.71,tilkommande,0.53,ärhundradet,0.477,halftannat,0.484,förrinna,0.489,samfundsförhållanden,0.508
19,fanna,0.85,wcrlden,0.71,fiskeri,0.53,mänsklighet,0.476,skräckregering,0.483,morgonväkt,0.487,ärhundraden,0.507
20,lira,0.85,förbundsdag,0.71,tiotal,0.529,fanatism,0.476,medeltid,0.481,storhetstid,0.485,tidsskede,0.504
21,därar,0.849,ehr,0.709,årtusende,0.529,mansålder,0.473,generation,0.479,ärtionde,0.484,aedan,0.503
22,werkar,0.849,dumhet,0.709,verldshistorien,0.529,tiderymd,0.473,ärtionden,0.477,årsbarn,0.475,representationsskick,0.499
23,king,0.849,hjeltemod,0.708,kommerciella,0.528,samhällslif,0.471,blomstringstid,0.476,tidsskede,0.475,ärhnndradet,0.498
24,ästädare,0.849,förgifta,0.708,statshushållning,0.527,tideräkning,0.469,förgångna,0.473,århun,0.474,årsbarn,0.497
25,sörswara,0.849,slägte,0.708,hjälte,0.526,kontinuitet,0.468,framfaren,0.471,tidehvarf,0.474,sjutti,0.494
26,snara,0.848,eftersinna,0.707,hyfsning,0.526,sokrates,0.467,årtusen,0.471,sorgedag,0.474,valperiod,0.492
27,förbyta,0.848,tyranni,0.707,grunddrag,0.526,verldshistorien,0.465,skråtvång,0.47,solhvarf,0.473,upplifvandet,0.492
28,lcmnar,0.847,climat,0.707,wcrlden,0.526,omskapning,0.464,voren,0.468,ärhundradets,0.471,ärhnndraden,0.491
29,gudlös,0.845,trolös,0.706,jordklot,0.526,halfgud,0.464,tiderymd,0.465,aedan,0.471,ståndsriksdagarne,0.491
30,eter,0.845,ärhundradet,0.706,högvördig,0.526,blödt,0.464,verldshistorien,0.465,fredsår,0.47,ståndsrepresentation,0.49
31,minsten,0.845,uppdaga,0.705,inskränkt,0.525,hvälfning,0.463,konungaätt,0.465,kvarlefva,0.468,blomstringsperiod,0.49
32,inwärtes,0.845,lifwade,0.705,halftannat,0.525,sväfvat,0.463,adertonde,0.464,studieår,0.466,medeltaxeringsvärde,0.489
33,wänt,0.845,efteråt,0.704,morgonrodnad,0.524,reproduktion,0.463,lefnadsäret,0.464,framfaren,0.465,solhvarf,0.488
34,folkflag,0.845,gnista,0.703,hierarki,0.524,slota,0.463,äratal,0.462,svinna,0.463,granland,0.487
35,härdhet,0.844,innersta,0.703,herrskade,0.521,fostra,0.462,thiele,0.462,hänsvunnen,0.462,riksdagsskick,0.487
36,äu,0.843,insäg,0.702,läsetermin,0.521,hjertlös,0.461,förfader,0.461,haand,0.46,århun,0.485
37,rättwist,0.843,viss,0.702,tids,0.521,försvunno,0.46,återuppstå,0.46,förgången,0.459,morgonväkt,0.484
38,lillg,0.843,fördärf,0.702,illusion,0.52,äflande,0.46,morgongryning,0.46,förgångna,0.459,tidehvarf,0.483
39,oförsynt,0.843,upriktigt,0.701,europas,0.52,fortlefva,0.458,saisonens,0.46,folkfantasi,0.458,sagotid,0.483
40,åtlöje,0.843,mannamod,0.7,kortligen,0.518,vändpunkt,0.458,återuppståndelse,0.458,juliansk,0.458,folkfantasi,0.483
41,citera,0.843,skydda,0.7,filosofi,0.518,tidskifte,0.456,tidsålder,0.458,fortlefde,0.457,hortåt,0.482
42,doch,0.843,inhemsk,0.7,tidskifte,0.518,skaplynne,0.455,afkomlingarne,0.458,sjutti,0.456,1500talet,0.482
43,försigtig,0.842,moralitet,0.7,ohygglighet,0.517,tidräkning,0.454,tidehwarf,0.457,uppfan,0.455,ärtionde,0.482
44,inbildning,0.842,doch,0.699,förnöta,0.516,tidehvarf,0.454,fordomtima,0.457,upplifvandet,0.454,hänsvunnen,0.481
45,följaktig,0.842,laugt,0.699,vexten,0.516,folklif,0.454,civilisatorisk,0.456,fredsperiod,0.453,sorgedag,0.481
46,acki,0.841,ofördelaktig,0.698,betydelsefull,0.516,sergel,0.454,glansperiod,0.456,generation,0.452,fortskyndande,0.481
47,lystnad,0.841,glädjerop,0.698,mobil,0.516,öswergick,0.453,camorra,0.456,människoslägtets,0.451,storhetstid,0.48
48,folck,0.841,boch,0.698,slapphet,0.516,högönsklig,0.453,hässtäng,0.456,blomstringsperiod,0.451,människoslägtets,0.479
49,sones,0.841,erkännande,0.698,krigskonst,0.515,budord,0.452,reformation,0.455,oförvansklig,0.449,långtid,0.479
50,blix,0.841,alkid,0.697,högfärd,0.515,vidskeplig,0.451,hedendom,0.455,sagotid,0.447,juliansk,0.479
51,ljuda,0.841,förfarenhet,0.697,märkwärdigaste,0.514,romantik,0.451,frihetssång,0.454,minno,0.446,tändnålsgeväret,0.478
52,stämning,0.84,undran,0.697,brödrafolk,0.514,iifvet,0.451,ärhnndraden,0.454,ståndsriksdagarne,0.445,välmaktsdagar,0.477
53,himmelsk,0.84,försämra,0.697,badning,0.514,omhvälfning,0.451,förgången,0.454,århundranden,0.444,fjerdedeis,0.476
54,harmoni,0.84,rikeligen,0.697,minnesmärke,0.513,barbarism,0.451,vanslägtats,0.454,verldshistoriens,0.444,nydaning,0.476
55,rubbning,0.84,alting,0.696,filantropisk,0.513,ätergäng,0.45,förflyta,0.453,samfundsförhållanden,0.443,skeppsbyggnadskonst,0.476
56,trolöshet,0.84,stadliga,0.696,1850,0.513,klagovisa,0.45,tidsskede,0.453,literaturs,0.443,förtyska,0.475
57,kuntze,0.84,hägna,0.695,fördärf,0.513,mohammed,0.45,grundpelare,0.453,psalmmelodi,0.442,fjerndel,0.474
58,röfware,0.839,häpnad,0.695,olikartad,0.512,år,0.449,planetsystem,0.453,medeltid,0.442,bränvinsmarknaden,0.474
59,läcker,0.838,dikt,0.694,framskriden,0.512,syndaflod,0.449,år,0.45,tusenårig,0.442,fältlif,0.474
60,hungrig,0.838,förswinner,0.694,mistning,0.512,hufvuddragen,0.449,slägtled,0.45,solglans,0.442,västerländsk,0.473
61,krigare,0.837,hugnad,0.694,lefvat,0.512,hjärta,0.449,kungarne,0.449,medeltaxeringsvärde,0.442,ledstjärna,0.473
62,ädraga,0.837,wälgerningar,0.694,korståg,0.511,momenter,0.448,ttå,0.449,titanisk,0.441,år,0.472
63,mördare,0.837,tilfredsställelse,0.694,sjelfsvåld,0.511,finansplan,0.448,menniskooffer,0.448,afskildhet,0.441,statsskick,0.47
64,wann,0.837,broderlig,0.694,sönderfalla,0.511,följdriktig,0.448,handelsverlden,0.448,hortåt,0.44,kriminalprocess,0.47
65,inflytelse,0.837,strifter,0.693,rigtningar,0.51,påtryck,0.448,dvala,0.448,skräckregering,0.44,käjsardömet,0.468
66,hjeltemod,0.837,fördröja,0.693,andres,0.51,bålverk,0.447,guillotinen,0.448,vikingatid,0.44,haand,0.468
