,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
67,fördöma,0.837,skick,0.693,urminnes,0.51,judendom,0.447,hänsvunnen,0.447,mästervärk,0.439,uppfan,0.468
68,likaså,0.837,oändlig,0.693,fjerdedelar,0.51,olycksfull,0.447,himmelsstreck,0.446,förflyta,0.438,titanisk,0.468
69,aska,0.836,begynt,0.692,province,0.509,verldshändelse,0.447,stjernskott,0.445,kristns,0.438,lagstiftningsperiod,0.467
70,wälmäga,0.836,ostuld,0.692,tropisk,0.509,menskligheten,0.447,skoltid,0.445,skeppsbyggnadskonst,0.438,medeltid,0.467
71,owanliga,0.836,sinlig,0.692,fredslugn,0.508,uppamma,0.447,näfrätt,0.445,stormaktstid,0.438,vägledt,0.467
72,flamma,0.836,oberäknelig,0.692,skymf,0.508,romanesk,0.446,fredsperiod,0.445,käjsardömet,0.437,generation,0.466
73,förminska,0.836,ihärdig,0.692,stadlig,0.508,lörsök,0.445,jubelår,0.444,hedenhös,0.437,vidgande,0.466
74,minska,0.836,ewighet,0.692,fanatism,0.508,formation,0.445,nthällighet,0.444,jätteverk,0.437,dritvit,0.466
75,eka,0.835,wigtigaste,0.692,tidehvarf,0.508,absolutism,0.445,lefnadstid,0.443,afkomlingarne,0.437,växtperiod,0.466
76,wandra,0.835,mennistans,0.691,tillryggalägga,0.508,landstego,0.445,utvecklingsperiod,0.443,timglas,0.437,vandringsår,0.465
77,laugt,0.835,wälmening,0.691,tråkig,0.508,omstörtning,0.445,förhistorisk,0.443,heden,0.436,urtillstånd,0.465
78,rikeligen,0.835,citera,0.691,brag,0.508,korståg,0.445,gudlöshet,0.443,mägtat,0.436,välsignelserikt,0.465
79,visitera,0.835,motarbeta,0.691,gulaktig,0.507,blänkfyr,0.445,fredslugn,0.442,långtid,0.436,mägtat,0.464
80,tiar,0.835,ingi,0.691,vilddjur,0.507,fragment,0.444,ärtiondena,0.442,tändnålsgeväret,0.436,människoslägtet,0.464
81,fördrifwa,0.835,ädraga,0.691,härstamma,0.506,bourbonerna,0.444,hästuppköp,0.442,bragdrik,0.435,halfseklet,0.464
82,krossa,0.834,oblid,0.691,protestantism,0.506,slägte,0.444,räaste,0.441,menniskoanden,0.435,krigsår,0.464
83,wälmening,0.834,förbyta,0.691,därar,0.505,upprinnelse,0.444,vikingatid,0.441,västerländsk,0.435,kalmarunion,0.463
84,myra,0.834,ätankan,0.69,helgedom,0.505,kärlekshandel,0.443,trettiotal,0.441,lefnadsdag,0.434,liffullt,0.463
85,mannamod,0.834,wälmåga,0.69,utöfwat,0.505,bortskymma,0.443,1648,0.44,statsskick,0.434,literaturs,0.463
86,antasta,0.834,enstämmig,0.69,efterverld,0.505,fantom,0.443,jätteverk,0.44,rotfast,0.434,budord,0.462
87,aflopp,0.834,period,0.69,grassera,0.505,egoistisk,0.443,bortdunsta,0.439,bränvinsmarknaden,0.434,studieår,0.462
88,obegriplig,0.833,fäfänga,0.69,murken,0.505,skiftesrik,0.443,barbarism,0.439,riksdagsskick,0.433,protes,0.462
89,ärelystnad,0.833,landtdag,0.69,kultur,0.505,barbari,0.443,genomlefwat,0.439,genomlefva,0.433,sådt,0.462
90,redelige,0.833,beflutet,0.69,bannlysning,0.504,besjäla,0.443,bålverk,0.439,fältlif,0.433,menniskoverk,0.461
91,behöfs,0.833,olyckelige,0.69,sistförflutna,0.504,allmännelig,0.443,ungdomsår,0.439,konungaätt,0.432,grundpelare,0.461
92,afta,0.833,försakelse,0.689,exaltation,0.504,julidag,0.443,förrinna,0.439,valperiod,0.432,sedun,0.461
93,sjelfständighet,0.833,ärorik,0.689,förvandling,0.504,långlig,0.443,kopparorm,0.439,1500talet,0.432,själsutveckling,0.461
94,klokhet,0.833,utgaf,0.689,medelbar,0.503,såsem,0.442,beherrstade,0.439,kalmarunion,0.432,skräckregering,0.461
95,fläcka,0.833,rättwist,0.689,fotspår,0.503,ewigheten,0.442,boccaccio,0.439,fiendehand,0.432,tiotusental,0.461
96,urna,0.833,oangenäm,0.689,mottogo,0.503,hemsökelse,0.442,humanism,0.439,ärtionden,0.432,tusenårig,0.461
97,öpnat,0.833,folkflag,0.688,pånyttfödelse,0.503,innerlighet,0.442,madonnabild,0.438,växtperiod,0.431,islamism,0.46
98,förjaga,0.833,bätre,0.688,täckelse,0.503,lifvadt,0.442,öfvertro,0.438,ledstjärna,0.431,folketingsval,0.46
99,ätnjutande,0.832,stormig,0.688,hinderlig,0.503,skärseld,0.442,läroår,0.438,representationsskick,0.431,vikingatid,0.459
