,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,förfara,0.728,stadgar,0.613,stadgar,0.501,grundlag,0.551,grundlag,0.615,lagén,0.627,lagén,0.706,lagén,0.578
1,billighet,0.693,förfara,0.608,thy,0.5,stadgande,0.545,kyrkolag,0.58,författning,0.613,krigsartiklarne,0.628,förordning,0.571
2,tydelig,0.676,straff,0.593,författning,0.497,tryckfrihetsförordning,0.538,exceptionell,0.574,lagbestämmelse,0.587,förordning,0.624,shermanbillen,0.562
3,stränghet,0.669,folkrätt,0.589,förestrift,0.488,lagén,0.533,lagtolkning,0.561,grundlag,0.585,civillag,0.621,sparbankslag,0.561
4,strida,0.668,likmätigt,0.575,kränka,0.483,uttryckelig,0.531,lagén,0.56,sjölag,0.575,författning,0.617,värnpligts,0.555
5,christeliga,0.663,författning,0.57,tara,0.482,tryckfrihetslag,0.528,lagbud,0.56,dissenterlag,0.562,paragraf,0.617,bränvinslagen,0.554
6,förbindelse,0.663,försälde,0.57,helgd,0.482,förthy,0.525,straffart,0.548,fattigvårdslag,0.562,kriminallag,0.615,krigsartiklarne,0.552
7,innehäll,0.661,balk,0.557,folkrätt,0.481,bokstaf,0.524,upphäfvas,0.547,fattigvårdsförordning,0.562,dissenterlag,0.608,stadgande,0.55
8,inbördes,0.657,regeringsform,0.552,straffa,0.48,1734,0.523,författning,0.546,krigsartiklarne,0.561,grundlag,0.602,yrkesfara,0.546
9,omdöme,0.656,förwandlas,0.55,lagén,0.477,riksdagsordning,0.519,lagstadgande,0.544,civillag,0.561,inteckningsförordning,0.588,ämbetsbrott,0.546
10,hwilkas,0.655,lagligen,0.549,sedolära,0.474,konungamakt,0.518,kriminallag,0.543,patentlag,0.56,grundlagsbud,0.582,inteckningsförordning,0.54
11,salighet,0.655,tara,0.546,förkorta,0.473,handhafva,0.516,1734,0.539,kommunall,0.56,expropriationslag,0.582,stängselförordning,0.534
12,rättwisa,0.655,reglor,0.544,bjuda,0.472,lagrum,0.513,valcensus,0.539,krigslag,0.557,värnpligts,0.58,paragraf,0.534
13,wald,0.653,answar,0.544,grundlag,0.471,kränkning,0.512,öfverträda,0.538,arfslag,0.557,mellanriks,0.58,lotsförordning,0.533
14,stridig,0.652,förbudit,0.543,liknelse,0.469,lagbud,0.51,stiftning,0.538,stängselförordning,0.555,straffbalk,0.578,fattigvårdslag,0.532
15,gilla,0.651,talan,0.542,uttryckelig,0.469,andemening,0.505,älägga,0.534,privatlifvets,0.555,sparbankslag,0.577,lotteriförordning,0.531
16,otidig,0.649,bokstaf,0.541,anmä,0.468,strafflag,0.505,uttryckelig,0.534,tryckfrihetslag,0.552,stadgande,0.577,sjölag,0.53
