,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,gratis,0.784,götheborgs,0.741,hoftidning,0.581,utrikes,0.607,inrike,0.584,utrikes,0.635,utrikes,0.599,utrikes,0.602
1,publique,0.78,historisk,0.735,åberopa,0.581,ärenderna,0.536,utrikes,0.576,postoch,0.582,kollygods,0.558,kollygods,0.56
2,stab,0.78,införande,0.711,infördt,0.571,wexlar,0.51,försändning,0.501,inrikestidningar,0.574,inrikestidningar,0.554,inrikestidningar,0.547
3,kungöra,0.779,ärgäng,0.709,ärenderne,0.57,ärenderne,0.508,utklarera,0.5,saltsjövägen,0.573,båkafgifter,0.538,båkafgifter,0.546
4,debe,0.779,inlupen,0.708,posten,0.564,inrike,0.502,afskeppa,0.494,inrike,0.568,inrike,0.536,ntrikes,0.546
5,insända,0.775,ätffillige,0.692,intimera,0.563,stats,0.485,inklarera,0.492,ntrikes,0.532,ntrikes,0.532,utrike,0.522
6,hog,0.774,1772,0.692,pol,0.561,försändning,0.476,afgående,0.489,inklarera,0.527,postoch,0.529,postoch,0.519
7,termin,0.771,besagd,0.692,införa,0.555,häremellan,0.472,walpole,0.482,jnrikestidningar,0.526,utrike,0.525,inrike,0.515
8,fortsätta,0.768,brefwet,0.688,ernar,0.552,innehöllo,0.471,jnrikestidningar,0.482,brefwexlingen,0.522,saltsjövägen,0.525,saltsjövägen,0.514
9,respektive,0.765,akademi,0.685,anställande,0.552,producerad,0.469,finans,0.479,inrikestidningarne,0.521,inklarera,0.517,vigton,0.507
10,veste,0.765,journal,0.679,ärenderna,0.551,jnrikestidningar,0.466,orler,0.478,telegrafkorrespondensen,0.515,sederholms,0.496,inklarera,0.502
11,hwarä,0.764,föregående,0.679,tidningar,0.549,ärendernas,0.466,pidal,0.473,inländsk,0.494,vigton,0.495,sederholms,0.5
12,deste,0.763,1777,0.675,dagbladet,0.549,inlupna,0.464,inrikestidningar,0.472,post,0.475,jnrikestidningar,0.494,ståleffekter,0.497
13,landtman,0.762,utförsel,0.675,annons,0.547,finans,0.462,understatssekreterare,0.471,nattsnälltåg,0.473,ståleffekter,0.489,inländsk,0.494
14,allmänneligen,0.761,hörande,0.673,götheborgs,0.543,jose,0.462,kontinenten,0.464,jnr,0.471,kulturminister,0.489,kulturminister,0.491
15,dageliga,0.76,insamling,0.671,baltimore,0.532,justitie,0.46,507,0.464,stoch,0.47,oförpassad,0.485,utväga,0.489
16,respective,0.757,utförlig,0.669,journal,0.532,inrikestidningarne,0.459,ärenderna,0.462,postbefordran,0.469,exportlista,0.475,jnrikestidningar,0.488
17,billett,0.757,ostindista,0.667,committé,0.531,utgafs,0.459,ärenderne,0.457,hitländt,0.469,inri,0.474,ortor,0.481
18,betraktelse,0.756,bilagd,0.666,monitör,0.529,morning,0.455,inrikestidningarne,0.456,ängsarlyg,0.466,utväga,0.473,telegrafväsende,0.477
19,iu,0.752,disposition,0.666,utnämning,0.529,rättsfråga,0.454,rouen,0.454,fyroch,0.465,ortor,0.471,oförpassad,0.476
20,dctza,0.752,förenamde,0.665,högädle,0.527,postens,0.45,afgingo,0.454,inrikestidningen,0.461,inländsk,0.47,postvärkets,0.472
21,defie,0.751,warschau,0.664,skrifwelse,0.526,klarera,0.45,tisdagsoch,0.451,jnrikestidningen,0.461,post,0.469,brefwexlingen,0.472
22,eker,0.751,medbringa,0.664,stadgande,0.526,klinte,0.449,knuth,0.45,utväga,0.461,telegrafväsende,0.463,inri,0.47
23,69,0.75,turkiet,0.663,1777,0.524,gärdagens,0.448,postbåt,0.45,utrike,0.46,utklarera,0.463,post,0.469
24,intimera,0.749,upbragt,0.662,amnesti,0.524,tilläten,0.447,afgålt,0.448,orler,0.456,sjösart,0.463,inrikestidningen,0.468
25,ln,0.748,märkwärdiga,0.661,annoncer,0.524,departementerne,0.447,postoch,0.448,bränvinssprit,0.454,stransky,0.459,voxlar,0.468
26,1772,0.748,hoftidning,0.66,annoncen,0.523,tidningarnc,0.447,4e,0.447,inklarering,0.454,inrikestidningarne,0.458,sjösart,0.467
27,deke,0.748,bränwins,0.659,protokoller,0.522,snällpost,0.447,expedieradt,0.447,jnrikestidningarna,0.453,brefwexlingen,0.456,telegrafporto,0.463
28,fira,0.747,utfå,0.658,ffrifwelse,0.522,jnrikestidningarna,0.447,panmure,0.447,ängbåtarne,0.453,postvärkets,0.454,presstelegram,0.459
29,desia,0.747,jnnewänare,0.657,collegii,0.52,n8,0.446,guslafva,0.446,snäppa,0.451,inrikestidningen,0.454,stransky,0.459
30,gänge,0.746,skärgärd,0.657,moment,0.519,canadiska,0.445,morgenbladet,0.445,oförpassad,0.451,tidnidgar,0.452,fariyg,0.458
31,bifoga,0.745,destinera,0.654,strödd,0.519,ångbåtsfart,0.445,grimsby,0.445,transitera,0.45,ängsarlyg,0.448,exportlista,0.458
32,sdr,0.745,session,0.653,kommunicera,0.518,resek,0.445,sjöfart,0.443,tidnidgar,0.449,skeppslista,0.444,terminal,0.458
33,1777,0.745,protocollet,0.652,brandförsäkring,0.517,öfverståthållare,0.444,stralsund,0.443,fabriksfirmor,0.449,terminal,0.444,inrikestidningarne,0.452
34,randa,0.744,1792,0.651,sistledit,0.517,rouen,0.444,horning,0.442,varuimport,0.447,telegrafanstalter,0.443,tidnidgar,0.451
35,modig,0.744,sällås,0.648,innewarandc,0.517,africa,0.444,utrike,0.442,sjösart,0.446,lordpresident,0.442,iltelegram,0.446
36,sidst,0.743,införa,0.648,weckoblad,0.517,kontinenten,0.442,utskeppa,0.442,sjöledes,0.446,däckbåten,0.442,landtbrefbärare,0.444
37,tabell,0.743,klagomäl,0.647,upgifne,0.516,fr8gan,0.441,inländsk,0.441,fariyg,0.445,fariyg,0.44,kassakredit,0.444
38,aldrasörsta,0.742,helsingfors,0.647,note,0.515,bornholm,0.44,juri,0.44,återskickas,0.444,presstelegram,0.44,telegrafanstalter,0.443
39,ic,0.741,strödd,0.647,tilläggning,0.515,omgående,0.44,schmerling,0.438,sjöfart,0.439,iltelegram,0.439,diskontorar,0.443
40,utdelning,0.741,recension,0.646,privilegium,0.514,handtverkeri,0.439,kolonialminister,0.438,önftas,0.437,telegrafporto,0.437,utklarera,0.442
41,besia,0.741,lacka,0.646,tidning,0.514,quo,0.439,stellin,0.437,afsäudas,0.437,partement,0.437,jerneffekter,0.44
42,höglofl,0.74,resp,0.646,annonce,0.514,växla,0.438,nagler,0.437,afgängstider,0.435,pidal,0.434,lokalbefordran,0.44
43,collegium,0.74,upgifne,0.645,utgängne,0.514,norrige,0.438,jnrikestidningen,0.437,jnrikestidningarne,0.434,lokalbefordran,0.434,ängsarlyg,0.44
44,inflyta,0.74,dublin,0.645,prefekt,0.513,partiel,0.437,thestrup,0.436,tjenstetelegram,0.434,inkommande,0.431,paketförsändelse,0.44
45,sc,0.74,utgå,0.645,innchäller,0.513,afskaffande,0.437,gårdagsposten,0.436,postremlssvexlar,0.433,paketförsändelse,0.429,telegrafkorrespondensen,0.438
46,pz,0.738,hwarie,0.645,stockh,0.513,stanley,0.437,jnrikestidningarna,0.436,inländsta,0.432,falliéres,0.428,partement,0.438
47,antyda,0.737,bvkläda,0.641,protocoll,0.512,carlsund,0.436,collan,0.434,korsband,0.432,bruttofrakt,0.428,postremissrexlar,0.436
48,mt,0.737,affärda,0.64,arthur,0.512,afgångne,0.435,gonzales,0.433,tonbladet,0.431,salus,0.427,telegramvexlingen,0.436
49,utgäng,0.736,sälje,0.64,päbud,0.511,gårdagsposten,0.435,fahlman,0.433,horning,0.431,sonnino,0.427,tidningsstämpeln,0.436
50,hafwcr,0.736,framlida,0.639,praktik,0.51,hamburgska,0.434,anläudt,0.433,passagerarefartyg,0.43,003,0.425,paketgods,0.436
51,ffer,0.735,afrest,0.637,sednaste,0.51,manufaktur,0.434,868,0.433,landtbrefbärare,0.43,landtbrefbärare,0.425,vaxlar,0.434
52,beflut,0.735,kungjordt,0.637,volontär,0.509,viktig,0.434,afgått,0.433,hufvudstationen,0.428,tullpass,0.425,förtnllningar,0.434
53,bl,0.734,1796,0.637,olaglig,0.509,uphäfwa,0.432,fåljande,0.433,693,0.428,utri,0.424,003,0.433
54,sök,0.733,debe,0.636,fattigwärden,0.508,brochure,0.43,schersten,0.433,pidal,0.427,voxlar,0.423,utwexla,0.433
55,mal,0.732,grans,0.636,omförmäla,0.508,utförsel,0.43,canadiska,0.432,daru,0.426,afgängstider,0.423,affärshandling,0.431
56,efterrättelse,0.732,fc,0.636,slit,0.507,utlupen,0.43,activ,0.432,utländffa,0.424,nodannämnda,0.423,pidal,0.431
57,sik,0.732,courierer,0.635,hivaraf,0.506,beträffande,0.43,telegrammer,0.432,utwexla,0.424,1384,0.423,tullpass,0.43
58,upmuntran,0.732,gifne,0.635,afrest,0.506,afflutad,0.429,beråttar,0.432,lotstaxa,0.423,parlamentssekreterare,0.422,varuimport,0.43
59,mad,0.732,register,0.634,versailles,0.506,utrike,0.429,fåhreus,0.431,utgifvaude,0.422,insörd,0.422,lordpresident,0.43
60,sept,0.732,enligit,0.634,reglemente,0.505,sjöresa,0.429,postbefordring,0.431,varutrafik,0.422,görelsen,0.422,kassakreditlver,0.429
61,begärte,0.732,regementer,0.633,förestrifne,0.505,hufwndstaden,0.429,beråttas,0.43,kartera,0.421,telegrafkorrespondensen,0.422,disconterar,0.429
62,anhälles,0.731,erhällit,0.633,införande,0.504,bataillen,0.427,landtm,0.43,justitie,0.42,ofversigten,0.42,sonnino,0.428
63,utgå,0.73,angäende,0.632,äberopade,0.504,paschalis,0.426,spanmåi,0.43,gotlandskorn,0.42,jnrikestidningarna,0.419,inkommande,0.428
64,medfölja,0.73,intagen,0.632,post,0.504,aberdeen,0.426,minona,0.429,telegrafunderrättelser,0.419,telegramvexlingen,0.418,tidflrifter,0.427
65,defia,0.73,uphör,0.632,marseille,0.503,murray,0.426,cimbrishamn,0.429,ort,0.419,jerneffekter,0.418,prenumerationsmedel,0.427
66,ätffillige,0.73,annonce,0.631,underdänigst,0.503,jnrikestidningarne,0.425,palmerslon,0.428,norddeutsche,0.418,aflämnade,0.417,fyroch,0.426
67,ankommen,0.73,ankommen,0.631,krigisk,0.503,hofkansler,0.425,813,0.428,postfartyg,0.417,fyroch,0.417,kassakredltlver,0.426
68,sro,0.729,innehålla,0.63,1818,0.503,utklarera,0.425,fredrikshamn,0.427,nynäshamnen,0.417,tidningsstämpeln,0.417,bruttofrakt,0.425
69,lagenhet,0.729,inbetalning,0.629,ken,0.503,sjöförsvar,0.425,tidningarnc,0.427,göthen,0.417,förtnllningar,0.417,portofrihet,0.425
70,arnar,0.729,ocd,0.628,dagblad,0.503,sena,0.424,ordre,0.426,undervägs,0.416,utwexla,0.417,utväxla,0.424
71,afhandling,0.727,hemta,0.628,collegium,0.502,tullfri,0.424,landvägen,0.425,4e,0.416,försändts,0.417,transitera,0.424
72,uträkning,0.727,inncwarande,0.627,wardcr,0.502,förb,0.423,brittiffa,0.425,postbåt,0.415,tracy,0.416,ofversigten,0.424
73,utlämna,0.727,intimera,0.626,jande,0.502,förenamde,0.423,förolyckande,0.425,kolerasmittad,0.415,paketgods,0.415,falliéres,0.424
74,utreda,0.726,infordra,0.625,hugnelig,0.501,statskassa,0.423,afgängne,0.424,tisdagsberättelse,0.414,743,0.414,postbefordra,0.423
75,afsegla,0.726,tildela,0.625,utgiswen,0.501,lopez,0.423,riksminister,0.424,afgångne,0.414,diskontorar,0.414,skeppslista,0.423
76,medbringa,0.726,afhandla,0.625,förwaltning,0.501,näringsfrihet,0.422,kustfart,0.424,gör,0.413,bitkomna,0.413,sändelser,0.422
77,nöjsam,0.726,hwilker,0.624,utte,0.501,arwén,0.422,öresundsposten,0.424,fiskeriprodukt,0.413,embetswerks,0.413,ordtariff,0.422
78,utstaka,0.726,erfordra,0.624,diskont,0.501,öfwec,0.422,aftenblad,0.424,756,0.413,utväxla,0.413,hitsändes,0.421
79,lee,0.725,inlaga,0.624,patzagcrare,0.5,sebastiani,0.421,inrikestidningen,0.424,harro,0.413,berl,0.412,telegrafkorrespondens,0.421
80,förfärdigande,0.725,tilfallen,0.624,ekonomisk,0.5,paketers,0.421,råsocker,0.424,portosats,0.412,stider,0.412,annonaer,0.42
81,tyska,0.724,wäderleken,0.624,protokoll,0.499,anwändandet,0.42,lättande,0.423,hitlända,0.412,schersten,0.412,säljei,0.42
82,härifrän,0.724,höglofl,0.623,tilfallen,0.499,toulouse,0.42,quebec,0.423,kbft,0.412,tonbladet,0.411,postrcmissvcxlar,0.42
83,tolf,0.724,deffa,0.623,upphörande,0.499,ingenieur,0.42,wismar,0.423,tisdagsoch,0.412,hitsändes,0.41,postreinissvexlar,0.419
84,stt,0.724,walda,0.623,institut,0.499,bliswil,0.419,tillhandakomna,0.422,spanm,0.412,jnr,0.409,aflämnade,0.419
85,främling,0.724,iirän,0.622,föreläggande,0.499,brittiffa,0.419,läfes,0.422,ulrikes,0.411,681,0.409,görelsen,0.419
86,sser,0.724,ivarda,0.622,ängland,0.498,sydamerika,0.419,malinö,0.422,srakt,0.411,afgångna,0.408,embetswerks,0.419
87,inkil,0.724,eftermidd,0.622,1772,0.498,upphäfvande,0.418,örd,0.422,vikariatsarvode,0.411,jakton,0.408,insörd,0.419
88,dexa,0.723,utmalda,0.622,werkets,0.498,christiania,0.418,middelfart,0.422,portofrihet,0.411,berlintidningen,0.408,postremissvcxlar,0.418
89,ansedt,0.723,efterfölja,0.622,protocollet,0.497,rigny,0.418,afgångna,0.422,handelsunderrättelser,0.411,022,0.408,1384,0.417
90,dos,0.723,aflägsna,0.622,munchen,0.497,tidningar,0.418,jose,0.421,nerbringa,0.411,justitie,0.408,postkonto,0.417
91,utropa,0.722,förstad,0.622,ärende,0.497,ponsonby,0.418,aflastning,0.421,sökandernes,0.411,portofrihet,0.407,717,0.417
92,spa,0.722,trankokeri,0.622,1817,0.497,courierer,0.418,liebau,0.421,varutillförsel,0.41,annonaer,0.407,portoinkomsten,0.417
93,begrafning,0.722,resolution,0.622,matrikel,0.497,faculteten,0.418,smittbar,0.42,statstidning,0.41,tidflrifter,0.407,försändts,0.416
94,sid,0.721,arbor,0.621,uphör,0.496,onsala,0.418,sölvesborg,0.42,aflåtet,0.41,kolerasmittad,0.407,917,0.416
95,bröllop,0.72,gälda,0.621,moniteuren,0.496,utläggning,0.418,bergshandtering,0.419,nika,0.41,717,0.407,kassakredltlv,0.416
96,lysning,0.719,klander,0.621,medbringa,0.495,annonce,0.418,zephyr,0.419,finans,0.41,fannos,0.407,743,0.416
97,kröning,0.719,förledit,0.621,dageliga,0.495,orloff,0.418,ledamotskap,0.419,mynttabell,0.41,telegramvexling,0.406,däckbåten,0.416
98,iver,0.719,förmäla,0.62,brefwen,0.495,scdnaste,0.418,sockertull,0.419,tullvärde,0.41,affärshandling,0.406,056,0.415
99,middagstid,0.719,westindien,0.62,hastings,0.495,rat,0.417,interimsregering,0.419,segelfartyg,0.409,ordtariff,0.406,salus,0.414
