,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,förordnande,0.927,prata,0.777,tycke,0.637,uplyste,0.545,filantropi,0.507,sjelfkär,0.504,hednaverlden,0.483,hednaverlden,0.508
1,ätwarnas,0.924,hämd,0.774,sräga,0.632,rimlighet,0.545,tankegång,0.492,själsbildning,0.49,törmåga,0.478,konvenans,0.497
2,ljuflig,0.924,fortplanta,0.774,öfwertygelse,0.631,mänsklig,0.542,kontinuitet,0.489,vitnesbörd,0.49,outveckladt,0.477,outveckladt,0.491
3,hwiiken,0.923,wälmening,0.772,alman,0.63,verklighet,0.54,nationalförsvar,0.487,intention,0.487,förwirra,0.472,insnöra,0.487
4,ämbets,0.922,dömma,0.768,werkön,0.629,wälmening,0.538,statsborgerlig,0.483,medwetna,0.486,åfigter,0.469,metafor,0.486
5,innehall,0.922,wälde,0.766,werkligen,0.629,ideer,0.538,fattlig,0.481,förnuftsenlig,0.485,metafor,0.468,törmåga,0.483
6,omkostnad,0.922,öfwertygelse,0.766,ense,0.628,öfwertygad,0.538,konkret,0.479,ingiswelse,0.484,argumentera,0.467,åfigter,0.481
7,fördärf,0.921,sinlig,0.765,kanka,0.623,rättskänsla,0.535,irrig,0.479,negation,0.483,konstnärsindividualitet,0.467,bondförsök,0.48
8,twista,0.919,egenstaper,0.764,miste,0.618,tidsanda,0.531,erinring,0.479,naturlag,0.481,lörmåga,0.467,astrologi,0.478
9,vetta,0.919,välgörande,0.759,manöver,0.612,dödsstöt,0.529,bortblanda,0.479,öfvertygadt,0.48,ötvertygade,0.466,försivinna,0.478
10,parlament,0.919,oförnuftig,0.759,öfwertygad,0.61,ädelhet,0.527,resonnemang,0.475,brödrakärlek,0.479,astrologi,0.465,prelatur,0.477
11,gm,0.919,upmarksamhet,0.757,dömma,0.604,samhällsskick,0.526,fåtal,0.474,vinlägga,0.478,bönföllo,0.464,hersklysten,0.476
12,mede,0.919,utwärtes,0.756,upptäckt,0.602,teori,0.526,förslg,0.469,fysist,0.477,idéa,0.464,moderloge,0.475
