,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,gustafs,0.842,gustafs,0.734,gän,0.59,hamngatorne,0.539,magasinsgatorna,0.534,konung,0.582,konung,0.623,högtsalig,0.555
1,sällhet,0.841,nädig,0.727,regera,0.582,gemäls,0.505,rené,0.51,bomba,0.556,konnng,0.547,arnulf,0.54
2,fosterland,0.821,regera,0.725,hira,0.58,hert,0.492,coburg,0.497,farao,0.551,högtsalig,0.543,ryttarstaty,0.53
3,lof,0.82,jorden,0.69,gustafs,0.579,nassau,0.486,konung,0.493,xlii,0.521,drottning,0.539,amadeus,0.527
4,offra,0.8,dine,0.689,fam,0.569,herrlighet,0.469,gemäls,0.482,kristian,0.504,prins,0.532,kouung,0.521
5,himmel,0.795,thron,0.688,hugnad,0.557,brunswik,0.468,infantinna,0.477,ryttarstaty,0.503,xlii,0.528,konnng,0.521
6,prins,0.788,huld,0.683,staka,0.554,pust,0.467,tante,0.473,amadeus,0.499,furste,0.512,schoa,0.521
7,andas,0.788,försona,0.678,flör,0.553,grenadier,0.466,montemolin,0.471,prins,0.498,knng,0.51,konung,0.52
8,sucka,0.785,nåd,0.676,dyrka,0.552,tasso,0.466,födelsestad,0.469,tolftes,0.497,detronisera,0.506,bestigande,0.519
9,prisa,0.781,hjälte,0.676,werld,0.55,svälja,0.465,trohetsed,0.465,fjortondes,0.496,kouung,0.506,nåde,0.515
10,karlek,0.778,ward,0.673,förnöjd,0.55,magasinsgatorne,0.463,magasinsgatorne,0.465,drottning,0.488,schoa,0.503,marmorstod,0.514
11,höghet,0.777,gemäl,0.669,ätankan,0.544,hamlet,0.461,juda,0.464,amadeos,0.487,konnngarne,0.5,detronisera,0.513
12,glad,0.777,boja,0.667,gus,0.544,dubba,0.461,tänke,0.462,carls,0.484,umberto,0.499,konnngarne,0.511
13,näd,0.776,mildhet,0.665,strömma,0.538,sigismund,0.46,kurfurste,0.462,xiils,0.481,xiils,0.499,ärkehärtig,0.507
14,mildhet,0.776,gom,0.665,lefwe,0.538,fontainebleau,0.459,adalbert,0.462,kong,0.481,prius,0.498,kalakaua,0.507
15,allernädigste,0.775,fosterland,0.664,oranien,0.537,braunschweig,0.459,sachsens,0.461,corvo,0.476,umbertos,0.495,jérome,0.505
16,qwal,0.773,wörda,0.661,monument,0.537,lillo,0.459,durchlaucht,0.46,klockarfar,0.473,amadeus,0.494,silfverbröllopsfest,0.503
17,fasa,0.773,älstad,0.656,eremit,0.535,oden,0.459,messire,0.46,xiii,0.472,kalakaua,0.487,napolen,0.503
18,lugn,0.771,gläda,0.656,frögd,0.535,wise,0.458,palatin,0.459,trettondes,0.472,arnulf,0.486,lejonhjerta,0.5
19,trefnad,0.77,hugnad,0.652,zidje,0.533,hagen,0.458,uppböja,0.458,xlv,0.47,marmorstod,0.486,hårfager,0.5
20,nåd,0.768,thronen,0.652,skan,0.532,talma,0.457,maintenon,0.457,valdemar,0.469,luiz,0.485,apoteos,0.5
21,ewigt,0.768,ljuf,0.652,sällhet,0.531,korsgatorne,0.456,oranien,0.456,konnngarne,0.469,portsavenyen,0.483,amadeo,0.499
22,from,0.767,stygd,0.651,suck,0.53,ärkehertig,0.455,monseigneur,0.456,konnng,0.467,prinsarue,0.482,käjsar,0.499
23,wällust,0.765,wördad,0.651,herrans,0.53,mand,0.455,linka,0.456,kouung,0.466,humbert,0.482,xiils,0.496
24,gläda,0.765,skydda,0.65,farfar,0.53,enoch,0.454,niece,0.455,frihetshjelten,0.466,drottnin,0.482,corvo,0.494
25,snille,0.762,wälsignelse,0.649,kungores,0.53,näktergal,0.454,halfsyster,0.455,magasinsgatorna,0.466,kristian,0.481,kristian,0.494
26,salighet,0.762,allernädigste,0.647,repa,0.53,hyde,0.452,drottning,0.455,harjagt,0.465,majestät,0.48,farao,0.494
27,bud,0.761,afunda,0.646,hjälte,0.529,xviii,0.452,siam,0.454,gliicksborg,0.465,xviii,0.477,georgios,0.493
28,därför,0.758,grift,0.646,äsynen,0.529,cla,0.451,hess,0.452,kronprins,0.464,bestigande,0.476,nung,0.493
29,mun,0.758,dyrka,0.646,gläda,0.529,brunnsbäcken,0.451,konnng,0.451,gliicksburg,0.464,käjsar,0.476,xlii,0.493
30,spira,0.756,lättja,0.645,ida,0.527,adam,0.451,neuilly,0.451,femtondes,0.464,jérome,0.475,umberto,0.492
31,själ,0.756,skugga,0.644,oscar,0.526,farbror,0.45,spelås,0.451,frederik,0.464,mirabeau,0.473,unyoro,0.492
32,wart,0.755,frambära,0.644,oförgätlig,0.526,farwäl,0.45,thronföljare,0.448,snapphane,0.463,kalakauas,0.472,alphonso,0.492
33,mörker,0.755,därför,0.643,skapare,0.525,dräpa,0.449,gresive,0.448,sigismunds,0.462,tolftes,0.47,feldmann,0.49
