,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,boston,0.788,belgien,0.672,asien,0.669,hyfsning,0.57,franklike,0.578,europeisk,0.659,europeisk,0.67,europeisk,0.614
1,expedition,0.786,indien,0.671,handelsstad,0.617,civilisera,0.561,europeisk,0.577,enropa,0.644,enropa,0.66,enropa,0.577
2,födelse,0.783,oräknelig,0.667,magter,0.606,räddningsmedel,0.553,statssystem,0.559,tyskland,0.61,england,0.629,amerika,0.569
3,medbroder,0.782,revolution,0.662,förenta,0.597,asien,0.552,civilisera,0.558,england,0.598,amerika,0.607,italien,0.563
4,winning,0.774,provins,0.656,monarki,0.597,halfön,0.535,pohlen,0.557,amerika,0.594,kontinent,0.606,asien,0.558
5,aila,0.77,nederland,0.642,tyskland,0.588,öfvervälde,0.534,amerika,0.551,frankrike,0.593,enropas,0.6,nordafrika,0.551
6,twist,0.767,weridén,0.641,krigförande,0.587,folkflag,0.534,halfön,0.543,orienten,0.585,tyskland,0.583,brasilien,0.55
7,medfölja,0.763,höfwen,0.641,halfön,0.586,tyrolen,0.53,bretagne,0.541,nämsta,0.58,frankrike,0.575,enropas,0.545
8,stöd,0.763,fiendtlig,0.636,weridén,0.586,florida,0.53,hufvudstäder,0.541,civilisera,0.575,nordamerika,0.571,nordamerika,0.544
9,swenska,0.761,gem,0.636,waraktig,0.585,orient,0.528,europas,0.535,förenta,0.566,italien,0.561,kapkolonien,0.54
10,styrelse,0.76,landstigning,0.633,engeland,0.58,indien,0.527,serviska,0.53,verldsdelen,0.557,asien,0.56,kontinent,0.533
11,märt,0.759,nederländerne,0.631,moderland,0.579,hufwndstaden,0.524,skamfläck,0.53,europeista,0.552,uttärdas,0.556,verldsdelarne,0.532
12,ocb,0.758,tyskland,0.63,bibehållande,0.577,tyranni,0.524,statsförbund,0.528,kontinent,0.551,orienten,0.549,kalifornien,0.529
13,fortsättning,0.758,oenighet,0.629,stämpling,0.576,rättstillstånd,0.523,moskovitisk,0.526,statsförbund,0.55,euro,0.543,storbrittanien,0.529
14,societet,0.757,magier,0.626,garantera,0.575,hinderlig,0.521,frankrike,0.526,omhvälfning,0.548,börsplats,0.542,frankrike,0.527
15,hällit,0.756,besatt,0.625,ofördelaktig,0.575,asiatisk,0.521,trosfrihet,0.526,asien,0.547,sydafrika,0.537,uttärdas,0.524
16,weridén,0.755,ställning,0.624,wälmäga,0.573,herrskar,0.52,påtryck,0.521,nordamerika,0.538,civilisera,0.536,oljedistrikt,0.519
17,asta,0.755,wintern,0.623,undersäter,0.573,polen,0.519,slagfärdig,0.52,italien,0.536,utland,0.533,franklike,0.518
18,förlikning,0.755,inbyggare,0.623,makterne,0.572,integritet,0.518,england,0.519,kulturland,0.535,kina,0.532,kulturland,0.517
19,politisk,0.754,engeland,0.621,sjelfständighet,0.572,orienten,0.517,asien,0.518,syditalien,0.535,utstäl,0.525,sydamerika,0.516
20,menighet,0.753,folkslag,0.62,verksam,0.572,tillintetgjord,0.516,siam,0.518,enropeiska,0.534,europei,0.523,utstäl,0.516
21,trupp,0.751,flandern,0.619,bragd,0.572,fanatism,0.515,befästad,0.518,slafstaterna,0.531,afrika,0.522,örike,0.515
22,utsprida,0.751,widd,0.619,mexico,0.572,amerika,0.514,folkfrihet,0.517,örike,0.53,besekreditiv,0.518,eogland,0.514
23,mästa,0.751,betydlig,0.617,oafhängighet,0.57,nederländerne,0.514,krigstheatern,0.516,vesterlandet,0.53,förenta,0.517,afrika,0.513
24,sultan,0.75,utrota,0.617,folkrätt,0.569,gäsning,0.514,westliga,0.516,verld,0.53,indien,0.517,tyskland,0.512
25,förbindelse,0.75,galge,0.616,climat,0.568,faction,0.513,lombardiet,0.516,hufvudstäder,0.529,hufwudstäder,0.516,sydafrika,0.512
26,gädt,0.748,förlikning,0.616,rat,0.568,folkstag,0.512,jordklot,0.516,statssystem,0.528,enropeiska,0.516,verldsdelen,0.511
27,församla,0.748,rusta,0.615,hänseende,0.568,krigstheatern,0.512,mexico,0.515,8verige,0.527,ryssland,0.515,rhenländerna,0.51
28,hedning,0.747,ösiver,0.614,grundlägga,0.568,pascharne,0.512,grannstat,0.514,mönsterstat,0.526,örike,0.514,sydfrankrike,0.508
29,amerika,0.747,geck,0.611,jördens,0.567,pånyttfödelse,0.511,texas,0.513,hufwudstäder,0.523,kapkolonien,0.512,syrien,0.508
30,armeen,0.747,gädt,0.61,politista,0.567,handelsstad,0.511,faction,0.513,grefskapen,0.523,vorldens,0.511,enropeiska,0.508
31,arrest,0.746,minska,0.61,narwarande,0.567,werl,0.511,makterne,0.512,folkfamilj,0.523,europas,0.51,kringsegling,0.508
32,oordning,0.746,dämpa,0.61,oberäknelig,0.567,invertes,0.509,omhvälfning,0.511,storbrittanien,0.522,centralamerika,0.51,indien,0.508
33,hwilar,0.746,folker,0.608,förblifwer,0.566,constitutionella,0.509,verldshistorien,0.511,slaverne,0.521,utomeuropeisk,0.51,utomeuropeisk,0.507
34,widd,0.746,egypten,0.607,patriotism,0.565,herrskade,0.508,affärs,0.51,romanisk,0.521,yäderleken,0.51,indianstam,0.507
35,ställning,0.746,familier,0.607,folkflag,0.565,monarki,0.507,tyskland,0.508,kulturstat,0.52,kulturland,0.509,albanien,0.506
36,spanien,0.746,församla,0.606,mägtiga,0.564,förhållanderne,0.505,tystland,0.507,börsplats,0.52,verldsdelens,0.506,kyssland,0.506
37,original,0.745,utbryta,0.606,medlare,0.564,murcia,0.505,barbarism,0.507,turkiet,0.52,ntfärdas,0.506,tunesien,0.505
38,oräknelig,0.745,onödig,0.606,politisk,0.561,franklike,0.505,kaukasien,0.506,supremati,0.52,amerikauska,0.506,dominionlinien,0.503
39,engeland,0.745,twungne,0.605,magterne,0.561,siam,0.505,florida,0.506,verldsdel,0.519,nordafrika,0.505,qwrs,0.502
40,sielfwa,0.745,hota,0.604,oreda,0.561,terna,0.504,slav,0.505,kommersiela,0.518,kalifornien,0.504,balfön,0.502
41,härd,0.745,garnison,0.603,undergång,0.561,declaration,0.504,konstflit,0.504,franklike,0.518,stapelplats,0.504,iandet,0.502
