,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
60,vanhederlig,0.782,nepotism,0.7,fingerspetsarne,0.607,felén,0.422,oharmonisk,0.461
61,upkommit,0.782,oförminskadt,0.7,marburg,0.606,annulera,0.422,utledsna,0.461
62,skiljt,0.782,tiderymd,0.7,järnmalm,0.606,krumbugt,0.422,psr,0.461
63,återbringa,0.782,utledsen,0.699,öfverflödar,0.606,talska,0.421,skuldmedveten,0.461
64,korrigera,0.781,förbida,0.699,fiskmås,0.606,iefvat,0.421,flickröst,0.46
65,tidell,0.781,stafva,0.699,blötdjur,0.606,nordväst,0.42,kastado,0.459
66,hatva,0.781,hatva,0.698,argumentera,0.606,kårda,0.42,byig,0.459
67,nauplia,0.781,fasaväckande,0.698,lörekommande,0.606,vårvinter,0.42,storhetsmani,0.459
68,misshällighet,0.781,sensibel,0.698,lifskraftiga,0.606,solvärme,0.419,petig,0.459
69,ynes,0.781,klimater,0.698,nerande,0.606,kvalmig,0.419,resebok,0.459
70,hao,0.78,sammanlänka,0.698,afvexla,0.606,skriftecken,0.419,atela,0.458
71,violinist,0.78,processa,0.698,återspegling,0.605,västlig,0.419,gasskenet,0.458
72,protestantism,0.78,värmare,0.698,aplomb,0.605,mellanskof,0.419,väderleksutsigterna,0.458
73,afbrutet,0.78,upfyld,0.698,enhetstanke,0.605,gråkall,0.418,vilsen,0.458
74,omgifver,0.78,eord,0.698,återgåfvos,0.605,fullskrifna,0.418,halfhöga,0.458
75,moss,0.78,oskyld,0.698,hvnrje,0.605,gidgo,0.418,årtusen,0.458
76,härledt,0.78,förvärfvas,0.698,hyssja,0.604,qvälla,0.417,aftonvind,0.458
77,historieskrifvare,0.78,afkylning,0.698,slagregn,0.604,alart,0.417,oänd,0.458
78,förarglig,0.779,parasit,0.697,månstråle,0.604,jemnmulen,0.417,kärleksvarm,0.457
79,sedelmynt,0.779,oöfverskådlig,0.697,cécile,0.604,tierna,0.416,skönhetsideal,0.457
80,representationsfråga,0.779,finansplan,0.697,kaleidoskop,0.604,klarnad,0.416,ovädersmoln,0.457
81,cå,0.779,religionsfrihetsfråga,0.697,uppbyggelseskrift,0.604,skrattparoxysm,0.416,annulera,0.457
82,splittring,0.779,återljuda,0.697,kretsgång,0.603,långsläpig,0.416,vaxgul,0.457
83,dern,0.779,gudnås,0.697,nattvandrare,0.603,betagande,0.416,sirensång,0.456
84,skuile,0.779,öfvermått,0.696,kindknota,0.603,östanvind,0.416,czekiska,0.456
85,forhållande,0.778,barock,0.696,gudasaga,0.603,kalkhalt,0.416,guldskimmer,0.455
86,180g,0.778,villefleur,0.696,karakterslös,0.603,skrifttecken,0.416,rnenniskor,0.455
87,åsyftning,0.778,påtryck,0.696,gradation,0.603,nppstodo,0.415,skämtsamhet,0.455
88,erinring,0.778,afiägsnade,0.696,altstämma,0.603,korrekturark,0.415,svulstig,0.455
89,wapenhwilan,0.778,idor,0.696,fyrfotadjur,0.603,ställeu,0.415,carmina,0.455
90,premiss,0.777,iså,0.696,missljudande,0.602,oplöjd,0.415,kranich,0.454
91,förutspå,0.777,kringklappa,0.696,omväxla,0.602,blidt,0.414,färgskala,0.454
92,flerestädes,0.777,bcfunno,0.695,olidelig,0.602,dagsr,0.414,tierna,0.454
93,motväga,0.777,jemvigt,0.695,kansko,0.602,natnrlig,0.413,krystad,0.454
94,möllerhjelm,0.777,otillfredsställd,0.695,luftelektricitet,0.602,fruntimmershand,0.413,förblommerad,0.454
95,grundlagsvidrig,0.777,upfylt,0.695,opoetisk,0.602,dagspolitik,0.413,återkasta,0.454
96,sväfvande,0.777,negerslaf,0.695,täckhet,0.602,östersjöområde,0.412,maharadschahn,0.454
97,förespå,0.777,öfverstego,0.695,drömlik,0.601,kärleksvarm,0.412,calliste,0.454
98,neji,0.777,pacha,0.695,oharmonisk,0.601,atela,0.412,uppklarnande,0.454
99,älskande,0.777,invertes,0.695,gratiösa,0.601,drömsyn,0.412,tankeexperiment,0.454
