,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,idog,0.774,inbyggare,0.683,vaccinera,0.597,arbetsklass,0.533,jordbrukande,0.529,jordbrukande,0.551,landtbefolkning,0.541,landtbefolkning,0.575
1,tjänstehjon,0.771,gagnelig,0.671,tjenstefolk,0.538,jordbrukare,0.523,hemmansegare,0.511,besutna,0.55,befolkning,0.538,befolkning,0.543
2,anwända,0.771,menig,0.648,menig,0.523,underhafvande,0.5,menighet,0.51,landtbefolkning,0.538,herreklass,0.513,besutna,0.529
3,inbyggare,0.77,gem,0.645,ringare,0.52,vanvårda,0.495,herreman,0.505,landtmän,0.526,besutna,0.512,herreklass,0.519
4,olaglig,0.765,hwilker,0.639,förlösa,0.514,uppbyggelse,0.489,besutna,0.502,befolkning,0.52,hemsed,0.508,hemsed,0.516
5,författning,0.765,fölgder,0.639,krigsman,0.514,tiggare,0.488,godtrogen,0.486,landtbefolkningen,0.519,folk,0.488,bondehem,0.507
6,förorsaka,0.764,folkmängd,0.637,männer,0.513,fylleri,0.481,folk,0.483,samhällsklass,0.514,ayrshirerasen,0.485,ayrshirerasen,0.503
7,stedt,0.762,engeland,0.629,hemmawarande,0.512,spridande,0.48,sjelfegande,0.482,arbetssökande,0.513,landtbrukande,0.48,småfolk,0.502
8,societet,0.76,friwilliga,0.628,jordbrukare,0.508,vördig,0.476,flertal,0.478,läslust,0.511,föreställningssätt,0.474,köpstark,0.499
9,bolag,0.759,niera,0.626,exercera,0.508,inrotad,0.475,fastighets,0.476,landtbrukande,0.509,landtbefolkningen,0.472,landtbrukande,0.497
10,stöd,0.758,idkare,0.626,mani,0.506,inncwänare,0.475,förmögen,0.476,arbetarebefolkning,0.506,bondehem,0.471,jordbruksidkande,0.496
11,nägre,0.756,directionen,0.625,qwinnor,0.506,sysslolöshet,0.474,innebyggare,0.468,kringboende,0.503,jordbruksidkare,0.47,folkfattig,0.495
12,oreda,0.755,winnande,0.625,beklädnad,0.505,nybyggare,0.473,landthushållare,0.468,hemsed,0.503,kringboende,0.469,föreställningssätt,0.492
13,dryg,0.752,tjenstefolk,0.625,omyndig,0.502,possessionat,0.47,penningbrist,0.468,arbetarebefolkningen,0.502,köpstark,0.469,jordbrukande,0.492
14,borgerlig,0.751,konungarike,0.622,noer,0.5,kringboende,0.469,jordbrukare,0.468,omkringboende,0.498,näjder,0.467,jordbrnkande,0.491
15,folck,0.749,inwänare,0.621,syfla,0.498,folkskola,0.464,mortalitet,0.466,bemedla,0.489,innebyggare,0.466,jordbruksidkare,0.49
16,alle,0.748,medbroder,0.619,studerande,0.495,uppfostrare,0.464,folkel,0.466,kroppsarbeta,0.488,städelystna,0.465,vidskeplighet,0.489
17,menighet,0.748,wälfärd,0.619,dagswerken,0.495,haase,0.464,wisscrligcn,0.466,herreklass,0.486,uplysta,0.463,kringboende,0.488
18,kostsam,0.744,wärdet,0.616,landsort,0.493,mestadels,0.463,socknemän,0.466,lättrogen,0.485,bondeklass,0.461,näjder,0.488
19,gäst,0.744,härleda,0.613,anteckna,0.491,bohuslänsk,0.46,olärd,0.465,folk,0.484,kyrkobesökarne,0.461,landtbefolkningen,0.486
20,wäre,0.743,besörja,0.612,ståndsperson,0.49,brödföda,0.46,danneman,0.464,trädgårdskonst,0.483,lifserfarenhet,0.46,syndfullhet,0.485
21,gagnelig,0.742,werkeliga,0.612,district,0.489,debit,0.458,mängenstädes,0.464,samhällsmedlemmarne,0.483,öfvertro,0.457,öfvertro,0.481
22,städerne,0.742,infordra,0.611,fläkt,0.488,folkrik,0.458,kowno,0.463,arbetsklass,0.483,vidskeplighet,0.456,fiskeriidkande,0.48
23,behof,0.742,almogen,0.61,förtjänt,0.488,mjeltbrand,0.458,klah,0.462,allmogeklass,0.48,jordbrukande,0.456,nationallynne,0.479
