,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
22,hungrig,0.894,sjerdingar,0.796,stcdde,0.643,bosporen,0.57,mitchel,0.487,rustadt,0.453,gambettisterna,0.456
23,mänaden,0.894,salva,0.795,medgifves,0.643,babords,0.569,federalist,0.487,försätet,0.453,lordmayorsbanketten,0.456
24,tim,0.894,sing,0.794,stridbar,0.642,hålväg,0.569,londonertraktaten,0.485,utrikesministerpost,0.452,inrikesportföljen,0.455
25,vilkor,0.893,immer,0.793,gondol,0.642,begrof,0.568,stäldo,0.485,alltjämnt,0.452,blikens,0.455
26,eg,0.892,guineer,0.793,landtfolket,0.642,lilbaka,0.568,wiirzburg,0.485,valkamp,0.451,kvicknade,0.454
27,sigte,0.891,flanell,0.792,öfverhölja,0.642,flanquen,0.568,lokomotiwet,0.484,hofsamme,0.451,försätet,0.454
28,ugn,0.89,pasande,0.792,gransor,0.642,katscha,0.567,fastkedja,0.484,handelsstepp,0.451,lowther,0.454
29,flagne,0.89,420,0.792,surpris,0.641,slafskepp,0.567,berlinkongressen,0.483,kvicknade,0.45,långsides,0.453
30,hitintils,0.889,bolten,0.791,greenwich,0.641,fjellet,0.566,ängande,0.483,lilbaka,0.45,handelsstepp,0.453
31,spiritus,0.889,näringsgren,0.791,dtm,0.641,dardanellerne,0.565,limstång,0.483,besegradt,0.45,nettet,0.453
32,stava,0.889,särskildta,0.791,lurendrejeri,0.641,lupo,0.565,förtrollerska,0.482,ombildadt,0.449,valkamp,0.453
33,bureau,0.889,tilll,0.79,kommendering,0.64,plock,0.565,krisi,0.482,montero,0.449,lilbaka,0.453
34,hir,0.888,äco,0.79,kammarråd,0.64,hät,0.565,piro,0.482,långsides,0.449,bardun,0.452
35,1779,0.888,wagnarne,0.79,ffydd,0.639,bestego,0.564,hannit,0.481,lordmayorsbanketten,0.449,montero,0.451
36,examinera,0.888,kader,0.789,codrington,0.639,bramante,0.564,zabala,0.481,angrepes,0.449,toryerna,0.45
37,sägo,0.888,omgängar,0.789,fogeln,0.639,jente,0.564,exeter,0.481,fördragsmakterna,0.449,gladstoneska,0.45
38,ockfä,0.887,tvenne,0.789,mahanda,0.638,tröskel,0.564,canonerne,0.481,ministérerna,0.448,pann,0.449
39,kör,0.887,takpanna,0.788,vata,0.638,rastadt,0.563,romarena,0.481,nettet,0.448,nieuwe,0.449
40,vila,0.887,mahogeny,0.787,koncession,0.638,arriergarde,0.563,qvarstannande,0.481,nieuwe,0.447,bartek,0.449
41,nng,0.887,brännare,0.787,driffjäder,0.638,kyrkdörr,0.563,bramante,0.48,guzman,0.447,antagos,0.448
42,ssn,0.887,hökeri,0.786,elium,0.638,arabat,0.562,bulgari,0.48,furstetron,0.447,akteröfver,0.448
43,wat,0.887,jolle,0.786,solstråle,0.638,fastgöra,0.562,sadova,0.48,insurgentskara,0.447,operationslinie,0.448
44,fotter,0.887,mortel,0.785,förmycket,0.638,colonnen,0.561,ånghvisslan,0.479,fredsparti,0.446,scio,0.448
45,fältherre,0.886,oar,0.785,1842,0.638,torres,0.561,thoma,0.478,peligen,0.446,ministérerna,0.448
46,colonner,0.886,salli,0.785,södr,0.638,förtöjdt,0.56,kejsargarde,0.478,toryerna,0.445,officerame,0.447
47,folie,0.886,åtta,0.785,förlossning,0.637,långsåt,0.56,dubnik,0.478,antagos,0.445,zorrilla,0.447
48,undersäte,0.886,tn,0.784,ofarbar,0.637,miliana,0.56,dödsryckning,0.477,gammalliberal,0.445,besegradt,0.447
49,bättra,0.886,loka,0.784,g8tt,0.637,snudda,0.56,handelsstepp,0.477,zabala,0.445,ribo,0.446
50,nota,0.885,äbyggnaden,0.783,samhällstillstånd,0.636,räddningsbåt,0.559,skiljedomare,0.477,stangska,0.445,kilmainham,0.446
51,förkorta,0.885,schas,0.783,bannlysning,0.636,sadix,0.559,radd,0.477,difinitivt,0.445,broadhurst,0.445
52,kammarherre,0.885,servis,0.783,appell,0.636,bråddjup,0.559,scio,0.477,kilmainham,0.444,judy,0.445
53,rer,0.885,liera,0.782,isis,0.636,fastkedja,0.559,ochså,0.476,aspromonte,0.444,ristitsch,0.445
54,brogatan,0.885,ua,0.782,oskadd,0.636,gransor,0.558,jockey,0.476,högerministär,0.443,arbetarerepresentant,0.444
55,insurgent,0.884,brochera,0.782,patrullering,0.635,tåspets,0.558,forbach,0.475,omsvängning,0.443,ombildadt,0.444
56,dage,0.884,nöt,0.782,stiltje,0.635,iskant,0.557,sarsfield,0.475,helstatsförfattning,0.443,peligen,0.444
57,flickebarn,0.884,sis,0.782,äntra,0.635,viljelös,0.557,försvarskrig,0.475,amnestifrågan,0.443,angrepes,0.444
58,nantes,0.884,badstuga,0.781,styrelsesätt,0.635,lancier,0.557,losely,0.475,författningsförändring,0.443,furstetron,0.444
59,beswära,0.883,sandsten,0.781,negociation,0.635,sveaborgs,0.557,rustadt,0.475,volkan,0.442,fördragsmakterna,0.444
60,borgeliga,0.883,lastageplats,0.781,kortligen,0.635,galoppera,0.556,loyalt,0.475,nedfirande,0.442,conkling,0.443
61,dunst,0.883,resewagn,0.781,nödrop,0.634,framkommo,0.556,dagbräckning,0.475,maktinnehafvarne,0.442,storvezir,0.443
62,nch,0.883,baksäte,0.781,maxim,0.634,pilsnabb,0.556,fallrepstrappa,0.474,regeringsmyndighet,0.442,maktinnehafvarne,0.443
63,prägtig,0.883,bredchaise,0.781,ziirich,0.634,obesvärad,0.556,spelsal,0.474,akteröfver,0.442,presidentval,0.443
64,begärlighet,0.883,isning,0.781,upphofsmannen,0.634,eidern,0.555,krigstillfälle,0.474,ribo,0.441,volkan,0.443
65,stämning,0.883,svart,0.78,varsamhet,0.634,löpgrafvar,0.555,målron,0.474,örlogsstation,0.441,statsrådstaburett,0.442
66,tyrol,0.883,kärf,0.78,hao,0.634,themsen,0.554,näfwen,0.474,conkling,0.441,örlogsstation,0.442
67,disciplin,0.883,tegelsten,0.78,wigriga,0.634,ganges,0.554,regress,0.474,pann,0.441,simgördel,0.442
68,ingendera,0.882,black,0.78,uppstätt,0.634,afsvimmade,0.553,zea,0.474,författningsstrid,0.441,brasilianarne,0.441
69,söla,0.882,lackera,0.78,hono,0.634,bosphoren,0.553,passif,0.473,okränkt,0.441,förswarstillständ,0.441
70,bataillen,0.882,gjuteri,0.78,wäcktes,0.633,bosforen,0.553,fasthöllo,0.473,scio,0.441,omhvälfningen,0.441
71,dramatisk,0.882,badkar,0.78,wärdslöshet,0.633,tremastare,0.553,marmorsten,0.473,presidentval,0.441,zabala,0.441
72,stoll,0.882,piedestal,0.78,gorde,0.633,colonn,0.553,wienerkongressen,0.472,storvezir,0.441,köttgryta,0.441
73,bistop,0.881,hwilade,0.78,omflyttning,0.633,släptåg,0.552,partifråga,0.472,ristitsch,0.44,bondeparti,0.44
74,wantade,0.881,iq,0.78,efterstå,0.633,sarsfield,0.552,själtåg,0.472,finanspolitik,0.44,toryregering,0.44
75,beck,0.881,söc,0.78,begrafven,0.633,oten,0.552,beauregards,0.471,unionsstat,0.44,stangska,0.439
76,kulör,0.881,inr,0.779,mindr,0.632,protektionist,0.552,taschkent,0.471,krigsutbrott,0.439,utrikesministerportföljen,0.439
77,bat,0.88,wckl,0.779,pampelona,0.632,kinburn,0.552,meaux,0.471,pasic,0.439,högerministär,0.439
78,dunkel,0.88,mitztänkt,0.779,tillsiänd,0.632,inskärning,0.552,hufvudstyrka,0.471,öfvergeneral,0.439,pasic,0.439
79,maas,0.88,bandhund,0.779,moscau,0.632,nödsignal,0.552,rhhland,0.471,toryregering,0.438,rodney,0.439
80,rea,0.879,sola,0.778,tackling,0.632,amerikanerne,0.552,krigsutbrott,0.471,broadhurst,0.438,difinitivt,0.438
81,agio,0.879,lyckt,0.778,obetingad,0.632,mellandäck,0.552,peelska,0.471,omhvälfningen,0.438,tornhöga,0.438
82,bortbyta,0.879,segelbåt,0.778,fölhållande,0.632,flanque,0.551,tilliälle,0.471,förblefve,0.438,romero,0.438
83,niia,0.879,lavett,0.778,befängd,0.632,danstarna,0.551,trainen,0.47,bondeparti,0.438,hohenwart,0.438
84,stätta,0.879,uägra,0.777,skrifta,0.632,bedeau,0.551,smugglarne,0.47,zorrilla,0.437,partilidelserna,0.438
85,ocean,0.879,körsla,0.777,scio,0.631,euphrat,0.551,försvarande,0.47,partilidelserna,0.437,makton,0.438
86,farsot,0.879,dis,0.777,öfvergaf,0.631,förbiseglande,0.551,tomat,0.469,kinley,0.436,cerarne,0.438
87,granstapet,0.879,bruhns,0.777,envälde,0.631,fastbinda,0.551,aspromonte,0.469,kampagn,0.436,författningsförändring,0.438
88,anträda,0.879,boj,0.777,förbli,0.631,lula,0.55,satrap,0.469,arbetarerepresentant,0.436,nötskal,0.438
89,dje,0.879,gcdt,0.777,smälek,0.631,fältkanon,0.55,guldhög,0.469,wienerkongressen,0.436,insurgentskara,0.438
90,ogräs,0.878,olaga,0.776,obekantskap,0.631,blindskär,0.55,horoskop,0.468,förswarstillständ,0.436,författningsstrid,0.438
91,entrée,0.878,åkning,0.775,estet,0.631,nedstigande,0.549,oförvarandes,0.468,lowther,0.436,förblefve,0.437
92,00,0.878,förkyld,0.775,ullproduktion,0.631,watnet,0.549,hysto,0.468,utrikesministerportföljen,0.436,jana,0.437
93,alun,0.877,ärstid,0.775,mölle,0.63,utpost,0.549,oåtspord,0.468,rodney,0.436,raine,0.437
94,rl,0.877,shawl,0.775,hvilat,0.63,kryssa,0.549,fönsterfördjupning,0.468,bartek,0.435,nedfirande,0.437
95,dant,0.877,handtag,0.775,communicationen,0.63,toldboden,0.549,jordfläck,0.468,ministéren,0.435,okränkt,0.437
96,kullkasta,0.877,kila,0.774,terräng,0.63,förvägen,0.549,förrån,0.467,brasilianarne,0.435,valförberedelse,0.437
97,fördrifwer,0.877,kappeland,0.774,klatzer,0.63,nppät,0.549,arles,0.467,fasthöllo,0.435,alltjämnt,0.437
98,blänka,0.876,sert,0.774,beliöfver,0.63,ouphörligen,0.548,bakslag,0.467,kongressparti,0.434,frihandelssinnade,0.437
99,laren,0.876,hällct,0.774,batterierne,0.63,smäck,0.548,männerne,0.467,fonseca,0.434,amnestifrågan,0.436
