,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,härlighet,0.877,sparsam,0.633,politisk,0.556,invertes,0.515,yttre,0.644,yttre,0.712,yttre,0.708,yttre,0.626
1,gräs,0.87,begär,0.63,politista,0.554,yttre,0.5,afsigtcn,0.473,yltre,0.531,golftätning,0.606,inro,0.575
2,ss,0.867,undergång,0.629,allians,0.531,social,0.5,tomhet,0.468,grålumppapp,0.495,takspänning,0.586,golftätning,0.552
3,enighet,0.866,undersätares,0.624,fäderne,0.53,basis,0.497,afledare,0.467,väggförhydning,0.492,inro,0.548,iure,0.541
4,boston,0.866,trumma,0.62,narwarande,0.527,inveckla,0.495,invertes,0.464,samhällsutveckling,0.49,iure,0.544,takspänning,0.528
5,skönhet,0.864,nyck,0.62,bibehällande,0.523,omstörta,0.491,isband,0.464,isolering,0.479,yltre,0.529,vedgårdsholmen,0.525
6,indra,0.864,förjaga,0.614,wälmäga,0.521,mägtig,0.487,absorbera,0.457,invertes,0.477,obesedt,0.513,yltre,0.503
7,harm,0.862,yrke,0.611,representera,0.518,representativ,0.487,sammanblandning,0.457,inträfla,0.477,väggförhydning,0.482,obesedt,0.495
8,afgrund,0.862,armce,0.607,försänka,0.518,europeist,0.486,kialt,0.455,återuppvaknande,0.47,vedgårdsholmen,0.482,partisöndring,0.473
9,lukt,0.86,bistånd,0.604,kännemärke,0.517,intellektuell,0.485,wäfende,0.451,inro,0.459,partisöndring,0.476,habitus,0.463
10,delning,0.858,oumbärlig,0.604,moderland,0.514,flags,0.484,omstörta,0.45,oläklig,0.457,orappadt,0.465,väggförhydning,0.45
11,ssola,0.857,yttre,0.603,hushällning,0.514,konstflit,0.484,omklädnad,0.448,forcerande,0.456,orappad,0.46,gårdsinventarier,0.449
12,winning,0.856,afwakta,0.602,handelsstad,0.513,tomhet,0.484,förnedring,0.447,väggbeklädnad,0.455,innersta,0.459,yttro,0.445
13,läger,0.854,hwa,0.602,nödtorftig,0.513,politi,0.483,kommersiell,0.447,lydland,0.453,wedgärdsholmen,0.459,skärfven,0.445
14,raseri,0.854,wandel,0.602,mch,0.512,konstlad,0.482,välbefinnande,0.444,struktur,0.451,bortre,0.458,ryggmerg,0.445
15,försigtighet,0.853,alfwarsamma,0.602,verksam,0.51,lifskraft,0.482,madagaskar,0.443,menniskokroppens,0.45,yttro,0.453,kartografi,0.444
16,norden,0.853,wänners,0.601,bewara,0.509,alltmer,0.481,traditionell,0.442,uppgrundning,0.447,påvärka,0.453,fältlif,0.443
17,moln,0.851,ifwer,0.6,oberoende,0.508,administrativ,0.481,frigörelse,0.442,disharmoni,0.446,förhydning,0.451,däras,0.443
18,ifwer,0.851,wälmäga,0.599,yttre,0.508,inkräkta,0.479,lifsfråga,0.44,ytre,0.445,hvitmena,0.449,yllre,0.443
19,stämning,0.851,hushållning,0.599,tyskland,0.507,stammare,0.479,prekär,0.44,maktställning,0.444,ytre,0.444,lösboet,0.442
20,möte,0.85,sammansätta,0.599,uprätta,0.505,såvidt,0.479,följdriktig,0.44,samhällslifvets,0.444,samhällslifvets,0.444,påvärka,0.441
21,werldens,0.85,rädande,0.598,mägtig,0.505,waksamhet,0.478,hwardagliga,0.439,pappersomslag,0.441,palissad,0.443,vilian,0.44
22,himla,0.849,förlägenhet,0.595,mästa,0.503,grundval,0.478,oupplöslig,0.438,betydelselöshet,0.441,nubien,0.441,fnllständiga,0.44
23,famla,0.849,plundring,0.594,mängfaldiga,0.503,omklädnad,0.477,uppfyldt,0.438,oberördt,0.441,vidrighet,0.44,hennis,0.437
24,swenska,0.847,okonstlad,0.594,tillbörligen,0.501,ytlig,0.477,prowinser,0.438,isbeläggning,0.44,jndarnes,0.439,hjernskakning,0.436
25,los,0.847,förderf,0.593,mastan,0.501,organism,0.477,utströmmande,0.437,gransor,0.44,tandgård,0.439,orappadt,0.436
26,adel,0.846,stiljas,0.592,kokning,0.5,olika,0.476,framskridande,0.436,främre,0.44,hennis,0.438,innersta,0.434
27,salsta,0.846,qwicka,0.592,landel,0.499,protestantism,0.474,omedveten,0.436,frod,0.44,krossande,0.437,afspärradt,0.433
28,pil,0.846,magters,0.592,täflande,0.498,industriell,0.474,vendee,0.435,motsättning,0.439,polilik,0.436,andets,0.431
29,wälsignelse,0.845,sage,0.591,förkofran,0.498,kultur,0.473,isolera,0.434,polilik,0.437,kulturell,0.436,tillwinnande,0.43
30,hwilar,0.844,hjälp,0.591,religiös,0.497,förderflig,0.473,jordklot,0.434,återupprättelse,0.436,yllre,0.435,jämvikt,0.429
31,grym,0.843,begärelse,0.59,giromäl,0.497,anarki,0.472,krisi,0.434,chaos,0.436,andets,0.433,lefrar,0.429
32,yta,0.843,ryssa,0.59,ksn,0.496,rättstillstånd,0.472,arbetslöshet,0.433,parlamentarifla,0.435,isöken,0.432,förskönadt,0.428
33,sprida,0.843,europé,0.59,männi,0.495,mångfald,0.472,kontagiös,0.433,helgjutenhet,0.435,aflägsnadt,0.432,affärsintresse,0.428
34,wt,0.843,innersta,0.59,halfön,0.494,näringsflit,0.472,motsvarig,0.433,verldsdelen,0.434,affärsintresse,0.43,värmeförlust,0.427
35,hjertan,0.843,nästgränsande,0.59,grundlägga,0.494,terräng,0.472,aftynande,0.433,herstande,0.434,invertes,0.43,kroppsdelarne,0.427
36,upmuntran,0.843,diet,0.589,werkeliga,0.493,begränsning,0.47,själsförmögenhet,0.432,personifikation,0.434,väggbeklädnad,0.43,storskog,0.425
37,wärl,0.843,eka,0.589,fasthet,0.493,civilisera,0.47,ressurser,0.432,kroppsdelarne,0.433,skrufning,0.43,väggbeklädnad,0.424
38,stake,0.843,omedelbarligen,0.589,ofördelaktig,0.493,samlande,0.469,organism,0.431,yllre,0.433,lösgörande,0.428,träbeklädnad,0.424
39,klippa,0.842,twingas,0.588,arabien,0.493,beståndsdel,0.467,kroatisk,0.431,dimhöljd,0.433,ringformig,0.428,symmetri,0.423
40,lee,0.841,alls,0.588,anwändande,0.493,ledsamhet,0.467,utwecklingen,0.431,partisöndring,0.433,upptändts,0.426,blodutgjutning,0.423
41,freda,0.841,total,0.588,afwända,0.493,kontinent,0.467,supremati,0.431,omgestaltning,0.433,hvafs,0.425,hvilopunkt,0.422
42,ögnablick,0.84,olyckelige,0.587,förbund,0.493,sväfva,0.467,medborgarnes,0.43,krigaryrket,0.432,ofruktbarhet,0.425,vidrighet,0.422
43,tilhörande,0.84,inrotad,0.587,fölgd,0.492,wärdande,0.466,caudia,0.43,försvarsanstalt,0.432,gendarmerikår,0.424,ytre,0.422
44,cour,0.839,sjelfständig,0.586,wälfärd,0.492,uphäfwa,0.466,oundwikligen,0.429,thronerna,0.431,skärfven,0.424,förintelse,0.421
45,flat,0.838,ägna,0.586,upprätthälla,0.491,hjelpkälla,0.465,kommerciella,0.429,pnnkter,0.431,afspärradt,0.424,förhärdadt,0.42
46,nyfikenhet,0.838,konststycke,0.585,omfattning,0.491,genomgripande,0.465,folkopinion,0.429,privaträttslig,0.431,balkanbalfön,0.423,invertes,0.419
47,hafwcr,0.838,mödosam,0.583,tilkommande,0.491,helvetista,0.464,sinnlighet,0.429,kommersiela,0.431,habitus,0.423,hvitmena,0.418
48,tända,0.838,likasä,0.583,stutt,0.49,ideell,0.463,samvetsfrid,0.429,sandöken,0.431,lasor,0.423,nander,0.418
49,orm,0.838,enskild,0.583,käla,0.49,constitutionella,0.463,odels,0.428,asfaltera,0.43,träbeklädnad,0.422,orappad,0.418
50,framsteg,0.837,uphörde,0.582,krigsmakt,0.489,ffydd,0.463,westlig,0.428,uppskakning,0.43,lifsintresse,0.421,tjufveu,0.417
51,rö,0.837,hugnad,0.582,oumbärlig,0.489,kommerciella,0.462,samhällsform,0.428,värnande,0.43,skiljdt,0.421,gendarmerikår,0.417
52,gudö,0.837,förädla,0.582,wäsende,0.489,fortgående,0.462,thronerna,0.428,vendee,0.429,knutpunkt,0.42,obefäst,0.417
53,blotta,0.837,muntra,0.581,basis,0.489,organisk,0.462,individuel,0.428,afrundning,0.429,czarrikets,0.42,därinnanför,0.417
54,mangen,0.836,högmod,0.581,uphäfwa,0.488,kringspridd,0.461,wanmakt,0.427,bråvikens,0.428,dämpande,0.42,ueh,0.416
55,läge,0.836,pluralitet,0.581,provincer,0.488,innebyggare,0.461,eldkol,0.426,kommersielt,0.428,befolkningscentrum,0.42,sammangyttring,0.416
56,wälmening,0.836,undersäte,0.58,stönaste,0.487,våla,0.461,kaotisk,0.426,styrhus,0.428,aningslös,0.419,lasor,0.416
57,hastighet,0.836,derhän,0.58,studium,0.487,demoralisation,0.46,kaos,0.426,förskönadt,0.428,lifsvilkoren,0.419,befolkningscentrum,0.416
58,orolig,0.836,täflan,0.58,tilräckeligen,0.487,utgrening,0.46,gransor,0.426,afslöjande,0.428,lösslitande,0.419,ofirad,0.415
59,trettio,0.835,lofwade,0.58,förblifwer,0.487,flender,0.46,förlofwade,0.426,oroligbeter,0.428,tumör,0.417,påverkadt,0.414
60,fordna,0.835,inwänarne,0.58,tjenande,0.486,tankans,0.458,förvridning,0.426,affärslif,0.427,tamul,0.416,bjertats,0.414
61,inkil,0.835,tröttna,0.58,andt,0.486,vidskeplig,0.458,ido,0.426,styrande,0.427,verldsdelens,0.416,lifsvilkoren,0.413
62,lagga,0.835,noggranhet,0.579,lard,0.486,wälmäga,0.458,sattser,0.426,återspegling,0.427,tjufveu,0.416,jesås,0.413
63,afund,0.835,dcras,0.579,inhemsk,0.486,inblandning,0.458,financiella,0.426,bedöfvande,0.427,balkanhalföns,0.416,upptändts,0.413
64,togo,0.835,smyga,0.579,folkmängd,0.485,stabilitet,0.458,pynt,0.426,diste,0.427,arbetaresaken,0.416,krossande,0.413
65,fördärf,0.834,krigsfolk,0.579,skapa,0.485,materiell,0.458,parasit,0.425,omklädnad,0.427,tariska,0.415,hånder,0.412
66,ynnest,0.834,barbar,0.579,huslig,0.485,directa,0.458,egensinnighet,0.424,medeltida,0.427,vilian,0.415,thronerna,0.411
67,lyfta,0.834,period,0.578,stätten,0.484,slapphet,0.458,samhällskropp,0.424,ästädningssätt,0.427,ryggmerg,0.415,upprorsanda,0.411
68,asta,0.834,ove,0.578,förenlig,0.484,region,0.458,hyfsning,0.424,alstring,0.427,skutarisjön,0.414,samhällslifvets,0.411
69,oordning,0.834,werkligen,0.578,bibehållande,0.483,korruption,0.457,jemnföra,0.424,rotfäste,0.427,lydstat,0.414,herma,0.41
70,lydnad,0.834,owanliga,0.578,bestånd,0.483,medborgarnes,0.457,tilräckeligen,0.424,framskridande,0.426,antikristisk,0.414,kellners,0.41
71,bölja,0.834,säsoni,0.578,uplysningen,0.483,widsträckta,0.457,maritim,0.424,brädska,0.426,thronerna,0.413,konstitutio,0.41
72,stats,0.834,viri,0.578,wäxter,0.483,tilan,0.457,qvarhållande,0.423,örike,0.426,ovaraktig,0.413,wedgärdsholmen,0.409
73,förständ,0.833,ätnjutande,0.577,produkt,0.483,integritet,0.457,beroende,0.422,stöista,0.426,jämvikt,0.413,tumör,0.409
74,bränning,0.833,sträf,0.577,werkställigheten,0.483,barl,0.456,sjelfbestånd,0.422,golfpapp,0.426,lösboet,0.413,nedsjönko,0.409
75,darra,0.833,begä,0.577,söndra,0.483,betraktare,0.456,judendom,0.422,samfundsordning,0.426,maktsfer,0.413,qvarblifna,0.409
76,spel,0.833,efterdöme,0.576,öiwer,0.481,utwecklingen,0.456,förhärjning,0.422,kommerciella,0.425,goschens,0.413,penningväsen,0.409
77,mänsklighet,0.833,anwände,0.576,ocean,0.481,halfön,0.456,finansiell,0.422,lifsverksamhet,0.425,kalfön,0.413,lifsintresse,0.409
78,pröfning,0.832,larda,0.576,anwändt,0.48,landel,0.456,affärs,0.422,samvetsfrid,0.425,hender,0.412,francoise,0.409
79,tanke,0.832,aste,0.576,etta,0.48,ockupation,0.455,armce,0.422,aflägsnadt,0.424,kongolandet,0.411,verldsdelens,0.409
80,canoner,0.831,uplysa,0.575,lifwa,0.48,fortskrida,0.455,psykisk,0.422,exklusivitet,0.423,nydana,0.411,folkstämning,0.409
81,glans,0.831,trolös,0.575,jtaliensta,0.48,olikartad,0.455,uppblomstrande,0.422,ofrihet,0.423,samfundsordning,0.411,andedrägtsorganen,0.408
82,twista,0.831,utgäng,0.575,underbar,0.48,handelsförbindelse,0.455,sydöstra,0.421,naturtillstånd,0.423,repnbliken,0.411,vigdt,0.408
83,agg,0.831,åtnjuta,0.575,kräfwer,0.479,despotisk,0.455,sjöstyrka,0.421,bismarckska,0.423,brunnsgård,0.411,näringsomsorger,0.408
84,myckna,0.831,stilja,0.575,nödwändigaste,0.479,landthushållning,0.454,tillintetgörelse,0.421,toilettens,0.423,penningväsen,0.41,palissad,0.408
85,iva,0.831,wäsende,0.574,anständighet,0.478,maktägande,0.454,sammanhopa,0.421,nebulosa,0.423,agressiva,0.41,andeväsen,0.408
