,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,instämma,0.864,proposition,0.752,förberedelse,0.655,warning,0.561,idee,0.495,representation,0.552,representation,0.606,cirkusföreställning,0.574
1,bota,0.863,mediation,0.734,mediation,0.65,protestation,0.557,wiktiga,0.495,teatralisk,0.521,konsert,0.57,representation,0.56
2,likwal,0.847,proclamation,0.73,motion,0.647,durhams,0.557,seen,0.492,dramatist,0.507,operaföreställning,0.566,operaföreställning,0.526
3,twäng,0.847,häda,0.726,sturle,0.647,nansin,0.549,almän,0.491,teatertrupp,0.504,symfonikonsert,0.565,förköpspris,0.521
4,ansedt,0.845,åtgärd,0.718,swärigheter,0.646,orättwisa,0.548,åtrå,0.487,seen,0.503,cirkusföreställning,0.563,symfonikonsert,0.506
5,undersöka,0.843,framsteg,0.718,siulle,0.645,distinktion,0.547,uplysta,0.484,léonard,0.497,teaterföreställning,0.546,framställarne,0.496
6,embete,0.843,medbroder,0.718,ministeren,0.644,förlöjliga,0.543,lyckelig,0.482,konstberidaresällskapet,0.491,kyrkokonsert,0.546,domherrn,0.495
7,ledsen,0.84,polen,0.715,eftertrycklig,0.643,oförtäckt,0.543,handgrepp,0.48,operaföreställning,0.491,matinée,0.544,premieren,0.495
8,lar,0.839,regeringssätt,0.715,declaration,0.629,ssäl,0.539,påfund,0.48,soire,0.484,soiré,0.543,premiére,0.493
9,önstar,0.838,föredra,0.715,diversion,0.628,siulle,0.538,barnasinne,0.478,hästdressyr,0.483,koncert,0.539,skönhetsideal,0.49
10,hanö,0.838,romare,0.714,foglighet,0.627,ministere,0.536,obeslutsamhet,0.476,associationssällskap,0.482,soire,0.535,öfverdrifua,0.489
11,singö,0.836,inskränkning,0.713,ultimatum,0.626,öfverhet,0.535,blunder,0.475,luftgymnastik,0.48,abonnementsföreställning,0.534,idékrets,0.489
12,därpå,0.836,högfärd,0.712,uppseende,0.625,uphöja,0.535,underrättadt,0.475,soirée,0.476,afskedskonsert,0.53,hästopera,0.487
13,fäledes,0.835,gunstling,0.711,förräderi,0.624,wiktiga,0.534,skryt,0.474,salamonsky,0.476,galarepresentation,0.53,abonnementsföreställning,0.487
14,reflexion,0.835,offenteligen,0.71,krigsförklaring,0.622,högsint,0.534,stattå,0.473,gästroll,0.474,festrepresentation,0.529,soareer,0.486
15,bein,0.832,ministeren,0.71,markis,0.622,sturle,0.533,kärlekslös,0.473,knalleffekt,0.472,soireer,0.527,soiré,0.485
16,hemlighet,0.832,bistånd,0.71,intryck,0.621,inkast,0.532,krigsförvaltning,0.472,teatralista,0.471,concerten,0.525,orakelsvar,0.484
17,tryckning,0.832,höfwen,0.709,arghet,0.621,inwändning,0.531,villomening,0.471,gästspel,0.471,salamonsky,0.517,middagsföreställning,0.484
18,framtid,0.832,underdäniga,0.707,ärfarenhet,0.621,beifran,0.531,förvränga,0.47,cirkus,0.47,skådespelaresällskapet,0.517,konsert,0.483
19,enahanda,0.831,frambära,0.705,nödwändigheten,0.619,påminte,0.53,medhåll,0.469,soireer,0.467,vermländingarne,0.516,parkettplats,0.483
20,bedrägeri,0.831,förlikning,0.705,opposition,0.619,förödmjukelse,0.53,irrig,0.467,frihetsbröderna,0.467,sällskapsspektakel,0.516,militärkonsert,0.482
21,bestyrka,0.831,anhällit,0.705,manöver,0.619,dödsstöt,0.529,allenastyrandets,0.467,buktaleri,0.467,soiréer,0.515,kassapjes,0.482
22,hota,0.829,chur,0.704,magterna,0.618,bjudning,0.529,skuggrädsla,0.466,söreställning,0.466,concert,0.515,matinée,0.481
23,uttryck,0.829,öfwergifwa,0.702,upror,0.617,undran,0.528,ernä,0.466,trolleri,0.466,konstridning,0.513,frånse,0.481
24,ädelmodig,0.829,rättegång,0.701,förmätt,0.617,ronungen,0.527,fiendtlighet,0.466,konsert,0.466,premiére,0.513,trollslända,0.481
25,efterdöme,0.828,nädigste,0.7,borttagande,0.616,förelag,0.526,filantropi,0.466,afskedskonsert,0.465,afskedsföreställning,0.512,ötvertygade,0.48
26,infall,0.827,mägtiga,0.699,förflag,0.614,wänliga,0.525,insöfva,0.466,almän,0.463,barnföreställning,0.512,teaterafton,0.477
27,försträcka,0.827,högmögende,0.699,swarat,0.614,vänskapsfull,0.525,naift,0.466,leonarda,0.463,konstberidaresällskapet,0.51,thermidor,0.476
28,handtera,0.827,beflutat,0.699,prefekt,0.613,mänsklig,0.525,förbrödring,0.465,concerter,0.462,teater,0.509,bröllopstripp,0.475
29,yppa,0.827,förräderi,0.699,förfarande,0.612,förmätt,0.525,skrupel,0.465,kassapjes,0.459,ranftska,0.509,cendrillon,0.474
30,medbroder,0.826,bemedling,0.699,ffrifwit,0.611,arghet,0.525,sjelfviskhet,0.464,symfonikonsert,0.459,soirée,0.506,konstnärsindividualitet,0.474
31,hördt,0.826,anhängare,0.698,wiktiga,0.611,sheridan,0.525,intermezzo,0.462,selinder,0.457,soaré,0.506,enaktare,0.473
32,syfta,0.826,efterkomma,0.698,administration,0.611,missbelåtenhet,0.525,välment,0.462,eqvilibristiska,0.457,soareer,0.506,teatralisk,0.473
33,nödwändigt,0.826,fruktlös,0.697,missnöje,0.611,jämwal,0.524,insägo,0.462,folkteater,0.456,matiné,0.505,vermländingarne,0.472
34,nad,0.825,inwärtes,0.697,blifwik,0.61,auetor,0.523,undfallenhet,0.461,känslighet,0.455,salamonski,0.504,magneta,0.472
35,simpel,0.825,bern,0.697,wanstap,0.61,elakhet,0.523,erinring,0.461,musiktillställning,0.455,kammarmusik,0.503,salamonski,0.472
