,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,kostnad,0.738,peng,0.569,utlemna,0.565,hopsamlad,0.523,peng,0.564,peng,0.634,peng,0.728,peng,0.653
1,beqwämlighet,0.698,sedel,0.558,kredit,0.563,valuta,0.491,kontanter,0.535,dcpositionsräkning,0.622,pänningar,0.63,pänningar,0.611
2,taga,0.696,sörre,0.546,credit,0.53,penni,0.47,penningesumma,0.524,deposilionsräkning,0.582,dcpositionsräkning,0.614,pengarne,0.59
3,ersättning,0.693,pung,0.545,utläna,0.527,credit,0.464,penni,0.518,kontanter,0.566,kontanter,0.613,kontanter,0.568
4,ranta,0.69,klinga,0.54,warvr,0.508,skuldförbindelse,0.463,penningebelopp,0.512,depositionsräkning,0.556,pengarne,0.594,penningarno,0.561
5,twärt,0.678,summa,0.537,hwarkcn,0.501,hypothek,0.462,summa,0.511,börspaltser,0.554,cirkulärkreditiver,0.574,penningesummor,0.549
6,förmögen,0.677,utlaga,0.537,sedel,0.498,documenter,0.452,markegäng,0.504,giroräkning,0.552,penningesummor,0.573,enmma,0.547
7,proportion,0.673,obligation,0.533,answarar,0.497,utgär,0.451,bortkastad,0.496,uppoch,0.547,respeng,0.57,respeng,0.546
8,stat,0.672,borga,0.529,summa,0.497,debet,0.451,ockrare,0.496,penningebelopp,0.546,wärdesaker,0.567,pängar,0.546
9,utgift,0.668,näaot,0.521,revers,0.494,sedel,0.45,upplåna,0.494,afskrifningseller,0.545,deposilionsräkning,0.566,pängarne,0.538
10,förlag,0.667,utläna,0.519,ehwad,0.485,utelöpande,0.447,pengarne,0.494,depositräkning,0.545,sparpenningar,0.564,dcpositionsräkning,0.537
11,därwid,0.665,waror,0.519,utlämna,0.481,contanta,0.446,kontånia,0.494,depositionsrakning,0.544,penningarno,0.562,penningsumma,0.52
12,utgöra,0.665,stulder,0.519,riksgäldssedel,0.476,revers,0.445,lånebelopp,0.494,afdelningskontoren,0.54,summa,0.557,wärdesaker,0.519
13,afgift,0.662,valuta,0.518,ffyldig,0.475,förskrifning,0.444,förränta,0.493,deposition,0.535,penningsumma,0.556,depositionsoch,0.517
14,ränta,0.661,ffulder,0.515,afräkning,0.475,upplåna,0.442,capitaler,0.493,penningepung,0.53,depositionsoch,0.556,penniugarne,0.515
15,sjelfwe,0.659,revers,0.507,lappri,0.475,statskassa,0.442,pung,0.492,penningesumma,0.528,pängar,0.555,jauner,0.513
16,bränwins,0.658,lappri,0.506,pung,0.471,peng,0.442,utborga,0.488,portmonä,0.528,sparkasse,0.554,panga,0.512
17,mage,0.657,rubel,0.506,tillsägelse,0.471,utlösa,0.44,statskassa,0.486,incassering,0.522,pänningarne,0.554,utlånta,0.507
18,skuld,0.656,funnos,0.503,munteliga,0.47,uppsäga,0.437,depositionsräkning,0.481,postreinissvexlar,0.521,enmma,0.542,sparpenningar,0.506
19,utkomst,0.655,masta,0.501,penni,0.469,utläna,0.437,inkasserande,0.48,utläna,0.519,börspaltser,0.54,hopsparda,0.505
20,fful,0.655,debitor,0.499,reqvirera,0.468,vexel,0.435,tryckningskostnad,0.48,afstrifningsräkning,0.518,sedelbundtar,0.539,kapital,0.503
21,handtering,0.654,ersättning,0.498,belasta,0.467,utköra,0.433,bankosedel,0.479,ningsräkning,0.512,wärdepapper,0.537,värdesak,0.503
22,nämligen,0.654,utfå,0.498,provision,0.466,grundfond,0.428,placerande,0.477,summa,0.51,sparkassebok,0.537,sammanskrapa,0.501
23,naturlig,0.653,dragare,0.498,underpant,0.466,omkostning,0.427,hopspara,0.476,sparpenningar,0.509,penniugarne,0.537,deposilionsräkning,0.5
24,kostsam,0.652,ana,0.497,ieke,0.466,plånbok,0.427,insättarne,0.474,uppsägn,0.509,sparpenning,0.536,depositionsrakning,0.5
25,omkostnad,0.652,fälde,0.497,ivaror,0.465,natura,0.427,sparpenning,0.472,penninge,0.507,panga,0.536,reshjelp,0.498
26,främst,0.651,egare,0.497,waror,0.465,kontanter,0.426,kapitaler,0.471,penningewärde,0.507,penningesumma,0.535,pänningarne,0.497
27,ago,0.65,fful,0.496,utbetala,0.463,oförryckt,0.426,hypotek,0.471,respeng,0.507,penningbelopp,0.533,banklagsökningar,0.496
28,säkerhet,0.65,misstag,0.496,uppbära,0.459,depe,0.426,valuta,0.469,penningarno,0.505,styfrar,0.533,vexlingsförskott,0.496
29,nägo,0.648,interesse,0.495,upgift,0.458,frigifven,0.425,vederlag,0.469,afskrifningsräkning,0.504,penninge,0.53,penningersättning,0.496
30,anteckna,0.648,sammanstöta,0.494,eho,0.458,insättande,0.423,plånbok,0.468,penningbelopp,0.503,hopsparda,0.53,penningarnc,0.494
31,waran,0.647,wad,0.494,därföre,0.457,effecter,0.423,wexel,0.466,sparkasseräkning,0.502,depositionsräkuing,0.529,börspaltser,0.492
32,märke,0.646,utbetala,0.492,peng,0.457,sörwar,0.423,försnilla,0.465,hypoteker,0.502,penninglån,0.528,driftkapital,0.489
33,sädana,0.645,utlämna,0.491,utfästa,0.456,upwisande,0.422,belala,0.465,stulos,0.502,afskrifningseller,0.526,sparkasse,0.488
34,säd,0.644,bewäpnade,0.491,bruksägare,0.455,diskontering,0.422,metallista,0.465,kvittera,0.501,depositionsrakning,0.525,penningelån,0.488
35,gagnelig,0.644,vänja,0.49,sammanräkna,0.454,afräkning,0.421,matvara,0.462,konvertera,0.5,sitions,0.524,styfrar,0.488
36,elier,0.644,skylla,0.487,prestbetyg,0.454,wändas,0.421,hundratusen,0.461,papperspenningar,0.5,värdesak,0.524,penninggåfva,0.487
37,botemedel,0.644,utesluta,0.486,depe,0.454,valeur,0.421,förskrifning,0.461,sparpenning,0.499,respenningar,0.523,penningesumman,0.486
38,procent,0.644,redbar,0.486,hirad,0.453,återfordra,0.42,utgifternes,0.46,pengarne,0.499,sammanskrapa,0.523,upplänade,0.485
39,brista,0.644,haftva,0.486,qvitto,0.451,arbetstid,0.42,diskretion,0.459,sräkning,0.498,sparkasseräkning,0.523,hopskrapa,0.485
40,agra,0.642,landtmannen,0.485,inlaga,0.451,inlösning,0.42,inbringa,0.459,portemonaie,0.498,penningebeloppet,0.522,sparkassebok,0.485
