,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,upland,0.849,skäne,0.765,jent,0.627,norrige,0.557,finnland,0.502,norge,0.597,norge,0.585,östersjöprovins,0.557
1,skäne,0.826,upland,0.742,finnland,0.625,dannemark,0.545,storfurstendöme,0.486,storfurstendöme,0.566,ryssland,0.572,ryssland,0.556
2,nyköping,0.816,westmanland,0.735,skäne,0.622,finnland,0.536,lappmarken,0.482,sverige,0.552,sverige,0.569,storfurstendöme,0.554
3,student,0.812,upsala,0.732,westeräs,0.584,skäne,0.533,dannemark,0.481,danmark,0.544,danmark,0.56,russificering,0.534
4,södermanland,0.808,westeräs,0.731,landsort,0.571,äbo,0.517,sverge,0.481,sverge,0.527,fogelholm,0.56,lifland,0.53
5,skicklig,0.792,finnland,0.721,hemkommen,0.551,wermeland,0.5,utsädesråg,0.474,finsk,0.516,storfurstendöme,0.551,polen,0.529
6,tilsörene,0.783,södermanland,0.711,tvista,0.549,wistats,0.498,äland,0.472,tyskland,0.515,polen,0.549,ministerstatssekreterare,0.511
7,dngling,0.781,köpenhamn,0.692,wälfrägdad,0.545,carlscrona,0.497,liffland,0.47,norrige,0.514,uleåborg,0.547,östersjöländerna,0.505
8,fogde,0.78,nerike,0.691,wistats,0.544,danmark,0.493,norrige,0.462,ryssland,0.509,helsingfors,0.545,estland,0.499
9,gefle,0.78,bergslagen,0.689,örebro,0.542,bergverk,0.493,norge,0.459,norrland,0.508,tyskland,0.535,frihetsstrid,0.498
10,inspector,0.777,westergöthland,0.677,nerike,0.541,öfverresa,0.489,asien,0.457,östersjöländerna,0.506,finsk,0.532,likställande,0.496
11,dahl,0.775,örebro,0.676,hitkommen,0.537,swerige,0.485,östersjöprovins,0.456,norige,0.506,norige,0.531,framtidsland,0.496
12,landsort,0.774,jönköping,0.673,bergslagen,0.536,landvägen,0.483,krigstheatern,0.446,swerige,0.502,tammerfors,0.526,förryska,0.496
13,sjöfarande,0.772,student,0.673,westergöthland,0.534,östersjön,0.482,levanten,0.442,noriges,0.5,estland,0.526,kyssland,0.494
14,upsala,0.769,hemkommen,0.671,städerne,0.534,1795,0.482,naturalisera,0.442,utsädesråg,0.5,ministerstatssekreterare,0.524,bobrikoff,0.493
15,sökande,0.769,hitkommen,0.666,roland,0.534,aland,0.481,sverige,0.441,harro,0.498,norgo,0.521,tyskland,0.487
16,erie,0.768,boräs,0.661,hofmästare,0.528,bornholm,0.478,estland,0.44,sälttäget,0.497,sverigo,0.52,generalguvernör,0.487
17,ssickelig,0.762,studiosus,0.661,förebud,0.528,norrbotten,0.476,gränsort,0.439,viborg,0.496,föreningsbank,0.516,preussen,0.487
18,bokhållare,0.759,götheborg,0.66,östergöthland,0.527,eksjö,0.475,görelse,0.438,norgo,0.496,swerige,0.513,panslavist,0.486
19,marstrand,0.758,äbo,0.655,fogde,0.525,lappland,0.473,återrest,0.435,uleåborg,0.495,östersjöprovins,0.507,landgräns,0.485
20,christian,0.758,sjöfarande,0.649,ifrä,0.523,sierra,0.472,swerige,0.434,brödraland,0.492,grannland,0.506,nantesiska,0.484
21,norman,0.757,prästman,0.644,kryddkramhandel,0.522,tawastehus,0.472,noriges,0.434,estland,0.49,lifland,0.506,riksland,0.483
22,färgare,0.756,calmar,0.641,aland,0.522,destinera,0.469,danmark,0.433,östersjöprovins,0.489,karelen,0.505,furstedömet,0.482
23,carlscrona,0.756,bohus,0.638,afrika,0.522,engelholm,0.469,pommern,0.433,björneborg,0.486,östersjöländerna,0.504,brödraland,0.481
24,tienst,0.755,köping,0.634,prästman,0.521,tullfri,0.469,bje,0.432,petersburg,0.486,petersburg,0.502,grannland,0.48
25,köping,0.752,arboga,0.632,tjenar,0.521,nordsjön,0.469,smittbar,0.432,finnland,0.482,finnland,0.5,tullförfattning,0.478
26,hemma,0.75,rostagen,0.63,sjöfart,0.52,äland,0.466,pettersburg,0.431,borgå,0.481,rige,0.497,kaukasien,0.478
27,köpenhamn,0.749,philadelphia,0.629,landtbruk,0.52,breslau,0.465,swcrge,0.431,systerland,0.478,liffland,0.496,rhenprovinserna,0.476
28,linköping,0.749,grans,0.629,hemort,0.519,smäland,0.465,pamplona,0.43,sverigo,0.478,nikolaistad,0.496,eröfringslystna,0.475
29,alswarsam,0.748,turkiet,0.628,betient,0.518,bremen,0.465,america,0.428,hörge,0.478,fredriksborggade,0.496,tullförhållandena,0.475
30,härifrån,0.748,jent,0.626,ostindien,0.516,drammen,0.464,benares,0.428,fredriksborggade,0.477,norrige,0.495,liffland,0.474
31,kusk,0.747,frsn,0.625,astnndar,0.511,trapezunt,0.463,retor,0.426,danmaik,0.477,norrland,0.494,livland,0.473
32,trägårdsmästare,0.747,nyköping,0.624,syfla,0.51,haparanda,0.463,sjöstyrka,0.426,bränvinssprit,0.477,noriges,0.492,broderland,0.473
33,götheborg,0.746,tilsörene,0.623,landtman,0.51,lidköping,0.462,guadeloupe,0.425,uleäborgs,0.476,danmaik,0.49,karelen,0.471
34,michael,0.746,roslagen,0.621,smäland,0.51,calmar,0.461,sierra,0.425,ingermanland,0.475,sjöfartsförbindelse,0.49,kulturkamp,0.471
35,bessedelig,0.744,wermeland,0.621,angling,0.51,wolgast,0.461,rolli,0.424,askur,0.474,björneborg,0.489,lothringens,0.469
36,tjänt,0.743,petersburg,0.621,öfwad,0.509,postgäng,0.461,archangel,0.424,polen,0.474,norg,0.487,kysslands,0.469
37,hushållerska,0.743,ifrsn,0.62,betjänt,0.509,destineradt,0.46,haparanda,0.423,pommern,0.472,kristinestad,0.486,balkanfrågan,0.467
38,falck,0.742,gefle,0.619,1780,0.509,karlskrona,0.46,asiatista,0.423,danniark,0.47,sverge,0.486,systerland,0.466
39,studerande,0.74,landsort,0.618,utomlands,0.508,björneborg,0.46,norige,0.422,raumo,0.469,eyssland,0.485,sågfilare,0.466
40,pngling,0.739,lidköping,0.615,kramhandel,0.506,hemort,0.46,grisslehamn,0.422,kuopio,0.468,svorige,0.484,tullgräns,0.465
41,beskedelig,0.738,nvligen,0.614,viktualiehandel,0.504,försända,0.46,anslutande,0.422,baltischport,0.467,kaukasien,0.48,folkelement,0.465
42,jägare,0.737,norrige,0.614,trägårdsmästare,0.501,pommern,0.459,fredrikshamn,0.421,nordensvan,0.465,döbeln,0.479,sydslav,0.464
43,arnar,0.737,tvista,0.614,elba,0.501,fiskläge,0.458,sleswig,0.421,haugesund,0.464,hörge,0.479,återverkning,0.463
44,betjent,0.736,hitkomma,0.612,tjänstsökande,0.499,skärgärd,0.458,tryggande,0.42,liffland,0.464,sälttäget,0.478,varubyte,0.461
45,kock,0.734,aken,0.611,pommern,0.499,krigstheatern,0.457,östersjö,0.42,narwa,0.463,frenkel,0.478,hegemoni,0.461
46,herrstap,0.733,brefwen,0.61,petersburg,0.499,landvågen,0.456,turki,0.419,assuranspremierna,0.463,livland,0.477,turkmen,0.461
47,lundgren,0.731,isrzn,0.609,götheborg,0.499,sjöväg,0.456,spanfla,0.419,dorpat,0.463,ehrnrooth,0.475,sälttäget,0.46
48,mjölnare,0.731,paul,0.607,strandsätta,0.498,mecklenburg,0.456,tilständet,0.419,societetsspektakler,0.46,raumo,0.472,novembertraktaten,0.46
49,jönköping,0.729,skaraborg,0.607,tjänt,0.497,rostagen,0.455,hongkong,0.418,nordvestkust,0.46,linland,0.472,statsenhet,0.46
50,herrffap,0.724,iirän,0.607,basel,0.497,bergslagen,0.455,iverkligen,0.418,england,0.459,tullunion,0.472,svorige,0.459
51,finsta,0.723,utrikes,0.606,semlin,0.497,aflägsnare,0.454,lauenburgs,0.418,westerbotten,0.458,christinestad,0.472,fogelholm,0.459
