,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,författning,0.75,gem,0.565,patriotisk,0.474,befrämjande,0.493,allminna,0.579,männa,0.646,männa,0.679,männa,0.61
1,bifall,0.727,oreda,0.561,almänna,0.472,mänt,0.487,allmånna,0.534,allmanna,0.614,allniänna,0.618,allmäuna,0.591
2,rörelse,0.726,uplysta,0.549,allmanna,0.472,allminna,0.479,allmanna,0.521,allmäuna,0.566,allmäuna,0.613,allmäu,0.56
3,förmon,0.706,samfund,0.545,almänt,0.47,allman,0.478,medlemmarnes,0.511,allminna,0.547,allmanna,0.569,allmån,0.527
4,inbyggare,0.705,almänna,0.543,infördt,0.465,allmanna,0.477,allniänna,0.508,allniänna,0.535,allinän,0.561,allinän,0.51
5,gem,0.703,samhälle,0.542,uplysta,0.463,båtnad,0.459,omisskänneligen,0.507,allinän,0.532,allman,0.537,allmännna,0.502
6,förbud,0.7,bibehällande,0.541,utbredande,0.462,ällmänt,0.453,väghållning,0.503,allinänna,0.529,allinänna,0.526,allman,0.499
7,försök,0.694,torftig,0.538,directionens,0.462,sannskyldig,0.448,verldsmarknaden,0.498,allman,0.527,allmäu,0.517,allmånna,0.497
8,förbättring,0.689,gemensam,0.538,ken,0.461,lärosats,0.444,supplera,0.492,allm,0.517,allmänn,0.516,aumänna,0.495
9,bolag,0.688,förwaltning,0.536,wälgörande,0.458,industriförening,0.444,omstämma,0.489,allmänn,0.517,mänt,0.515,allma,0.478
10,bidra,0.684,förknippa,0.53,allman,0.456,almänt,0.443,samhällelig,0.486,allmånt,0.512,allmä,0.51,allmänn,0.477
11,fastställa,0.683,idkare,0.523,baltimore,0.452,rättadt,0.441,allman,0.478,aumänna,0.495,allni,0.507,allniänna,0.477
12,inkomst,0.683,borgerskap,0.521,gem,0.451,utvidgande,0.441,männa,0.478,allmånna,0.491,allm,0.488,allminna,0.472
13,förekomma,0.681,rolighet,0.52,patriot,0.449,männa,0.44,allinän,0.478,mänt,0.484,aumänna,0.487,allmånt,0.472
14,titel,0.68,idoghet,0.52,allmenna,0.449,sallstapet,0.439,bib,0.472,allmån,0.473,allmännna,0.484,vattenbygnader,0.468
15,bekostnad,0.679,patriot,0.52,sedlighet,0.448,stämpelafgift,0.439,allsidig,0.47,sjukvårds,0.472,allniänt,0.475,jernvägsposter,0.466
16,aktning,0.678,inbyggare,0.517,enstilt,0.447,samqväm,0.439,internationell,0.467,allmä,0.47,reallinie,0.47,arbetsnedläggelse,0.465
17,gagnelig,0.677,styrelse,0.517,verksam,0.445,almant,0.439,industriel,0.466,vattenbygnader,0.465,militäröfningarna,0.467,allinänna,0.464
18,utsprida,0.677,nädigst,0.516,särskildt,0.445,sällssapet,0.438,representationsform,0.466,allmänua,0.464,allmänua,0.465,läroverk,0.461
19,utgöra,0.676,författning,0.515,grundlägga,0.442,almänna,0.438,homogen,0.464,läraremötet,0.464,allmån,0.463,nykterhetslagstiftning,0.458
20,ansedt,0.673,nödwändige,0.514,välgörande,0.441,handelsfrihet,0.438,refererande,0.464,kapplöpningssällskap,0.463,allminna,0.462,derva,0.456
21,regera,0.672,ocd,0.513,syftning,0.439,brukbarhet,0.437,kringgripande,0.464,relsens,0.462,allniän,0.461,allmiint,0.455
22,gagn,0.672,werkeliga,0.511,magnetism,0.439,sällstapets,0.437,fosterländsta,0.463,allmäut,0.46,lärjungeområde,0.458,bageriidkareförening,0.451
23,rikedom,0.672,patriotisk,0.511,gerom,0.438,swearne,0.435,bankväsen,0.463,allniänt,0.46,militärläkarekurs,0.457,afsoendo,0.45
24,hittils,0.671,mande,0.511,almant,0.437,biträdande,0.434,almänna,0.461,lorenzberg,0.457,iiinewänare,0.457,samundervisning,0.45
25,stadeliga,0.671,sweriges,0.51,allm,0.436,odeladt,0.433,ålminstone,0.461,läneis,0.456,lifsmedelstnllar,0.455,syneförrättaren,0.449
26,anstalt,0.669,sälstapet,0.51,wigliga,0.436,dass,0.433,siett,0.46,understödskassa,0.454,almänna,0.454,allmänua,0.449
27,nytta,0.668,medborgerlig,0.51,offenteliga,0.435,utland,0.432,katholicismens,0.46,vägoch,0.454,förfiag,0.45,köpmanskår,0.448
28,rörer,0.665,framtida,0.509,inwärtes,0.435,industriell,0.43,bedömmer,0.46,ällmänt,0.454,allma,0.449,allniän,0.448
29,besynnerlig,0.665,sammansättning,0.508,larda,0.435,civilstat,0.43,ståndsrepresentation,0.46,bib,0.453,znnewänare,0.449,handelsverlden,0.448
30,ofelbar,0.665,ansta,0.507,werkelig,0.435,slägtets,0.429,prestvälde,0.46,skogsegares,0.452,reformationsfest,0.445,znnewänare,0.448
31,befordran,0.664,wälfärd,0.506,anwändande,0.434,göthiska,0.427,oafvislig,0.458,znnewänare,0.449,wänna,0.444,jordförhållande,0.447
32,nation,0.663,utförande,0.506,helgd,0.434,nykterhetsförening,0.427,uplysta,0.458,ordnings,0.449,ämneslärare,0.443,lifsmedelstnllar,0.447
33,swerige,0.663,ämbets,0.505,meddelande,0.433,socknestämma,0.427,uprätta,0.458,hypotheksförenings,0.449,allin,0.443,skarpskytteväsendet,0.446
34,sällan,0.662,jnnewänare,0.504,utgifwande,0.432,bibelsällskap,0.426,jordbruksnäring,0.457,bränvinsutskänkningen,0.447,rädstufwa,0.443,ordensväsende,0.446
35,hwarigenom,0.662,enighet,0.504,menstliga,0.432,skjutbana,0.426,sammanflyta,0.457,sjukvårdsanstalter,0.447,allmånt,0.44,handelskår,0.445
36,undersåtare,0.661,utöfning,0.502,offenteligen,0.431,folkskola,0.425,lörande,0.457,rådstufva,0.447,lärareförenings,0.44,mänt,0.445
37,winna,0.661,vag,0.502,almän,0.43,uplysta,0.425,förgrening,0.457,fredagö,0.446,handelsresandeförening,0.44,mejeriundervisning,0.444
38,stridig,0.659,undre,0.502,tillbörlig,0.429,ekonomista,0.425,grundlagsändring,0.456,kungö,0.445,lönetursberäkning,0.438,delado,0.444
39,wäre,0.659,uphör,0.502,ämbets,0.429,sirande,0.424,mänt,0.456,allma,0.444,inträdesfordringarne,0.438,hjulförbundets,0.442
40,undergång,0.658,sti,0.502,samlare,0.428,utarbetadt,0.424,arbetsfördelning,0.456,bolagsstamma,0.444,johannisfors,0.437,sjukkasseväsendet,0.441
41,wägnar,0.657,menighet,0.502,lämplig,0.428,oförvillad,0.423,rädflag,0.456,högehor,0.443,rösträttsmötets,0.437,röstegando,0.441
42,särdeles,0.657,allmanna,0.5,bibehållande,0.427,vttre,0.423,maktägande,0.456,bildningsförening,0.443,finfltalande,0.437,öfversigtligt,0.441
43,allena,0.657,skr,0.499,stämpling,0.427,vördig,0.422,daghestan,0.455,slädernes,0.442,ällmänt,0.436,ämneslärare,0.44
44,frihet,0.657,redighet,0.499,menighet,0.427,allmen,0.42,lolket,0.455,handtverksidkares,0.442,allmånna,0.436,allmanna,0.44
45,belägenhet,0.656,täflan,0.499,sällffapet,0.427,bibehållande,0.42,hufvudlös,0.455,brandstodsbolag,0.441,allmiint,0.435,mjölkkontroll,0.439
46,sednare,0.656,gass,0.498,täflande,0.427,obelåtenhet,0.42,statens,0.454,konstflitslotteri,0.441,hjulförbundets,0.435,galtalid,0.439
47,utöfning,0.655,ätgärd,0.497,kalender,0.427,delegarne,0.42,samhällighet,0.454,helsovård,0.44,städerncs,0.434,påtryckningsmedel,0.439
48,bestä,0.655,förmon,0.497,ridderstapet,0.426,förmaner,0.42,evident,0.454,brandsörsäkringswerket,0.438,latinlärovärket,0.434,tomtaffär,0.439
49,swea,0.655,tilgängar,0.496,styrelse,0.425,sna,0.419,uplysningen,0.454,narie,0.438,derva,0.434,ådet,0.439
50,bota,0.654,utbredande,0.496,politista,0.424,iagttaga,0.419,saiut,0.454,kommnnalstyrelse,0.438,bildningsförening,0.434,läsecirkel,0.439
51,sed,0.654,medfödd,0.496,menstligheten,0.424,direetionen,0.419,bankbolag,0.453,penningrörelse,0.437,nykterhetslagstiftning,0.433,kommunalstäm,0.438
52,befordra,0.653,särdeles,0.495,förkofran,0.424,allmenna,0.419,allmån,0.453,fattighusån,0.435,propedeutisk,0.433,lärjungeområde,0.438
53,lycksalighet,0.653,enskild,0.495,förwäg,0.424,oförställd,0.419,återfall,0.453,respitmånad,0.435,publicistmötet,0.433,värkets,0.437
54,tilständ,0.653,nädiga,0.495,lättnad,0.423,splittring,0.418,kunskapsrik,0.453,rådstuga,0.435,lifförsäkringsförening,0.432,traftäflingen,0.437
55,utmärka,0.652,borgerlig,0.495,waraktig,0.423,succession,0.418,förutfattad,0.452,borgareskola,0.434,traftäflingen,0.431,allm,0.437
56,hälsosam,0.652,utlemna,0.494,känflan,0.422,genomgripande,0.418,folkrepresentation,0.452,kommunalförvaltning,0.434,skollärareförenings,0.431,utändska,0.437
57,borgerlig,0.651,ösiver,0.494,anläggning,0.422,hervar,0.418,statssystem,0.451,rädstnga,0.434,kassationsorsak,0.43,arendska,0.437
