,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,ändock,0.86,annorledes,0.814,annorledes,0.684,rager,0.602,foijer,0.48,annorlnnda,0.53,annorlnnda,0.576,annorlnnda,0.568
1,wärre,0.853,förutse,0.753,grundad,0.64,annorledes,0.547,månde,0.479,förordnadt,0.498,förnuftigtvis,0.494,ogynsammare,0.502
2,yppa,0.846,undgå,0.74,utelöpande,0.635,underkänna,0.532,vore,0.479,förnuftigtvis,0.48,norlunda,0.492,motsagdt,0.479
3,annar,0.845,heldre,0.73,obillig,0.625,nägonfin,0.516,åsämjas,0.474,beleende,0.467,ogynsammare,0.49,aftalats,0.478
4,härwid,0.845,twifla,0.726,ursäkta,0.624,qwarhälla,0.512,inkonseqvent,0.474,förbållandet,0.458,huru,0.484,iluru,0.476
5,okunnig,0.841,recensent,0.724,winnås,0.622,bejaka,0.512,handladt,0.473,sörordnadt,0.451,inkonsekvent,0.475,norlunda,0.476
6,stada,0.841,nägonsin,0.718,hwcm,0.62,vcksä,0.511,förunnadt,0.472,utagerad,0.444,annoteradt,0.474,söndradt,0.471
7,tvet,0.835,bestämdt,0.717,fulleligen,0.62,bwarken,0.507,definiera,0.472,iluru,0.443,iluru,0.471,förnuftigtvis,0.468
8,orimlig,0.834,undgä,0.716,almänheten,0.619,utlaka,0.504,nalur,0.468,öfverenskommet,0.44,motsagdt,0.467,sämjas,0.465
9,werka,0.831,pästäs,0.715,recensent,0.616,sjelfiva,0.502,harfning,0.467,ätgöra,0.436,förutsedt,0.466,annoteradt,0.463
10,kränka,0.83,wistt,0.713,täl,0.614,influera,0.502,liqviderad,0.466,efterlefvas,0.435,vandla,0.463,någoo,0.463
11,fastän,0.83,förebära,0.711,lyckelig,0.613,medgifwas,0.502,pätagligt,0.464,hurudan,0.435,annorledes,0.462,positift,0.461
12,befara,0.83,niä,0.71,skadlig,0.608,otillåten,0.501,upplifwa,0.464,huru,0.434,preskribera,0.457,afslöjadt,0.46
13,taxa,0.83,möjeligen,0.709,hjelper,0.606,förswaras,0.5,förtyda,0.464,uuderläta,0.433,perplex,0.457,annanstans,0.46
14,mängen,0.828,dyrhet,0.708,flikt,0.605,tillgängarne,0.5,bevändt,0.463,hmilkcn,0.432,ojn,0.457,opåaktade,0.459
15,allena,0.826,swärare,0.707,undgä,0.602,frånträda,0.499,jcke,0.463,negligera,0.432,förverkligadt,0.456,slutanmärkning,0.458
16,underkasta,0.824,fåken,0.705,nägonfin,0.602,dyrköpt,0.499,hvems,0.461,odiös,0.431,rättfärdigadt,0.455,osympatisk,0.458
17,ffäl,0.824,winnås,0.704,tillgängarne,0.6,omskapa,0.499,oeksä,0.46,förwexlas,0.43,långlifvad,0.455,sanut,0.458
18,inen,0.823,därar,0.704,almän,0.597,gjutning,0.499,rättwisare,0.46,annorledes,0.429,uppbördskontrollanten,0.455,samhällsreform,0.457
19,kanske,0.823,ursäkta,0.703,antageligt,0.596,penni,0.499,kontagiös,0.459,försoningslära,0.429,hur,0.453,obesvaradt,0.457
20,fäledes,0.822,ilian,0.703,sannt,0.596,ocks8,0.498,strill,0.458,kasseradt,0.429,afbjälpas,0.453,långlifvad,0.457
21,ursäkta,0.822,rättegäng,0.702,oförnuftig,0.595,lönerne,0.498,onödighet,0.458,iclce,0.428,takn,0.453,hmilkcn,0.457
22,menn,0.821,almänheten,0.701,fördunkla,0.595,antageligt,0.498,högsinnadt,0.458,åsämjas,0.428,stegvis,0.452,själfvisk,0.455
23,boch,0.82,tydelig,0.701,alisa,0.594,murning,0.497,svål,0.457,tvångsackord,0.427,kungsord,0.452,annuleras,0.455
24,gälla,0.82,grundad,0.701,twifwelsmäl,0.593,upphäfvas,0.497,fiåga,0.456,utebliswa,0.426,positift,0.451,inkonsekvent,0.454
25,undersöka,0.82,utwägar,0.7,orimlig,0.593,dast,0.497,undvara,0.456,frågau,0.426,hmilkcn,0.451,fredsutsigterna,0.454
26,wärdigt,0.818,hjelper,0.699,bordt,0.593,prioritera,0.494,szdane,0.455,dgt,0.425,vidgöra,0.451,förverkligadt,0.454
27,sinna,0.817,angä,0.699,hwav,0.593,beskaffadt,0.494,bedömdt,0.455,partifråga,0.425,opåaktade,0.451,aftaladt,0.453
28,ogrundad,0.815,förfall,0.699,hvarken,0.593,statslän,0.493,virrvarr,0.454,nalur,0.425,nykterhetspartiet,0.45,bordssällskap,0.453
29,tillåta,0.815,bätre,0.698,bewifa,0.592,tryckfrihetsbrott,0.493,wudstaden,0.453,kungsord,0.425,annanstans,0.45,skullé,0.453
30,umgänge,0.814,ingenting,0.698,undgå,0.591,medgifwa,0.493,ändradt,0.453,förfeladt,0.425,fredsutsigterna,0.448,takn,0.452
31,därpå,0.814,wärre,0.697,ssäl,0.591,förfördela,0.492,dsnna,0.453,beskattningsfråga,0.424,samhällsreform,0.448,ojn,0.452
32,uttrycka,0.814,annar,0.697,urin,0.59,urbota,0.491,himmelsskriande,0.453,lottlös,0.424,diirför,0.447,möjigt,0.452
33,förkasta,0.813,återstå,0.697,förringa,0.59,resekostnad,0.491,kungsord,0.452,iörr,0.424,saked,0.446,eburn,0.451
34,fela,0.813,frimodighet,0.695,frägas,0.59,omoralisk,0.49,öfverlåten,0.452,gifmildheten,0.423,söndradt,0.446,olönt,0.451
35,mången,0.812,ofreda,0.695,kanka,0.589,ckn,0.49,ivänta,0.451,nationalangelägenhet,0.423,samvetspligt,0.446,djärfvare,0.45
36,iner,0.812,almän,0.692,tilkomma,0.589,hwav,0.49,tillfredställande,0.451,förlätet,0.422,rentut,0.446,nykterhetspartiet,0.449
37,tankan,0.812,gifna,0.692,bätre,0.588,hnrn,0.49,landsthinget,0.451,bortresonera,0.422,eburn,0.445,rösträttsagitationen,0.449
38,leswa,0.812,ffäl,0.691,nöjde,0.587,evident,0.49,månggifte,0.451,mihtrösta,0.421,aktligen,0.444,storbulgarien,0.449
39,härröra,0.812,männistjan,0.691,förfördela,0.587,öfrigc,0.488,damål,0.45,tillräknelig,0.421,sämjas,0.444,utträtta,0.449
40,hwi,0.812,missbruk,0.69,ledsam,0.587,ständen,0.488,anscs,0.45,vederbö,0.42,jämnmod,0.444,dubiös,0.449
41,mening,0.812,swärighet,0.689,förestrift,0.587,tilkomma,0.487,recidiv,0.45,bestämmel,0.419,riksrättsdom,0.444,småländingarne,0.449
42,hanö,0.811,wederbörlig,0.689,begätt,0.586,bewisas,0.487,stalen,0.45,gudnäs,0.419,slutanmärkning,0.443,träfiat,0.448
43,männe,0.811,tara,0.689,styldighet,0.586,rimligen,0.487,fortvara,0.45,nonchalant,0.419,antiqverad,0.442,vandla,0.448
44,upsät,0.81,föranleda,0.688,följakteligen,0.586,kommi,0.487,folkgunst,0.45,afhulpet,0.419,beaktadt,0.442,symptomatisk,0.448
45,dertil,0.81,twifwelsmäl,0.688,stadliga,0.585,ffada,0.487,vågad,0.449,detäljer,0.419,obesvaradt,0.442,premiesystem,0.448
46,deremot,0.81,niell,0.686,wiikor,0.585,föreflagne,0.486,halfhet,0.449,decidera,0.418,fattigvårdsärende,0.442,värkstäldt,0.448
47,hällit,0.808,aflöpa,0.685,töras,0.585,bakadt,0.486,ignorera,0.449,intilldest,0.418,sparadt,0.441,preskribera,0.448
48,trygg,0.808,oförnuftig,0.685,wärre,0.584,täl,0.486,bränwinspannor,0.449,sädaiit,0.418,ovisshetstillstånd,0.44,lastgammal,0.447
49,töras,0.807,utröna,0.684,tillräckligen,0.584,handhafwande,0.486,s8dan,0.448,tjeustgöra,0.418,djärfvare,0.44,näp,0.447
50,katt,0.806,hwilker,0.684,möjeligit,0.584,innehafwer,0.485,ekås,0.448,siti,0.417,äudå,0.44,bloxam,0.447
51,dtt,0.806,ansedt,0.683,inwända,0.583,tullförsnillning,0.485,omgöra,0.448,rikswigtiga,0.417,sanut,0.44,förutsedt,0.447
52,bestä,0.806,täl,0.683,männistjan,0.583,hivarföre,0.484,kurmetod,0.447,framtidsfråga,0.416,dröjas,0.44,förräu,0.446
53,egenteligen,0.805,undwikas,0.682,ickc,0.582,departementschef,0.483,allramest,0.447,inteckningshafware,0.416,knysta,0.439,misstyda,0.446
54,fortfara,0.805,ike,0.682,tilstä,0.582,förwilla,0.483,passivitet,0.447,domför,0.416,näp,0.438,skådadt,0.446
55,heller,0.804,underlåta,0.682,möjeligen,0.582,knnnat,0.483,bränvinsbränningens,0.447,partigruppering,0.415,värneplikten,0.438,silfversåpa,0.446
56,undgä,0.804,skörd,0.681,männe,0.582,förnär,0.483,m8n,0.447,tillåtlig,0.415,afhulpet,0.438,landsthingets,0.446
57,krypa,0.803,utfalla,0.68,utesluta,0.582,fingera,0.482,jemmerlig,0.447,förvandlingsstraff,0.415,ovetenskaplig,0.437,hurudan,0.446
58,nägor,0.803,motsats,0.68,wärdt,0.582,uttyda,0.482,samhällsmakt,0.446,smaksak,0.414,olönt,0.437,sammanfördt,0.446
59,osanning,0.802,answara,0.68,tillsiänd,0.581,nagon,0.482,katechesen,0.446,hmadan,0.414,oförblommeradt,0.437,tillstängdt,0.445
60,handtera,0.802,medförer,0.68,acceptera,0.581,infam,0.482,devuerade,0.446,krigsförhållande,0.414,rigorös,0.437,rentut,0.445
61,poet,0.801,fulleligen,0.68,aflöpa,0.581,oklok,0.481,straffpredikan,0.446,centralbank,0.414,hurudan,0.436,afbjälpas,0.445
62,sielfwa,0.801,obillig,0.68,förgäs,0.58,fjelfwe,0.481,genomdrifvas,0.445,taub,0.414,möjigt,0.436,surmulenhet,0.445
63,igenkänna,0.801,boch,0.68,oriktig,0.58,kabinetterna,0.481,lönte,0.445,sivärligen,0.414,partifråga,0.436,augur,0.444
64,nogsamt,0.801,huruwida,0.679,ilian,0.58,wcdcrbörande,0.481,embetsmann,0.445,sörswarswäsendet,0.414,rusdrycksförsäljning,0.436,vidgöra,0.444
65,gilla,0.8,iniz,0.679,knnde,0.579,ägtenstap,0.48,nationalförmögenhet,0.445,inkonstitutionelt,0.413,partisak,0.436,stegvis,0.444
66,auctor,0.8,lappri,0.678,vtz,0.579,pensionera,0.479,undervisningssätt,0.445,afbjelpt,0.413,påförhand,0.436,äudå,0.444
67,oförnuftig,0.8,ändock,0.678,boch,0.579,utstylder,0.479,betwiflas,0.444,isrägasättas,0.413,begynnelseord,0.436,fredsstiftare,0.444
68,dömma,0.8,försummelse,0.677,derutaf,0.579,bewiljas,0.479,krigslycka,0.444,anscs,0.413,hendre,0.436,gynsammare,0.444
69,frägar,0.799,tilstä,0.676,niä,0.578,resurs,0.479,relevera,0.444,fångadt,0.413,annuleras,0.435,besegling,0.444
70,försträcka,0.798,nödwändige,0.676,decidera,0.578,hwcm,0.479,hvarochen,0.444,underdomare,0.412,omyndighetsförklaring,0.435,skiljomän,0.444
71,obillig,0.798,citera,0.675,hmar,0.577,talek,0.478,landsförvisa,0.444,ogs,0.412,surmulenhet,0.435,grundfast,0.444
72,bätre,0.798,töras,0.675,derför,0.577,nominel,0.478,rätl,0.443,sparadt,0.412,mantalskrifven,0.435,omyndighetsförklaring,0.443
73,kändt,0.798,ursäkt,0.674,liknöjdhet,0.577,skyddstull,0.478,waktare,0.443,landsthingets,0.412,någoo,0.435,stormaktspolitik,0.443
74,onyttig,0.798,utmätning,0.674,twertom,0.577,oundwikligt,0.478,bisak,0.443,handhaswas,0.412,förräu,0.434,hållningslös,0.443
75,willa,0.797,ide,0.674,förbrytare,0.576,kronotionde,0.478,ingalnnda,0.443,genomdrifvas,0.411,uuderläta,0.434,allraförst,0.443
76,rätteligen,0.797,omröra,0.674,jog,0.575,intrång,0.478,fulländadt,0.443,undivikas,0.411,buskablyg,0.434,bevändt,0.443
77,sammanhang,0.797,mannistjor,0.674,upplösning,0.575,härdare,0.477,oting,0.443,bortse,0.411,bvilkeu,0.434,niemitz,0.443
78,också,0.796,hartil,0.674,anfördt,0.575,enstilte,0.477,njugg,0.442,dröjes,0.411,oupphunnet,0.433,nånå,0.443
79,duga,0.796,varda,0.673,underlåta,0.575,lusi,0.477,cnskilta,0.442,lieller,0.411,oomtvistadt,0.433,tvif,0.443
80,swaga,0.796,förlänga,0.673,mindsta,0.574,canalens,0.477,generalsperson,0.442,sredswilkoren,0.41,klandradt,0.433,diirför,0.442
81,neka,0.795,synlig,0.673,motsats,0.574,lycksökeri,0.477,visn,0.442,gifwel,0.41,lastgammal,0.433,mantalskrifven,0.442
82,gerning,0.795,oroa,0.673,nödwandigt,0.574,upphäfwas,0.477,waga,0.442,gnagare,0.41,grundfast,0.433,helsodryck,0.442
83,åtminstone,0.795,lätteligen,0.673,tadla,0.573,fraga,0.476,klandervärdt,0.442,överensstämma,0.41,nånå,0.433,modersglädje,0.442
84,ens,0.795,swärt,0.672,ange,0.573,bcswär,0.476,efven,0.442,öfwerwägandc,0.41,inwändas,0.432,lifligarc,0.442
85,dölja,0.795,lyckelig,0.672,ikal,0.573,origtig,0.476,alltförväl,0.442,protokollsföringen,0.41,fredstillstånd,0.432,förvildas,0.442
86,förbjuda,0.795,ogilla,0.672,jämn,0.573,sagås,0.476,ordstrid,0.441,stiftstyrelse,0.41,premiesystem,0.432,decorum,0.441
87,zag,0.794,lastbar,0.672,wada,0.572,utminutering,0.475,skogsplantering,0.441,stutsats,0.409,misstyda,0.432,mensur,0.441
88,gagnelig,0.794,härunder,0.672,stadfästelse,0.572,tjänstefolk,0.475,utlätelser,0.441,inkonstitutionell,0.409,axiomatisk,0.432,sangviniker,0.441
89,rörer,0.794,principal,0.672,bakadt,0.571,skandal,0.475,rimligtvis,0.441,inkonseqvent,0.409,rösträttsagitationen,0.431,inbillningsfoster,0.441
90,därutinnan,0.794,tåla,0.671,ändå,0.571,vansinnighet,0.475,jägas,0.441,samhållet,0.409,människohjärta,0.431,lyokas,0.441
91,fåken,0.793,minska,0.671,orig,0.571,obestånd,0.475,knnua,0.441,autaga,0.408,dubiös,0.431,svårförstådd,0.44
92,klandra,0.793,foglighet,0.671,därutinnan,0.571,decidera,0.474,utgallra,0.44,niå,0.407,rigtigare,0.431,lärmästare,0.44
93,wela,0.793,underläta,0.671,nick,0.571,verkeligen,0.474,beklaganswärd,0.44,lagbyrän,0.407,ilur,0.431,eftersträfvad,0.44
94,amne,0.793,stadfästelse,0.671,foll,0.57,följakteligen,0.474,rättig,0.44,folkgunst,0.407,storbulgarien,0.43,arbetaresaken,0.44
95,fatta,0.793,dröja,0.671,valuta,0.57,sräga,0.474,iror,0.44,rimligtwis,0.407,uppsägande,0.43,uppmärksammadt,0.44
96,wänga,0.793,hwarförutan,0.671,tillätes,0.57,andamälet,0.474,behöfdc,0.44,inteckningshasware,0.407,latitudsystem,0.43,dagsr,0.44
97,förmå,0.792,werkcligen,0.67,stuteligen,0.57,bankier,0.474,siffertal,0.44,omförmålda,0.407,bevändt,0.43,sveuskarne,0.44
98,fägna,0.792,antwerpen,0.67,insticka,0.569,böckerne,0.473,warsamhet,0.44,opi,0.407,afhjälpt,0.43,partisak,0.44
99,doch,0.792,fördunkla,0.67,tydeligen,0.569,honnör,0.473,jugen,0.44,npphöra,0.407,värdelöshet,0.43,beaktadt,0.44
