,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,gem,0.851,förordning,0.701,förestrifwa,0.616,manufakturerne,0.579,strafflag,0.584,förordning,0.634,lag,0.617,förordning,0.58
1,nytta,0.826,pröfning,0.692,stadgar,0.602,förestrifwa,0.557,förordning,0.573,lag,0.613,stadgande,0.602,kriminallag,0.572
2,aktning,0.826,olaglig,0.69,wederbörligen,0.594,lagrum,0.551,riksakt,0.57,utsökningsväsende,0.613,stadgauden,0.594,stängselförordning,0.57
3,afsigt,0.819,förwaltning,0.686,utstaka,0.582,efterlefnad,0.548,påbud,0.564,lagstadgande,0.609,reglementarisk,0.592,reglementarisk,0.567
4,förmögenhet,0.813,stadgar,0.685,försattningarne,0.58,försattningarne,0.546,tulltara,0.551,kriminallag,0.603,lotsförordning,0.588,aktiebolagslag,0.558
5,förekomma,0.809,allmanna,0.684,likmätig,0.569,likmätigt,0.544,lagbud,0.547,dissenterlag,0.603,expropriationslag,0.586,dissenterlag,0.554
6,inbyggare,0.809,uträkning,0.683,efterlefnad,0.565,1734,0.532,lag,0.546,reglementarisk,0.601,patentlag,0.583,melserna,0.551
7,föröka,0.806,resolution,0.677,anora,0.564,tulltaxa,0.527,stadgande,0.544,stadgauden,0.601,förordning,0.583,lotsförordning,0.551
8,instämma,0.805,bolag,0.677,inål,0.564,likmätig,0.527,polisförfattning,0.541,krigsartiklarne,0.6,bestämmelse,0.582,utsökningsväsende,0.548
9,inkomst,0.805,förflag,0.676,gange,0.563,utstaka,0.526,kyrkolag,0.541,patentlag,0.599,stadgan,0.58,språkförordning,0.544
10,wälfärd,0.804,märkelig,0.671,loga,0.56,stadgande,0.523,lagstadgande,0.534,jagtstadga,0.595,melserna,0.579,stadgande,0.544
11,rörelse,0.801,widtagne,0.671,emottagande,0.555,uttryckelig,0.516,åtlydnad,0.534,brottmålslag,0.592,dissenterlag,0.578,stadgan,0.544
12,rikedom,0.8,bestånd,0.67,kungöres,0.554,högstberörde,0.514,straffbalk,0.526,tillämpande,0.587,stängselförordning,0.578,expropriationslag,0.542
13,dymedelst,0.799,tjänstefolk,0.663,bwilkct,0.553,föreskrifven,0.511,vitesförbud,0.523,stängselförordning,0.586,lagstiftning,0.578,näringsfrihetsförordning,0.542
14,förmon,0.799,gem,0.663,giftermäl,0.549,lagsamling,0.508,lagtolkning,0.522,stadgande,0.584,kriminallag,0.575,försättning,0.54
15,borgerlig,0.798,widtaga,0.662,thy,0.548,föreskrifna,0.506,lagförklaring,0.521,expropriationslag,0.582,näringsfrihetsförordning,0.569,pensionsreglering,0.538
16,frihet,0.798,nädigst,0.658,titz,0.548,sidant,0.506,lagförändring,0.521,tullförfattning,0.58,utsökningsväsende,0.568,kommunalförfattning,0.537
17,förbättring,0.798,beständ,0.657,ken,0.539,konkurslagcns,0.505,valordning,0.52,kommunalförfattning,0.572,grundlag,0.564,stadgauden,0.537
18,bolag,0.797,tjenande,0.655,kungvres,0.538,förestrifne,0.505,civillag,0.519,straffbalk,0.57,näringslag,0.564,bestämmelse,0.535
19,bidra,0.796,styrelse,0.655,tillkännagiswit,0.537,författningarnc,0.504,reglementarisk,0.517,grundlov,0.567,försattning,0.563,kommunallagarne,0.535
20,försumma,0.796,redighet,0.655,wederbörlig,0.533,äläggas,0.502,fastställande,0.514,polisförfattning,0.567,aktiebolagslag,0.561,landtdagsordning,0.534
21,botemedel,0.793,inrättning,0.654,tilltänkt,0.532,strafflag,0.501,stängselskyldighet,0.512,krigslag,0.566,kommunallagarne,0.56,förbundsförfattning,0.534
22,utmärka,0.793,reglemente,0.653,alltfä,0.531,föreskrifva,0.498,väghållning,0.511,fattigvårdsförordning,0.564,förbundsförfattning,0.56,presslag,0.533
23,anwända,0.793,regeringsform,0.653,stadgande,0.53,förestrifter,0.496,kommunallag,0.51,utsökningslag,0.564,tilläggsbestämmelse,0.559,skolstadga,0.532
24,stadeliga,0.793,inbyggare,0.652,päföljd,0.529,vederbörligen,0.496,lösöreköp,0.509,kommunallag,0.564,obrottsligen,0.558,tjenstgöringsreglemente,0.532
25,idog,0.79,almänna,0.652,aängen,0.528,promulgera,0.495,lagbestämmelse,0.509,försättning,0.564,utvisningsrätt,0.555,grundlag,0.531
26,gagn,0.787,jemwäl,0.651,warning,0.528,förthy,0.494,grundlag,0.507,befordringslagarne,0.563,försättning,0.554,fiskeristadga,0.531
27,undergång,0.787,ändamäl,0.651,inoni,0.527,uraktlåtenhet,0.494,kriminallag,0.506,fiskeristadga,0.563,språkförordning,0.554,straffbalk,0.531
28,ändring,0.787,wälfärd,0.645,kungores,0.524,utgifwande,0.491,skolordning,0.505,bevillningsstadga,0.563,brottmålslag,0.554,flottningsstadga,0.53
29,utsprida,0.786,taxering,0.643,klander,0.523,laglikmätig,0.491,tryckfrihetslag,0.505,skeppsmätning,0.561,lagstadgande,0.554,fattigvårdslagstiftning,0.529
30,olaglig,0.784,fastställa,0.642,kungjvrdt,0.521,förestrifna,0.49,arbetsordning,0.505,civillag,0.56,mellanriks,0.552,rättegångsordning,0.529
31,yppighet,0.784,idoghet,0.641,tillkännagifwet,0.521,sohl,0.49,stadganderne,0.504,grundlag,0.56,sparbankslag,0.549,sparbankslag,0.526
32,bota,0.784,inbördes,0.641,förestrift,0.52,lag,0.49,brandordning,0.502,helsovårdsstadgan,0.559,unionsakt,0.549,brottmålslag,0.526
33,gärning,0.783,gudstjänst,0.641,åliggande,0.519,lagbud,0.489,manufakturerne,0.502,försattning,0.559,grundlagsbestämmelse,0.547,folkskolestadga,0.525
34,wäre,0.783,förbudit,0.641,widrigt,0.519,bewisning,0.489,efterlefnad,0.502,deklaration,0.558,lagbeslut,0.547,obrottsligen,0.525
35,förändring,0.783,artikel,0.64,kungörcs,0.519,föreskrifvet,0.488,1734,0.501,kyrkolag,0.557,paristraktaten,0.547,försattning,0.525
36,bifall,0.782,ätgärd,0.639,knngjordt,0.518,underlåtenhet,0.488,krigsartiklar,0.501,fridlysningstid,0.556,grufvestadgan,0.545,stadgarno,0.525
37,okunnighet,0.782,idka,0.639,wällofl,0.516,förlängning,0.488,lagutkast,0.5,riddarhusordning,0.556,giftstadga,0.544,mellanriks,0.524
38,förmögen,0.781,directionen,0.637,knngöres,0.516,anmälande,0.488,uttryckelig,0.5,näringslag,0.555,presslag,0.544,firmalag,0.524
