,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,engeland,0.872,kejsarinna,0.702,rystland,0.649,kejsar,0.578,kejsar,0.609,kejsar,0.759,tsar,0.792,czar,0.711
1,jaq,0.866,sändebud,0.697,lucien,0.627,keisar,0.563,kejsarinna,0.589,napoleon,0.737,kejsar,0.779,tsar,0.71
2,oordning,0.861,neapel,0.677,kejsarinna,0.624,sultan,0.552,sultan,0.581,kejsarinna,0.704,czar,0.776,kejsar,0.697
3,bestyrka,0.861,kejserlig,0.667,senat,0.622,jnfanten,0.551,marocco,0.573,tronarfvinge,0.644,furste,0.721,käjsarens,0.665
4,sultan,0.852,marocco,0.664,gemål,0.616,oranien,0.551,toskana,0.564,enkekejsarinnan,0.633,kejsarinna,0.718,käjsaren,0.657
5,dref,0.847,toscana,0.661,westphalen,0.612,potemkin,0.55,napoleon,0.563,storfurste,0.63,käjsaren,0.709,kejsarinna,0.64
6,utropa,0.847,päfwen,0.655,prins,0.605,lucien,0.548,olmutz,0.56,bismarck,0.63,furst,0.696,furst,0.637
7,fordom,0.847,hofwet,0.652,potemkin,0.603,kejsarinna,0.543,metternich,0.553,kejsarprinsen,0.627,bismarck,0.696,rikskansler,0.633
8,därför,0.844,deputation,0.65,majit,0.602,infant,0.543,storhertig,0.553,czar,0.623,zarens,0.693,storfurste,0.629
9,pröfning,0.844,potemkin,0.648,höfwen,0.602,bonapartes,0.541,darmstadt,0.549,decazes,0.615,käjsarens,0.689,bismarck,0.626
10,nedlägga,0.844,tippo,0.648,bemedling,0.601,bonaparte,0.541,jnfanten,0.546,furste,0.614,storfurste,0.686,käjsar,0.625
11,rikta,0.844,wien,0.647,rysiland,0.601,bayern,0.541,kejserlig,0.545,tsar,0.61,rikskansler,0.683,enkekejsarinnan,0.622
12,undersöka,0.843,ungern,0.644,tilsit,0.6,storhertig,0.538,teheran,0.545,kronprins,0.61,käjsar,0.672,zarén,0.61
13,frälsa,0.842,moreau,0.642,böhmen,0.599,westphalen,0.537,marstalken,0.544,storherren,0.609,zarén,0.652,zarens,0.609
14,lynne,0.842,höfwen,0.64,päfwen,0.595,xviii,0.531,biarritz,0.543,konung,0.609,umberto,0.647,kajsar,0.607
15,fölgde,0.841,engeland,0.637,directorium,0.594,ministrame,0.53,generalissimus,0.538,gramont,0.608,kajsar,0.64,kejsarfamilj,0.606
16,wärl,0.84,grefwen,0.636,majrt,0.593,gemål,0.526,österrike,0.538,gastein,0.607,storfurst,0.64,furste,0.604
17,landtman,0.84,hertig,0.635,nungen,0.593,nikolaus,0.526,högqwarteret,0.537,gortschakoff,0.607,tronföljare,0.635,storfurst,0.6
18,bekräfta,0.839,gesandt,0.635,sachsen,0.593,curir,0.525,storherren,0.537,keisar,0.606,monark,0.632,umberto,0.599
19,höflighet,0.838,rebell,0.635,kejsar,0.593,storherren,0.522,infantinna,0.537,humbert,0.606,herskaren,0.631,vladimir,0.596
20,nalkas,0.838,belägring,0.626,konvention,0.591,kröning,0.521,oranien,0.537,rikskansler,0.606,kej,0.628,napolen,0.59
21,förordnande,0.838,mantua,0.624,vii,0.59,schah,0.518,algeriet,0.537,kejsarpar,0.605,kejsarpar,0.627,georgios,0.59
22,ewig,0.837,dey,0.622,konun,0.589,extraordinär,0.518,pressburg,0.536,lamarmora,0.604,caprivi,0.623,gortschakow,0.588
23,derwid,0.836,rytzland,0.62,hannover,0.589,regentskap,0.518,keisar,0.535,hamid,0.602,kejsarfamilj,0.617,storfurstentronföljaren,0.585
24,blodig,0.836,annee,0.619,marocco,0.587,eröfrare,0.517,soult,0.533,österrike,0.602,sultan,0.617,bismark,0.582
25,wärdigt,0.836,senat,0.619,buonaparte,0.586,erkehertig,0.517,saldanha,0.533,tronkandidat,0.601,gortschakow,0.616,niko,0.582
26,unge,0.836,engelsman,0.618,nederländerna,0.586,majrt,0.516,tuillerierna,0.533,konfidentiel,0.6,fnrst,0.615,monark,0.581
27,giordt,0.835,rastadt,0.617,ratificera,0.586,majit,0.512,bayern,0.532,thronföljarens,0.599,gortschakoff,0.614,fnrst,0.578
28,giorde,0.835,fransman,0.616,bayern,0.585,bjudning,0.511,potsdam,0.532,sarén,0.598,niko,0.611,umbertos,0.578
29,hanö,0.835,leopold,0.616,curir,0.584,braganza,0.511,chalon,0.531,furst,0.598,enkekejsarinnan,0.61,stambuloff,0.577
30,gerning,0.834,algier,0.616,majrst,0.583,tarragona,0.511,warschau,0.53,oranien,0.597,galadinern,0.61,gastein,0.576
31,gudi,0.834,mediation,0.615,definitiv,0.583,coburg,0.51,marinminister,0.529,metternich,0.597,erkehertig,0.61,handskrifvelse,0.574
32,endaste,0.834,lyckligen,0.615,preusien,0.583,generalissimus,0.51,morny,0.528,livadia,0.596,humbert,0.609,konnngen,0.574
33,mästa,0.834,marschera,0.614,hertig,0.583,kunglig,0.51,sändebud,0.527,benedetti,0.596,gastein,0.609,herskaren,0.573
34,rista,0.833,preussisk,0.613,proclamation,0.581,päfwens,0.509,kej,0.527,kejserlig,0.596,sarens,0.609,malietoa,0.573
35,uttryck,0.832,directorium,0.612,preussen,0.58,paula,0.509,storviziren,0.527,miramare,0.596,rikskanslären,0.608,menelik,0.573
36,dröm,0.832,anhällit,0.612,äterwanda,0.58,ryssland,0.509,mentschikoff,0.526,storviziren,0.595,storherren,0.608,kondoleans,0.572
37,wörda,0.831,gouverneuren,0.61,kejserlig,0.577,warschaus,0.509,orlow,0.525,storfurst,0.595,stambuloff,0.607,gortschakoff,0.572
38,huruledes,0.831,anförare,0.608,ryssland,0.576,isabella,0.509,khan,0.524,monark,0.595,vladimir,0.606,kejsarpar,0.572
39,ersätta,0.83,ofwerste,0.607,sändebud,0.576,majtt,0.504,gesandt,0.523,mexicos,0.595,tronbestigning,0.605,lifläkare,0.571
40,utrota,0.829,blifmit,0.606,majtt,0.574,infantinna,0.504,gortschakoff,0.523,moustiers,0.594,storhertig,0.605,bismarok,0.571
41,arén,0.829,kommendera,0.605,erhällna,0.574,metternich,0.503,nicaragua,0.523,reichstadt,0.594,keisar,0.605,ischl,0.571
42,brud,0.828,rysiland,0.604,ratifikation,0.574,toscana,0.503,throntal,0.522,napolen,0.592,sarén,0.603,baierske,0.571
43,thronen,0.828,venedig,0.604,audience,0.572,uppvakta,0.502,bourmont,0.522,storvisir,0.592,hofburg,0.602,caprivi,0.57
44,warse,0.827,manta,0.604,ärkehertig,0.572,majrst,0.501,olmiitz,0.522,toskana,0.592,bismark,0.602,hohenlohe,0.57
45,hafwcr,0.827,present,0.603,gemäl,0.572,minderårighet,0.501,jerome,0.522,grammont,0.591,dolgorucki,0.601,erkehertig,0.57
46,mangen,0.827,konung,0.603,arnade,0.571,hess,0.501,radetzky,0.521,nikita,0.591,melikoff,0.6,dolgoruki,0.57
47,boch,0.827,ständerne,0.602,moreau,0.571,handbref,0.5,päfwen,0.521,zarén,0.59,handskrifvelse,0.598,dolgorucki,0.569
48,sannerligen,0.826,gemål,0.601,regent,0.571,äterwanda,0.5,dagorder,0.521,jeromes,0.589,konung,0.598,kremsier,0.569
49,siq,0.826,proposition,0.601,formligen,0.568,nemours,0.5,storfurst,0.52,ezaren,0.589,storfurstentronföljaren,0.598,schweinitz,0.569
50,fåken,0.826,parlament,0.6,coburg,0.566,gemäls,0.5,viktoria,0.52,baierske,0.588,dolgoruki,0.598,gortschakoffs,0.569
51,loflig,0.826,erkehertig,0.6,arthur,0.566,esterhazy,0.499,orsini,0.519,preussen,0.588,natschewitsch,0.597,oberdank,0.568
52,ämbets,0.826,rystland,0.6,förmälning,0.564,gesandt,0.499,lublin,0.519,georgios,0.587,bismarek,0.595,czartoryski,0.568
53,blotta,0.825,ernar,0.6,metternich,0.564,aflätit,0.499,nesselrode,0.518,mellanstaternas,0.586,kejsåren,0.594,nelidov,0.568
54,instämma,0.825,constantinopel,0.6,tractaten,0.563,pedro,0.498,öfwerbefälet,0.518,antonelli,0.585,nikita,0.594,hofministern,0.567
55,skylla,0.825,buonaparte,0.6,begifwer,0.563,regentinna,0.498,tiflis,0.518,taikun,0.584,umbertos,0.593,rikskanslären,0.566
56,anbud,0.825,bemedla,0.6,bonapartes,0.562,orlow,0.498,spanste,0.517,nuntie,0.583,bismarok,0.593,tronbestigning,0.566
57,företagande,0.825,bonaparte,0.6,maynz,0.561,ratifikation,0.497,proclamation,0.517,augustenburgarens,0.582,ezaren,0.591,lobanow,0.566
58,ädelmodig,0.825,monark,0.599,talleyrand,0.561,dynasti,0.497,diebitsch,0.516,kejfar,0.582,konnngen,0.59,metternich,0.565
59,längtan,0.825,beordra,0.599,engeland,0.561,furste,0.496,vapenhvila,0.515,tronföljare,0.581,kalnoky,0.588,storhertig,0.565
60,besöka,0.824,basel,0.598,aachen,0.561,furstinna,0.495,mortier,0.514,reuss,0.581,käjsarinnan,0.588,munster,0.564
61,nödwändigt,0.824,egenhändig,0.598,ungern,0.56,cardinal,0.494,morella,0.514,kej,0.581,luiz,0.588,nikolais,0.564
62,fräta,0.824,sages,0.598,dresden,0.56,kongress,0.494,buol,0.514,storsursten,0.58,livadia,0.587,muley,0.563
63,möta,0.824,wägrade,0.597,gesandt,0.56,marocco,0.494,storhertiginna,0.514,regeringsbladen,0.58,metternichs,0.585,trepow,0.563
64,embete,0.824,furste,0.597,envojé,0.56,marocko,0.494,arnade,0.513,kejsåren,0.58,regeringstillträde,0.585,katkows,0.563
65,gior,0.823,bayern,0.597,kongress,0.559,hofstat,0.494,erkehertig,0.513,andrassy,0.58,hohenlohe,0.584,cettinje,0.562
66,listig,0.823,brittisk,0.597,afsatt,0.559,byssland,0.494,moscau,0.513,bismark,0.58,högstdensamme,0.584,metropolit,0.562
67,lätta,0.823,portugal,0.597,sardinien,0.559,kejserlig,0.492,nyffe,0.513,storamiral,0.579,ministerpresident,0.582,galadinern,0.562
68,framsteg,0.823,hoswet,0.597,ferdinand,0.558,anträde,0.492,kejsarn,0.512,bratiano,0.579,katkows,0.581,käjsarinnan,0.561
69,arrest,0.822,commendanten,0.596,konsul,0.558,portugall,0.492,curir,0.512,erkehertig,0.579,metternich,0.581,schuvaloffs,0.561
70,hwarannan,0.821,audience,0.596,regera,0.558,högstdensamme,0.492,joinville,0.512,kuria,0.579,peterhof,0.581,snltanen,0.561
71,moln,0.821,befalt,0.596,bonaparte,0.557,preusien,0.492,bucharest,0.511,amadeo,0.578,georgios,0.581,sultan,0.561
72,tysthet,0.821,undsätta,0.596,bestjäla,0.557,brighton,0.491,pelissier,0.51,throntalet,0.577,kronprins,0.58,tschernajeff,0.56
73,falsk,0.821,cardinal,0.595,landtdag,0.557,hannover,0.491,truppernes,0.509,hohenlohe,0.577,käjsare,0.58,storherren,0.56
74,hofwet,0.821,lefwerera,0.594,ambassadör,0.557,följeslagare,0.491,potemkin,0.508,tronafsägelse,0.577,detronisering,0.58,mirza,0.559
75,föredra,0.821,afsatt,0.594,högqwarteret,0.556,regentstapet,0.491,canino,0.508,poleon,0.577,spala,0.58,gneta,0.559
76,läte,0.82,sultan,0.593,buonapartes,0.556,neuilly,0.491,armse,0.508,metropolit,0.577,turst,0.58,haymerle,0.558
77,nyfikenhet,0.82,fäkt,0.593,bey,0.556,gemäl,0.491,storamiral,0.507,gortschakoffs,0.576,thronföljarens,0.579,thronföljarens,0.558
78,06,0.819,furst,0.592,konung,0.556,thronföljaren,0.49,tuilerierna,0.507,marskalk,0.575,nikolais,0.579,spala,0.558
79,rättmätig,0.819,fransos,0.592,deputation,0.555,storkors,0.49,ministrame,0.507,nikolajewitsch,0.575,metropolit,0.579,tronföljare,0.557
80,pohlen,0.819,minister,0.592,erkehertig,0.555,buonaparte,0.49,directorium,0.507,czartoryski,0.574,alexei,0.579,ezaren,0.556
81,singö,0.819,nelson,0.592,toscana,0.554,bourmont,0.49,florenz,0.507,compiegne,0.574,luitpold,0.578,nikita,0.556
82,oförmodad,0.819,majtt,0.592,kapitulation,0.554,nädigste,0.489,woronzow,0.507,throntal,0.573,nelidov,0.578,preutzen,0.556
83,flott,0.819,preutzen,0.591,hoswet,0.554,trohetsed,0.489,arnand,0.507,napoleous,0.573,hofministern,0.578,kejsåren,0.556
84,wända,0.819,kejsar,0.591,udine,0.554,krigsminister,0.489,cowley,0.506,napoleona,0.573,czartoryski,0.578,lobanoff,0.556
85,begärelse,0.819,defensiv,0.591,ständerne,0.554,tilsit,0.488,reschid,0.506,chislehurst,0.573,gatschina,0.578,flygeladjutant,0.556
86,förtjenst,0.819,underhandling,0.59,återkomst,0.553,högqwarter,0.487,cavour,0.506,billault,0.573,kröning,0.577,humberts,0.556
87,förlåta,0.819,amerikansk,0.59,dey,0.553,beira,0.487,ancona,0.505,pietri,0.573,wladimir,0.577,wladimirs,0.555
88,härutinnan,0.819,czar,0.59,suwarow,0.553,engeland,0.487,coburg,0.505,ferriéres,0.573,oberdank,0.577,melikoff,0.555
89,feck,0.818,ängland,0.59,majestät,0.553,buonapartes,0.487,nikolai,0.505,nyårsönskning,0.572,kondoleans,0.577,rainer,0.555
90,ocb,0.818,indien,0.589,päfwens,0.553,ärkehertig,0.486,quiroga,0.505,afskedsbesök,0.572,flygeladjutant,0.576,breussen,0.554
91,derpå,0.818,departement,0.589,förste,0.552,miguel,0.485,påfve,0.505,tuillerierna,0.571,storsursten,0.576,rampolla,0.554
92,broder,0.818,bender,0.589,wurtemberg,0.552,arnade,0.485,luxemburg,0.504,österike,0.571,alexandrowitsch,0.576,regeringstillträde,0.554
93,wande,0.818,bemedling,0.588,invitera,0.552,rysiland,0.485,vaillant,0.504,suverän,0.57,rainer,0.576,agenzia,0.554
94,lyckelig,0.818,engelste,0.588,preusten,0.551,återkallande,0.484,konung,0.504,bonapartisternes,0.57,reskript,0.575,gorlschakoff,0.554
95,bewist,0.818,preussen,0.588,palermo,0.551,mayland,0.484,regentinna,0.504,monsignore,0.57,lifläkare,0.575,gortschakov,0.553
96,narwarande,0.818,underhus,0.588,rebell,0.551,kairo,0.484,fabvier,0.504,sultan,0.57,danilo,0.574,lamarmora,0.553
97,wä,0.817,nederländerne,0.585,mantua,0.55,regent,0.484,braganza,0.504,bazaiue,0.569,friedrichsruhe,0.574,abendpost,0.552
98,tänkesätt,0.817,majit,0.585,stadeständ,0.55,öswerlemna,0.483,ragusa,0.504,napoleons,0.568,wladimirs,0.574,bisniarck,0.552
99,bein,0.817,wallachiet,0.585,wien,0.55,polisprefekt,0.483,bologna,0.503,vladimir,0.568,witsch,0.574,staatsanzeiger,0.551
