,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,36,0.742,redbar,0.633,specie,0.6,bancosedlar,0.513,silfvermynt,0.518,silfvermynt,0.638,sedelmynt,0.623,pappersmynt,0.623
1,100,0.728,gängbar,0.629,sammanräkna,0.599,kopparmynt,0.505,bankosedel,0.49,guldmynt,0.633,pappersmynt,0.617,guldmynt,0.604
2,einot,0.709,1000,0.62,riksgäldssedel,0.582,silfvermynt,0.499,transportsedel,0.483,myntsort,0.604,ntvexlar,0.611,vigtsorter,0.593
3,1000,0.707,föregäende,0.616,runstycke,0.576,medalj,0.479,bkos,0.478,banksedel,0.596,ntländskt,0.611,sedelmynt,0.591
4,z6,0.695,erläggande,0.605,skilling,0.572,prosaiker,0.477,valeur,0.475,sedelmynt,0.574,vigtsorter,0.596,silfvermynt,0.588
5,ram,0.689,böter,0.601,tillökning,0.571,karat,0.476,silswermynt,0.474,måttoch,0.567,texlar,0.587,ntvexlar,0.581
6,zoo,0.687,7000,0.601,myntsort,0.569,spd,0.473,valör,0.474,pappersmynt,0.567,myntsort,0.582,kopparmynt,0.579
7,72,0.684,ranta,0.599,sexton,0.566,sedelstock,0.47,bancosedlar,0.472,vigtsorternas,0.567,silfvermynt,0.582,kufisk,0.573
8,lamma,0.679,belopp,0.599,tilökning,0.566,valör,0.468,sedelstock,0.47,vigtsorter,0.56,kopparmynt,0.579,ntländskt,0.567
9,60,0.676,premie,0.599,derutöfwer,0.565,species,0.466,kopparmynt,0.469,riksbankssedel,0.56,vcxlar,0.571,vigtförhållanden,0.559
10,ig,0.676,ooo,0.592,utbetalning,0.564,valeur,0.462,valuta,0.463,banknot,0.56,guldmynt,0.57,myntsort,0.557
11,mjöl,0.675,irsta,0.591,rubel,0.563,ducater,0.459,piaster,0.463,skiljemynt,0.559,vigtförhållanden,0.568,silfwermynt,0.555
12,förwänta,0.675,inbegripa,0.59,öfwerstiger,0.561,oförgyldt,0.459,gulden,0.462,mynta,0.558,vezlar,0.565,texlar,0.546
13,nogaste,0.673,plikta,0.589,femhundrade,0.558,rdrs,0.457,ranko,0.461,texlar,0.557,kufisk,0.562,plåtmynt,0.542
14,150,0.673,1500,0.587,upbära,0.554,tilökning,0.453,metallisk,0.457,plants,0.553,resekreditlver,0.554,banksedel,0.541
15,återlämna,0.667,obligation,0.579,schilling,0.554,rrdr,0.452,statspapper,0.456,vexiar,0.548,vexlnr,0.552,vcxlar,0.54
16,70,0.665,schilling,0.579,plikta,0.553,banka,0.451,kontrolleradt,0.455,vcxlar,0.545,banksedel,0.548,resekreditlver,0.539
17,handlare,0.665,utlaga,0.577,baneo,0.552,specie,0.451,assignation,0.455,kufisk,0.545,silfwermynt,0.547,vigtsorternas,0.538
18,ad,0.663,trettio,0.576,beräknad,0.551,bankosedel,0.449,myntadt,0.455,silfwermynt,0.544,sedel,0.545,vezlar,0.537
19,loge,0.662,tion,0.576,kopparmynt,0.551,volumer,0.448,postarvodet,0.454,kopparmynt,0.539,ycxlar,0.541,totalreserv,0.528
20,halswa,0.661,upwisande,0.576,riksdaler,0.551,daler,0.447,mynta,0.452,valuta,0.538,ksper,0.537,banknot,0.527
21,120,0.657,upgift,0.576,kontribution,0.551,5ooo,0.447,silfver,0.451,börspaltser,0.537,utlåndska,0.536,sedel,0.525
22,gr,0.657,piaster,0.575,tretton,0.551,dollar,0.445,silfwermynt,0.451,sedel,0.537,plants,0.536,vexlnr,0.52
23,waran,0.655,klinga,0.574,ethundrade,0.55,dukat,0.443,utelöpande,0.449,omyntadt,0.537,vigtsorternas,0.533,bronsmynt,0.518
24,600,0.653,riksgäld,0.573,skill,0.55,ridaler,0.442,riksdalrar,0.448,velie,0.535,totalreserv,0.533,omyntad,0.517
25,kunt,0.652,ivo,0.573,tira,0.548,contos,0.442,äterstode,0.445,bronsmynt,0.534,postreinissvexlar,0.532,utlåndska,0.516
26,contant,0.65,tilökning,0.573,redbar,0.548,nominell,0.44,bfo,0.444,myntadt,0.532,besekreditiv,0.531,besekreditiv,0.515
27,eniot,0.65,8000,0.571,inteckna,0.547,riksgäldssedel,0.44,rbdr,0.443,vigtsystem,0.531,resekredltiv,0.53,papperspeng,0.514
28,häfta,0.649,32,0.571,ridaler,0.546,myntsort,0.439,533,0.442,bankosedel,0.53,ländskt,0.529,resekredltiv,0.513
29,knnt,0.648,utläna,0.57,gyllen,0.545,omkostning,0.439,speciedaler,0.442,utmynta,0.53,banknot,0.529,skiljemynt,0.513
30,kun,0.648,böta,0.569,bancomynt,0.545,grundskatt,0.438,metallista,0.44,rexlar,0.521,voxlar,0.527,myntadt,0.512
31,jo,0.648,700,0.568,utläna,0.543,sextio,0.438,riksgäldsmynt,0.44,säljei,0.52,vexiar,0.526,resekreditiv,0.512
32,tv,0.647,4000,0.568,pappersmynt,0.543,sammanräkna,0.438,nitvinst,0.439,silfvervärde,0.518,bronsmynt,0.526,plants,0.51
33,swan,0.645,halfannan,0.567,stillingar,0.543,utlåna,0.438,agio,0.439,papperspeng,0.517,papperspeng,0.525,utlärdar,0.509
