,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,sraden,0.894,malmarne,0.716,negden,0.61,närhet,0.575,grannstap,0.539,skogsbygd,0.579,näjder,0.615,näjder,0.555
1,wäster,0.882,gatorne,0.708,deromkring,0.603,grannskap,0.572,nejd,0.539,sädesproducerande,0.578,skogrik,0.607,sädesproducerande,0.535
2,förwäntas,0.879,iacobi,0.685,nejd,0.576,deromkring,0.536,granskap,0.537,skogrik,0.578,sädesproducerande,0.598,obygd,0.531
3,hora,0.875,negden,0.675,häromkring,0.575,negden,0.53,taberg,0.531,nejd,0.572,obygd,0.588,skogrik,0.526
4,utmed,0.872,däromkring,0.671,elbe,0.562,nejd,0.491,naturskön,0.528,deromkring,0.562,nejd,0.582,skogig,0.515
5,ingäng,0.87,häromkring,0.67,kringliggande,0.545,derintill,0.484,deromkring,0.526,bergig,0.558,skogstrakt,0.567,aflagring,0.514
6,ladugärdslandet,0.867,stab,0.67,inwid,0.545,tratt,0.483,flerestädes,0.525,naturstön,0.552,tråkten,0.567,däromkring,0.512
7,98,0.86,wäster,0.668,förstad,0.542,grannstapet,0.48,hafskust,0.519,tråkten,0.55,naturstön,0.566,hälsokälla,0.51
8,husek,0.858,reel,0.658,saltsjön,0.532,däromkring,0.476,ekskog,0.518,kustort,0.543,folkrik,0.565,traktor,0.507
9,päff,0.857,norrmalms,0.646,schweitz,0.528,gäldstuga,0.475,ringsjön,0.518,häromkring,0.539,bergig,0.556,elfvar,0.506
10,radhus,0.856,nedra,0.645,riker,0.523,bondgård,0.469,folkrik,0.516,folkrik,0.538,ströfvande,0.55,nejd,0.504
11,packbod,0.855,saltsjön,0.643,sien,0.519,sockenkyrka,0.469,negden,0.51,naturflön,0.535,statsdel,0.548,straffkoloni,0.503
12,däromkring,0.855,clarä,0.643,däromkring,0.517,onstas,0.461,saltsjö,0.51,mistwäxt,0.532,eufrat,0.548,mångbesjungen,0.501
13,paff,0.852,lzngt,0.639,gränsa,0.516,ockholm,0.46,nordland,0.509,slättbygd,0.531,fjälltrakt,0.546,kuperad,0.501
14,inventarier,0.849,stade,0.631,tullhus,0.514,siön,0.46,närhet,0.502,bergstrakt,0.531,fjelltrakter,0.546,offerkälla,0.499
15,belägit,0.848,ulhus,0.624,antägande,0.513,häromkring,0.46,residensstad,0.502,ätran,0.527,naturflön,0.543,fjälltrakt,0.496
16,innanföre,0.845,nedre,0.623,dona,0.512,granskap,0.455,befolka,0.502,österdalen,0.525,kustort,0.542,österdalen,0.495
17,badstugugatan,0.843,belägit,0.619,lzngt,0.511,grannffapet,0.451,tråkten,0.501,jagtmarker,0.523,prairier,0.541,ligurien,0.494
18,byra,0.843,bälst,0.616,nordlig,0.508,bortom,0.449,landstapet,0.501,mjörn,0.523,skogig,0.538,prairier,0.494
19,storgatan,0.842,lands,0.615,donau,0.507,skärgard,0.449,siön,0.498,grannstap,0.522,österdalen,0.538,skogsbygd,0.494
20,tilräckelige,0.84,skärgård,0.615,elben,0.501,bebodd,0.448,gunnarsnäs,0.496,barnsley,0.519,urskogarne,0.537,lithauiska,0.494
21,malmgärd,0.838,korka,0.615,sjösida,0.501,zamora,0.447,elbe,0.496,vattenrik,0.517,barrskogsrik,0.535,skogstrakt,0.493
22,nedra,0.837,gala,0.613,utlopp,0.499,hafskust,0.447,noria,0.494,naturstöna,0.517,storsjöns,0.535,lugnvatten,0.491
23,malmarne,0.837,boll,0.611,utmed,0.498,gatorne,0.446,omkringliggande,0.494,tråkter,0.514,jekaterinoslav,0.534,statsdel,0.489
24,swartmangatan,0.836,eck,0.609,rhen,0.498,utstgt,0.445,slättbygd,0.494,bondgård,0.513,euphrat,0.533,elfvarne,0.489
25,uo,0.835,mariä,0.608,innu,0.496,seres,0.444,skogrik,0.493,fydwestra,0.513,gräsmask,0.531,folkfattig,0.488
26,86,0.835,ohyra,0.606,granstapet,0.496,landställe,0.443,wägarne,0.49,lygnern,0.512,tigris,0.531,getapulien,0.487
27,kallare,0.834,wzning,0.603,lands,0.495,kringliggande,0.443,mellersta,0.489,euphrat,0.511,nomadiserande,0.529,jägmästarebostället,0.487
28,reel,0.834,utgäng,0.6,betagen,0.495,folkrik,0.442,skogstrakt,0.489,lågländta,0.511,jagtmarker,0.527,slättbygd,0.486
29,wiv,0.833,afbränna,0.6,kvrka,0.495,löfträd,0.442,slätt,0.488,derbyshire,0.51,hvirfvelstorm,0.526,ströfvande,0.486
30,michaelis,0.833,käk,0.599,siön,0.495,grannstap,0.441,sydvestra,0.488,nowaja,0.508,kuperad,0.525,narbonne,0.486
31,runi,0.833,jerntorget,0.598,äkrar,0.493,invid,0.441,fruktbar,0.488,tigris,0.507,folkfattig,0.525,orsasjön,0.486
32,xa,0.833,bitr,0.597,explosion,0.493,wanina,0.439,grannstapet,0.488,grannskap,0.506,däromkring,0.524,bergtopp,0.485
33,kam,0.832,norrmalm,0.597,aflägsen,0.492,kvrka,0.439,träsk,0.487,taberg,0.505,hitlockat,0.524,sköfdetrakten,0.485
