,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,upmuntran,0.856,inbördes,0.721,interesse,0.6,oförvillad,0.454,samråda,0.522,likaberättigad,0.523,mensam,0.529,lifsintresse,0.476
1,intränga,0.854,regeringssätt,0.721,ständer,0.594,sannskyldig,0.452,eganderätten,0.519,tidsberäkning,0.516,konsulatwäsen,0.514,ipso,0.471
2,disposition,0.849,tjänstefolk,0.712,undersätares,0.591,förmanskap,0.451,förbrödra,0.507,rikshälft,0.514,samfäld,0.505,arbetames,0.469
3,eländig,0.847,nuwarande,0.712,förblifwer,0.591,oförenlig,0.451,centralpunkt,0.499,samfäld,0.513,samfälda,0.502,konsulatwäsen,0.467
4,förtryck,0.846,wälfärd,0.709,foglighet,0.588,lifsprincip,0.45,samverka,0.499,paragrafvis,0.497,konsulatsväsendet,0.498,brödtullar,0.467
5,talan,0.842,benägenhet,0.709,wälgäng,0.587,öfwerse,0.448,föreningsband,0.498,hushållningsangelägenhet,0.497,masspetition,0.493,konsulatsväsendet,0.464
6,dera,0.84,idoghet,0.707,undersätare,0.587,inhemtande,0.448,medstånd,0.491,kamrarno,0.493,rikshälft,0.491,betygsformulär,0.462
7,förtjänst,0.84,stränghet,0.704,barmhertig,0.584,milieu,0.447,motskäl,0.491,afdikningsplan,0.493,arbetaresamfundens,0.488,hushållningsangelägenhet,0.461
8,anständighet,0.839,lagstifta,0.704,beredwillighet,0.584,lämplighet,0.445,medborgarne,0.489,häradsvis,0.492,konsulatwäsendet,0.488,arbetaresamfundens,0.458
9,iver,0.839,förwaltning,0.701,rättwis,0.583,magternas,0.445,försättning,0.487,konstituering,0.487,samfäldt,0.483,intressed,0.458
10,blygd,0.837,tjenande,0.7,stadeständ,0.583,intresie,0.445,blaud,0.484,afslntat,0.485,kamrarno,0.481,tidsberäkning,0.457
11,förlustig,0.836,urgammal,0.7,beskyddare,0.583,jemnvigt,0.444,stiftning,0.484,samråda,0.482,betygsformulär,0.48,bottenskola,0.457
12,indra,0.836,styrelse,0.699,förrädare,0.58,enskildte,0.444,ombilda,0.484,lagstiftningsmakt,0.478,lifsintresse,0.477,föräldramöte,0.456
13,försigtighet,0.836,föreskrift,0.698,nädigste,0.58,sympati,0.442,älskadt,0.48,idiothem,0.474,arbetames,0.477,jernvägstjenstemännens,0.455
14,sdr,0.833,stiftare,0.698,stydda,0.579,likstämmighet,0.442,likstämmighet,0.479,åvägabringande,0.474,södrens,0.477,nykterhetsorden,0.455
15,idog,0.833,nädigste,0.698,förswarare,0.579,försvarsverk,0.441,trädande,0.479,samfäldt,0.474,sjöförsvarsdepartementen,0.477,samfäld,0.455
16,innefatta,0.833,wärdighet,0.697,framhärda,0.577,kommun,0.441,grundläggande,0.477,rådslå,0.473,ipso,0.476,konsulatsväsen,0.453
17,rättegäng,0.833,sjelfständig,0.697,norrsta,0.577,representativ,0.441,sammanknyta,0.477,gemensamnia,0.472,utrikesstyrelse,0.476,sjöförsvarsdepartementen,0.452
18,studie,0.832,inskränkning,0.697,sjelfständighet,0.577,tjänstefolk,0.441,oldenburgska,0.476,försörjningsanstalt,0.468,oinbildning,0.475,arbetarekorporationer,0.449
19,gäfwor,0.832,enighet,0.696,främja,0.577,oförminskad,0.44,brödraförbund,0.475,fastighetsbok,0.465,landtmannapartiernas,0.474,förtroenderåd,0.449
20,instämma,0.832,undersätares,0.693,företagande,0.576,beflnta,0.44,ifrade,0.475,pensionsväsende,0.464,utrikesrepresentation,0.472,delegeradena,0.448
21,anfall,0.831,efterdöme,0.691,constitution,0.576,ottomanniska,0.439,interesset,0.474,flendtliga,0.464,landtmannapartierna,0.471,centralförvaltning,0.446
22,inbillning,0.83,företagande,0.69,wälfärd,0.575,samfäldt,0.439,grundlagsförslag,0.473,krigstillfälle,0.463,konsulatsväsen,0.47,iutogo,0.446
23,winning,0.829,gem,0.687,undersåte,0.574,applicera,0.438,innevånarnes,0.473,sällsiapets,0.463,agrarförbund,0.47,omhänderhafvas,0.444
24,stillhet,0.829,undersätare,0.686,väcka,0.573,subordination,0.437,interessen,0.472,wiirtembergs,0.463,prenssens,0.468,skolväsende,0.442
25,upmärksamhet,0.829,kansta,0.685,deff,0.573,balll,0.437,maktegandes,0.472,autonom,0.463,iutogo,0.467,afgifvando,0.442
26,stadeliga,0.828,mediation,0.685,myndighet,0.572,samfälld,0.437,stånds,0.471,öfwerenskommelser,0.462,delegeradena,0.467,masspetition,0.441
27,ämbets,0.828,förblifwer,0.682,oinskränkt,0.572,nitälska,0.436,suveränitet,0.471,nitälstande,0.459,intressed,0.466,ballottering,0.441
28,förhoppning,0.827,wälgäng,0.682,undergifwenhet,0.57,löka,0.436,okränkt,0.471,verldsfredens,0.458,nykterhetsorden,0.465,utrikesstyrelse,0.44
29,anwända,0.827,rolighet,0.68,evre,0.569,täflande,0.436,medelporto,0.47,riv,0.458,föräldramöte,0.465,döfstumundervisningens,0.439
30,orolig,0.827,afböja,0.68,tilgifwenhet,0.568,särffilta,0.436,förbemälte,0.469,utsedt,0.457,landförsvar,0.465,landförsvar,0.437
31,gudsfruktan,0.827,fortfarande,0.68,makterne,0.567,behofver,0.435,representationsform,0.469,allmånna,0.457,hushållningsangelägenhet,0.464,allmånna,0.437
