,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,wande,0.899,återigen,0.672,motwind,0.597,motwind,0.477,isläggning,0.523,bittida,0.536,morgon,0.482,gossåren,0.456
1,undergäng,0.897,wilde,0.659,längta,0.593,watnet,0.469,huggning,0.466,morgon,0.52,bittida,0.481,mog,0.454
2,mänsklighet,0.896,nättén,0.656,spörja,0.578,päföljande,0.468,stcdde,0.436,fredaga,0.5,liafren,0.469,ahonen,0.45
3,anständighet,0.895,likaså,0.654,wintren,0.575,slädföre,0.466,hustak,0.433,morgono,0.499,morgono,0.462,ånda,0.448
4,rang,0.891,operan,0.654,frysa,0.569,mognad,0.464,bittida,0.433,niorg,0.496,sädda,0.46,ynglingaår,0.448
5,embete,0.89,förbittring,0.652,temmeligen,0.568,åler,0.464,ruffig,0.431,måndagsmorgon,0.493,niorg,0.46,hällregna,0.447
6,hämma,0.889,galge,0.651,uppnä,0.563,deti,0.463,ätcrwändcr,0.424,sädda,0.481,aflonen,0.457,vinterkampanj,0.447
7,hjord,0.889,förlikning,0.641,lyckligen,0.562,hemväg,0.459,stockholmsposten,0.422,tvären,0.48,ånda,0.456,morgontimma,0.441
8,utropa,0.888,watnet,0.641,temperatur,0.561,hastig,0.459,afsegling,0.422,eftersommar,0.474,äggläggning,0.454,utsigtema,0.44
9,försätta,0.887,ögnablicket,0.64,galge,0.56,kostlig,0.455,vextligheten,0.421,atton,0.472,morgoneu,0.454,öfverstöka,0.44
10,winning,0.887,mande,0.639,dcc,0.559,inbryta,0.455,nedmylla,0.419,londontåget,0.47,tänkto,0.454,barndomsår,0.439
11,styrelse,0.887,swärligen,0.638,nyfiken,0.559,qväll,0.454,komplicera,0.419,sädesbrodd,0.47,afionen,0.454,skördande,0.438
12,högaktning,0.886,utrymma,0.635,utgaf,0.559,oväder,0.454,stcg,0.416,söndagsaftnarne,0.467,middagshöjd,0.452,bandbok,0.438
13,otidig,0.886,mognad,0.635,fölgt,0.557,mörkna,0.452,qwällen,0.416,fiskafänge,0.466,kalljord,0.451,luftseglaren,0.437
14,wald,0.885,order,0.634,förgifta,0.555,framskriden,0.452,uppstjutas,0.414,söderifrän,0.466,morgontimma,0.45,hnde,0.436
15,förhoppning,0.884,laudon,0.634,wäderlek,0.555,nattqvarter,0.451,morgon,0.412,frampå,0.465,ahonen,0.448,rumsvärme,0.434
16,twista,0.884,retraite,0.632,sädén,0.55,obotlig,0.449,skördetid,0.409,morgou,0.465,gossåren,0.448,liafren,0.434
17,giorde,0.884,förän,0.632,swag,0.55,öfvermorgon,0.449,wällade,0.409,sädden,0.465,lidigt,0.447,tibigt,0.433
18,stillhet,0.884,anstäld,0.632,lyckelig,0.55,ihållande,0.447,afslntas,0.409,indo,0.465,höstsida,0.446,hamburgerposten,0.433
19,gudö,0.883,darpä,0.631,bombardering,0.549,långfredag,0.447,fodervexter,0.408,hantågets,0.464,ynglingaår,0.445,vårsida,0.433
20,existera,0.883,twiflar,0.631,mognad,0.549,utdunstning,0.445,millionär,0.408,morgnarne,0.463,redan,0.444,hickmaniterna,0.432
21,tankesätt,0.882,tilträde,0.631,wapenhwila,0.548,gulaktig,0.445,älerwände,0.408,sommarluft,0.462,termi,0.443,termi,0.432
