,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
30,hungrig,0.835,lcfwa,0.808,förorätta,0.695,lifgifvande,0.584,tankans,0.556,hängifvenheten,0.556,börsspelare,0.531
31,redelige,0.835,bätre,0.807,sträfvande,0.695,qvicka,0.584,danad,0.556,schopenhauer,0.555,existence,0.531
32,hug,0.835,ostuld,0.807,ideell,0.694,förblända,0.584,ofruktsam,0.556,beherskad,0.555,gestaltning,0.531
33,sticklig,0.835,stelf,0.806,medfödd,0.694,germanisk,0.584,kulturstat,0.555,vrångbild,0.555,lifsprincip,0.53
34,wänt,0.835,männe,0.806,visdom,0.694,svindla,0.584,lörsvar,0.555,föränderlighet,0.555,berskande,0.53
35,wikt,0.835,föraktlig,0.806,ingjuta,0.693,hjertlös,0.583,pånyttföda,0.555,vesterlandet,0.554,likbetydande,0.529
36,wälmening,0.834,absolut,0.806,väsende,0.692,framkallande,0.583,styrande,0.555,tiofaldt,0.554,kulturuppgift,0.529
37,tryckfel,0.834,önstat,0.805,dåraktig,0.692,odygd,0.583,alstringskraft,0.554,maktförhållande,0.553,pånyttfödd,0.529
38,begriplig,0.833,folck,0.804,känslofull,0.691,samhällslif,0.583,hängifver,0.554,kolonisationsföretag,0.553,furstedömet,0.529
39,uttyda,0.833,wacklande,0.804,mänsklighet,0.69,djurisk,0.583,samhällighet,0.553,vapenlycka,0.553,tillskyndare,0.528
40,tadel,0.833,demonstration,0.804,korruption,0.689,arfsynd,0.582,werkcligen,0.553,uppsvinga,0.553,jordbruksbefolkning,0.527
41,rättwist,0.833,liderlig,0.801,vågskål,0.689,tankans,0.581,attraktion,0.553,lastfull,0.553,fullständiggöra,0.527
42,förhatlig,0.833,uplysa,0.801,hänrycka,0.688,vedervärdig,0.581,naturprodukt,0.552,bländverk,0.552,vandla,0.527
43,liderlig,0.833,därstap,0.801,hana,0.688,vcrldens,0.58,oansvarig,0.552,ofruktsam,0.551,inkarnera,0.526
44,förblinda,0.832,medge,0.8,väckelse,0.688,verkliggöra,0.58,lifskraftiga,0.552,frihetsidé,0.551,afsättningsområden,0.526
45,sivärt,0.831,begärelse,0.799,hugskott,0.688,grumla,0.58,sjelfmedvetande,0.552,guldålder,0.551,verkliggöra,0.526
46,plysa,0.83,dikt,0.799,inspiration,0.688,omklädnad,0.58,gudstro,0.551,flapat,0.551,liffullt,0.525
47,välgörande,0.83,gränslös,0.798,öfvervigt,0.687,episk,0.579,guldålder,0.551,kulturuppgift,0.55,häfstänger,0.525
48,artighet,0.83,warelse,0.798,individualitet,0.687,inympa,0.579,fåfänglig,0.55,smakriktning,0.55,verldsordning,0.525
49,understundom,0.83,snara,0.798,slägtets,0.687,oafvislig,0.579,kialt,0.549,beskyllar,0.55,skapande,0.525
50,betydelse,0.83,männistan,0.798,varelse,0.687,återlifva,0.579,älsklingsidé,0.549,lifsuppgift,0.55,föränderlighet,0.525
51,ense,0.829,egenkärlek,0.798,sträfvar,0.687,ändlig,0.579,eröfringslystna,0.549,förvärkliga,0.55,dådkraft,0.524
52,ledsam,0.829,höflighet,0.798,behaglighet,0.687,löija,0.579,insöfva,0.548,oberö,0.55,molok,0.524
53,sones,0.829,undergifwenhet,0.797,orimlighet,0.687,flender,0.579,fortbestånd,0.548,eftersträfvar,0.549,penningväsen,0.524
54,lystnad,0.828,uplysningen,0.797,hvarann,0.686,vilseföra,0.578,romantiker,0.548,ryssvän,0.549,obeständighet,0.523
55,redighet,0.828,tilfredsställelse,0.796,eftersträfva,0.686,afbjelpas,0.578,tidehvarfvets,0.548,verldsvälde,0.549,uppfattningssätt,0.523
56,trots,0.828,twartom,0.796,tjusning,0.686,lifsfråga,0.578,sjelfkär,0.548,afhjelper,0.549,statsenhet,0.523
57,piecer,0.828,pästynda,0.796,misskänna,0.685,vällust,0.577,partiregering,0.548,brödrakrig,0.549,agrarisk,0.523
58,enstilta,0.828,gestalt,0.796,dväljas,0.685,lurendrejare,0.577,verkl,0.547,menniskooffer,0.549,samfundsförhållanden,0.523
59,förgifta,0.827,mognad,0.796,beherrska,0.685,okufliga,0.577,feodalism,0.547,samkänsla,0.549,näringsskydd,0.523
60,obetänksam,0.827,stygd,0.796,oegennytta,0.685,kristna,0.577,monopolier,0.547,slägtförbindelse,0.548,gudagåfva,0.522
61,citera,0.827,utweckla,0.796,utplåna,0.685,berömmelse,0.577,lifsluft,0.547,visnepolitik,0.547,människosjäl,0.522
62,tänkande,0.826,smäda,0.795,egoism,0.684,tillskapa,0.577,personifiera,0.546,olvifvelaktigt,0.547,systematisera,0.522
63,förträffeliga,0.826,inblanda,0.795,uplysta,0.684,ofvanifrån,0.576,statsenhet,0.546,förkofring,0.547,oberö,0.522
64,väcka,0.826,häpnad,0.795,förblinda,0.684,föryngra,0.576,krigföring,0.546,sauvera,0.546,idealisk,0.522
65,moralista,0.826,moralitet,0.795,absurd,0.683,själlös,0.576,nervsvag,0.546,dådkraft,0.546,arbota,0.521
66,männe,0.826,blygsamhet,0.795,qvinlig,0.683,välsignad,0.576,frambesvärja,0.546,nyvunnen,0.546,aftvinga,0.52
67,prata,0.825,ihärdig,0.794,egoistisk,0.683,vällefnad,0.576,almän,0.546,frambesvärja,0.546,undergräft,0.52
68,lindring,0.825,syndig,0.794,vämjelig,0.683,uttänka,0.576,dagdrifveri,0.546,börsspelare,0.546,nationalbeväpningen,0.52
69,strifter,0.825,inbildning,0.794,snärja,0.683,hierarkisk,0.575,hoplappa,0.545,samdrägtig,0.546,förvärfvet,0.52
70,förhastad,0.824,männistjan,0.794,afväga,0.683,sträfvar,0.575,bovara,0.545,syndfri,0.546,själsutveckling,0.519
71,andamäl,0.824,förlika,0.794,genomskåda,0.683,genomskåda,0.575,gudsdyrkan,0.545,berättarekonst,0.546,visnepolitik,0.519
72,charlatan,0.824,bewisat,0.794,uppväxa,0.683,förslagenhet,0.575,lastfull,0.545,medvärkat,0.546,språkförbistring,0.519
73,folkflag,0.824,förädla,0.794,rastlös,0.682,hycklare,0.575,kontemplativ,0.544,stapat,0.545,oemottaglighet,0.518
74,king,0.824,helgedom,0.793,grundval,0.682,välsignelserik,0.574,försvarssystem,0.544,efterlängta,0.545,verkl,0.518
75,tjente,0.824,betydelse,0.793,egenkärlek,0.682,utdöma,0.574,materie,0.544,ädlare,0.545,påvärka,0.518
76,felaktig,0.824,mänsklig,0.793,mägtigt,0.682,bekämpande,0.574,beherrska,0.544,skaldisk,0.545,näringsverksamhet,0.518
77,antasta,0.824,härdhet,0.793,trivial,0.682,uppöfver,0.574,öfverskyla,0.543,välsignelserikt,0.545,plåna,0.518
78,lätom,0.824,tilfoga,0.793,sympathier,0.682,välbefinnande,0.574,afsvärja,0.543,banérförare,0.545,utsig,0.518
79,mennistor,0.823,därar,0.792,måttlighet,0.681,tidehvarfvets,0.573,sörderswa,0.543,oändeligen,0.544,outrotlig,0.518
80,swärligen,0.823,mälar,0.792,spänstighet,0.681,maktbegär,0.573,föresväfvat,0.543,skenfager,0.544,förbindelsemedel,0.518
81,twartom,0.823,folkflag,0.792,menniskokärlek,0.681,beliöfver,0.573,försvagande,0.543,människohjärta,0.544,individualistisk,0.517
82,undfalla,0.823,sörswara,0.792,sentimental,0.681,spekulativ,0.573,statskonst,0.542,frammana,0.544,vitalfråga,0.517
83,answara,0.823,upmarksamhet,0.792,besjunga,0.681,lolket,0.573,lifgifvande,0.542,obeständighet,0.544,önskansvärd,0.517
84,sturle,0.823,motsäga,0.792,obildad,0.681,inkomstkälla,0.572,slagruta,0.542,oemottaglighet,0.544,jordbruksarbetarne,0.517
85,förunderlig,0.822,alfid,0.791,slägte,0.681,företrädesrättighet,0.572,hvälfning,0.542,fördärfva,0.544,samfundsförhållandena,0.516
86,mänsklig,0.822,ätmindstone,0.791,återgifva,0.681,männistjor,0.572,jätteverk,0.542,oanad,0.543,samdrägtig,0.516
87,flör,0.822,charlatan,0.791,reputation,0.68,sjelfförsakelse,0.572,jemlikhetens,0.542,fredsstiftare,0.543,kåranda,0.516
88,omedelbarligen,0.822,lärl,0.791,hemsk,0.68,lifsprincip,0.572,egoist,0.542,storsinthet,0.543,statssamhälle,0.516
89,lillg,0.822,förtret,0.79,fosterlandskärlek,0.679,victorine,0.572,idealisering,0.541,skapande,0.543,lagfästa,0.516
90,wäcker,0.822,rädas,0.79,egid,0.679,veriden,0.572,samhällelig,0.541,sjelfmedveten,0.542,banérförare,0.516
91,kallsinnig,0.822,oförsigtig,0.79,qvickhet,0.679,förverkliga,0.571,folkfamilj,0.541,flapa,0.542,återförsätta,0.516
92,förberörde,0.822,obetänksam,0.79,tadelvärd,0.679,egid,0.571,osäkerhetstillstånd,0.541,näringstvång,0.542,chimär,0.515
93,enfald,0.821,fortplanta,0.789,afvärja,0.678,tillkämpa,0.571,kejsaredömets,0.541,berskande,0.541,kungsväg,0.515
94,disciplin,0.821,sinlig,0.789,själfull,0.678,organism,0.571,kunstapen,0.541,hedersbegrepp,0.541,samhällig,0.515
95,nödwändige,0.821,tilräckeligen,0.789,låghet,0.678,drömbild,0.571,vantro,0.54,danadt,0.541,statslifvets,0.515
96,tilräckeligen,0.821,behaglighet,0.789,fåfänga,0.678,kontinuitet,0.571,urbild,0.54,eftersträfvansvärda,0.541,våckt,0.514
97,löjlig,0.821,förgäten,0.789,håna,0.678,tillskansa,0.571,byggnadsverk,0.54,lifsyttring,0.541,folkmakt,0.514
98,förminska,0.821,innersta,0.788,hvaråt,0.678,slägtets,0.57,skandaltidning,0.54,nyskapa,0.54,bestialisk,0.514
99,tilfredsställelse,0.821,verksam,0.788,oändelig,0.678,eftertrakta,0.57,egendomsrätt,0.539,tidsriktning,0.54,återlifva,0.514
