,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,wälmening,0.945,cherson,0.859,deröfwcr,0.821,stockholmsblad,0.816,riksdagsmannawalen,0.801,skarpflytteförening,0.782,exequatur,0.687,exequatur,0.682
1,pröfning,0.944,noggrann,0.853,lfwerste,0.805,båtsmanshåll,0.807,hufvudlös,0.797,univ,0.775,befordringsmål,0.686,landtförsvars,0.67
2,giorde,0.942,tilfallen,0.85,uttag,0.805,afskaffande,0.806,pröf,0.795,colleginm,0.774,uttryckelig,0.677,befordringsmål,0.659
3,sem,0.942,bibehällas,0.849,skapelse,0.803,hitintils,0.801,tulltjenstemännen,0.793,skeppsgosseskola,0.772,atslutande,0.67,uttryckelig,0.659
4,framsteg,0.942,klagomäl,0.849,arliga,0.803,förtydliga,0.799,tilfallen,0.793,helsovårdslära,0.771,läroprof,0.667,atslutande,0.658
5,huruledes,0.942,främja,0.845,bewillning,0.803,protokollsutdrag,0.799,sydenham,0.792,sammanförande,0.771,landtförsvars,0.665,ingeniörkorpsen,0.654
6,ss,0.941,hofwct,0.845,kyrkostat,0.801,4e,0.798,beröfwas,0.791,uprättade,0.77,sakförareverksamhet,0.664,zontariffsystem,0.652
7,hämma,0.94,vilkor,0.844,liing,0.801,betjeningen,0.797,fatladt,0.791,apotekareexamen,0.769,mormonsk,0.663,domarevärf,0.649
8,lukt,0.938,illasinnad,0.844,hitintils,0.801,st8nd,0.796,versifiera,0.791,underwisningspros,0.769,komiién,0.662,befordringsväsende,0.647
9,försigtighet,0.937,färd,0.844,loff,0.801,äterstalla,0.796,wallachict,0.79,strifwelfen,0.767,domarevärf,0.66,slutexamen,0.645
10,ssola,0.937,sti,0.844,utdelte,0.801,återbringa,0.796,universiteternas,0.79,universitetsstudie,0.767,domarekår,0.66,lagbyrå,0.644
11,förmärka,0.935,upgifne,0.843,bestämmande,0.8,begrofs,0.796,quarantaines,0.789,äterstalla,0.767,judiciel,0.659,180g,0.642
12,hafwcr,0.935,hasina,0.842,faststäldt,0.8,utarbetadt,0.795,olägenheterne,0.789,prested,0.766,nationalviljan,0.659,veterinärexamen,0.641
13,inkil,0.934,gränsa,0.841,invalid,0.8,utfärdande,0.795,stickelighet,0.787,läseordning,0.766,utvisningsrätt,0.657,domareembete,0.639
14,arrest,0.934,foglig,0.84,fattigförsörjning,0.8,inhibera,0.795,grundande,0.787,årsrapport,0.765,statsöfverhufvudet,0.654,gradpassering,0.639
15,salsta,0.932,bistop,0.84,aspeboda,0.8,tilfallen,0.793,utredande,0.787,förutgå,0.764,bränvinsbränningens,0.654,religionstvång,0.638
