,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,krono,0.725,fortsättning,0.7,geografi,0.65,geografi,0.624,geografi,0.615,geografi,0.676,statsvetenskap,0.61,kärlekshistoria,0.535
1,swea,0.714,roman,0.694,biblisk,0.632,biblisk,0.585,kyrkohistoria,0.6,litteraturhistoria,0.649,mytologi,0.601,statsvetenskap,0.523
2,bibel,0.704,uplagan,0.667,lärobok,0.627,aritmetik,0.581,geographien,0.583,hufvuddragen,0.632,storia,0.59,lefnadshistoria,0.522
3,ark,0.696,utters,0.656,litteratur,0.618,historisk,0.576,lagfarenhet,0.581,geographi,0.614,literaturhistoria,0.586,odlingshistoria,0.521
4,fläste,0.684,handbok,0.656,predikning,0.609,begynnare,0.569,geographi,0.569,konsthistoria,0.608,konsthistoria,0.584,lifsbild,0.517
5,handling,0.683,predikning,0.651,roman,0.605,tidehvarfvet,0.569,krönika,0.567,gramatiken,0.605,litteraturhistoria,0.583,ordstäf,0.516
6,europa,0.682,utterö,0.646,apostel,0.595,palmblad,0.569,infläta,0.565,kulturhistoria,0.6,lifsbild,0.583,hegelska,0.512
7,prenumerant,0.68,bokhandel,0.645,öfwersättning,0.592,novell,0.568,hjeltesaga,0.563,kyrkohistoria,0.597,statskunskap,0.581,utvecklingshistoria,0.51
8,titel,0.676,lettra,0.639,grekisk,0.59,latinsk,0.565,läsebok,0.561,arkeologi,0.591,arkeologi,0.578,litteraturhistoria,0.509
9,au,0.674,utter,0.639,sammandrag,0.584,lärobok,0.562,grammatik,0.56,statskunskap,0.587,gramatiken,0.578,numismatik,0.506
10,charta,0.672,säljes,0.638,historisk,0.583,medeltid,0.562,verldshistorien,0.557,krigshistoria,0.58,religionshistoria,0.577,gramatiken,0.505
11,utgifne,0.67,utkast,0.638,latinsk,0.579,ordbok,0.561,biblisk,0.556,fornkunskap,0.578,sagohäfder,0.577,konsthistoria,0.505
12,linder,0.668,afhandling,0.637,lärorik,0.576,verldshistorien,0.561,logik,0.553,naturkunnighet,0.576,numismatik,0.571,episod,0.503
13,cf,0.668,medicin,0.634,upplaga,0.573,kyrkohistoria,0.561,skönlitteratur,0.553,statsvetenskap,0.57,kulturhistoria,0.57,lefnadshändelser,0.502
14,predikning,0.668,läsning,0.631,handbok,0.571,statistik,0.561,christendom,0.55,historie,0.569,verldshistorien,0.57,hänsvunnen,0.502
15,utstaka,0.659,strödd,0.628,bibel,0.569,grammatik,0.56,naturlära,0.55,livius,0.564,geografi,0.567,storia,0.501
16,im,0.659,skaldestycke,0.623,lefwerne,0.564,romantisk,0.556,geograf,0.546,utvecklingshistoria,0.564,euklides,0.565,lefnadssaga,0.5
17,twist,0.659,trvcket,0.621,medicin,0.561,litteratur,0.555,theologien,0.545,8venska,0.563,lefnadshistoria,0.564,geografi,0.5
18,medbroder,0.658,lärorik,0.618,christendom,0.556,kronologisk,0.555,juridik,0.543,samhällslära,0.562,kronologi,0.563,lemekes,0.499
19,1772,0.655,öfwersättning,0.617,utkast,0.556,folksaga,0.553,astronomi,0.542,storia,0.562,hegelska,0.562,literaturhistoria,0.499
20,fur,0.654,bokläda,0.617,omarbeta,0.554,öfwersättning,0.549,mythologi,0.542,storhetstid,0.561,histona,0.561,mytologi,0.498
21,original,0.654,boklsda,0.613,romersk,0.554,läsebok,0.548,tidräkning,0.541,naturhistoria,0.561,kärlekshistoria,0.559,arkeologi,0.497
22,salig,0.653,historisk,0.606,lettra,0.551,geometri,0.546,teknik,0.539,syntax,0.56,storhetstid,0.558,histora,0.497
23,fransk,0.653,register,0.601,schiller,0.55,pius,0.546,naturhistoria,0.538,geographien,0.558,fäderneslan,0.557,röfvarhistoria,0.497
24,stöt,0.652,skrift,0.601,afhandling,0.55,arithmetik,0.546,fornnordisk,0.537,starbäcks,0.557,krigshistoria,0.556,verldshistorien,0.496
25,testamente,0.652,utkomma,0.601,öfwersatt,0.549,omarbeta,0.544,fornålder,0.536,hjeltesaga,0.557,pedagogik,0.555,sjöroman,0.495
26,hall,0.652,sammandrag,0.601,uplagan,0.548,grammatika,0.543,livius,0.534,geographie,0.557,häfder,0.553,folksaga,0.495
27,medfölja,0.649,anmärkning,0.597,skaldestycke,0.545,minnesbok,0.542,litteraturhistoria,0.533,biblista,0.556,alkemi,0.552,afslöjar,0.494
