,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,osta,0.828,pra,0.605,florera,0.495,upprigtigt,0.438,lagverk,0.44,dölas,0.459,dölas,0.577,delad,0.526
1,förundran,0.801,kika,0.602,afrätta,0.493,jämföra,0.429,tillgifna,0.44,delad,0.456,delad,0.525,dölas,0.509
2,mogen,0.797,längtan,0.594,döpa,0.483,rälla,0.427,lörra,0.44,nttalat,0.444,dola,0.518,dola,0.488
3,smaka,0.797,stamma,0.592,stamma,0.478,utaa,0.423,sympatisera,0.439,divergera,0.44,tvänna,0.448,erhålia,0.437
4,utsprida,0.793,lyra,0.585,rna,0.476,silfverpjeser,0.422,besjäla,0.438,hugar,0.434,möbleradfc,0.441,tvänna,0.424
5,frälsa,0.79,ilten,0.582,jämföra,0.474,domsrätt,0.42,åsigler,0.434,mening,0.433,tiefligt,0.441,inac,0.423
6,föröka,0.788,öda,0.582,undersåte,0.473,äterbetala,0.419,delad,0.43,uttalad,0.432,jägna,0.436,motstridande,0.42
7,skatt,0.787,trumma,0.58,nild,0.471,delad,0.419,överensstämmelse,0.429,alternativer,0.426,närbeslägtad,0.435,hufvudgrupper,0.416
8,fägnad,0.786,sträck,0.579,tillkommande,0.47,allde,0.418,jämföra,0.427,twifwelsutau,0.424,völ,0.434,eliminera,0.415
9,snille,0.78,hjälte,0.573,imma,0.47,motsäga,0.417,förevita,0.427,återljud,0.421,möbler,0.433,cronins,0.414
10,krypa,0.78,försona,0.572,oförgätlig,0.47,qvarstående,0.415,villna,0.425,bemtade,0.419,etort,0.432,kökj,0.411
11,röna,0.779,häpenhet,0.571,upstiga,0.47,pairer,0.415,edva,0.424,tillösa,0.418,lögla,0.432,bängifva,0.411
12,hjälte,0.778,glättig,0.57,vörda,0.469,läsbar,0.412,wäsendet,0.424,känsior,0.418,möblerädt,0.431,tillsammana,0.41
13,glans,0.778,förbittra,0.57,samband,0.468,hänwisa,0.412,mening,0.422,bäfvat,0.416,trefllgt,0.43,befolkningscentrum,0.409
14,exempel,0.778,loa,0.568,arrangera,0.467,vora,0.412,omnämt,0.421,mainlinien,0.414,kökj,0.429,skridskogång,0.409
15,smitta,0.776,boning,0.568,uttyda,0.467,hjeltemodig,0.411,såda,0.421,förmedlare,0.414,leradt,0.428,annonsplats,0.409
16,gäfwor,0.774,fosterbygd,0.568,undersäter,0.467,oense,0.41,sammangjuta,0.419,afundas,0.413,nyro,0.426,brödraband,0.407
17,ymnig,0.772,siv,0.567,wcr,0.467,kabinetter,0.409,qivar,0.419,ställnin,0.412,möblorade,0.425,bondefolk,0.407
18,lem,0.772,gransta,0.566,wifar,0.466,vällust,0.407,insågo,0.417,tillsammanstagna,0.412,erhålia,0.425,försäkringsaftalet,0.406
19,saknad,0.772,wår,0.564,skänk,0.466,påtruga,0.407,trösteord,0.417,konstnärinnor,0.411,ungherro,0.425,jägna,0.406
20,förändra,0.77,försigtig,0.564,fantasi,0.465,tilhörer,0.406,värmare,0.417,bevärings,0.411,motstridande,0.423,pått,0.404
21,granne,0.77,slägte,0.564,beröfwa,0.465,förespegla,0.406,förnöjsam,0.416,tilllämplig,0.411,möbl,0.423,ufan,0.404
22,förtjänst,0.769,era,0.564,förpligta,0.464,embetsmännen,0.405,sjellve,0.416,ilise,0.411,sängplats,0.423,närbeslägtad,0.403
23,ört,0.768,förnedra,0.563,skan,0.463,spöka,0.405,nordamerikan,0.415,afflntadt,0.41,ufan,0.423,lilltå,0.402
24,doch,0.768,sc,0.563,ljum,0.463,kwilka,0.405,återgifvas,0.414,gnabbas,0.41,sittarbete,0.421,brandförsäkringsbelopp,0.4
25,rätteligen,0.767,förtwiflan,0.563,allians,0.463,kommittent,0.405,gifiver,0.414,caput,0.41,nngkarlar,0.421,öfvergifves,0.399
26,besynnerligen,0.767,rikta,0.562,gifva,0.463,kriga,0.405,äsido,0.414,ynglingaåldern,0.409,möhleradt,0.421,läskamrat,0.399
27,lydnad,0.766,störa,0.561,äckla,0.463,balansera,0.404,wurit,0.413,nppfattning,0.408,högerfrihandlarne,0.419,sämjas,0.399
28,förföra,0.764,hugnad,0.561,tyda,0.462,hammarsköld,0.404,pligtskyldig,0.413,ccksä,0.407,sofrnm,0.419,erhållab,0.398
29,orolig,0.763,eka,0.561,undcrwisning,0.462,oiu,0.404,råttigheter,0.412,byste,0.407,rado,0.418,vinterfödd,0.398
30,underhålla,0.762,tilhörer,0.56,redowisa,0.462,bemöda,0.403,aldrastörsta,0.411,åsigt,0.407,atort,0.418,nngherrar,0.398
31,wä,0.762,flön,0.56,enstild,0.461,interessera,0.403,toide,0.411,rewisorerne,0.406,ijnst,0.417,tvångsämne,0.398
32,like,0.762,lefwa,0.559,önsta,0.461,förskoning,0.402,lagklok,0.411,uppgiftsskyldighet,0.405,inac,0.417,qvarnbergsgatorna,0.397
33,oskyldig,0.762,flutar,0.559,leri,0.461,misskänna,0.401,allramest,0.411,gilla,0.405,blefva,0.416,detn,0.397
34,singö,0.762,väcka,0.559,anslå,0.461,sannskyldig,0.401,skiljaktig,0.411,lcdt,0.405,nngherrar,0.416,etå,0.396
35,andelig,0.762,twingar,0.557,nöjde,0.46,finta,0.401,alternativer,0.41,glädjas,0.404,cronins,0.415,nejda,0.396
36,hwarannan,0.762,gäfwor,0.557,ätanka,0.459,räddhåga,0.4,rofwet,0.41,vidblifva,0.404,nyreparerado,0.414,tve,0.396
37,lefwer,0.761,undergä,0.556,utfigt,0.459,älskande,0.4,barnaundervisning,0.41,föreniäl,0.404,köi,0.414,hufvuddelar,0.395
38,dryck,0.759,efterapa,0.555,armera,0.457,hatva,0.4,afskudda,0.41,hufvudvilkoret,0.404,fördela,0.413,upplätos,0.395
39,ädelmodig,0.759,fjäll,0.554,äsiven,0.457,valsätt,0.399,vidblifva,0.41,mares,0.403,vedplats,0.413,håfvorna,0.395
40,öka,0.759,frälsa,0.553,ljuft,0.456,nima,0.399,rekapitulera,0.41,intelligenspartiet,0.403,egun,0.412,arfvejord,0.394
41,hugga,0.759,elda,0.552,flygelbyggnad,0.456,uppleta,0.399,samverka,0.409,jarne,0.403,enm,0.412,gifvenhet,0.394
42,wällust,0.759,period,0.552,uplifwa,0.456,basera,0.399,förkastelse,0.409,verldsbyggnaden,0.402,qvarnbergsgatorna,0.411,egarum,0.394
43,pläga,0.758,namna,0.552,redeligen,0.455,fördelare,0.399,ungdomsminne,0.409,idker,0.402,tivolibolaget,0.411,brädgårdsarbetarne,0.393
44,mätt,0.758,tö,0.551,flutade,0.455,draf,0.398,övertygelse,0.409,terrorisera,0.402,befolkningscentrum,0.41,tvånne,0.393
45,fördel,0.758,innersta,0.551,grundlägga,0.455,inkonseqvens,0.398,tvåfaldig,0.409,diametral,0.402,hyi,0.41,jämlike,0.393
46,yppighet,0.757,mandom,0.551,nordisk,0.455,motsätta,0.398,extrem,0.409,kårda,0.402,riam,0.41,tjugunio,0.392
47,innerlig,0.756,vördnad,0.551,rodnad,0.455,lyckohjul,0.398,behölliga,0.409,arfvejord,0.402,lodt,0.408,beböfvas,0.392
48,ynnest,0.756,uplifwa,0.551,härold,0.454,misströsta,0.397,nhet,0.408,sjellve,0.401,möblerado,0.407,åfver,0.392
49,olycklig,0.756,moralisk,0.55,erhöllo,0.454,armce,0.397,wiglig,0.408,känslostämning,0.401,omöble,0.407,eburn,0.391
50,werkan,0.756,grift,0.549,redeliga,0.454,classen,0.397,civiliseradt,0.407,notisjägare,0.401,enskildla,0.407,ersoner,0.391
51,nn,0.756,wete,0.549,liswet,0.454,förlikna,0.396,likstämmig,0.407,villna,0.401,jjn,0.407,skandallös,0.391
52,fade,0.754,ivel,0.549,drif,0.454,skonsam,0.396,oinvigd,0.407,tolli,0.401,iugång,0.407,smålotter,0.391
53,dageligen,0.754,belasta,0.548,sjels,0.453,jor,0.396,klunga,0.407,åtalande,0.401,möbléradt,0.406,edni,0.39
54,lättja,0.754,osti,0.548,hafw,0.453,sägandes,0.396,bedjen,0.406,öfverlygelsen,0.4,trofligt,0.406,undersälja,0.39
55,läkare,0.753,upstiga,0.548,bewisat,0.453,afspisa,0.396,oqvald,0.406,walkretsar,0.4,dentliga,0.405,vagnmakeriarbetare,0.39
56,wäga,0.753,roal,0.548,ida,0.453,ingifver,0.395,uttryckande,0.406,scavenius,0.4,taiflig,0.405,förvärfda,0.39
57,farlig,0.753,gifva,0.548,folkflag,0.452,omnämt,0.395,upoffra,0.406,vandamme,0.4,ngång,0.404,alldraminst,0.389
58,pligt,0.753,bödel,0.547,visa,0.452,kuni,0.395,sunn,0.406,uuderwisa,0.4,uyreparerade,0.404,huiuvida,0.389
59,frukta,0.753,famla,0.547,slägte,0.452,darföre,0.395,sigo,0.406,slitande,0.399,tillsammana,0.404,häradswis,0.389
60,fägring,0.752,älstade,0.547,undergifwenhet,0.451,uttyda,0.395,nalur,0.405,slaffrågan,0.399,oförgriplig,0.404,pundtvätt,0.389
