,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,edut,0.648,edut,0.71,etuoikeudet,0.855
1,muutokset,0.623,etuoikeudet,0.704,oileudet,0.842
2,asetukset,0.619,rajat,0.7,oiteudet,0.841
3,toimet,0.606,welwollisuudet,0.694,kansalaisoikeudet,0.774
4,samat,0.603,oikeuksia,0.681,vapaudet,0.734
5,yhteiset,0.597,asetukset,0.668,edut,0.728
6,uudet,0.596,waatimukset,0.652,keudet,0.722
7,laitokset,0.579,suhteet,0.649,melmollisuudet,0.704
8,hengelliset,0.579,keudet,0.637,ednt,0.702
9,nimitetyt,0.578,maatimukset,0.636,etuudet,0.697
10,tarpeelliset,0.565,hankkeet,0.634,welwollisuudet,0.691
11,säädyt,0.564,wirkakunnat,0.632,oikeuksia,0.684
12,oppilaiset,0.562,vaatimukset,0.627,kauppaoikeudet,0.66
13,marat,0.561,hallitukset,0.627,periaatteet,0.659
14,useimmat,0.56,hallitsijat,0.625,asetukset,0.656
15,toimitukset,0.56,hallitsiat,0.618,helpotukset,0.652
16,kohdat,0.559,perustukset,0.618,peruslait,0.645
17,liset,0.559,wirkamiehet,0.616,rajoitukset,0.645
18,oppilaat,0.556,säännöt,0.613,oifeubet,0.638
19,palkat,0.555,julistukset,0.608,tarkoitukset,0.636
20,osalliset,0.553,toimet,0.603,leudet,0.634
21,huudot,0.551,maakunnat,0.601,maatimuksct,0.632
22,kaupungit,0.549,wirastot,0.6,oikeuksille,0.631
23,koulut,0.549,hallitusmiehet,0.598,laitokset,0.63
24,enimmät,0.547,mirkamiehet,0.598,teudet,0.624
25,ehdot,0.543,mielipiteet,0.597,erioikeudet,0.622
26,erinäiset,0.535,yhtäläiset,0.596,perustuslait,0.618
27,maksut,0.535,kansalliset,0.593,etuoikeuksia,0.616
28,seurat,0.533,yhteiset,0.585,toimialat,0.616
29,nykyiset,0.531,ohjeet,0.584,määräykset,0.616
30,säännöt,0.53,pispat,0.584,tuomioistuimet,0.615
31,edusmiehet,0.529,waltiolliset,0.582,maatimutset,0.615
32,kustannukset,0.528,perustuslaissa,0.581,maatimukset,0.613
33,annetut,0.528,parannukset,0.579,toimet,0.61
34,tajat,0.527,määräykset,0.579,ebut,0.609
35,asetetut,0.526,awut,0.578,rajat,0.608
36,kutsutut,0.525,uhraukset,0.575,myönnytykset,0.607
37,yhdistetyt,0.521,yhdistykset,0.575,maatimulset,0.605
38,määrät,0.52,alueet,0.574,lakiehdotukset,0.605
39,paraimmat,0.517,harrastukset,0.573,perussäännöt,0.6
40,maksot,0.517,seikat,0.571,käsitteet,0.599
41,opettajat,0.517,ammatit,0.571,oikeudelliset,0.597
42,todistukset,0.513,tuomarit,0.571,oileulsia,0.594
43,kirjat,0.512,sopimukset,0.569,waatimutset,0.593
44,seurakunnat,0.509,olot,0.567,asetulset,0.591
45,tilat,0.508,perustuslait,0.567,lailliset,0.59
46,kirjoitukset,0.506,raha-asiat,0.564,perusteet,0.589
47,palkintoja,0.505,kirkolliset,0.564,maltiollisct,0.589
48,kysymykset,0.502,käskyt,0.563,perustuslailliset,0.588
49,nykyisten,0.501,laitokset,0.562,yhteiskunnalliset,0.588
50,tetut,0.498,edustajat,0.561,määräytset,0.588
51,alamaiset,0.498,maltiot,0.561,velvollisuudet,0.586
52,semmoiset,0.496,maatilat,0.56,säädökset,0.585
53,tehdyt,0.495,esteet,0.559,muodollisuudet,0.581
54,kertomukset,0.495,opistot,0.559,pyyteet,0.58
55,rännyt,0.494,alamaisille,0.558,laitotset,0.579
56,asetuksissa,0.493,oikeuksista,0.557,makuutukset,0.579
57,keinot,0.493,maanomistajat,0.557,säännökset,0.578
58,tiedot,0.493,kansallisuudet,0.556,etuisuudet,0.577
59,yllä,0.492,liitot,0.556,säädännöt,0.575
60,lahjat,0.491,alamaiset,0.555,eläkekassat,0.575
61,opettajain,0.49,oikeuksiin,0.554,järjestelmät,0.574
62,hallitukset,0.485,toimitukset,0.553,oikeustot,0.573
63,toimikunnan,0.484,virkamiehet,0.552,äänestysoikeus,0.572
64,seikat,0.484,virastot,0.551,oiteutsia,0.57
65,sellaiset,0.483,lupaukset,0.551,harrastukset,0.569
66,jäsenille,0.482,edusmiehet,0.551,oppilaitokset,0.569
67,hallituksessa,0.48,rikokset,0.55,näkökannat,0.568
68,summat,0.48,säännökset,0.548,hallinto-,0.568
69,nille,0.48,luostarit,0.548,kieliolot,0.567
70,entiset,0.479,oikeuksien,0.548,asiakirjansa,0.566
71,mirkansa,0.478,nykyisille,0.548,puustellit,0.565
72,jaetut,0.478,etuoikeuksia,0.548,awut,0.565
73,hal,0.476,komiteat,0.547,elinehdot,0.564
74,kirjoitetut,0.476,julkiset,0.545,oikeuksien,0.564
75,lait,0.475,keksinnöt,0.544,riitakysymykset,0.563
76,tapahtumat,0.472,perustuksille,0.544,olosuhteet,0.563
77,edelliset,0.472,kaupungeille,0.544,pyrinnöt,0.562
78,asiamiehet,0.471,perusteet,0.543,apulähteet,0.56
79,hyödylliset,0.468,omituiset,0.543,määräylset,0.56
80,sotamiehiä,0.468,etuja,0.542,tarkoitusperät,0.559
81,aineet,0.467,walitukset,0.541,etuoikeutensa,0.558
82,jäseniksi,0.467,keskinäiset,0.54,waatimukset,0.557
83,esteet,0.467,pöytäkirjat,0.54,vaatimukset,0.557
84,mnut,0.465,tarkoitukset,0.539,arkistot,0.556
85,jäse,0.464,piispat,0.538,julistukset,0.556
86,tukset,0.464,kaupungit,0.538,oikeuksilla,0.556
87,esimieheksi,0.463,valtiolliset,0.538,edellytykset,0.555
88,yksityisten,0.461,mahdolliset,0.538,tullit,0.553
89,seurakuntiin,0.461,nykyiset,0.535,katsantokannat,0.553
90,virkamiehet,0.459,omaisuudet,0.533,ohjesäännöt,0.552
91,luut,0.459,seurakunnat,0.533,oikeulsia,0.55
92,ulkomailla,0.459,johtajat,0.533,testamentit,0.55
93,lähetetyt,0.458,kansakunnat,0.533,perustuslakinsa,0.549
94,suurimmat,0.458,oppilaitokset,0.533,kalastukset,0.549
95,papeille,0.457,sisälliset,0.532,nimitykset,0.549
96,määrätyt,0.457,asiat,0.53,omaisuudet,0.549
97,papisto,0.455,nimismiehet,0.53,näkökohdat,0.548
98,työ-,0.455,kansoille,0.53,perustuslakimme,0.548
99,osansa,0.452,yleiset,0.53,lakinsa,0.548
