,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,perustuslaillinen,0.798,omatakeinen,0.817
1,maltiollinen,0.763,omintakeinen,0.786
2,kirkollinen,0.743,poliitillinen,0.77
3,valtiollinen,0.741,riippumaton,0.752
4,yhteiskunnallinen,0.74,maltiollinen,0.734
5,waltiollinen,0.738,kansallinen,0.726
6,kunnallinen,0.723,waltiollincn,0.72
7,kansallinen,0.723,perustuslaillinen,0.718
8,uskonnollinen,0.707,yhteiskunnallinen,0.714
9,malttamaton,0.704,ihanteellinen,0.707
10,sisällinen,0.702,maltiollincn,0.695
11,sotainen,0.686,malliollinen,0.69
12,luonnollinen,0.682,valistunut,0.686
13,täydellisin,0.681,mapaamielinen,0.683
14,inhimillinen,0.68,waltainen,0.683
15,rajaton,0.677,kansallisesti,0.676
16,todellinen,0.661,itsetietoinen,0.675
17,rauhallinen,0.66,yksipuolinen,0.675
18,jonkunmoinen,0.659,puolueeton,0.674
19,sorrettu,0.657,epäkansallinen,0.673
20,ulkonainen,0.657,luonnollinen,0.67
21,mielinen,0.655,maltillinen,0.669
22,välttämätön,0.652,walistunut,0.667
23,wälttämätöin,0.651,tasapuolinen,0.667
24,henkinen,0.649,sisällinen,0.667
25,yksimielisyys,0.648,todellinen,0.663
26,mahtama,0.646,malistunut,0.663
27,maallinen,0.644,siwistynyt,0.663
28,moimallinen,0.642,simecllinen,0.66
29,europalainen,0.641,demokraattinen,0.659
30,mälttämätöin,0.637,johdonmukainen,0.658
31,hallitsia,0.635,pysymäinen,0.658
32,taloudellinen,0.633,maltainen,0.656
33,hallitusmuoto,0.633,järjellinen,0.654
34,kansallisuus,0.632,simistynyt,0.652
35,simistynyt,0.631,nykyinen,0.651
36,alhainen,0.631,sopusuhtainen,0.651
37,nykyinen,0.63,yksilöllinen,0.651
38,hallitsin,0.628,läytöllinen,0.65
39,suora,0.628,politillinen,0.649
40,päämaali,0.628,kansanmaltainen,0.649
41,pelkkä,0.627,yhtenäinen,0.648
42,hyödytön,0.616,valtiollinen,0.647
43,siwistynyt,0.616,simislynyt,0.647
44,vapaamielinen,0.615,kansanwaltainen,0.646
45,mahtawa,0.614,siweellinen,0.643
46,itsenäisyys,0.613,parlamentaarinen,0.642
47,turmiollinen,0.612,edustuslaitos,0.641
48,yhteiskunta,0.612,turwattu,0.639
49,aineellinen,0.612,silvistynyt,0.639
50,kukistettu,0.611,kunnallinen,0.638
51,wälttämätön,0.61,ala-armoinen,0.638
52,nurja,0.61,kansallisuus,0.638
53,pysymä,0.61,ahdasmielinen,0.637
54,satunnainen,0.608,käytöllinen,0.637
55,kapinallinen,0.608,jakamaton,0.636
56,katsantotapa,0.607,sotilaallinen,0.636
57,matama,0.605,altiollinen,0.635
58,luonnoton,0.604,edistyneempi,0.634
59,ylewä,0.603,lansallinen,0.634
60,rikkain,0.602,uskonnollinen,0.634
61,olemus,0.601,poliittinen,0.633
62,kansakunta,0.6,vapaamielinen,0.633
63,maltakunta,0.6,tasawaltainen,0.632
64,järjellinen,0.598,makama,0.632
65,suojelus,0.596,miehuullinen,0.631
66,hallitsija,0.595,valtainen,0.631
67,määrällinen,0.595,wapaamielinen,0.631
68,oikea,0.594,simeellinen,0.631
69,wallitsewa,0.592,sisäinen,0.631
70,kreikkalainen,0.589,horjuwa,0.63
71,urhollinen,0.588,järlewä,0.628
72,keskinäinen,0.588,ulkonainen,0.628
73,sitkeä,0.587,tasamaltainen,0.627
74,katolinen,0.586,mahtawin,0.626
75,yhteinen,0.586,toimeton,0.626
76,isällinen,0.585,simeellincn,0.625
77,mieli-ala,0.582,siwislynyt,0.624
78,pysywä,0.581,vakaantunut,0.624
79,peritty,0.58,moraalinen,0.623
80,etemin,0.579,hyödytön,0.622
81,yhtäläinen,0.578,nykyaikainen,0.621
82,moimakas,0.578,järkewä,0.621
83,kieltämätön,0.577,elinmoimainen,0.621
84,sotalaitos,0.576,mielipiteiltään,0.62
85,jäykkä,0.576,turmattu,0.618
86,mallalla,0.574,europalainen,0.618
87,kieltämättä,0.574,pysywäinen,0.617
88,waltakunta,0.573,ylcwä,0.617
89,isänmaallinen,0.572,tieteellinen,0.617
90,kotimainen,0.572,matillinen,0.617
91,lvoima,0.571,etcmin,0.616
92,yksipuolinen,0.57,etuoikeutettu,0.616
93,välikappale,0.568,kirkollinen,0.616
94,ainoa,0.568,itsenäisenä,0.615
95,woimallinen,0.567,persoonallinen,0.615
96,järjestelmä,0.566,elimellinen,0.612
97,itämainen,0.566,muodostuma,0.612
98,asemamme,0.565,poliitinen,0.611
99,senkaltainen,0.565,oitca,0.611
