,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,kääntää,0.729,lnoda,0.872
1,kätkeä,0.712,kääntää,0.788
2,heittää,0.708,istuttaa,0.767
3,tunkeutua,0.693,kiinnittää,0.764
4,wctää,0.691,löytää,0.756
5,sysätä,0.686,kohdistaa,0.756
6,katsahtaa,0.68,liinnittää,0.745
7,tunkea,0.677,lääntää,0.737
8,katsoa,0.677,tuoda,0.734
9,sulkea,0.668,loihtia,0.731
10,kohottaa,0.666,kohottaa,0.728
11,etsiä,0.665,keksiä,0.72
12,ammentaa,0.665,johdattaa,0.72
13,kohota,0.663,tunlea,0.72
14,saamuttaa,0.662,tunkea,0.717
15,päästää,0.66,kätkeä,0.716
16,kiinnittää,0.659,silmätä,0.714
17,tuntea,0.655,etsiä,0.714
18,löytää,0.654,somittaa,0.708
19,ohjata,0.649,lewittää,0.705
20,tarttua,0.646,heittää,0.704
21,werrata,0.644,mirittää,0.704
22,laskea,0.642,säilyttää,0.703
23,lemittää,0.639,tähdätä,0.702
24,verrata,0.639,merrata,0.698
25,merrata,0.639,juurruttaa,0.698
26,kartoittaa,0.638,suunnata,0.697
27,sulattaa,0.638,tääntää,0.695
28,tyydyttää,0.637,lemittää,0.694
29,tuoda,0.637,sowiltaa,0.693
30,keksiä,0.635,lcmittää,0.692
31,kumata,0.634,sowittaa,0.69
32,sekoittaa,0.633,sulattaa,0.688
33,säilyttää,0.632,tunkeutua,0.687
34,murtaa,0.632,wetää,0.687
35,riistää,0.632,koota,0.687
36,kuwata,0.629,walaista,0.686
37,ummistaa,0.628,werrata,0.685
38,siirtyä,0.628,lewitlää,0.685
39,muuttaa,0.627,metää,0.68
40,mctää,0.626,teroittaa,0.68
41,hämmentää,0.626,kuivata,0.679
42,panna,0.626,lemitlää,0.678
43,herätä,0.624,lcwittää,0.676
44,erottaa,0.623,tnoda,0.675
45,ilmestyä,0.623,laskea,0.674
46,herättää,0.621,wcrrata,0.674
47,masentaa,0.621,kumata,0.674
48,poistaa,0.619,kiintyä,0.673
49,säilyä,0.619,silmäillä,0.673
50,huomata,0.617,tiinnittää,0.673
51,lähestyä,0.616,lelsiä,0.673
52,pyrkiä,0.615,pukea,0.671
53,häiritä,0.615,ilmaista,0.67
54,työntää,0.615,panna,0.669
55,nostaa,0.615,asettaa,0.669
56,muodostaa,0.614,solvittaa,0.669
57,hillitä,0.613,kohota,0.668
58,silmäillä,0.612,kuivailla,0.667
59,wetää,0.612,kumailla,0.667
60,ilmaista,0.612,sukeutua,0.667
61,asettaa,0.611,ammentaa,0.667
62,muuttua,0.61,katsoa,0.667
63,puuttua,0.61,palauttaa,0.667
64,istuttaa,0.61,vetää,0.666
65,lumota,0.606,saamultaa,0.665
66,sitoa,0.605,herättää,0.665
67,croittaa,0.604,piirtää,0.665
68,marjella,0.604,saamnttaa,0.664
69,jättää,0.603,valaista,0.66
70,arwostella,0.603,hankkia,0.66
71,somittaa,0.603,tarjota,0.659
72,taipua,0.603,työntää,0.658
73,repiä,0.602,kuwata,0.657
74,eroittaa,0.602,puistaa,0.656
75,walaista,0.602,temmata,0.656
76,ponnistaa,0.601,mcrrata,0.655
77,katkaista,0.6,ulotuttaa,0.654
78,torjua,0.6,welää,0.654
79,teroittaa,0.6,letsiä,0.654
80,hankkia,0.6,limittää,0.654
81,houkutella,0.6,saamuttaa,0.653
82,odottaa,0.599,hanttia,0.653
83,muodostua,0.598,tuntea,0.653
84,asettua,0.598,kietoa,0.651
85,epäillä,0.598,ulottua,0.651
86,kadota,0.598,keskittää,0.65
87,täyttää,0.598,tajuta,0.65
88,rmveta,0.597,wctää,0.65
89,siirtää,0.597,imeä,0.65
90,ustoa,0.596,ryhmittää,0.649
91,pilata,0.596,tutustua,0.649
92,metää,0.595,ihastua,0.649
93,syntyä,0.595,yhdistää,0.648
94,luottaa,0.595,saaivuttaa,0.648
95,kohdata,0.594,ylettyä,0.648
96,menestyä,0.594,raiwata,0.647
97,johdattaa,0.593,tyrkyttää,0.647
98,turmautua,0.593,johtua,0.647
99,pelastaa,0.592,toteuttaa,0.646
