,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,bulgaria,0.82,kuningaskunta,0.835
1,maltakunta,0.756,keisarikunta,0.811
2,egypti,0.748,polititi,0.806
3,itsenäisyys,0.74,politiikki,0.79
4,garian,0.728,maakunta,0.783
5,keisarikunta,0.722,waltakunta,0.78
6,liittokunta,0.717,waltiomuoto,0.774
7,bul,0.713,politiki,0.77
8,europalainen,0.707,alusmaa,0.769
9,serbia,0.699,politiikka,0.765
10,montenegro,0.698,politili,0.763
11,bulgarian,0.687,maltakunta,0.756
12,liitto,0.687,ylimystö,0.752
13,hallitsija,0.684,politiiki,0.74
14,ministeristä,0.675,ulkopolitiikka,0.74
15,valtakunta,0.672,hallitsija,0.737
16,saksalle,0.667,maltatunta,0.735
17,ruhtinaskunnan,0.663,hallitsin,0.732
18,armeja,0.662,valtakunta,0.731
19,puola,0.661,hallitsia,0.73
20,turkille,0.66,suurwalta,0.73
21,waltakunta,0.659,hallitsijasuku,0.726
22,sotalaiwasto,0.658,kuningasperhe,0.724
23,venäjä,0.654,maltalunta,0.722
24,sotajoukko,0.654,pääkaupunki,0.72
25,bosnia,0.654,valloittaja,0.714
26,hallitsia,0.653,tasamaita,0.712
27,ministeristö,0.653,maltiomuoto,0.712
28,kreikalle,0.652,armeija,0.712
29,kuningaskunnan,0.647,monarkia,0.709
30,nenäjä,0.646,diplomatia,0.707
31,kypron,0.645,armeja,0.705
32,itsenäiseksi,0.644,liittokunta,0.703
33,unkari,0.643,saksanmaa,0.703
34,itävallan,0.643,sotawoima,0.7
35,valloitus,0.641,suurimalta,0.7
36,armenian,0.641,kansakunta,0.699
37,armeija,0.641,alusmaaksi,0.697
38,pääkaupunki,0.641,wapaawalta,0.696
39,perustuslaki,0.64,autonomia,0.696
40,bulga,0.64,sotamoima,0.693
41,montenegron,0.639,maakuntana,0.693
42,sleswigin,0.639,heimokunta,0.692
43,wcnäjä,0.637,yliherruus,0.692
44,sotamoima,0.635,kruununperillinen,0.692
45,miehittää,0.635,sotalaimasto,0.692
46,numänian,0.634,siirtokunta,0.69
47,preussille,0.634,niemimaa,0.69
48,sotawoima,0.633,hallitusmuoto,0.69
49,italia,0.632,maltatunnassa,0.687
50,wenäjä,0.631,oikeuslaitos,0.686
51,europa,0.63,maalunta,0.685
52,ministerikunta,0.63,unkarille,0.684
53,rumanian,0.628,diplomatiia,0.682
54,turkinmaalla,0.628,tasawalta,0.682
55,rumänian,0.628,sotajoukko,0.678
56,malloitus,0.626,mapaamalta,0.677
57,serbian,0.626,maakunnaksi,0.677
58,montenegrolle,0.622,rahakanta,0.677
59,alue,0.621,itsenäisyys,0.676
60,itälvallan,0.62,brasilia,0.674
61,italialle,0.619,hallitusaika,0.671
62,weuäjä,0.619,edustajakunta,0.671
63,englandi,0.618,sotalaiwasto,0.671
64,englannille,0.618,eduskunta,0.67
65,turkista,0.618,uganda,0.668
66,espanja,0.616,bulgaria,0.668
67,hallitusmuoto,0.616,kuningaskunnan,0.666
68,raja,0.616,ruhtinaskunnassa,0.665
69,persia,0.614,egypti,0.665
70,sotamäti,0.614,emämaa,0.665
71,pyk,0.613,kuningaskuntaan,0.665
72,maakunta,0.612,malloitus,0.663
73,itärumilian,0.612,kuningaskunnasta,0.663
74,sotamäki,0.612,wenajä,0.663
75,perustuslaissa,0.612,venäjä,0.662
76,sotalaimasto,0.612,maltalunnassa,0.662
77,itsenäisyyden,0.611,liittolainen,0.661
78,holsteinin,0.611,waltiowelka,0.66
79,saksanmaa,0.61,kolminaisliitto,0.659
80,preussi,0.61,wallankumous,0.659
81,kreikka,0.607,sotalaitos,0.657
82,sopimus,0.607,itaalia,0.657
83,tnrkin,0.607,wenäjä,0.656
84,san-stefanon,0.606,afganistan,0.656
85,itäwallau,0.605,ministeristo,0.656
86,ruhtinaaksi,0.605,waltalunta,0.653
87,hallinto,0.605,britannia,0.651
88,portti,0.604,tullitariffi,0.651
89,maakunnat,0.603,mikado,0.651
90,fransta,0.602,politiilla,0.65
91,ranska,0.602,itäwalta-,0.648
92,sotawäti,0.601,sanomalehdistö,0.648
93,suitani,0.601,wenäja,0.648
94,bosnian,0.6,itämältä-,0.647
95,maltakunnan,0.599,sisilia,0.645
96,salsa,0.599,ritarikunta,0.645
97,tanska,0.598,tasamalta,0.645
98,itämaita,0.598,wcnäjä,0.645
99,muodostetaan,0.598,sotapäällikkö,0.644
