,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,kansakin,0.634,lansalainen,0.804
1,kansakunta,0.619,kansakunta,0.652
2,ystämä,0.596,kansanmies,0.637
3,henkilö,0.588,lakkolainen,0.613
4,kansa,0.584,seurakuntalainen,0.607
5,mirkamies,0.575,isänmaanystämä,0.603
6,seurakuntalainen,0.571,kuntalainen,0.599
7,kansallisuus,0.566,henkilö,0.598
8,sanomakirjallisuus,0.55,ihminen,0.598
9,ajattelema,0.548,paikkakuntalainen,0.591
10,wirkamies,0.548,kansalaisena,0.589
11,lähetysseura,0.546,kristitty,0.583
12,kausa,0.546,kansakin,0.578
13,ulkomaalainen,0.542,kaupunkilainen,0.576
14,yksityinen,0.541,kansa,0.574
15,kirjailija,0.539,perheenäiti,0.574
16,käsityöläinen,0.536,käsityöläinen,0.574
17,rakastaja,0.535,täysikäinen,0.572
18,hypoteekkiyhdistys,0.534,lukija,0.572
19,yhteiskunta,0.534,ylioppilasnuoriso,0.57
20,jokainen,0.534,ystälvä,0.57
21,ymmärtämä,0.533,ystäivä,0.569
22,asewelwollinen,0.532,yhteiskunta,0.568
23,harrastaja,0.532,maaseutulainen,0.566
24,tiedemies,0.532,urheilulehti,0.566
25,simistynyt,0.527,liikemies,0.565
26,virkamies,0.524,perheen-isä,0.565
27,kirjallisuus,0.524,ihmineu,0.564
28,kieli,0.524,hymämaineinen,0.562
29,jotainen,0.523,lokainen,0.559
30,muukalainen,0.52,kristillismielinen,0.558
31,jäsen,0.52,ajattelema,0.557
32,siwistynyt,0.519,talonpoika,0.555
33,maalainen,0.513,kansallismielinen,0.553
34,harjoittaja,0.512,kaunokirjailija,0.552
35,ihminen,0.509,ammattilainen,0.552
36,asukas,0.509,uskomainen,0.55
37,lieli,0.508,ystäma,0.55
38,tiedeseura,0.507,työmieskin,0.549
39,ylhäinen,0.506,ihmiuen,0.549
40,kansalaiselle,0.501,ystämä,0.548
41,kansalaisen,0.499,säätyluokka,0.548
42,toimellinen,0.496,ystäwa,0.546
43,tuntee,0.495,ysläwä,0.546
44,kaupunkilainen,0.491,maanwiljelyslehti,0.546
45,ystälvä,0.491,lähetysseura,0.544
46,lukija,0.491,soseurat,0.544
47,taitama,0.491,kansanluokka,0.543
48,kansalta,0.489,koulumies,0.541
49,myöntänee,0.488,kutsumuksessaan,0.54
50,aatelismies,0.484,perheenisä,0.539
51,hallitsin,0.483,siwistynyt,0.537
52,kielinen,0.483,kania,0.537
53,kristitty,0.481,simistynyt,0.537
54,pohatta,0.481,ystäwä,0.536
55,kirjailla,0.481,sukupolmi,0.536
56,kumalehti,0.479,kauppalehti,0.535
57,runoilija,0.479,siwislynyt,0.535
58,talousseura,0.479,wirkamies,0.535
59,rehellinen,0.479,lakimies,0.534
60,soturi,0.478,sukupolwi,0.532
61,lukia,0.477,karjanomistaja,0.532
62,maamies,0.475,hallitsia,0.532
63,jalomielinen,0.475,kansanaines,0.531
64,isänmaa,0.473,lukia,0.531
65,kerjäläinen,0.473,asianharrastaja,0.53
66,tieli,0.472,ihmisystäwä,0.53
67,puolustaja,0.472,lausa,0.529
68,köyhä,0.472,kirkkokunta,0.529
69,kainen,0.471,lainkuuliainen,0.528
70,pääkaupunki,0.471,tietorikas,0.528
71,perhe,0.467,kirjanoppinut,0.528
72,hallitsija,0.466,kansalaiselle,0.528
73,rehelliseksi,0.466,läsnäolija,0.528
74,tutkija,0.464,nuorukainen,0.527
75,lutia,0.461,sielunpaimen,0.527
76,tunnollinen,0.459,lotainen,0.526
77,puhuma,0.459,lutia,0.526
78,saituri,0.457,sukukunta,0.524
79,hallitsia,0.457,jokainen,0.524
80,osakas,0.455,hallitsija,0.522
81,kieltä,0.454,mirkamics,0.522
82,rakastama,0.454,gentlemanni,0.521
83,kadettikoulu,0.454,valistunut,0.521
84,nainen,0.453,sutupolmi,0.521
85,kuwalehti,0.451,.jokainen,0.52
86,mäestö,0.451,itsetietoisena,0.519
87,kieleen,0.45,yksilö,0.519
88,oppinut,0.45,asewelwollinen,0.519
89,rikas,0.449,suurtilallinen,0.519
90,paikkakunta,0.446,kansalaiseksi,0.518
91,mahankin,0.446,teollisuuslehti,0.517
92,etewä,0.445,hywämaineinen,0.517
93,harrastus,0.445,ystätvä,0.517
94,etemä,0.444,tiedonhaluinen,0.517
95,järjellinen,0.441,kausa,0.516
96,sukulainen,0.441,sanomalehdistö,0.516
97,kaartista,0.44,kaiisa,0.516
98,mäcstö,0.439,saarnamies,0.515
99,sotilas,0.439,yslämä,0.515
