,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,majesteetti,0.818,senaati,0.936,senatti,0.953
1,talousseura,0.795,senati,0.914,senati,0.943
2,senatin,0.762,scnati,0.879,senaati,0.934
3,armossa,0.757,scnaati,0.851,senaatli,0.932
4,senaatissa,0.75,majesteeti,0.846,senali,0.929
5,armollisesti,0.742,seuaati,0.828,senaalti,0.91
6,esityksestä,0.738,majesteetti,0.827,senaalli,0.908
7,armollisen,0.731,fenati,0.822,tenaatti,0.902
8,senaatin,0.727,seuati,0.817,scnati,0.9
9,keisarillinen,0.723,m.ti,0.796,smaatti,0.892
10,armoll,0.72,scuaati,0.796,senaatii,0.888
11,kejs,0.716,fenaati,0.792,smati,0.888
12,arm,0.701,majcsteeti,0.77,tcnaatti,0.885
13,kcis,0.693,senaali,0.767,seuaatti,0.885
14,majes,0.691,senaatilta,0.738,senaattl,0.875
15,nimittänyt,0.682,senatilta,0.737,senatl,0.872
16,julistuksessa,0.679,majestceti,0.736,scnaati,0.869
17,säätänyt,0.666,majestecti,0.731,senaatit,0.868
18,maj.,0.659,howioikeus,0.71,fenati,0.868
19,keis,0.637,majcstccti,0.706,scnatti,0.864
20,säätty,0.635,homioikeus,0.699,seuati,0.848
21,armol,0.634,talousseura,0.684,senaatt,0.823
22,julistuksen,0.628,howioikcus,0.672,kouluylihallitus,0.823
23,pankki,0.621,senatille,0.664,jenaatti,0.823
24,majest,0.615,scnatin,0.661,fenaati,0.808
25,asetuksessa,0.615,senaatille,0.659,scuaatti,0.803
26,majesteettinsa,0.614,senatissa,0.657,fenatt,0.798
27,armollisessa,0.612,homioikcus,0.645,enaatti,0.798
28,tinsa,0.609,howioiteus,0.644,senaali,0.791
29,asetetun,0.608,senatin,0.642,rautatiehallitus,0.791
30,leski-,0.604,teeti,0.641,ylihallitus,0.784
31,majesteetinsä,0.602,homioiteus,0.629,fenaatti,0.778
32,majesteetin,0.595,howioileus,0.627,scuati,0.777
33,julistus,0.592,senaatiin,0.621,seuaati,0.774
34,katsonut,0.589,majesteetilta,0.621,lääkintöhallitus,0.773
35,määrännyt,0.584,armossa,0.619,majesteti,0.773
36,julis,0.583,kouluylihallitus,0.617,tullihallitus,0.772
37,armollista,0.58,ylihallitus,0.614,lääninhallitus,0.76
38,pankin,0.572,lääninhallitus,0.614,teollisuushallitus,0.76
39,korkeus,0.569,mti,0.614,majesteetti,0.759
40,annetun,0.567,jesteeti,0.613,vankeinhoitohallitus,0.75
41,asettanut,0.564,hovioikeus,0.61,maanwiljelyshallitus,0.748
42,mirasta,0.558,tuomiokapituli,0.61,kuwernöörinwirasto,0.737
43,k-,0.557,senaatin,0.606,sennatt,0.737
44,säätää,0.553,wirasto,0.606,maanmittausylihallitus,0.736
45,hallitus,0.548,senatiin,0.605,tuwernöörinwirasto,0.734
46,mossa,0.548,senaattiin,0.6,rautatienhallitus,0.729
47,anomuksen,0.548,senaatissa,0.598,teollisuushallilus,0.728
48,ilmoitettu,0.545,homioileus,0.595,maanmiljelyshallitus,0.724
49,muutettu,0.545,postitirehtöri,0.584,konsistori,0.724
50,yliopistossa,0.545,majes,0.58,läätintähallitus,0.723
51,nimitetty,0.544,konsistori,0.579,majesteeti,0.723
52,esityksen,0.544,konsistoriumi,0.579,luwernöörinwirasto,0.722
53,armollinen,0.543,majest,0.577,kouluhallitus,0.721
54,asetus,0.54,kouluhallitus,0.573,lääkintähallitus,0.717
55,korkean,0.539,hallitus,0.572,koulu-ylihallitus,0.715
56,asetuksen,0.539,senaatista,0.569,läälintähallitus,0.712
57,konstantin,0.538,julistus,0.567,lumernööri,0.712
58,hoitokunta,0.538,maj.,0.565,toimituskunta,0.708
59,aleksanderin,0.537,jesteetti,0.564,tumernööri,0.706
60,wirasta,0.537,komitea,0.563,majcsteti,0.703
61,käsketty,0.536,maaherra,0.563,tcollisuushallitus,0.701
62,isoruhtinas,0.532,wirka-ilmotuksia,0.561,rautatiewaliokunta,0.701
63,yliopiston,0.532,käskykirje,0.559,painoylihallitus,0.701
64,maaherra,0.53,naatti,0.557,majesteli,0.699
65,kunink,0.527,annossa,0.554,luwernööri,0.699
66,hylväksi,0.527,maistraatti,0.548,metsänhoitohallitus,0.698
67,kutsunut,0.527,myönnyttänyt,0.545,majestcti,0.698
68,määränny,0.526,konsistorio,0.543,majcstcti,0.697
69,rännyt,0.526,maistraati,0.537,postihallitus,0.695
70,keisa,0.524,maistrati,0.536,painoylihallitns,0.695
71,keisarillisen,0.522,mirasto,0.535,lumernöri,0.693
72,säännön,0.522,scnaatiin,0.533,waltiowaliokunta,0.692
73,armollisesta,0.519,armollisimmasti,0.532,waltiowaliolunta,0.69
74,opistossa,0.517,alamaisesta,0.527,waltiowaliotunta,0.689
75,määrätty,0.516,nati,0.527,keisari-suuriruhtinas,0.687
76,toimikunnan,0.514,pääkomitea,0.524,homioikeus,0.684
77,howi,0.514,kuwernööri,0.518,läälintöhallitus,0.684
78,alamaisuudessa,0.513,talousseuran,0.516,tuwernööri,0.683
79,mustialan,0.513,talonpoikaissääty,0.515,tumernöörinmirasto,0.683
80,pyynnöstä,0.51,armollisesti,0.513,konsistorio,0.682
81,määräyksen,0.509,kansleri,0.511,postiylihallitus,0.681
82,h.,0.509,johtotunta,0.508,homioileus,0.681
83,asetettu,0.509,valiokunta,0.508,maanmittaushallitus,0.679
84,ruotu,0.508,senaat,0.506,homioiteus,0.679
85,jaetun,0.506,senatista,0.505,kuwernööri,0.679
86,majestetinsä,0.505,majesteettinsa,0.505,rautaticnhallitus,0.678
87,ilmoittanut,0.503,ilihallitus,0.505,konsistoori,0.677
88,rätty,0.502,postinjohtokunta,0.502,rakennushallitus,0.677
89,käskenyt,0.502,johtokunta,0.501,howioikeus,0.677
90,toimikunta,0.5,majesteetille,0.498,senat,0.676
91,jäseneksi,0.499,ritareiksi,0.496,kumernööri,0.675
92,hallitukselta,0.499,waliokunta,0.495,konsistoorio,0.674
93,pietarissa,0.497,esimalta,0.494,lonsistori,0.671
94,pankissa,0.494,armoll,0.493,howioileus,0.67
95,suomeen,0.494,asetus,0.492,ylihallitns,0.669
96,palkintoja,0.493,esityksestä,0.49,poslihallitus,0.669
97,julistaa,0.493,wahwistanut,0.486,lonsistoori,0.668
98,yleisessä,0.492,tcis,0.485,postihallitns,0.667
99,waroista,0.489,toimituskunta,0.485,homioitcus,0.667
