,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,tutkinto,0.672,wuositutkinto,0.573,jullinen,0.745
1,huutokauppa,0.621,muositutkinto,0.526,jultinen,0.742
2,piispan,0.577,kirkonkokous,0.525,yleinen,0.727
3,julkisessa,0.571,huutokauppa,0.519,yleiuen,0.707
4,juhla,0.569,jumalanpalmelus,0.509,yleineu,0.696
5,uusi,0.559,suullinen,0.491,yleiueu,0.663
6,erityinen,0.555,tutkinto,0.487,ylemen,0.649
7,kokous,0.55,yleinen,0.484,marsinainen,0.648
8,kuulutus,0.545,manuu,0.483,ratkaisema,0.645
9,järjestys,0.542,auksioni,0.477,marfinainen,0.635
10,olemassa,0.536,kalunkirjoitus,0.475,cnsimäincn,0.633
11,sääntö,0.534,awioliitto,0.47,alustawa,0.627
12,täkäläisessä,0.532,haaste,0.469,ehdollinen,0.622
13,turuun,0.529,yhteinen,0.463,suullinen,0.62
14,taina,0.524,paasto,0.463,warsinainen,0.616
15,papiston,0.522,julkisessa,0.457,törkeä,0.614
16,pidettämä,0.518,warsinainen,0.457,ilcincn,0.614
17,tuomio,0.517,haasto,0.456,ilmeinen,0.612
18,yleisessä,0.516,tokous,0.455,ehdoton,0.61
19,testamentti,0.516,huutolauppa,0.455,tawanmukainen,0.61
20,juhlallisesti,0.515,katselmus,0.453,dleinen,0.609
21,tulemassa,0.513,kansantajuinen,0.449,jonkinlainen,0.604
22,kirkonkokouksessa,0.512,laillinen,0.449,varsinainen,0.603
23,laillinen,0.508,urakkahuutokaupalla,0.449,papillinen,0.603
24,taulu,0.504,kuntakokous,0.448,ensimäincn,0.602
25,oppilaisten,0.503,kokons,0.443,yleine,0.598
26,ilmoitus,0.502,lokous,0.428,tämänlaatuinen,0.596
27,tossa,0.502,jumalanpal,0.428,yleinen,0.595
28,konttorissa,0.501,amisioni,0.427,kirkollinen,0.595
29,yleinen,0.5,protlama-,0.424,jonkunlainen,0.593
30,maistraatin,0.495,lolous,0.421,oikeudellinen,0.593
31,salissa,0.495,huutolauppoia,0.42,marsinaincn,0.59
32,laitos,0.49,wakinainen,0.418,cnsimäinen,0.59
33,antama,0.488,wellomisasioita,0.417,senlainen,0.589
34,keskinäinen,0.485,luento,0.417,ileincn,0.589
35,yhteinen,0.484,totous,0.416,irallinen,0.588
36,tarjotaan,0.482,jumalanpalwelus,0.415,ratkaisewa,0.588
37,tapahtumaan,0.478,varoitus,0.414,yhteinen,0.587
38,paraikaa,0.477,maistraatin,0.413,jonkunmoinen,0.586
39,julkisen,0.477,urakka-huutokaupalla,0.413,tutkiuto,0.586
40,julistettiin,0.477,necssa,0.412,ensimmäinen,0.585
41,sunnuntai,0.476,rukous,0.411,häpeällinen,0.585
42,pappilassa,0.474,kokous,0.41,aleinen,0.584
43,hoitokunnan,0.474,velkomisasioita,0.408,tärkeä,0.583
44,keskimiikkona,0.474,sunnuntaikoulun,0.407,täydellinen,0.583
45,täkäläisen,0.473,juhlallinen,0.403,tamanmukainen,0.583
46,asianomaisen,0.472,kansakirjasto,0.403,yleinm,0.583
47,suostumus,0.472,amonainen,0.402,jonkummoinen,0.582
48,rakennus,0.467,lullinen,0.4,ilcinen,0.581
49,elinkautisen,0.467,maanwiljelyskokous,0.4,ensimäinen,0.581
50,sunnuntai-,0.466,waroitus,0.399,hengellinen,0.581
51,täydellinen,0.466,esitelmä,0.398,senlaatuinen,0.581
52,mustialan,0.465,tieteellinen,0.398,ensimäiuen,0.58
53,ensimmäinen,0.463,huuto-kauppoja,0.397,mirallincn,0.58
54,pispan,0.463,kunnallinen,0.397,wirallinen,0.579
55,huuto,0.461,laiton,0.396,mleinen,0.578
56,yliopiston,0.46,pailka,0.395,ensimainen,0.576
57,huutokaupassa,0.46,prollama-,0.395,warsinaincn,0.576
58,koulu,0.46,tolous,0.395,miimcinen,0.576
59,erinäinen,0.459,rahatoi,0.395,ileinen,0.575
60,tammisaaren,0.459,totons,0.394,weinen,0.574
61,tuorstaina,0.458,elroos,0.394,muodollinen,0.574
62,toimitettu,0.458,kunnankokous,0.392,laillinen,0.572
63,pidetyssä,0.457,lvaali,0.392,enstmäinen,0.567
64,maaliskuussa,0.457,raastumanoikeuden,0.392,miimcincn,0.566
65,yhteys,0.451,perinpohjainen,0.391,uleinen,0.564
66,hengellinen,0.45,nöyrä,0.391,lainmukainen,0.564
67,esimiehenä,0.449,lullisella,0.391,semmoinen,0.564
68,asetus,0.449,erinäinen,0.391,senkaltainen,0.563
69,kirkoissa,0.449,kotous,0.39,hallinnollinen,0.563
70,kirkon,0.449,pullisella,0.39,jonkinmoinen,0.562
71,päätetty,0.447,kolons,0.389,sellainen,0.559
72,toimi,0.447,kirkkoraadin,0.389,wiimcinen,0.557
73,kirjapuodissa,0.447,mttty,0.389,seltvä,0.557
74,suomenkielellä,0.445,ekroos,0.389,sellaiuen,0.557
75,joulukuussa,0.445,majistraatin,0.389,kirjallinen,0.554
76,kokousta,0.445,puhe,0.389,yllämainittu,0.552
77,nykyinen,0.444,lewäisen,0.387,jonkullainen,0.552
78,julis,0.442,marsinainen,0.387,miimeincn,0.551
79,kuulutuksia,0.441,kokoushuoneessa,0.386,wirallincn,0.55
80,käynti,0.441,proklaama-,0.386,mälitön,0.549
81,perustettu,0.44,pöytäkirja,0.384,peruuttamaton,0.549
82,muutos,0.439,kansakoululla,0.384,tuttinto,0.547
83,pidetään,0.437,maistraatissa,0.384,wiimeincn,0.547
84,lviime,0.436,kirkollinen,0.384,lopullinen,0.547
85,kirjasto,0.435,huutokauppoja,0.383,ratkaiseva,0.545
86,jäsenten,0.435,varsinainen,0.383,miimeinen,0.543
87,pyhä,0.435,peruutettu,0.382,malttamaton,0.543
88,kokouksen,0.435,tawallinen,0.382,merkillinen,0.542
89,jäsenille,0.434,julistettiin,0.381,tämmöinen,0.542
90,asettaminen,0.434,kuraatori,0.381,päättämä,0.541
91,esitys,0.433,cnsimäincn,0.38,ehdotoin,0.54
92,marraskuussa,0.433,tiitettäwä,0.38,enfimmäinen,0.538
93,tys,0.432,yhtiökokous,0.379,tähdellinen,0.538
94,jokaisena,0.432,rippikoulu,0.378,ensimäineu,0.538
95,kirkko,0.432,2—1,0.377,puolinainen,0.538
96,joulu,0.43,kuulutettu,0.376,ilahduttama,0.537
97,yhteisessä,0.43,kiertämä,0.376,tutkinto,0.535
98,mainittu,0.429,edellämainittu,0.376,oikeudenmukainen,0.535
99,hoitokunta,0.429,oppilaistcn,0.376,tämänlainen,0.535
