,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
37,tienoilla,0.413,pidemmän,0.377,täyn,0.449
38,talmen,0.413,tulemina,0.377,nähtämä,0.449
39,mailla,0.413,ahkeraan,0.373,edisty,0.448
40,täälläki,0.413,näinä,0.37,menä,0.448
41,täälläkin,0.412,lisäänty,0.37,wenä,0.447
42,laihot,0.411,pitkinä,0.369,weuä,0.446
43,jalalla,0.409,näi,0.369,entisinä,0.446
44,kannalla,0.408,käyty,0.367,wenii,0.445
45,norjassa,0.407,edistyneen,0.366,venä,0.445
46,löyty,0.407,hyminä,0.366,häiri,0.444
47,jokseenkin,0.405,koto,0.366,länhätää,0.443
48,kesän,0.405,edistänyt,0.366,nöksestä,0.443
49,tehneen,0.404,liik,0.366,kehitty,0.443
50,muina,0.403,ahkerasti,0.362,tänäpä,0.443
51,europassa,0.399,keski,0.362,mie,0.443
52,kaikkina,0.398,päättyneen,0.361,kymä,0.443
53,mähin,0.397,ensimmäisinä,0.361,ystämi,0.442
54,sateet,0.397,kaikkialla,0.361,kywiin,0.441
55,erino,0.397,parempina,0.36,pysyte,0.441
56,paraikaa,0.395,muinais,0.356,kymään,0.44
57,olletikin,0.395,pime,0.354,kymät,0.439
58,toimotaan,0.394,tärkein,0.349,sii°,0.439
59,kestänyt,0.394,kotiteollisuus,0.349,maamie,0.439
60,erinomaisesti,0.393,seudullamme,0.348,ylty,0.438
61,muuallaki,0.392,eläk,0.348,pakanuuden,0.437
62,karjalassa,0.392,edesauttamiseksi,0.347,läyte,0.437
63,perällä,0.392,mel,0.347,tyh,0.434
64,taimen,0.391,toisina,0.347,jotapäi,0.433
65,pidetty,0.391,melkoi,0.346,gen,0.431
66,seurakunnassamme,0.391,nykyään,0.344,itses,0.431
67,kato,0.389,niinä,0.344,estee,0.43
68,rannat,0.389,tänäki,0.343,ensimäise,0.428
69,samossa,0.388,ollutkin,0.343,tönä,0.427
70,kulku,0.388,kaik,0.342,edistymis,0.427
71,saimaan,0.388,edistynyt,0.341,lämpimä,0.426
72,juhannuksen,0.387,cnimmiten,0.341,kyivät,0.426
73,kulun,0.387,sisälläolewan,0.34,mäli,0.425
74,rannoilla,0.386,muinakin,0.34,kökohtia,0.424
75,hallan,0.386,wiimeis,0.34,kyisi,0.424
76,rakennettiin,0.386,lopulle,0.338,tehitty,0.424
77,semminkin,0.384,muodostunut,0.338,ilses,0.424
78,ajoilla,0.384,tapahtuneet,0.338,häpe,0.424
79,joina,0.384,mähyys,0.337,toissapäimä,0.423
80,hamaittu,0.383,yleisenä,0.337,lehitty,0.422
81,mesillä,0.382,nykyjään,0.337,hirme,0.422
82,tekeillä,0.382,köyhässä,0.336,parempinakin,0.422
83,tienoissa,0.38,waikuttanut,0.335,ny'y,0.421
84,ete,0.38,uy,0.334,työnteki,0.421
85,puutetta,0.38,moninaiset,0.334,nykyaikaan,0.421
86,puutteen,0.379,crittäinki,0.333,entis-,0.421
87,hämeessä,0.378,monena,0.333,selke,0.421
88,miehillä,0.378,joksikin,0.332,sii,0.421
89,toiwotaan,0.377,keski-,0.332,ete,0.421
90,muosina,0.377,löyty,0.331,lisääntymis,0.42
91,pohjoisessa,0.376,wnme,0.331,wenä°,0.42
92,alettu,0.376,wiimme,0.331,naapuripitä,0.419
93,punatauti,0.376,muuallakin,0.331,ään8,0.419
94,lahdessa,0.375,miimeisten,0.328,kisellä,0.419
95,harmassa,0.375,tuntuwasti,0.328,köisiä,0.418
96,satanut,0.375,tauonnut,0.328,kyy,0.418
97,liikkeellä,0.374,unden,0.327,käsite,0.418
98,lumen,0.374,myrs,0.327,pimein,0.417
99,kahtena,0.374,kuluissa,0.327,rauhankin,0.416
