,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,lapissa,0.507,nöksiä,0.538,nyty,0.859
1,ympäristöllä,0.504,miimeisinä,0.505,nyly,0.811
2,nähty,0.493,wiimeisinä,0.502,nyky-,0.789
3,alulla,0.488,entisinä,0.474,edellisi,0.534
4,seuduilla,0.487,syr,0.45,yhte,0.531
5,kuulutaan,0.471,tyh,0.445,syr,0.514
6,rumettu,0.468,pakanuuden,0.433,tärke,0.511
7,alkua,0.463,tuntumasti,0.433,ensimmäise,0.509
8,valitetaan,0.458,tämmöisinä,0.432,nös,0.507
9,ilmestynyt,0.455,nykyisen,0.43,tihe,0.504
10,paraillaan,0.454,nykyisinä,0.427,pime,0.492
11,liikkunut,0.453,pitkään,0.424,länhädän,0.487
12,ilmoja,0.453,köyhinä,0.42,ylempä,0.487
13,kaupungissamme,0.452,edesmenneinä,0.418,täyte,0.482
14,syksyn,0.451,menneinä,0.417,edellise,0.473
15,seuduin,0.451,nykyi,0.416,kipe,0.472
16,kesää,0.448,nös,0.413,lähempä,0.471
17,nousemassa,0.446,uudemman,0.411,yksis,0.469
18,wäli,0.442,useampina,0.41,nölsiä,0.466
19,nykyisinä,0.442,kaikkina,0.41,näi,0.464
20,paikottain,0.441,muutamina,0.407,maanmie,0.463
21,pohjanmaalla,0.439,viimeisinä,0.407,länhätä,0.463
22,ollu,0.438,mennee,0.406,ymmärre,0.462
23,saalista,0.437,nykysen,0.401,kärsitty,0.462
24,paraastaan,0.434,venä,0.4,nöksiä,0.462
25,ylipäätään,0.432,meidänkin,0.4,nötset,0.457
26,paikoittain,0.431,wenä,0.399,jokapäi,0.456
27,puutteesta,0.429,huonoina,0.397,käyte,0.456
28,kuultu,0.427,sateisina,0.392,nykyisenä,0.456
29,näinä,0.426,koko,0.392,jymi,0.455
30,maasa,0.424,uäiuä,0.389,wcnä,0.454
31,saatawan,0.42,nykyaikana,0.387,nökset,0.453
32,täuä,0.42,enennyt,0.387,jäseni,0.452
33,pelätään,0.417,meidänki,0.383,kynyt,0.451
34,muuallakin,0.416,wcnä,0.382,ikäise,0.451
35,kuimuus,0.416,useina,0.382,wcuä,0.45
36,huonolla,0.416,nykyisenä,0.38,henke,0.449
