,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,eroittaa,0.893,eroittaa,0.958
1,croittaa,0.856,croittaa,0.912
2,tuntea,0.729,eroiltua,0.897
3,pelastaa,0.722,eroiltaa,0.892
4,puhdistaa,0.712,eroitlaa,0.87
5,riistää,0.71,eloiltaa,0.802
6,wapauttaa,0.704,mapauttaa,0.783
7,päästää,0.701,vapauttaa,0.767
8,ammentaa,0.696,irroittaa,0.766
9,riippua,0.691,kartoittaa,0.764
10,syyttää,0.688,wapauttaa,0.758
11,kerskata,0.683,syrjäyttää,0.757
12,warjella,0.68,irtautua,0.724
13,säilyä,0.676,napauttaa,0.712
14,kartoittaa,0.668,poistaa,0.707
15,kätkeä,0.663,päältää,0.703
16,mapauttaa,0.663,irtaantua,0.7
17,purkaa,0.66,karkottaa,0.699
18,etsiä,0.656,vapautua,0.693
19,löytää,0.654,pelastaa,0.693
20,särkeä,0.654,wapautua,0.685
21,kohdata,0.654,tuntea,0.68
22,kadehtia,0.652,määritellä,0.679
23,liikuttaa,0.649,suojata,0.678
24,vapauttaa,0.649,torjua,0.676
25,arwella,0.647,katkaista,0.675
26,wctää,0.647,puistaa,0.674
27,huomata,0.642,riippua,0.672
28,katkaista,0.642,suojella,0.671
29,häwittää,0.642,häätää,0.67
30,nostaa,0.64,muodostaa,0.67
31,hawaita,0.638,mapautua,0.67
32,anvata,0.638,huumata,0.67
33,aawistaa,0.636,löytää,0.664
34,repiä,0.631,hälvittää,0.66
35,sattua,0.63,vieroittaa,0.66
36,turmella,0.629,eroitta,0.66
37,tuomita,0.629,johtua,0.659
38,lumota,0.626,estää,0.657
39,ustoa,0.626,luopua,0.657
40,pilata,0.626,syyttää,0.656
41,poistaa,0.625,muutella,0.654
42,hämmentää,0.625,mieroittaa,0.653
43,werrata,0.625,varjella,0.653
44,päättää,0.624,puhdistaa,0.652
45,hallita,0.624,poistoa,0.652
46,luoda,0.623,päättää,0.651
47,murtaa,0.622,sysätä,0.65
48,arwata,0.622,pyyhkiä,0.647
49,wetää,0.621,siirtää,0.646
50,laskea,0.619,muuttaa,0.644
51,tehä,0.618,solvittaa,0.642
52,suojella,0.618,häwittää,0.641
53,heittää,0.618,erotella,0.64
54,mitata,0.617,irrottaa,0.638
55,waatia,0.616,nimittää,0.637
56,ajatella,0.614,annostella,0.637
57,ohjata,0.614,huomata,0.636
58,syntyä,0.612,tuomita,0.636
59,kääntää,0.611,päättöä,0.634
60,kehua,0.608,täyttää,0.633
61,kaataa,0.608,tukistaa,0.633
62,tawata,0.606,veroiltaa,0.633
63,häwitä,0.606,rikkoa,0.633
64,muuttaa,0.606,kytkeä,0.632
65,unohtaa,0.606,päätellä,0.631
66,sulattaa,0.606,karkoittaa,0.631
67,pyyhkiä,0.605,malita,0.631
68,wicdä,0.604,lumota,0.63
69,pestä,0.602,säilyttää,0.63
70,marjella,0.602,rattaista,0.63
71,unhottaa,0.602,riistää,0.629
72,käsittää,0.602,marjella,0.629
73,kantaa,0.602,hämittää,0.628
74,katsoa,0.602,kieltää,0.628
75,kuwata,0.6,häwitlää,0.628
76,epäillä,0.6,laskea,0.628
77,lähestyä,0.6,sitoa,0.627
78,peittää,0.599,rangaista,0.626
79,mctää,0.598,määrätä,0.626
80,tehdä,0.597,käsittää,0.625
81,arwostella,0.597,liikuttaa,0.624
82,torjua,0.595,leimata,0.624
83,korjata,0.594,lastea,0.623
84,ryöstää,0.594,vahingoittua,0.623
85,wiedä,0.593,korjata,0.621
86,pidättää,0.592,waatia,0.621
87,salata,0.591,anastaa,0.621
88,luopua,0.591,hämiltää,0.62
89,kiskoa,0.589,karsia,0.62
90,poiketa,0.588,nostaa,0.619
91,nuhdella,0.587,malila,0.619
92,sauoa,0.587,päästää,0.619
93,tunkea,0.586,ääntää,0.618
94,kohottaa,0.586,hymäksyä,0.618
95,taataa,0.585,somiltaa,0.618
96,kukistaa,0.585,eötää,0.617
97,lnkea,0.585,vaatia,0.617
98,sortaa,0.585,veloittaa,0.617
99,pettää,0.584,epäillä,0.617
