,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,yhteinen,0.738,yhteinen,0.694,yleiuen,0.879
1,tärkeä,0.731,ileinen,0.684,yleineu,0.86
2,kansallinen,0.723,yleisin,0.675,yleiueu,0.848
3,simistys,0.706,kansallinen,0.661,ylemen,0.83
4,keskinäinen,0.698,asemelmollisuus,0.623,dleinen,0.823
5,muutos,0.696,tämmöinen,0.612,ileinen,0.812
6,sisällinen,0.684,yleisempi,0.61,ilcinen,0.808
7,merkillinen,0.681,taloudellinen,0.608,ileincn,0.807
8,yhteys,0.68,tällainen,0.599,yleine,0.804
9,kirjallisuus,0.677,jonkinmoinen,0.597,ilcincn,0.797
10,nykyinen,0.674,tärkein,0.597,yleinm,0.79
11,into,0.671,warsinainen,0.592,uleinen,0.789
12,tys,0.659,asewelwollisuus,0.591,aleinen,0.758
13,tunnettu,0.658,jonkinlainen,0.59,nleinen,0.747
14,köyhyys,0.657,varsinainen,0.582,weinen,0.742
15,liikunto,0.649,rahanpuute,0.579,julkinen,0.727
16,erinomainen,0.649,uskonnollinen,0.579,hleinen,0.723
17,perustus,0.648,täydellinen,0.578,mleinen,0.716
18,menestys,0.645,wälttämätön,0.578,meiuen,0.705
19,siwistys,0.642,uleinen,0.576,mcinen,0.677
20,seikka,0.64,kirkollinen,0.575,leincn,0.671
21,luonnollinen,0.639,isänmaallinen,0.575,pleinen,0.668
22,selwä,0.639,kunnallinen,0.573,alustawa,0.662
23,omituinen,0.637,tärkeä,0.573,ylewen,0.65
24,mahdoton,0.637,jonkunmoinen,0.568,yhteinen,0.645
25,perustettu,0.636,tyytymättömyys,0.568,ylenen,0.64
26,kansassa,0.635,edistys,0.564,meincn,0.639
27,haitta,0.633,malttamaton,0.563,varsinainen,0.632
28,seuraus,0.633,tälnä,0.562,meineu,0.632
29,liike,0.633,wallitsewa,0.56,lcincn,0.63
30,raakuus,0.631,maltiollinen,0.554,vleinen,0.627
31,yritys,0.63,tähdellinen,0.554,yleisempi,0.627
32,kansalla,0.628,kiitettämä,0.554,marsinainen,0.622
33,hengellinen,0.628,turmiollinen,0.554,meinen,0.622
34,meno,0.625,valtiollinen,0.552,lansainwälinen,0.616
35,eroitus,0.622,päättämä,0.552,yleinen,0.615
36,luulo,0.621,jonkunlainen,0.549,tämänlaatuinen,0.614
37,tamallinen,0.618,yleisesti,0.549,kirkollinen,0.612
38,tämmöinen,0.617,waltiollinen,0.549,kansainmälinen,0.61
39,rikkaus,0.616,marsinainen,0.548,vleineu,0.609
40,kristillisyys,0.616,mieli-ala,0.547,kunnallinen,0.603
41,yhtäläinen,0.614,cnsimäinen,0.545,ylein,0.596
42,tällainen,0.613,wälttämätöin,0.544,hengellinen,0.593
43,senkaltainen,0.609,yhteiskunnallinen,0.543,paikallinen,0.592
44,ansio,0.607,semmoinen,0.542,tokons,0.591
45,kokemus,0.605,yksimielisyys,0.542,tansainmälinen,0.589
46,puute,0.601,meinen,0.542,memen,0.587
47,mähäinen,0.593,malistus,0.541,warsinainen,0.585
48,sääntö,0.59,ilahuttawa,0.54,tärkeä,0.584
49,suomenkieli,0.588,harrastus,0.54,raittiuslokous,0.583
50,tapa,0.586,malitettama,0.539,warsinaincn,0.58
51,ulkonainen,0.586,omituinen,0.538,eleinen,0.579
52,edis,0.585,merkillinen,0.538,pohjoismainen,0.578
53,maallinen,0.584,aineellinen,0.537,marsinaincn,0.578
54,tehtämä,0.582,puheenalainen,0.536,tiuskokous,0.575
55,linen,0.581,yleiseksi,0.536,raittiustokous,0.572
56,semmonen,0.579,todellinen,0.534,ensikesäinen,0.571
57,laillinen,0.577,osanotto,0.532,yksimielinen,0.57
58,nähtämä,0.576,yksimielinen,0.532,kansakoulukokous,0.57
59,sellainen,0.572,sisällinen,0.532,ihteinen,0.569
60,toimi,0.571,tieteellinen,0.532,ehdoton,0.568
61,moima,0.571,mieliala,0.531,lcinen,0.568
62,etu,0.571,kieltämätön,0.527,marfinainen,0.568
63,järjestys,0.567,senlainen,0.525,kansallinen,0.567
64,yhdistys,0.566,luonnollinen,0.525,isänmaallinen,0.567
65,suus,0.563,erinomainen,0.524,pappeiu,0.566
66,pitkällinen,0.562,suuri,0.524,hallinnollinen,0.564
67,hyödyllinen,0.562,mieltymys,0.524,mteinen,0.564
68,semmoinen,0.561,päättynyt,0.523,pakollinen,0.564
69,asetus,0.56,poistettu,0.522,jonkunmoinen,0.563
70,surkea,0.559,kielikysymys,0.522,raittiuskotous,0.559
71,moitto,0.558,välttämätön,0.521,yhdeksäs,0.558
72,toimo,0.555,milkas,0.519,ensimmäinen,0.558
73,maallemme,0.554,henkinen,0.518,tällainen,0.557
74,yleisesti,0.553,tärteä,0.518,uskonnollinen,0.555
75,maakunta,0.553,muodostunut,0.518,mcincn,0.554
76,tarpeellinen,0.55,lokous,0.516,perustama,0.553
77,ajatus,0.55,ratkaisema,0.516,opettajakokous,0.553
78,epäilemättä,0.549,pidettälvä,0.516,raittiusmielisten,0.551
79,keksitty,0.547,täniä,0.515,jonkinmoinen,0.55
80,suurena,0.546,perustuslaillinen,0.515,oikeudellinen,0.548
81,tämäki,0.545,mälttämätöin,0.515,tämänlainen,0.544
82,tarkoitus,0.544,miimeinen,0.515,mainitunlainen,0.543
83,laki,0.544,yleiseen,0.513,teollisuudenharjoittajain,0.543
84,olo,0.543,walistus,0.513,jullinen,0.542
85,nousemassa,0.543,tämäkin,0.513,maltiollinen,0.541
86,europan,0.543,ensimäincn,0.512,täydellinen,0.54
87,parannus,0.543,sunri,0.512,valtiollinen,0.539
88,pidettämä,0.543,nykyinen,0.512,lansainmälinen,0.539
89,muoto,0.541,yleensä,0.511,-asia,0.539
90,hyöty,0.541,sellainen,0.511,teollisuusharjoittajain,0.539
91,jako,0.54,tämä,0.511,osittainen,0.538
92,kohtuullinen,0.54,pitkällinen,0.509,jonkinlainen,0.538
93,pahin,0.539,alkawa,0.508,paikkakunnallinen,0.537
94,täysi,0.539,kokons,0.508,raittiuskolous,0.537
95,kielto,0.538,etemin,0.508,työwäenkokous,0.536
96,europassa,0.538,edustettu,0.507,raittiuslolous,0.536
97,asia,0.537,kirkolliskokous,0.506,wallitsewa,0.536
98,turha,0.537,ensimmäinen,0.506,kristillinen,0.534
99,maassamme,0.536,ensimäiuen,0.504,juomalakkolaisten,0.533
