,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,asetus,0.837,asetus,0.877,säänlö,0.86
1,esitys,0.742,asetns,0.862,ohjesääntö,0.838
2,suostumus,0.694,ohjesääntö,0.819,ohje,0.835
3,ase,0.682,määräys,0.786,sääntö-,0.754
4,toimi,0.657,laki,0.786,muutosehdotus,0.752
5,laki,0.657,kirkkolaki,0.77,järjestyssääntö,0.746
6,julistus,0.634,julistus,0.738,pytälä,0.736
7,muutos,0.628,esitys,0.735,johtosääntö,0.724
8,julistuksessa,0.624,ohje,0.73,perussääntö,0.722
9,laillinen,0.62,perustuslaki,0.709,asetus,0.72
10,täydellinen,0.618,pykäle,0.702,asetusehdotus,0.713
11,todistus,0.618,pykälä,0.7,sääntö-ehdotus,0.711
12,yhdistys,0.61,lali,0.697,muutos-ehdotus,0.709
13,säätty,0.608,päätös,0.679,pykälä,0.705
14,johtokunta,0.603,säännös,0.674,säännös,0.699
15,tuksessa,0.603,asetuksessa,0.674,pykäle,0.699
16,asettamisesta,0.595,ehdotus,0.665,sääntöjen,0.692
17,laitos,0.593,käskykirje,0.657,ehdoilus,0.689
18,yhteys,0.592,järjestys,0.654,yhtiöjärjestys,0.688
19,käsky,0.592,rajoitus,0.652,laki,0.686
20,yleinen,0.59,lisäys,0.641,kunnallisasetus,0.683
21,laina,0.585,konkurssi-asetus,0.638,piirijako,0.682
22,armoll,0.585,asetuksen,0.625,palkkaussääntö,0.682
23,hoitokunta,0.584,suostumus,0.623,määräys,0.678
24,määrää,0.584,esityksessä,0.623,ohjesäännön,0.675
25,armollinen,0.584,taksa,0.623,chdolus,0.674
26,julis,0.581,järjestelmä,0.62,asetns,0.673
27,jako,0.58,kielto,0.62,ohjesääntöjen,0.673
28,toimituskunta,0.574,vaatimus,0.619,waltiopäiwäjärjestys,0.666
29,mnkaan,0.572,hallitusmuoto,0.618,asetuskin,0.662
30,asetuksessa,0.571,myönnytys,0.618,säännöissä,0.661
31,kielto,0.567,ehdotns,0.612,järjeslys,0.661
32,tiede,0.564,perustuslaissa,0.611,asctns,0.66
33,tys,0.564,muutos,0.61,sääntöehdoitus,0.658
34,esimallan,0.563,chdoitus,0.607,ebdotus,0.658
35,tehtämä,0.561,koululaki,0.606,pylälä,0.658
36,toimikunnan,0.56,wahwistus,0.606,järjestys,0.658
37,tarpeel,0.559,ehdoitus,0.605,ehdotus,0.657
38,rikos,0.558,kaupungeille,0.602,ehdoitus,0.654
39,erityinen,0.558,asemelmollisuus,0.6,ehdotns,0.653
40,päätetty,0.558,setus,0.595,aselus,0.652
41,ruotu,0.553,asetuksesta,0.587,sääntöin,0.652
42,suomenkieli,0.553,säännössä,0.584,säädös,0.65
43,esimalta,0.553,asetusta,0.579,asctus,0.65
44,erinäinen,0.553,noudatettama,0.578,koulujärjestys,0.648
45,kustannus,0.551,perustus,0.577,sääntöehdotus,0.647
46,säännön,0.549,esityö,0.575,päätös,0.643
47,oikeudesta,0.549,miete,0.574,chdoitus,0.642
48,tärkeä,0.547,säädetään,0.574,lainehdotus,0.64
49,perus,0.544,listus,0.573,järjestely,0.639
50,pidettämä,0.543,asetukset,0.572,wuosiraha,0.638
51,maahamme,0.543,periaate,0.567,ehdoitns,0.635
52,toimikunta,0.543,momentti,0.565,säännössä,0.635
53,oikeus,0.541,tysymys,0.565,lali,0.634
54,neumo,0.541,kirkkolaissa,0.562,laadinta,0.632
55,maksu,0.541,maimaishoito,0.562,kirkkolaki,0.631
56,hallitukselta,0.538,säännöissä,0.56,aseius,0.631
57,yleisessä,0.538,waatimus,0.558,säänlöjen,0.631
58,jäsenille,0.538,lysymys,0.555,periaate,0.63
59,nykyinen,0.538,kuuink,0.555,holhouslaki,0.628
60,welwollisuus,0.538,käsky,0.554,ohjesäännössä,0.628
61,arm,0.537,noudatettamaksi,0.552,elinkeinolaki,0.627
62,hallituk,0.537,rangaistus,0.552,pääiös,0.627
63,johdosta,0.537,säätämä,0.552,chdotns,0.626
64,perustukseksi,0.537,maatimus,0.55,päimäjärjestys,0.626
65,kehoitus,0.537,suhta,0.547,ehdoius,0.621
66,moitto,0.536,kiertokirje,0.546,asemelmollisuus,0.619
67,esitellä,0.536,asewelwollisuus,0.546,ehdows,0.618
68,hallitukselle,0.536,säätää,0.545,aietus,0.617
69,armol,0.534,elinkeino,0.539,ehdutus,0.616
70,lopullisesti,0.534,jestys,0.539,perustus,0.615
71,mapaa,0.534,julistuksessa,0.538,rakennusjärjestys,0.615
72,julkinen,0.534,kunint,0.538,rikoslaki,0.614
73,malta,0.534,kunink,0.538,wiinalaki,0.613
74,esityksen,0.533,laiksi,0.537,palkkaus,0.613
75,halli,0.531,säännöstä,0.536,momentti,0.613
76,tapahtuisi,0.53,dotus,0.535,esiiys,0.613
77,johtokunnalle,0.529,armollisessa,0.535,weroitus,0.613
78,ansio,0.527,säännöksi,0.534,asevelvollisuuslaki,0.612
79,hallituksessa,0.527,säätään,0.534,miina-asetus,0.612
80,annettama,0.527,rikos,0.534,peri-aate,0.612
81,asetuksissa,0.526,mapaus,0.533,palkkasääntö,0.609
82,armolli,0.526,asetuksissa,0.533,ehdolus,0.609
83,säätää,0.525,järjestämisestä,0.532,toimimalta,0.608
84,tuksesta,0.525,kuninl,0.531,opetussuunnitelma,0.607
85,tutkinto,0.524,menetys,0.531,metsälaki,0.606
86,yhteisestä,0.524,järjestäminen,0.53,piirijaosta,0.605
87,kirjoitus,0.524,viinanpoltto,0.529,päiwäjärjestys,0.605
88,kuulutus,0.524,lirje,0.529,ehboitus,0.605
89,walta,0.522,suhde,0.529,noudatettamaksi,0.604
90,suus,0.521,poikkeus,0.527,muodostus,0.602
91,teos,0.52,asetukseen,0.526,säädäntö,0.602
92,yhteyden,0.52,laissa,0.525,kieliasetus,0.6
93,valta,0.519,ohjesäännössä,0.524,riloslali,0.6
94,esitelty,0.519,edeswastaus,0.524,hdotus,0.599
95,laissa,0.518,edesmastaus,0.523,lieliasetus,0.599
96,kokous,0.516,hallinto,0.52,meroitus,0.598
97,tuksen,0.515,liitto,0.52,sääntöjä,0.598
98,kysymykseen,0.515,oikeus,0.52,painolaki,0.595
99,maamiljelys,0.515,asc,0.519,sääntöien,0.594
