,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,tutkistella,0.821,tarkastaa,0.819
1,punnita,0.801,tutkia,0.812
2,katsastaa,0.778,miettiä,0.791
3,tutkia,0.777,silmäillä,0.789
4,tiedustella,0.773,selmitellä,0.777
5,miettiä,0.762,tntkia,0.767
6,tarkastaa,0.76,lutkia,0.765
7,selitellä,0.756,tarkata,0.765
8,annostella,0.755,selwitellä,0.759
9,arwostella,0.75,tiedustella,0.758
10,silmäillä,0.732,harkita,0.755
11,esitellä,0.694,tuttia,0.754
12,katsella,0.692,katsella,0.753
13,käsitellä,0.69,selitellä,0.744
14,koetella,0.685,tutlia,0.741
15,selwittää,0.682,kosketella,0.74
16,kuulustella,0.682,aprikoida,0.736
17,katsoa,0.672,käsitellä,0.732
18,luetella,0.664,tutkistella,0.728
19,tuttia,0.661,senrata,0.726
20,silmäilemään,0.659,koetella,0.724
21,noudattaa,0.654,seurata,0.721
22,tarkastaessa,0.648,walaista,0.719
23,tarkkaamaan,0.648,armostella,0.719
24,muistella,0.647,tunnustella,0.718
25,ratkaista,0.645,etsiä,0.709
26,kuunnella,0.643,määritellä,0.708
27,selittämään,0.643,tähystellä,0.707
28,esiintuoda,0.642,punnita,0.705
29,ilmaista,0.641,arwostella,0.705
30,tutkiessa,0.637,selmittää,0.704
31,selittää,0.631,annostella,0.703
32,tarkastelemaan,0.631,selwittää,0.701
33,lumota,0.629,malmistella,0.696
34,tuntea,0.626,mietiskellä,0.695
35,kuwata,0.625,sclwittää,0.691
36,seurata,0.623,valaista,0.685
37,parannella,0.616,valmistella,0.684
38,toimitella,0.615,esitellä,0.684
39,walwoa,0.61,kumata,0.683
40,huomata,0.61,kuivata,0.683
41,tyydyttää,0.609,katsastaa,0.683
42,selmittää,0.608,walmistella,0.682
43,kumata,0.607,muodostella,0.682
44,miettimään,0.605,tuntea,0.682
45,katselkaamme,0.6,katsoa,0.675
46,hamaita,0.6,tiedustaa,0.675
47,ajatella,0.6,muistutella,0.673
48,katsellessa,0.6,muistella,0.673
49,korjata,0.6,kuulustella,0.67
50,kumota,0.597,selvitellä,0.668
51,tehdä,0.597,käytellä,0.668
52,oikaista,0.596,korjata,0.666
53,teroittaa,0.595,armostclla,0.665
54,rattaista,0.595,anvostella,0.664
55,walaista,0.594,perustella,0.664
56,senrata,0.591,kastella,0.663
57,merrata,0.591,kuunnella,0.661
58,kysellä,0.586,miettiessä,0.655
59,julkaista,0.584,kuwata,0.654
60,puuhata,0.583,scnrata,0.654
61,järjestää,0.582,täytellä,0.654
62,täyttää,0.582,kumailla,0.653
63,esittää,0.582,tarkastelemaan,0.653
64,seurataan,0.581,tarkastan,0.65
65,etsiä,0.581,mittailla,0.648
66,keskustella,0.581,kuivailla,0.647
67,parantaa,0.58,arwostclla,0.645
68,noudattaen,0.579,sclmittää,0.644
69,hawaita,0.578,ajatella,0.644
70,käsittää,0.576,suunnitella,0.644
71,ihmetellä,0.572,huomata,0.644
72,tutkittua,0.571,tajuta,0.643
73,miitata,0.568,ihailla,0.643
74,tyystin,0.566,silmätä,0.642
75,tutkimatta,0.566,läytellä,0.641
76,kertomaan,0.564,kierrellä,0.64
77,aikaansaada,0.562,nähdä,0.639
78,keksiä,0.561,kumuilla,0.638
79,käyttää,0.56,urkkia,0.638
80,tutkien,0.559,noudattaa,0.637
81,nähdä,0.558,luetella,0.637
82,noudatettaisiin,0.558,tutkistelemaan,0.637
83,puolustaa,0.556,kysellä,0.637
84,puollustaa,0.556,vartioida,0.637
85,päättää,0.556,tutkimalla,0.635
86,tebdä,0.555,wartioida,0.631
87,ajattelemaan,0.554,käännellä,0.629
88,käsittelemään,0.554,selailla,0.629
89,säilyttää,0.553,muutella,0.628
90,ajatellessa,0.552,mertailla,0.627
91,julaista,0.552,läsitellä,0.627
92,puoltaa,0.551,ratkaista,0.627
93,sowittaa,0.551,parannella,0.626
94,werrata,0.551,tutkiessa,0.626
95,lnkea,0.55,armoslella,0.625
96,muistaa,0.547,wertailla,0.624
97,tutkimaan,0.545,vertailla,0.623
98,tehä,0.543,tarkastamalla,0.62
99,lausua,0.542,tuumailla,0.62
