,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,ihmisten,0.677,ihmis-,0.751,ihmis-,0.699
1,pahuuden,0.658,yhteis,0.672,raakalais,0.678
2,rakkauden,0.652,raakuuden,0.627,ihmisten,0.651
3,kansain,0.65,ihmisten,0.621,meljes,0.637
4,kansojen,0.642,ihmisyyden,0.61,himojen,0.618
5,luojan,0.639,näit,0.603,tunteit,0.616
6,tunto,0.623,neron,0.603,pienokais,0.615
7,sydämen,0.617,hartauden,0.6,lahkolais,0.605
8,kaikkein,0.614,häi,0.599,ihmislasten,0.602
9,pimeyden,0.601,sydämissä,0.599,sotilait,0.601
10,ihmisien,0.601,turmelus,0.591,yhteis,0.6
11,sielun,0.601,pimeyden,0.589,uskonnollis,0.599
12,luonto,0.597,kansojen,0.588,syntis,0.598
13,mielen,0.589,himojen,0.586,muhamettilais,0.598
14,niit,0.588,ihmiseu,0.578,henkis,0.596
15,sielu,0.586,sielussa,0.573,sielujen,0.596
16,totisen,0.584,raakuus,0.568,aistillisuuden,0.594
17,isänmaan,0.579,elämän,0.568,olentojen,0.591
18,elämän,0.576,malistuksen,0.564,maallis,0.587
19,kaikkien,0.576,kansalais,0.563,ulkonais,0.585
20,rakkaus,0.575,simeyden,0.562,kurjien,0.58
21,tuntoa,0.572,rikkauden,0.561,ihmisien,0.574
22,ihmisen,0.571,rakkauden,0.56,raakuuden,0.574
23,järki,0.568,tapain,0.56,turmeluksen,0.571
24,nuoruuden,0.568,ylpeyden,0.558,aineellisuuden,0.571
25,ihmiskunnan,0.568,isänmaa,0.557,kuolemattomuutta,0.569
26,ihmisyyden,0.566,kurjuuden,0.556,kansalais,0.568
27,kansallisen,0.566,harrastus,0.556,nöyryyden,0.567
28,epä,0.565,elämää,0.555,näit,0.566
29,käytös,0.565,yhteiskunnan,0.555,tuhansien,0.566
30,rakkaudesta,0.565,luonnon,0.554,ihmissydämen,0.565
31,tunnon,0.565,silvistyksen,0.553,intohimojen,0.563
32,elämämme,0.564,jalojen,0.552,ylellisyyden,0.563
33,hengellisen,0.562,sydämmissä,0.549,paheiden,0.561
34,mieltä,0.56,laiskuuden,0.549,hengen,0.559
35,rikkauden,0.559,simistyksen,0.549,muukalais,0.559
36,raakuus,0.559,hartaus,0.549,hengellis,0.558
37,järjen,0.559,lnonnon,0.549,pahojen,0.557
38,mui,0.558,hymyys,0.548,sielun,0.557
39,ymmärrys,0.557,turhuuden,0.546,vihollis,0.556
40,maallisen,0.554,simistyneen,0.544,nuorukais,0.555
41,rak,0.553,simistys,0.543,sielnn,0.553
42,kansakunnan,0.549,ihmiskuntaa,0.543,pimeyden,0.553
43,menestys,0.547,turmio,0.542,veljes,0.553
44,sydän,0.547,powessa,0.542,kärsimys,0.553
45,ymmärryksen,0.546,siweyden,0.541,useimmi,0.552
46,siwistyksen,0.546,kansain,0.541,karjalais,0.551
47,herättää,0.543,tunnon,0.539,mihollis,0.55
48,kristillisyys,0.543,ihmisen,0.539,rattauden,0.55
49,kristillisen,0.541,sydämet,0.538,tansalais,0.55
50,onnen,0.54,monenkin,0.537,armeliaisuuden,0.549
51,huolimattomuus,0.538,muit,0.537,ihmiseu,0.548
52,sydämessä,0.537,maima,0.536,jumalattomain,0.547
53,nero,0.536,ihmiselämän,0.535,esi-isäin,0.547
54,sisällisen,0.536,luojan,0.535,muit,0.547
55,isän,0.531,ylellisyyden,0.534,perhe-elämän,0.545
56,sydammen,0.531,henkisten,0.534,sydänten,0.545
57,laiskuus,0.53,moimain,0.534,siweyden,0.545
58,olento,0.529,eläin,0.534,kuolleit,0.544
59,kaus,0.528,hirmu,0.534,lukemattomien,0.544
60,edis,0.528,isäin,0.533,paheitten,0.544
61,luonnon,0.527,venäläis,0.531,yhteiskunnallis,0.544
62,himo,0.526,tiede,0.531,sielu,0.541
63,rinnalla,0.526,simeys,0.531,alhais,0.541
64,sit,0.524,heissä,0.53,ylhäis,0.54
65,harras,0.523,järjen,0.53,alituis,0.54
66,joit,0.523,rikkaus,0.529,kahlehtii,0.54
67,rakkautta,0.522,taika,0.529,ihmisen,0.539
68,synnin,0.52,sieluja,0.528,jumalain,0.538
69,mailman,0.519,isänmaamme,0.528,lähimmäis,0.538
70,rikkaus,0.517,kausan,0.527,pakanain,0.537
71,siwistys,0.516,henki,0.526,tilallis,0.536
72,ahkeruus,0.514,lähimmäisensä,0.526,yhleis,0.536
73,ihmisissä,0.512,isänmaan,0.523,yhteiselämässä,0.536
74,muitten,0.512,turhuutta,0.523,tietämättömyyden,0.536
75,maailman,0.511,rak,0.523,julmien,0.535
76,köyhyyden,0.509,ylellisyys,0.522,kanssaihmisten,0.534
77,into,0.508,mailman,0.522,nautintojen,0.533
78,tapain,0.508,ihmisessä,0.521,sisällis,0.533
79,mieliä,0.506,pahennuksen,0.521,raakalaisten,0.533
80,ruumiin,0.505,onnellisuuden,0.521,itselläisyys,0.533
81,nuorison,0.505,laiskuus,0.52,poikas,0.532
82,ajatuksen,0.504,pahuuden,0.52,lihallisten,0.532
83,jumalaan,0.502,keskuus,0.52,epäuskon,0.531
84,simistyksen,0.502,sielu,0.518,kansojen,0.531
85,köyhyys,0.502,jumalisuuden,0.517,riemui,0.53
86,ulkonainen,0.501,nykyajan,0.516,meikäläis,0.53
87,woima,0.501,ihmistenkin,0.516,isänmaallis,0.53
88,seurauksia,0.5,kauneuden,0.516,luontokappalten,0.53
89,kohtaan,0.499,edistyksen,0.515,hymeiden,0.53
90,edistymistä,0.498,heikkous,0.515,sellais,0.529
91,synnyttää,0.497,hengellisesti,0.514,ihmisyyden,0.529
92,suomemme,0.496,järki,0.514,synnin,0.529
93,kristillisyyden,0.496,kurjuutta,0.514,hekuman,0.529
94,taimaan,0.496,luounon,0.514,ylönkatse,0.528
95,ihmisiltä,0.496,kansamme,0.514,lähimmäisten,0.528
96,woimat,0.495,sielua,0.513,ihmism,0.528
97,maallinen,0.494,luonto,0.513,isänmaanrakkauden,0.527
98,yhteydessä,0.492,simisty,0.513,lähimmäisen,0.527
99,pahan,0.49,maailman,0.513,egyptiläis,0.526
