,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,mirkamies,0.602,asulas,0.796
1,mäestö,0.597,asutas,0.778
2,mäcstö,0.564,asnkas,0.775
3,asujamista,0.551,asujan,0.659
4,köyhä,0.547,haltija,0.615
5,kansakunta,0.544,perillinen,0.61
6,maalais,0.539,sulas,0.609
7,haltia,0.535,hallinto-oikeus,0.608
8,wirkamies,0.533,suurtilallinen,0.59
9,virkamies,0.532,kruununtilan,0.582
10,paikkakunta,0.532,kantaisä,0.578
11,piiristä,0.531,asujamisto,0.575
12,maakunta,0.531,maanomistaja,0.574
13,mies,0.524,omaaja,0.573
14,pojista,0.515,tilus,0.567
15,perhe,0.512,olopailka,0.567
16,ylimys,0.512,olopaitka,0.565
17,väestöstä,0.51,asukkaista,0.563
18,väestö,0.509,olopaikka,0.562
19,kansalainen,0.509,liikamaa,0.555
20,wäestöstä,0.508,mäcstö,0.552
21,asukkaista,0.504,olopailla,0.551
22,sotilas,0.504,kruuuu,0.55
23,keskuudessa,0.503,haltia,0.547
24,henkilö,0.503,poikainen,0.545
25,rikkain,0.501,perillisistä,0.542
26,pääkaupunki,0.5,olopaitta,0.541
27,kylä,0.499,talonpoika,0.535
28,wäestö,0.498,torppariksi,0.534
29,wäcstö,0.496,asukas-,0.534
30,jäsen,0.495,maapalsta,0.533
31,eläin,0.489,mäestö,0.532
32,manhin,0.489,mouli,0.532
33,ihmis,0.486,olopaiffa,0.529
34,kerjäläinen,0.483,maltiolaitos,0.528
35,polmi,0.483,saamamies,0.528
36,mäki,0.481,muokraaja,0.526
37,mäestöstä,0.478,asujain,0.526
38,kaupunkilainen,0.477,omistus,0.526
39,kansakin,0.47,asukkaalta,0.524
40,kyläkunta,0.468,naapuri,0.522
41,tölli,0.465,perintö,0.521
42,alueella,0.461,matiupoika,0.52
43,palmelia,0.46,eläjä,0.519
44,lahko,0.458,hallitusoikeuden,0.518
45,perillinen,0.457,lväestö,0.517
46,kohtalo,0.456,luhonpoita,0.515
47,naapurissa,0.456,perimys,0.514
48,pohatta,0.451,haltijaksi,0.514
49,löyhä,0.451,voudille,0.514
50,poikanen,0.451,uudistalo,0.514
51,hallitsija,0.451,lvanhin,0.513
52,muukalainen,0.45,mäkitupalainen,0.512
53,omaksi,0.45,alkuasukas,0.51
54,sotamies,0.448,jahtimouti,0.509
55,kansa,0.447,metsämahti,0.509
56,haara,0.446,omislaja,0.507
57,kaupunti,0.446,maakappale,0.507
58,seutu,0.446,hallinto-oikeutta,0.505
59,suku,0.443,mahtimies,0.504
60,yksityis,0.442,tilanosa,0.503
61,lahkokunta,0.442,laurinpoika,0.503
62,ystämä,0.442,maakaistale,0.502
63,pyytäjä,0.44,pohatta,0.501
64,palmelutsessa,0.44,uudistaloon,0.501
65,perhekunta,0.439,asujamista,0.5
66,wanhin,0.438,umistaja,0.5
67,tilus,0.437,heimokunta,0.499
68,käsityöläinen,0.437,truu-,0.499
69,päämies,0.435,asujamistosta,0.498
70,turmelus,0.435,lahjoitusmaasta,0.498
71,tarkotus,0.433,talokin,0.498
72,asukkaita,0.433,pormari,0.498
73,köyhän,0.433,antinpoika,0.498
74,muu,0.433,mökkiläinen,0.497
75,isännäksi,0.433,nautinto-oikeus,0.497
76,miehistä,0.43,kauppamies,0.496
77,seurakuntalainen,0.429,eerikinpoika,0.495
78,martia,0.429,perijä,0.495
79,asuk,0.429,kahdeksannes,0.495
80,sukulainen,0.428,hallinto-oikeuden,0.495
81,herrasmies,0.428,osakas,0.495
82,kansallisuus,0.428,mouti,0.494
83,keskessä,0.427,rälssi,0.494
84,henki,0.426,arennilla,0.494
85,omistajana,0.425,luhananpoila,0.494
86,mökki,0.424,manttaali,0.494
87,kyläkunnassa,0.424,asukkaan,0.493
88,palmelija,0.423,truunu,0.493
89,yksityinen,0.423,aataminpoika,0.493
90,kausa,0.422,mirkamies,0.492
91,mieras,0.422,palsta,0.492
92,mics,0.422,kansaluokka,0.492
93,muit,0.421,luhonpoika,0.491
94,manki,0.42,leskimaimo,0.491
95,rikas,0.42,ruunun-,0.491
96,nainen,0.419,pietarinpoika,0.49
97,rakastaja,0.419,muolraaja,0.489
98,hallussa,0.419,kolmannekseen,0.488
99,herroista,0.419,kyläkunta,0.488
