,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
66,etua,0.531,estetään,0.546,tarjota,0.604
67,kansakunnan,0.53,malmistaa,0.545,tuottawat,0.603
68,maatii,0.529,kaupalle,0.544,lorwata,0.601
69,woimaa,0.529,wetää,0.543,liewentää,0.599
70,waatia,0.528,kasmaa,0.543,saamutlaa,0.596
71,woimia,0.528,alentaa,0.542,woittaa,0.594
72,kaswattaa,0.527,säilyttää,0.541,maikutlaa,0.594
73,simistyksen,0.527,tarkoittaa,0.541,tuottamin,0.594
74,käsittää,0.526,vaatii,0.54,saamnttaa,0.594
75,täyttää,0.526,elämisen,0.539,waikuttaisi,0.592
76,seurauksia,0.523,kaswaa,0.539,woittaisi,0.592
77,senkautta,0.523,maatisi,0.538,maanmiljelytselle,0.592
78,löytää,0.523,turmelee,0.538,lamauttaa,0.592
79,hyödystä,0.522,metää,0.538,kormua,0.591
80,jaksaa,0.522,kaikelle,0.536,tuottawa,0.591
81,järki,0.521,tasoittaa,0.535,saalvuttaa,0.59
82,totista,0.52,tuottamaa,0.535,korwaisi,0.59
83,johdattaa,0.519,myöntää,0.534,waituttaisi,0.59
84,hywää,0.516,herättää,0.534,täsmää,0.588
85,woittoa,0.516,masentaa,0.534,loituu,0.587
86,malmistaa,0.512,rajoittaa,0.532,kohottaisi,0.587
87,tunnon,0.511,tarjoo,0.531,saamutetaan,0.586
88,enenee,0.51,menestyä,0.529,tuottaakseen,0.586
89,sisällisen,0.51,imee,0.529,sälyttää,0.585
90,ela,0.508,maakunnalle,0.528,matkaansaada,0.585
91,miepi,0.508,uhrataan,0.528,osoitaa,0.584
92,himo,0.508,helpoittaa,0.527,ehkäisisi,0.584
93,enämmin,0.507,toiwoa,0.527,riittää,0.584
94,etsii,0.507,karttuisi,0.527,kärsii,0.584
95,hyödyllinen,0.507,osoittaa,0.527,tetee,0.584
96,poltto,0.507,täyttää,0.526,saawutetaan,0.583
97,hankkia,0.505,edistäisi,0.526,myöntää,0.582
98,sanomattoman,0.505,uhrata,0.526,palkitsee,0.582
99,rikkaus,0.505,karttuu,0.526,tekisi,0.582
