,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,waikuttaa,0.745,tnottaa,0.842,tnottaa,0.898
1,synnyttää,0.704,tuottaisi,0.795,tuottaisi,0.826
2,waatii,0.692,matkaansaattaa,0.748,tuottaakin,0.774
3,maikuttaa,0.668,synnyttää,0.704,tuottoa,0.754
4,amaa,0.659,waikuttaa,0.688,synnyttää,0.752
5,turmelee,0.657,tuottamat,0.683,matkaansaattaa,0.704
6,ihmiselle,0.651,huojentaa,0.673,tarjoisi,0.695
7,hyödyttää,0.649,tuottamaan,0.671,koitua,0.691
8,woittaa,0.647,vaikuttaa,0.669,tuottama,0.683
9,kannattaa,0.635,tuottama,0.666,tuotti,0.683
10,kadottaa,0.627,tuottawa,0.658,tarjoaisi,0.679
11,maakunnalle,0.623,wailuttaa,0.652,synnyttäisi,0.676
12,korottaa,0.623,maituttaa,0.648,säästää,0.663
13,tuopi,0.622,maikuttaa,0.646,korwata,0.663
14,kärsii,0.622,tuotti,0.644,tormata,0.661
15,tarmitsee,0.622,enentää,0.642,tuuttaisi,0.66
16,antaisi,0.613,tuottawat,0.639,tuottamat,0.657
17,antaa,0.61,waituttaa,0.635,maikultaa,0.656
18,tarwitsee,0.598,saamuttaa,0.623,tuottamaan,0.655
19,parantaa,0.596,säästää,0.618,lvaikuttaa,0.651
20,sallii,0.592,waikuttaisi,0.615,loitua,0.651
21,siwistyksen,0.589,ennustaa,0.61,waiknttaa,0.65
22,arwoa,0.587,synnyttäisi,0.609,tnotti,0.648
23,tuottanut,0.578,tekee,0.608,antaakin,0.645
24,rikkauden,0.578,saawuttaa,0.608,koituu,0.645
25,tekee,0.578,kärsii,0.605,kormaisi,0.645
26,autaa,0.576,tuottanut,0.604,saamuttaa,0.644
27,rikkautta,0.576,palkita,0.597,tuottanut,0.644
28,walmistaa,0.575,riittää,0.594,luottaisi,0.644
29,järjen,0.575,palkitsee,0.593,säästyy,0.641
30,saaminen,0.572,hankkia,0.593,enentää,0.641
31,herättää,0.571,syntyä,0.592,aikaansaada,0.64
32,enentää,0.571,ammentaa,0.591,huojentaa,0.639
33,vaikuttaa,0.567,suurentaa,0.588,kormata,0.634
34,pyrkii,0.566,kuluttaa,0.588,aiheuttaa,0.634
35,hyödyn,0.566,waiknttaa,0.587,vähentää,0.634
36,hedelmän,0.565,mailuttaa,0.585,lormata,0.633
37,maallemme,0.563,nielee,0.585,vaikuttaa,0.632
38,tarjota,0.56,vaatisi,0.581,helpoittaa,0.631
39,puhtaan,0.56,poistaa,0.58,tekee,0.631
40,ymmärrystä,0.557,kartuttaa,0.579,maituttaa,0.628
41,toimoo,0.555,voittaa,0.578,waikuttaa,0.627
42,siunausta,0.554,ansaita,0.578,mähentäisi,0.626
43,ansaitsee,0.553,woittaa,0.578,helpottaa,0.626
44,kansoille,0.553,vaikuttaisi,0.578,waituttaa,0.625
45,osoittaa,0.552,jouduttaa,0.575,tarjoaa,0.624
46,edistymistä,0.55,waatii,0.569,saawuttaa,0.621
47,tawaran,0.549,wähentää,0.568,mähentää,0.621
48,moit,0.547,siittää,0.566,wähentää,0.62
49,kansallisen,0.547,kuolettaa,0.565,edellyttää,0.62
50,hywästä,0.546,suomalaisuudelle,0.564,koituisi,0.619
51,wiljelys,0.546,korottaa,0.563,wailuttaa,0.618
52,taidon,0.545,turmioksi,0.563,aikaansaattaa,0.618
53,puuttuu,0.544,aikaansaada,0.561,nielee,0.617
54,poistaa,0.543,keksiä,0.561,maikuttaa,0.617
55,jokaiselle,0.543,nostattaa,0.56,mailultaa,0.615
56,siunauksen,0.542,hanttia,0.559,tarjoo,0.615
57,parannusta,0.542,hyödyttää,0.556,torwata,0.614
58,jumalalta,0.538,tehnee,0.554,maiknttaa,0.612
59,parannuksen,0.537,maatii,0.551,mailuttaa,0.612
60,häwittää,0.536,lvaatii,0.551,tctce,0.609
61,paran,0.533,karttua,0.55,ivaikuttaa,0.609
62,ihmisyyden,0.533,tarjota,0.549,huojentaisi,0.607
63,tuot,0.532,osoittaisi,0.548,tuottanee,0.607
64,edis,0.532,lemittää,0.547,tuuttaa,0.605
65,kalliin,0.531,tasmaa,0.546,törmäisi,0.605
