,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,järjestelmä,0.782,peri-aate,0.835
1,rajoitus,0.777,näkökanta,0.817
2,mielipide,0.775,katsantotapa,0.797
3,tosi-asia,0.772,käsityskanta,0.791
4,maatimus,0.764,järjestelmä,0.788
5,armelu,0.761,säädös,0.786
6,katsantotapa,0.757,katsantokanta,0.775
7,vaatimus,0.746,perusaate,0.775
8,mieli-ala,0.738,perusajatus,0.774
9,menetystäpä,0.737,ristiriita,0.761
10,omituisuus,0.732,edellytys,0.76
11,waatimus,0.727,tasapuolisuus,0.751
12,arwelu,0.71,wakaumus,0.749
13,aate,0.709,säädäntö,0.742
14,seitka,0.708,tarkoitusperä,0.742
15,menettely,0.703,laki,0.739
16,mäitös,0.701,säännös,0.739
17,käsitys,0.699,maatimus,0.738
18,erilaisuus,0.697,ristiriitaisuus,0.737
19,pyrintö,0.691,käsitystapa,0.736
20,ehto,0.689,mielipide,0.727
21,syytös,0.688,menetystäpä,0.727
22,asemelmollisuus,0.685,vapaamielisyys,0.727
23,luulo,0.68,menettelytapa,0.726
24,menetys,0.678,lainsäädäntö,0.726
25,ajatus,0.676,rajoitus,0.724
26,suhde,0.674,tasa-arwo,0.724
27,säännös,0.673,tosiasia,0.724
28,epäkohta,0.671,perustus,0.722
29,vääryys,0.669,äänestystapa,0.722
30,päämaali,0.665,waalimus,0.721
31,perustus,0.659,aate,0.721
32,yhtäläisyys,0.654,yhteiskuntajärjestys,0.721
33,yksimielisyys,0.653,mapaamielisyys,0.717
34,merkitys,0.65,täsitys,0.716
35,poikkeus,0.65,waatimus,0.716
36,harrastus,0.646,vaatimus,0.715
37,totuus,0.645,itsehallinto,0.715
38,määryys,0.641,ajatustapa,0.713
39,hallitusmuoto,0.639,siwistystyö,0.711
40,luonne,0.639,makaumus,0.71
41,loukkaus,0.638,käsitys,0.708
42,lvoima,0.636,vakaumus,0.706
43,yksipuolinen,0.635,johdonmukaisuus,0.702
44,kielikysymys,0.631,puoluejako,0.7
45,luottamus,0.628,maltiomuoto,0.695
46,puolustus,0.627,olettaminen,0.695
47,hanke,0.626,tasa-arwoisuus,0.694
48,suhta,0.626,menettely,0.694
49,seikka,0.625,yhdenwertaisuus,0.693
50,myöntäminen,0.625,hallitusmuoto,0.693
51,mieliala,0.621,tasa-armoisuus,0.691
52,erimielisyys,0.621,yksipuolisuus,0.69
53,malhe,0.62,yliwalta,0.689
54,elinkeino,0.62,tulkitseminen,0.688
55,sotalaitos,0.618,mäite,0.688
56,edistys,0.617,waltiomuoto,0.687
57,määräys,0.614,edustuslaitos,0.685
58,wika,0.612,toimintatapa,0.685
59,warowaisuus,0.612,suwaitsewaisuus,0.685
60,järjestys,0.61,ehto,0.684
61,olemus,0.609,simistystyö,0.683
62,etn,0.608,toimenpide,0.683
63,soimaus,0.608,maalimus,0.68
64,maikutus,0.606,periaatteena,0.679
65,temppu,0.605,oikeudentunto,0.679
66,lause,0.605,laillisuus,0.678
67,seitta,0.605,perustuslaki,0.677
68,vika,0.604,wäite,0.677
69,waitutus,0.603,tasa-armo,0.676
70,muutos,0.601,muodostus,0.675
71,wäitös,0.6,lainlaadinta,0.674
72,mielisyys,0.599,yhteisyys,0.674
73,asianlaita,0.599,armostclu,0.673
74,erhetys,0.597,päätelmä,0.673
75,mitätöin,0.594,luonnonlaki,0.673
76,käytäntö,0.594,perussääntö,0.673
77,oppimäärä,0.591,yhdenmertaisuus,0.673
78,kansallisuus,0.591,välttämättömyys,0.672
79,suunta,0.59,maalitapa,0.672
80,päämäärä,0.59,itsenäisyys,0.671
81,maitutus,0.587,eheys,0.671
82,walhe,0.586,edistysaskel,0.671
83,wastustus,0.586,walaumus,0.67
84,mälttämätöin,0.585,yhdenmukaisuus,0.669
85,epäjärjestys,0.585,käsite,0.669
86,tarkotus,0.584,lainsäädäntömme,0.669
87,juoni,0.583,muutos,0.668
88,laki,0.583,oileudentunto,0.667
89,tunto,0.582,näkökohta,0.666
90,teino,0.582,ylimalta,0.663
91,asewelwollisuus,0.582,kohtuuttomuus,0.662
92,tärkeys,0.582,pyrkimys,0.662
93,hankaluus,0.582,johtopäätös,0.661
94,pääasia,0.58,rahakanta,0.66
95,pykäle,0.58,määräys,0.659
96,perustuu,0.58,simislys,0.659
97,kansallinen,0.579,läsitys,0.658
98,päättäminen,0.578,waalitapa,0.658
99,välikappale,0.578,mielimättä,0.657
