,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,inspehtori,0.782,johlaja,0.893
1,tarkastaja,0.752,johiaja,0.879
2,kaitsija,0.75,johtaia,0.879
3,esimies,0.746,iohtaja,0.861
4,puheenjohtaja,0.719,juhtaja,0.861
5,johtajaksi,0.718,jobtaja,0.831
6,ylitarkastaja,0.717,jolitaja,0.812
7,opettaja,0.703,johtaj,0.781
8,johtajana,0.702,lohtaja,0.773
9,johtajatar,0.685,ohtaja,0.763
10,koulunjohtaja,0.683,tirehtööri,0.761
11,johtajalta,0.683,tirehtori,0.756
12,tirehtori,0.682,tarkastaja,0.749
13,sihtien,0.68,johtajana,0.748
14,rehtori,0.678,johtajaksi,0.744
15,rahastonhoitaja,0.677,johtajatsi,0.728
16,sihteeri,0.677,inspehtori,0.724
17,cygnceus,0.676,varajohtaja,0.723
18,johtajalle,0.675,esimies,0.722
19,sihteri,0.663,perustaja,0.713
20,sihtieri,0.663,johtajalsi,0.712
21,opettajakunta,0.655,puheenjohtaja,0.707
22,tööri,0.652,sihteeri,0.701
23,lehtori,0.65,johtajalle,0.698
24,perustaja,0.65,tirehtöri,0.696
25,yli-inspehtori,0.632,tirehlöri,0.692
26,johtajan,0.619,johtajakin,0.69
27,tirehtööri,0.618,johtajalta,0.689
28,johdattaja,0.614,johtajatar,0.685
29,esimiehenä,0.612,tirchtori,0.681
30,opettajisto,0.61,ylihoitaja,0.68
31,rohmessori,0.61,polyteknikko,0.677
32,tirehtöri,0.61,ylitarkastaja,0.673
33,konrehtori,0.609,sihteri,0.672
34,hoitaja,0.608,sihtcri,0.67
35,esittelijä,0.606,opettaja,0.669
36,soldan,0.601,tartastaja,0.664
37,hynen,0.598,kunniajäsen,0.663
38,yliopettaja,0.597,puheenjohtoja,0.661
39,promessori,0.59,pääjohtaja,0.66
40,cyg,0.589,johtajalfi,0.653
41,puheenjohtajana,0.588,opeltaja,0.653
42,opettajatar,0.588,ovettaja,0.652
43,majisteri,0.586,tirchtöri,0.652
44,rehtorille,0.582,opettoja,0.651
45,tireh,0.582,joht,0.647
46,cygnaeus,0.581,hoitaja,0.642
47,inspehtorille,0.578,opetlaja,0.641
48,maisteri,0.578,majisteri,0.64
49,puheenjohtajaksi,0.577,pnheenjohtaja,0.638
50,h.ra,0.577,piiritarkastaja,0.635
51,cleme,0.575,tirehlööri,0.633
52,hendell,0.571,tarlastaja,0.632
53,tarkastajaksi,0.571,ylijohtaja,0.629
54,agronomi,0.57,opettaia,0.628
55,tutkija,0.57,wahlbäck,0.627
56,amanuensi,0.569,johtajan,0.626
57,scnatori,0.569,puheenjohlaja,0.625
58,amellan,0.568,soitonjohtaja,0.623
59,leht,0.567,polytetnillisen,0.623
60,sihteerinä,0.565,arkistonhoitaja,0.62
61,läpikäynyt,0.564,päällikkö,0.62
62,sihteeriksi,0.562,sihleri,0.619
63,cleve,0.558,isännöitsijä,0.618
64,synnerberg,0.557,warapuheenjohtaja,0.616
65,godenhjelm,0.556,perustajalle,0.616
66,esimieheksi,0.556,jontaja,0.616
67,slöör,0.555,pääsihteeri,0.616
68,waltioneuwos,0.555,stipendiaatti,0.615
69,ylioppilas,0.554,rehtori,0.614
70,inspehtoriksi,0.554,jäjen,0.613
71,clewe,0.553,esimiehenä,0.613
72,päällikkö,0.552,edustaja,0.613
73,kollega,0.551,johlajan,0.612
74,sih,0.55,johtajaa,0.609
75,maltioneumos,0.549,koulunjohtaja,0.609
76,kanslianeumos,0.548,kansakouluntarkastaja,0.609
77,päällittö,0.548,enckell,0.605
78,lärminen,0.548,hynsn,0.605
79,tohtori,0.547,puheeniohtaja,0.605
80,opettajana,0.547,laulunopettaja,0.603
81,wilken,0.546,puheenjohtaia,0.601
82,maist,0.545,ioht,0.598
83,soittaja,0.543,fihteri,0.598
84,mallikoulun,0.54,hynön,0.598
85,kamreeri,0.539,lehtori,0.595
86,pacius,0.539,puheeujohtaja,0.591
87,notari,0.538,ylioppilas,0.59
88,prosessori,0.537,perustajista,0.59
89,laulukunta,0.537,johtajattarena,0.59
90,öhberg,0.537,opettajatar,0.589
91,kahelin,0.536,harrastaja,0.589
92,notarius,0.536,toimitusjohtaja,0.589
93,johdannolla,0.535,puheenjoht.,0.589
94,yliopistolainen,0.535,tarkastajana,0.588
95,professori,0.535,taloudenhoitaja,0.588
96,notario,0.535,tircht,0.587
97,lääkäri,0.534,lehlori,0.587
98,kokelas,0.532,optttaja,0.586
99,tohtor,0.531,joht.,0.585
