,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,keskinäinen,0.693,yhdistys,0.761,yhdistyminen,0.786
1,yleinen,0.68,yksimielisyys,0.684,muoromaikutus,0.777
2,yhdistys,0.675,yhtäläisyys,0.657,yhdysside,0.776
3,erityinen,0.655,laitos,0.645,läheneminen,0.763
4,kansallinen,0.653,järjestelmä,0.635,yhtyminen,0.761
5,perustettu,0.64,hallitusmuoto,0.63,eheys,0.754
6,suus,0.632,liitto,0.628,yhtäläisyys,0.739
7,nykyinen,0.632,keskuus,0.625,snhde,0.73
8,yhdis,0.631,edistys,0.621,yhteisyys,0.729
9,tys,0.624,järjestys,0.618,kanssakäyminen,0.721
10,toimi,0.622,suhde,0.614,wuorowaikutus,0.702
11,sisällinen,0.612,kansallisuus,0.608,ystämyys,0.685
12,perustus,0.612,waikutus,0.608,yhteiselämä,0.684
13,ansio,0.61,suojelus,0.595,tasapaino,0.684
14,walta,0.599,mieli-ala,0.589,yhteistoiminta,0.683
15,asiain,0.594,erilaisuus,0.588,turmallisuus,0.677
16,laillinen,0.594,puolustus,0.581,suwaitsewaisuus,0.676
17,sääntö,0.592,mieliala,0.58,suhde,0.676
18,linen,0.587,awioliitto,0.579,yhdenmukaisuus,0.676
19,yhteyden,0.586,perustus,0.577,yhdysmaikutus,0.672
20,simistys,0.586,wapaus,0.576,sopu,0.669
21,saksanmaan,0.584,yhteiskunta,0.576,politili,0.669
22,menestys,0.58,kansakunta,0.574,sopusointu,0.668
23,maakunta,0.576,elinkeino,0.572,ystäwyys,0.668
24,mahdoton,0.574,hallinto,0.571,yksimielisyys,0.667
25,omituinen,0.568,harrastus,0.571,riippumattomuus,0.666
26,parannus,0.568,edistyminen,0.571,liitto,0.663
27,hallituksen,0.567,siwistys,0.57,yhdystyö,0.663
28,maawiljelys,0.563,sopu,0.567,eripuraisuus,0.663
29,suostumus,0.562,hanke,0.565,sopusointuisuus,0.659
30,tärkeä,0.562,kristillisyys,0.565,juopa,0.659
31,täydellinen,0.56,maimaishoito,0.564,itsenäisyys,0.656
32,tarkoituksensa,0.56,sominto,0.563,rautatieyhteys,0.652
33,kielten,0.559,menetys,0.561,liittyminen,0.651
34,erinäinen,0.558,mapaus,0.56,hajoaminen,0.651
35,ase,0.557,sotalaitos,0.56,kehitys,0.65
36,kirjallisuus,0.556,luottamus,0.56,yhtenäisyys,0.648
37,into,0.554,uudistus,0.559,toimiminen,0.647
38,yhteisten,0.554,herätys,0.557,turwallisuus,0.645
39,yhteinen,0.553,käytäntö,0.557,edistyminen,0.642
40,tarkoituksena,0.552,parannus,0.556,turvallisuus,0.642
41,teollisuus,0.551,into,0.556,sukulaisuus,0.641
42,siwistys,0.55,sowinto,0.554,sortaminen,0.639
43,jako,0.55,aatteiden,0.554,maitutus,0.638
44,kansojen,0.547,waltakunta,0.553,lähestyminen,0.637
45,korkein,0.546,huolenpito,0.552,kehittyminen,0.635
46,yhtäläinen,0.544,merkitys,0.552,yhdyselämä,0.634
47,edis,0.543,sopimus,0.549,side,0.633
48,esitys,0.543,lahko,0.548,herruus,0.632
49,tarkoitus,0.541,postilaitos,0.548,yhdenmertaisuus,0.632
50,tämmöinen,0.541,henki,0.541,ristiriitaisuus,0.631
51,yritys,0.54,menettely,0.541,liilto,0.627
52,uusien,0.54,osallisuus,0.54,mullistus,0.627
53,wapaus,0.538,waltakuntain,0.54,perhe-elämä,0.626
54,maallinen,0.538,erimielisyys,0.538,yhteistunne,0.624
55,tiede,0.537,pyrintö,0.537,yhteistyö,0.624
56,keksitty,0.537,katsantotapa,0.536,erimielisyys,0.623
57,kirjojen,0.535,perustuslaki,0.535,solmiminen,0.622
58,tällainen,0.535,luonne,0.535,erilaisuus,0.621
59,hengellinen,0.535,lisääntyminen,0.534,rakkans,0.621
60,koulujen,0.535,muutos,0.534,autonomia,0.619
61,liikunto,0.534,tarkotus,0.533,katsantokanta,0.619
62,liikkeen,0.534,amioliitto,0.533,ristiriita,0.618
63,perus,0.533,eripuraisuus,0.533,perikato,0.617
64,europan,0.533,varallisuus,0.533,ivaikutus,0.616
65,liitto,0.533,menestys,0.532,maikulus,0.615
66,ruotsi,0.533,waatimus,0.532,teys,0.614
67,maamiljelyksen,0.533,suhta,0.531,katsantotapa,0.614
68,asiamiesten,0.533,kansallinen,0.531,politiikka,0.612
69,kansakunnan,0.531,välikappale,0.531,mälttämättömyys,0.612
70,kaikkien,0.53,täytös,0.531,riitaisuus,0.61
71,kuntain,0.529,walistus,0.53,hajaantuminen,0.609
72,laitos,0.529,kaswatus,0.528,syntyminen,0.607
73,ulkonainen,0.529,mielisyys,0.526,toimeliaisuus,0.606
74,halli,0.527,valtakunta,0.525,olemassa-010,0.606
75,toimitettu,0.527,hallitsija,0.525,tomeruus,0.606
76,liike,0.525,orjuus,0.525,rappiotila,0.604
77,seurakuntien,0.523,eroitus,0.525,wailulus,0.603
78,siwistyksen,0.523,silvistys,0.523,lehitys,0.603
79,melmollisuus,0.522,kirjallisuus,0.523,hyminmointi,0.601
80,simis,0.522,aate,0.523,sodankäynti,0.601
81,maahamme,0.522,maakunta,0.522,mailutus,0.599
82,järjestys,0.521,side,0.522,maikutus,0.599
83,kansalla,0.521,seura,0.521,tehitys,0.599
84,käytös,0.52,rajoitus,0.52,valloittaminen,0.598
85,hallituksessa,0.519,lvoima,0.519,järjestys,0.598
86,olemien,0.518,miisaus,0.519,tasa-arwo,0.598
87,tapain,0.518,liike,0.517,kanso,0.597
88,erinäisten,0.515,etujen,0.517,kaupankäynti,0.596
89,kanaman,0.515,tulewaisuus,0.516,maltakunta,0.596
90,hoito,0.514,perustaminen,0.513,luonne,0.596
91,perustukseksi,0.514,itsenäisyys,0.513,maihtelu,0.594
92,liittokunnan,0.514,raittius,0.512,edistys,0.594
93,maakunnan,0.513,opetuslaitos,0.512,puolustus,0.593
94,tietöin,0.512,makuutus,0.512,pyrintö,0.593
95,saaminen,0.512,toiminta,0.512,wirtaus,0.592
96,tunnettu,0.512,croitus,0.511,anastaminen,0.591
97,mapaa,0.511,kirkollinen,0.511,waikulus,0.591
98,yhteydessä,0.511,yhdistäminen,0.511,yhteishenki,0.59
99,euroopan,0.51,vaikutus,0.509,tukistus,0.59
