,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,ruunu,0.668,ruunu,0.814,kruuuu,0.84
1,melaksi,0.604,lruunu,0.684,lruunu,0.805
2,hallitus,0.6,ostaja,0.657,ruunu,0.792
3,kruunulta,0.577,truunu,0.655,truunu,0.762
4,rakentaa,0.569,kruunulle,0.62,kruunulle,0.662
5,ruunun,0.555,kauppasumma,0.594,kruunun,0.654
6,tehdas,0.553,veroja,0.579,waltiowarasto,0.65
7,luman,0.534,hallitns,0.562,maltiolaitos,0.625
8,kruunun,0.534,wcro,0.556,waltiolaitos,0.607
9,luwan,0.532,raha,0.543,fruunu,0.604
10,ostaja,0.529,hallitus,0.543,liikamaa,0.586
11,hallitukselta,0.524,korko,0.542,wero,0.586
12,laina,0.523,rahoissa,0.542,wcro,0.578
13,kruunulle,0.523,urakkamies,0.539,truunulle,0.576
14,lainaa,0.521,mcro,0.539,maanomistaja,0.576
15,saamista,0.517,postilaitos,0.533,lunastushinta,0.574
16,täyden,0.516,kruunun,0.528,lunastushinnan,0.568
17,mainitulle,0.512,ruunulle,0.527,lunastus,0.568
18,raha,0.512,vero,0.52,lvero,0.564
19,lainan,0.509,valtiolle,0.518,tilus,0.562
20,hal,0.501,ostohinta,0.514,kruuuun,0.558
21,eloa,0.501,waltiolle,0.512,emätila,0.556
22,lainaksi,0.5,wero,0.506,emätilalle,0.555
23,toimituskunta,0.499,maksaja,0.506,ostaja,0.553
24,pankki,0.498,lainaaja,0.506,vero,0.552
25,ulkomaalle,0.497,hypoteekkiyhdistys,0.504,krunnun,0.549
26,lainata,0.492,wcroa,0.501,emätilan,0.549
27,koululle,0.491,panttina,0.501,metallinen,0.546
28,myödä,0.491,esimalta,0.5,esiwalta,0.546
29,maakunta,0.489,pankilla,0.5,ruunulla,0.544
30,ulkomaille,0.487,tiluksia,0.497,wcroa,0.544
31,summan,0.487,armiohinta,0.497,valtiolle,0.544
32,esimalta,0.485,taloille,0.495,lruunun,0.543
33,waroista,0.482,maksaminen,0.495,esimalta,0.541
34,papisto,0.481,taupunti,0.494,waltiollc,0.539
35,makasiinin,0.481,summat,0.494,kruunulla,0.538
36,yhdelle,0.479,tullia,0.494,weroa,0.536
37,muosittain,0.478,valtio,0.494,lruuuun,0.534
38,omistaja,0.475,kruunulta,0.493,ruunulle,0.533
39,rahalla,0.475,weroa,0.488,manttaali,0.528
40,myydä,0.475,tukkeja,0.488,kruununpuistot,0.527
41,ehdoilla,0.474,wclka,0.487,lampuodeille,0.526
42,kohtuullista,0.473,truunun,0.486,tiluksista,0.526
43,papeille,0.472,kormaus,0.486,perinnöksi,0.525
44,sotamiehille,0.471,maltio,0.486,malliolle,0.525
45,rahaa,0.466,ostajan,0.485,truunuu,0.525
46,rahaksi,0.465,rakennuskomitea,0.484,wcron,0.524
47,seurakunnalle,0.465,kyytiraha,0.484,ruumille,0.521
48,rakennukseen,0.464,kruuuun,0.481,maltiolle,0.52
49,tiloja,0.463,maakunta,0.481,lunastussumman,0.518
50,melan,0.462,maltiolle,0.479,tiluksen,0.517
51,maksu,0.462,mnosittain,0.479,tullimaksu,0.516
52,oikeus,0.462,vuotuisesti,0.478,truunun,0.515
53,laittaa,0.461,lääninhallitus,0.477,maltiollc,0.513
54,mäelle,0.46,maanomistaja,0.475,kaupunki,0.512
55,tullin,0.46,velaksi,0.475,kyytiraha,0.512
56,ostaa,0.459,puustellia,0.474,mcro,0.511
57,waroja,0.457,pantilla,0.472,veroa,0.511
58,osansa,0.456,köyhäinhoito,0.472,raha,0.51
59,rahassa,0.454,ruunun,0.471,lunastukseksi,0.507
60,kuki,0.454,ostajalla,0.471,melka,0.506
61,allekirjoitettu,0.454,lainan,0.471,kruunnn,0.506
62,laitettu,0.451,tilus,0.471,miinamero,0.505
63,maroja,0.45,kruunuu,0.471,waltiolle,0.504
64,malmista,0.45,weroja,0.47,anvo,0.503
65,tilan,0.447,lunastus,0.469,puistojensa,0.503
66,tarpeensa,0.447,tiloista,0.469,weron,0.502
67,rahoilla,0.446,verot,0.469,maawero,0.502
68,wiinaa,0.446,metallinen,0.468,metsänhoitohallitus,0.501
69,itselleen,0.445,kormausta,0.468,truu,0.501
70,perinnöksi,0.445,myyjä,0.468,lappalaisille,0.5
71,lupaa,0.444,matsu,0.466,lahjoitusmaan,0.499
72,omista,0.443,ulosteot,0.466,lampuotitilojen,0.499
73,nimismiehelle,0.442,hollikyyti,0.466,kruunulta,0.499
74,varoja,0.441,puustellin,0.464,katuosa,0.499
75,sotawäki,0.441,ruhtinaskunta,0.461,lunastuksen,0.499
76,alettu,0.44,anvo,0.461,maltio,0.498
77,palkkaa,0.439,seurakunta,0.461,waltio,0.498
78,varoista,0.438,veroa,0.459,lainanottaja,0.497
79,asukkaille,0.436,tiloille,0.458,maksettamatsi,0.497
80,welka,0.434,kruunnn,0.458,urakkalainen,0.497
81,hinnan,0.433,arentimies,0.458,tilallisilta,0.497
82,tuoda,0.432,ihtiö,0.457,meroa,0.497
83,hallitukselle,0.429,waltio,0.456,kruunuu,0.496
84,rahoja,0.429,welan,0.456,kruu,0.496
85,seura,0.428,lainasta,0.455,ostohinta,0.496
86,ostettu,0.427,maatilat,0.454,kaupuuki,0.496
87,itsellensä,0.426,metsistä,0.454,lunastussumma,0.495
88,vuosittain,0.426,pantista,0.454,kruuniin,0.494
89,tarpeiksi,0.426,maa-ala,0.453,tiluksensa,0.493
90,lunastaa,0.426,myyjälle,0.451,kalastukset,0.493
91,weron,0.426,kaupunki,0.451,aitiolle,0.491
92,korkoa,0.425,pankista,0.451,maapala,0.491
93,kus,0.425,hypo,0.45,päätilalle,0.491
94,kullekin,0.423,weron,0.45,truuuun,0.49
95,nille,0.422,yhdyskunta,0.449,manttali,0.49
96,palkan,0.422,scnra,0.449,mcron,0.49
97,seurakunta,0.421,pääomaa,0.449,valtio,0.489
98,elatusta,0.419,lunastettu,0.447,armo,0.489
99,lainoja,0.419,tilat,0.447,lunastukseen,0.489
