,fi_1880,fi_1880_d
0,paikallis-,0.662
1,pailallis,0.646
2,keskustoimi,0.582
3,yhdistysten,0.56
4,paikallisyhdistysten,0.557
5,maalais,0.552
6,klubien,0.548
7,pääseuran,0.543
8,paikallisia,0.539
9,työmäenyhdistysten,0.538
10,pääseura,0.537
11,keskuskomitean,0.533
12,ammattiyhdistyksien,0.533
13,seurain,0.533
14,raittiusscurain,0.533
15,yhdistyksien,0.53
16,meijeristien,0.526
17,ammattiyhdistysten,0.526
18,isäntäyhdistysten,0.524
19,konttorien,0.523
20,seurojen,0.522
21,hätäapu,0.521
22,työiuäen,0.519
23,tyuwäen,0.519
24,raittiusseurain,0.518
25,paikallisten,0.514
26,ammattiyhdistyksiä,0.513
27,haarakonttorien,0.512
28,toimimien,0.511
29,ammatti,0.511
30,distysten,0.51
31,toimikuntien,0.508
32,työwäen-,0.507
33,päätoimi,0.506
34,raittiuspuhujia,0.506
35,toimikuntia,0.504
36,piiritoimi,0.503
37,toimimia,0.503
38,piirikuntien,0.502
39,haara-osastojen,0.501
40,lansanmalistus,0.501
41,keskuskomitealta,0.5
42,toimikuntain,0.5
43,työmäe,0.5
44,perustamien,0.499
45,maanwiljelysseurojen,0.499
46,asianym,0.498
47,siirtolais,0.498
48,keskusseuran,0.497
49,kauppakoulujen,0.496
50,keskusjohdon,0.495
51,paikalliset,0.495
52,työwäenyhdistysten,0.494
53,kauppayhdistysten,0.494
54,rautatie-,0.493
55,maanmiljelysseurain,0.492
56,haara-osastot,0.492
57,talousseurain,0.492
58,työiväen,0.489
59,tystcn,0.489
60,haara-osastoja,0.488
61,paikallinen,0.484
62,kuntina,0.484
63,työmäcu,0.484
64,vakuutusyhtiöiden,0.483
65,kunnallislautakuntain,0.483
66,piiritoimikunnalle,0.483
67,haara,0.483
68,juomalakko,0.482
69,ammattikuntain,0.482
70,haaraosastojen,0.481
71,kansanmalistus,0.481
72,työiväcn,0.481
73,keskusjohto,0.481
74,toimimain,0.481
75,raittiusseurojen,0.48
76,keskushallituksen,0.48
77,maaniviljelys,0.479
78,3-miehinen,0.478
79,työmäen-,0.478
80,työmäc,0.478
81,läänittäin,0.478
82,palokuntien,0.478
83,kulkuneumo,0.476
84,säästöpankkien,0.476
85,maamiljelys,0.473
86,maamiesseuroja,0.473
87,haaraosastoille,0.473
88,osakeyhtiöiden,0.472
89,tuömäen,0.472
90,työväenyhdistysten,0.472
91,ammatti-,0.471
92,toimikunnat,0.471
93,haaraosastot,0.47
94,yhtiöin,0.47
95,vuosikertomukset,0.469
96,näyttelyiden,0.469
97,paikkakunnallisten,0.469
98,eteläpohjanmaan,0.468
99,ammattiosastojen,0.468
