,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
72,maksaa,0.465,laina,0.529,maltiorahastoon,0.505
73,woitto,0.464,seteleitä,0.529,wallio,0.505
74,pano,0.463,matsu,0.528,vero,0.505
75,tilain,0.461,intressin,0.527,lvaltion,0.503
76,muosi,0.461,intressi,0.527,sijoituksista,0.502
77,kaswu,0.459,kuoletus,0.526,toimikonttoorissa,0.502
78,yhdistyksen,0.458,rahassa,0.526,waltiowarasto,0.502
79,rup,0.457,kyytiraha,0.524,rahau,0.501
80,varat,0.454,hyyry,0.523,rahoja,0.5
81,palkat,0.454,woitto,0.523,arlvo,0.5
82,ulkomaille,0.453,edesmastaus,0.522,maillinti,0.5
83,perustukseksi,0.453,elatus,0.521,anastaja,0.499
84,posti,0.453,pääomaa,0.521,postilaitokselle,0.498
85,tehdas,0.453,talvara,0.519,iaha,0.497
86,lainaa,0.452,korwaus,0.518,mnltio,0.496
87,palkkaa,0.451,jäänös,0.518,lruunu,0.496
88,wiina,0.451,seteliä,0.518,wcro,0.496
89,jokaiselta,0.451,maksettu,0.517,toimikonttorissa,0.495
90,wuosi,0.451,hopea,0.517,rahastolle,0.494
91,kalliiksi,0.45,wakuus,0.516,waltiu,0.494
92,jako,0.449,pankille,0.516,weroja,0.494
93,omaisuus,0.447,sakko,0.513,lassasta,0.494
94,hal,0.447,hypo,0.513,rahoina,0.492
95,paino,0.446,lunastus,0.513,summia,0.492
96,vuosittain,0.446,markat,0.512,welkain,0.492
97,teko,0.445,setelejä,0.511,lainaus,0.491
98,laitos,0.444,rahamääräys,0.511,waltiowelka,0.491
99,yhteys,0.444,lainan,0.511,lrediitti,0.49
