,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,euroopan,0.642,sisä-,0.683,ulto,0.699
1,kansoissa,0.641,ulto,0.676,uiko,0.69
2,maakunnissa,0.586,ulko,0.608,ulko,0.687
3,sissä,0.584,ullo,0.601,sisä-,0.659
4,etenkin,0.563,ulko-,0.601,nlko,0.648
5,kohdissa,0.553,kumpaisellakin,0.512,ulko-,0.616
6,metsien,0.549,sota-,0.49,ulku,0.614
7,tiloissa,0.543,kummallakin,0.488,ulfo,0.607
8,toisissa,0.541,vasemmalla,0.47,nlto,0.604
9,töissä,0.531,ylä,0.469,ulka,0.587
10,monissa,0.531,matkoista,0.466,ullo,0.585
11,crinomattain,0.529,arabian,0.459,ulko^,0.585
12,erinomattain,0.527,nlko,0.458,ulfo=,0.582
13,lamataan,0.525,itämeren,0.457,fisä,0.578
14,kansojen,0.524,venäjän,0.456,ullo-,0.575
15,simis,0.518,tasa,0.452,ylä,0.564
16,laisia,0.516,ala,0.448,itämeren,0.543
17,kielillä,0.514,tummallakin,0.441,alusmaiden,0.54
18,afrikan,0.512,cri,0.437,ulto-,0.53
19,olletikin,0.511,masemmalla,0.435,wrnäjän,0.519
20,kreikan,0.51,salia,0.434,virano,0.513
21,rahmaan,0.509,etu-,0.434,slandinamian,0.51
22,simistystä,0.508,sola,0.433,ulkc,0.507
23,maissa,0.505,wenäiän,0.431,intian,0.506
24,omissa,0.505,molemmilla,0.431,wenajän,0.502
25,kansoja,0.505,etelä,0.426,aasian,0.499
26,rahwaan,0.504,ristimä,0.425,itä-aasian,0.497
27,suurissa,0.503,eri,0.424,wenäm,0.496
28,lappalaisten,0.503,menäjän,0.423,kaukaasian,0.494
29,maiden,0.502,virastojen,0.423,wcnajän,0.494
30,niinkun,0.501,vasemmalle,0.418,venäjän,0.494
31,laisille,0.499,nuotsiu,0.418,indian,0.494
32,paikkakunnissa,0.497,lvenäjän,0.415,menijän,0.492
33,muissaki,0.497,oikealla,0.412,itäme,0.491
34,lappalaiset,0.497,vuorten,0.41,slandinawian,0.491
35,muutamissa,0.495,ruotsin,0.41,läntisiin,0.489
36,kansain,0.493,rnotsin,0.409,kabulin,0.489
37,yhteyttä,0.492,ullomaan,0.409,sota-,0.488
38,laisten,0.492,pyl,0.408,baltian,0.488
39,kirkkoja,0.489,itä-,0.408,wcnäjan,0.487
40,asujat,0.485,wcnäjän,0.407,wenäjän,0.486
41,tapain,0.484,laskennossa,0.407,mustanmeren,0.485
42,isoin,0.484,yl,0.407,wirano,0.482
43,toimissa,0.483,linnain,0.406,wenäjan,0.48
44,kirjoissa,0.483,luokkain,0.406,kandaharin,0.48
45,kansassa,0.482,ruotsiu,0.404,kaspian,0.48
46,sissa,0.482,vieraiden,0.404,ministeriölle,0.478
47,muissakin,0.479,maakuntien,0.403,wcnäjän,0.475
48,paikkoja,0.479,poh,0.4,koti,0.475
49,wiron,0.478,läikkiin,0.399,tonlinin,0.473
50,jokapaikassa,0.477,kummaltakin,0.398,keisarikunnan,0.472
51,enimmiten,0.474,mcnäjän,0.398,päimäntasaajan,0.471
52,asukkaita,0.474,euroopan,0.397,mongolian,0.47
53,kielten,0.473,etupuolella,0.397,wenöjän,0.47
54,muilla,0.473,valtiollisten,0.393,rintama,0.469
55,sien,0.47,koulu-,0.393,keisarilunnan,0.469
56,jär,0.469,viron,0.392,piraion,0.467
57,semmoisissa,0.469,weuäjäu,0.391,kongon,0.467
58,yksinäisten,0.469,linnojen,0.39,opetusasioin,0.466
59,erinäisissä,0.468,oikealta,0.39,ministeriön,0.465
60,kristillisyyden,0.468,vesien,0.389,tulli,0.465
61,toisiinsa,0.467,lännen,0.387,siperian,0.464
62,puheessa,0.466,arapian,0.385,albanian,0.464
63,muutenki,0.466,wenä,0.385,asoman,0.463
64,säi,0.466,salsan,0.384,palestiinan,0.463
65,ihmisien,0.466,omi,0.384,algerian,0.462
66,ruotsalaisten,0.465,metsähoidon,0.383,mirano,0.462
67,kuullaan,0.464,ulkomaan,0.383,simii,0.461
68,lapin,0.464,jalka-,0.383,wtnäjän,0.461
69,kansat,0.464,valtakuntain,0.382,venäiän,0.461
70,asukasten,0.464,mäntien,0.381,sisemmän,0.46
71,huoneiden,0.464,lisiä,0.381,panilaisten,0.46
72,huoneissa,0.464,weuäjän,0.38,wenii,0.459
73,suomalaisten,0.463,sotajoukkojen,0.379,rajo,0.459
74,kristillisyyttä,0.463,miron,0.378,kaukasian,0.458
75,kansalta,0.462,wenäjäu,0.377,niron,0.458
76,kylissä,0.461,ulkomaisten,0.377,kreikan,0.457
77,europan,0.46,wcuäjän,0.377,tunisin,0.456
78,eräissä,0.46,valmistamiseen,0.376,pamirin,0.456
79,sanojen,0.459,vaate,0.376,euiopan,0.455
80,olemien,0.459,sisäpuolella,0.376,erglannin,0.455
81,heissä,0.459,alemmalla,0.376,weuäjan,0.455
82,rajoilla,0.459,wasemmalla,0.376,wenäjön,0.455
83,toisistansa,0.458,lyötti,0.375,wcnäiän,0.455
84,maita,0.458,toti-,0.374,molemman,0.455
85,maatamme,0.455,itämeressä,0.374,sisäasian,0.454
86,harjoitetaan,0.455,koti,0.373,englannm,0.452
87,aasian,0.453,länsi,0.372,galitsian,0.451
88,erittäinkin,0.452,rimeissä,0.372,skandinamian,0.451
89,kielet,0.452,ylt,0.372,vcnä,0.451
90,niissä,0.45,itä,0.372,ssenäjän,0.451
91,joisa,0.45,albanian,0.372,menäjan,0.45
92,asujamet,0.449,olemiin,0.371,nenäjän,0.45
93,rannoilla,0.448,valtakunnan,0.37,sota^,0.45
94,paikkoihin,0.448,maakuntain,0.37,nllo,0.45
95,kielensä,0.448,balkania,0.369,atenan,0.449
96,paraastaan,0.448,japanin,0.368,brittiläisten,0.449
97,kieliä,0.447,kumpaisenkin,0.368,afgha,0.449
