,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,keski-,0.678,keski-,0.691,kcski,0.798
1,kohtalainen,0.647,kesli,0.632,keöki,0.785
2,etelä,0.638,kcski,0.614,kesli,0.761
3,itä-,0.629,seitsemäs,0.508,keski-,0.757
4,etelä-,0.627,kesti-,0.502,teski,0.732
5,pohjois-,0.621,länsi-,0.475,kebki,0.686
6,länsi,0.613,tiistaiua,0.474,keskl,0.677
7,pohjoisessa,0.604,viides,0.466,tesli,0.663
8,kohtalaisen,0.595,lauwantain,0.462,kesti-,0.654
9,korjattu,0.588,kymmenes,0.46,kcsli,0.648
10,tienoissa,0.586,wiidcs,0.46,tcski,0.646
11,pohjois,0.585,keskiwiik,0.445,kesli-,0.573
12,keskinkertainen,0.584,etelä-,0.439,kcsti,0.536
13,tornion,0.581,miides,0.434,tcsti,0.53
14,sato,0.576,kestiwiitkona,0.434,eski,0.494
15,eteläpuolella,0.562,pohjois-,0.428,lounais,0.49
16,saimaan,0.561,kcskiwiikkona,0.428,keöti,0.478
17,kihlakunnissa,0.558,testi,0.427,kesll,0.477
18,kymin,0.558,perthin,0.425,keskin,0.475
19,kohtalaista,0.553,miikkona,0.42,kaakkois,0.468
20,laatokan,0.545,tuors,0.419,kona,0.467
21,lohen,0.544,kolmi,0.419,testi-,0.463
22,merestä,0.541,ensim,0.417,kesn,0.46
23,ylipäätään,0.537,keskimiikkona,0.416,kesl,0.456
24,paikoittain,0.535,keskimiitkona,0.416,12^/,0.452
25,paikottain,0.53,ensimäinen,0.414,etelä-,0.452
26,tulo,0.527,neljäs,0.413,eielä,0.45
27,rannan,0.525,torstain,0.413,pohjuis,0.448
28,rukiista,0.518,loppupuolella,0.412,lounais-,0.447
29,itämeren,0.514,keskiwiilkona,0.411,kesti,0.444
30,kihlakuntaa,0.514,miilne,0.409,fesfi,0.443
31,potaatin,0.512,pohjaisessa,0.408,jyväs,0.443
32,mainitusa,0.512,kahdestoista,0.407,keskit,0.442
33,sateinen,0.512,wiides,0.406,pohjoisimmassa,0.441
34,ohra,0.512,kona,0.406,knko,0.44
35,joessa,0.512,keskipaikoilla,0.405,kuko,0.439
36,päijänteen,0.507,keskilviikkona,0.404,koisin,0.439
37,kajaanin,0.506,tiistain,0.403,kes-,0.439
38,salon,0.505,sunnun-,0.403,pohjois,0.438
39,ohrista,0.504,tiis,0.402,llesli,0.438
40,kelin,0.504,lauan-,0.402,testi,0.436
41,lappeen,0.502,kahdeskymmenes,0.401,itä-,0.433
42,poh,0.5,tiis-,0.401,pohjois^,0.432
43,lahdessa,0.5,yhdeksäs,0.4,kesk,0.429
44,puolessa,0.5,3tt,0.4,ko-iltana,0.429
45,paikkoin,0.499,ensimäineu,0.4,lounas-,0.428
46,niemen,0.498,pohjois,0.399,pohjois-,0.424
47,sadon,0.498,wume,0.399,pohjos,0.424
48,yleiseen,0.497,3ft,0.398,12^2,0.423
49,ranta,0.496,keskipalkoilla,0.398,keskiviikon,0.422
50,ruis,0.495,kunaki,0.397,iv2,0.422
51,kes,0.494,viidestoista,0.397,länsi,0.421
52,ete,0.494,viikkona,0.396,maanaut,0.421
53,saalis,0.493,niiime,0.396,testini,0.419
54,rannoilla,0.491,viidennestä,0.394,ksko,0.418
55,jokien,0.489,kuudestoista,0.393,pohjoisin,0.416
56,saiman,0.488,wnme,0.391,lona,0.416
57,hiukan,0.486,etelä,0.391,perjantain,0.416
58,osissa,0.485,keskimiiktona,0.39,polijois-,0.414
59,satama,0.484,kuudennen,0.388,1v,0.413
60,kesä,0.484,tuors-,0.386,länsi-,0.41
61,kulku,0.483,maanan,0.386,"',4",0.41
62,seuduilla,0.483,itä-,0.386,koku,0.41
63,käkisalmen,0.479,enfitulewan,0.385,jokaisena,0.409
64,satanut,0.478,kuudes,0.385,tiistain,0.407
65,lunta,0.476,ensi-,0.384,2^2,0.407
66,kuusamon,0.476,kelin,0.383,2v4,0.407
67,järmen,0.475,isoin,0.383,etelä,0.406
68,eräissä,0.475,kolmastoista,0.383,lahdessa,0.406
69,mäliä,0.475,4:8,0.382,pobjois,0.406
70,liike,0.473,perjan,0.382,10^/2,0.406
71,päiminä,0.472,kes,0.382,polijois,0.404
72,hallan,0.472,tuorstaiua,0.381,pohjois-ruotsiin,0.403
73,jywä,0.472,keskimiittona,0.38,koillis-,0.402
74,rukiin,0.471,muinaismuisto-yhtiön,0.38,12^/2,0.402
75,pohjanmaan,0.47,puolimälissä,0.379,12'^,0.4
76,rajalla,0.469,per-,0.378,torstain,0.4
77,lapissa,0.468,kestiwiikkona,0.377,koua,0.399
78,maalis-kuusa,0.468,kes-,0.377,maksukäypiä,0.399
79,loppupuolella,0.468,sunnuntaista,0.376,maanantaisia,0.399
80,mesillä,0.468,alkupuolella,0.375,7—8,0.398
81,kihlakunnassa,0.468,sun-,0.374,7.^,0.397
82,syys-kuusa,0.465,lanmantaina,0.374,maantieteellisessä,0.396
83,idästä,0.465,perjantaina,0.372,keski-osissa,0.395
84,lännestä,0.464,laumantaina,0.372,torstaisia,0.395
85,kemin,0.464,keskiviikkona,0.371,itäisimmässä,0.394
86,kauroista,0.464,juhannuksen,0.371,vz,0.394
87,itä,0.464,kesti,0.37,laumantain,0.392
88,lämmin,0.462,ensimäisenä,0.37,talletetusta,0.391
89,hämeenlinnasta,0.46,kcskimiikkona,0.369,2'/4,0.391
90,satoi,0.459,alkupuoli,0.369,keskiwiikon,0.39
91,lammin,0.458,ensimmäinen,0.369,koka,0.39
92,nissä,0.458,wiimeinen,0.368,lauvantain,0.389
93,pouta,0.458,keskiwiiklona,0.368,varsinais-,0.389
94,tienoilta,0.457,kuwalehden,0.367,koko,0.389
95,sairain,0.457,tuorstaina,0.366,kielisessä,0.389
96,loka-kuusa,0.457,juhlansa,0.366,kesii,0.388
97,satamassa,0.455,ruijan,0.365,kaakkois-,0.387
98,jokseenkin,0.454,ensimäincn,0.364,teskim,0.387
99,kirkolta,0.454,puoliwälissä,0.363,vaelluksia,0.387
